WP_000340715.1	lcl|NZ_QHCT01000002.1_cds_WP_100785494.1_2441	94.186	86	106
WP_000410273.1	lcl|NZ_QHCT01000002.1_cds_WP_118968521.1_2433	62.258	310	314
WP_000410273.1	lcl|NZ_QHCT01000002.1_cds_WP_118968527.1_2440	24.638	276	314
WP_000410273.1	lcl|NZ_QHCT01000001.1_cds_WP_118966987.1_896	22.769	325	314
WP_000410273.1	lcl|NZ_QHCT01000002.1_cds_WP_118968483.1_2387	24.658	292	314
WP_000410273.1	lcl|NZ_QHCT01000010.1_cds_WP_118970620.1_55	22.162	185	314
WP_000410273.1	lcl|NZ_QHCT01000001.1_cds_WP_118966716.1_598	23.030	330	314
WP_000884059.1	lcl|NZ_QHCT01000002.1_cds_WP_118968509.1_2419	40.113	177	185
WP_000884059.1	lcl|NZ_QHCT01000002.1_cds_WP_118968247.1_2131	39.286	140	185
WP_000646256.1	lcl|NZ_QHCT01000002.1_cds_WP_118968483.1_2387	29.819	332	329
WP_000646256.1	lcl|NZ_QHCT01000002.1_cds_WP_118968527.1_2440	31.875	320	329
WP_000646256.1	lcl|NZ_QHCT01000001.1_cds_WP_118966987.1_896	30.476	315	329
WP_000646256.1	lcl|NZ_QHCT01000001.1_cds_WP_118966716.1_598	32.372	312	329
WP_000646256.1	lcl|NZ_QHCT01000010.1_cds_WP_118970620.1_55	27.381	336	329
WP_000646256.1	lcl|NZ_QHCT01000001.1_cds_WP_118967924.1_737	29.503	322	329
WP_000646256.1	lcl|NZ_QHCT01000001.1_cds_WP_118966605.1_479	29.730	333	329
WP_000646256.1	lcl|NZ_QHCT01000002.1_cds_WP_118968521.1_2433	25.080	311	329
WP_000646256.1	lcl|NZ_QHCT01000001.1_cds_WP_118967325.1_1282	25.899	278	329
WP_000646256.1	lcl|NZ_QHCT01000001.1_cds_WP_241547814.1_1104	26.316	247	329
WP_000646256.1	lcl|NZ_QHCT01000001.1_cds_WP_118967070.1_992	25.468	267	329
WP_000646256.1	lcl|NZ_QHCT01000003.1_cds_WP_118968690.1_2569	25.758	264	329
WP_000646256.1	lcl|NZ_QHCT01000002.1_cds_WP_118968498.1_2406	24.818	274	329
WP_000646256.1	lcl|NZ_QHCT01000004.1_cds_WP_118969342.1_3216	25.969	258	329
WP_000646256.1	lcl|NZ_QHCT01000001.1_cds_WP_118966552.1_429	31.008	129	329
WP_000774263.1	lcl|NZ_QHCT01000002.1_cds_WP_118968523.1_2435	26.667	240	267
WP_000774263.1	lcl|NZ_QHCT01000001.1_cds_WP_118967514.1_1477	34.746	118	267
WP_000774263.1	lcl|NZ_QHCT01000002.1_cds_WP_118968482.1_2386	24.868	189	267
WP_000774263.1	lcl|NZ_QHCT01000001.1_cds_WP_118967401.1_1366	33.010	103	267
WP_000774263.1	lcl|NZ_QHCT01000010.1_cds_WP_174715106.1_56	26.042	192	267
WP_002163445.1	lcl|NZ_QHCT01000002.1_cds_WP_118968105.1_1973	27.414	321	509
WP_002163445.1	lcl|NZ_QHCT01000002.1_cds_WP_118968105.1_1973	27.414	321	509
WP_001067556.1	lcl|NZ_QHCT01000001.1_cds_WP_118966716.1_598	25.735	272	330
WP_001067556.1	lcl|NZ_QHCT01000002.1_cds_WP_118968527.1_2440	26.335	281	330
WP_001067556.1	lcl|NZ_QHCT01000001.1_cds_WP_118966987.1_896	27.174	276	330
WP_001067556.1	lcl|NZ_QHCT01000002.1_cds_WP_118968483.1_2387	26.462	325	330
WP_001067556.1	lcl|NZ_QHCT01000001.1_cds_WP_118967924.1_737	27.817	284	330
WP_001067556.1	lcl|NZ_QHCT01000001.1_cds_WP_118967325.1_1282	26.872	227	330
WP_001067556.1	lcl|NZ_QHCT01000002.1_cds_WP_118968519.1_2431	26.974	152	330
WP_001067556.1	lcl|NZ_QHCT01000001.1_cds_WP_118967070.1_992	25.191	262	330
WP_001067556.1	lcl|NZ_QHCT01000010.1_cds_WP_118970620.1_55	25.352	142	330
WP_001067556.1	lcl|NZ_QHCT01000002.1_cds_WP_118968521.1_2433	25.000	232	330
WP_000424609.1	lcl|NZ_QHCT01000009.1_cds_WP_118970508.1_4304	41.975	243	264
WP_002074065.1	lcl|NZ_QHCT01000003.1_cds_WP_118968895.1_2781	38.742	302	310
WP_002074065.1	lcl|NZ_QHCT01000005.1_cds_WP_118969907.1_3765	27.273	308	310
WP_002074065.1	lcl|NZ_QHCT01000002.1_cds_WP_118968297.1_2187	26.316	133	310
WP_002074065.1	lcl|NZ_QHCT01000003.1_cds_WP_118968895.1_2781	38.742	302	310
WP_002074065.1	lcl|NZ_QHCT01000005.1_cds_WP_118969907.1_3765	27.273	308	310
WP_002074065.1	lcl|NZ_QHCT01000002.1_cds_WP_118968297.1_2187	26.316	133	310
WP_001088863.1	lcl|NZ_QHCT01000005.1_cds_WP_118969776.1_3623	46.429	56	144
WP_000517243.1	lcl|NZ_QHCT01000001.1_cds_WP_118966964.1_869	28.205	78	221
WP_001149938.1	lcl|NZ_QHCT01000003.1_cds_WP_118968971.1_2856	23.585	212	393
WP_001149938.1	lcl|NZ_QHCT01000005.1_cds_WP_118969653.1_3496	23.077	221	393
WP_001149938.1	lcl|NZ_QHCT01000001.1_cds_WP_118966964.1_869	21.395	215	393
WP_000611594.1	lcl|NZ_QHCT01000001.1_cds_WP_118966958.1_863	32.331	133	175
WP_001015425.1	lcl|NZ_QHCT01000003.1_cds_WP_118968971.1_2856	26.974	152	405
WP_000582222.1	lcl|NZ_QHCT01000001.1_cds_WP_174715070.1_1482	30.000	390	358
WP_000582222.1	lcl|NZ_QHCT01000002.1_cds_WP_118968526.1_2439	32.975	279	358
WP_000582222.1	lcl|NZ_QHCT01000002.1_cds_WP_118968607.1_2396	28.659	328	358
WP_000582222.1	lcl|NZ_QHCT01000001.1_cds_WP_167731730.1_1351	25.474	369	358
WP_000344487.1	lcl|NZ_QHCT01000002.1_cds_WP_118968092.1_1959	24.138	290	308
WP_000344487.1	lcl|NZ_QHCT01000002.1_cds_WP_118968092.1_1959	24.138	290	308
WP_000093099.1	lcl|NZ_QHCT01000002.1_cds_WP_118968521.1_2433	46.552	58	99
WP_223809837.1	lcl|NZ_QHCT01000001.1_cds_WP_118966978.1_886	31.373	102	213
WP_223809837.1	lcl|NZ_QHCT01000001.1_cds_WP_118966717.1_599	28.571	140	213
WP_223809837.1	lcl|NZ_QHCT01000001.1_cds_WP_118966717.1_599	33.333	72	213
WP_223809837.1	lcl|NZ_QHCT01000001.1_cds_WP_118967270.1_1228	36.667	60	213
WP_000834715.1	lcl|NZ_QHCT01000001.1_cds_WP_167731711.1_442	33.858	381	605
WP_000834715.1	lcl|NZ_QHCT01000001.1_cds_WP_118967357.1_1316	40.486	247	605
WP_000834715.1	lcl|NZ_QHCT01000001.1_cds_WP_118966904.1_806	43.621	243	605
WP_000834715.1	lcl|NZ_QHCT01000002.1_cds_WP_118968520.1_2432	38.362	232	605
WP_000834715.1	lcl|NZ_QHCT01000001.1_cds_WP_167731715.1_511	27.347	245	605
WP_000834715.1	lcl|NZ_QHCT01000002.1_cds_WP_167731740.1_1967	28.870	239	605
WP_000834715.1	lcl|NZ_QHCT01000003.1_cds_WP_118969159.1_2586	30.342	234	605
WP_000834715.1	lcl|NZ_QHCT01000001.1_cds_WP_118967087.1_1014	28.169	213	605
WP_000834715.1	lcl|NZ_QHCT01000001.1_cds_WP_118967177.1_1118	28.261	230	605
WP_000834715.1	lcl|NZ_QHCT01000002.1_cds_WP_118968230.1_2111	31.579	228	605
WP_000834715.1	lcl|NZ_QHCT01000003.1_cds_WP_118969139.1_3052	29.167	240	605
WP_000834715.1	lcl|NZ_QHCT01000002.1_cds_WP_118968246.1_2130	30.769	234	605
WP_000834715.1	lcl|NZ_QHCT01000002.1_cds_WP_118968599.1_2311	28.440	218	605
WP_000834715.1	lcl|NZ_QHCT01000001.1_cds_WP_118967121.1_1051	28.571	245	605
WP_000834715.1	lcl|NZ_QHCT01000001.1_cds_WP_118966594.1_465	30.366	191	605
WP_000834715.1	lcl|NZ_QHCT01000001.1_cds_WP_118967678.1_1672	25.688	218	605
WP_000834715.1	lcl|NZ_QHCT01000001.1_cds_WP_118967222.1_1172	29.787	94	605
WP_000834715.1	lcl|NZ_QHCT01000003.1_cds_WP_118969100.1_3009	27.368	190	605
WP_000834715.1	lcl|NZ_QHCT01000003.1_cds_WP_118969096.1_3004	23.944	213	605
WP_000834715.1	lcl|NZ_QHCT01000003.1_cds_WP_118968816.1_2700	25.514	243	605
WP_000834715.1	lcl|NZ_QHCT01000001.1_cds_WP_167731711.1_442	33.858	381	605
WP_000834715.1	lcl|NZ_QHCT01000001.1_cds_WP_118967357.1_1316	40.486	247	605
WP_000834715.1	lcl|NZ_QHCT01000001.1_cds_WP_118966904.1_806	43.621	243	605
WP_000834715.1	lcl|NZ_QHCT01000002.1_cds_WP_118968520.1_2432	38.362	232	605
WP_000834715.1	lcl|NZ_QHCT01000001.1_cds_WP_167731715.1_511	27.347	245	605
WP_000834715.1	lcl|NZ_QHCT01000002.1_cds_WP_167731740.1_1967	28.870	239	605
WP_000834715.1	lcl|NZ_QHCT01000003.1_cds_WP_118969159.1_2586	30.342	234	605
WP_000834715.1	lcl|NZ_QHCT01000001.1_cds_WP_118967087.1_1014	28.169	213	605
WP_000834715.1	lcl|NZ_QHCT01000001.1_cds_WP_118967177.1_1118	28.261	230	605
WP_000834715.1	lcl|NZ_QHCT01000002.1_cds_WP_118968230.1_2111	31.579	228	605
WP_000834715.1	lcl|NZ_QHCT01000003.1_cds_WP_118969139.1_3052	29.167	240	605
WP_000834715.1	lcl|NZ_QHCT01000002.1_cds_WP_118968246.1_2130	30.769	234	605
WP_000834715.1	lcl|NZ_QHCT01000002.1_cds_WP_118968599.1_2311	28.440	218	605
WP_000834715.1	lcl|NZ_QHCT01000001.1_cds_WP_118967121.1_1051	28.571	245	605
WP_000834715.1	lcl|NZ_QHCT01000001.1_cds_WP_118966594.1_465	30.366	191	605
WP_000834715.1	lcl|NZ_QHCT01000001.1_cds_WP_118967678.1_1672	25.688	218	605
WP_000834715.1	lcl|NZ_QHCT01000001.1_cds_WP_118967222.1_1172	29.787	94	605
WP_000834715.1	lcl|NZ_QHCT01000003.1_cds_WP_118969100.1_3009	27.368	190	605
WP_000834715.1	lcl|NZ_QHCT01000003.1_cds_WP_118969096.1_3004	23.944	213	605
WP_000834715.1	lcl|NZ_QHCT01000003.1_cds_WP_118968816.1_2700	25.514	243	605
WP_000799638.1	lcl|NZ_QHCT01000002.1_cds_WP_118968491.1_2397	32.353	136	142
