WP_000340715.1	lcl|NZ_MVIT01000044.1_cds_WP_004753574.1_2684	94.186	86	106
WP_000410273.1	lcl|NZ_MVIT01000044.1_cds_WP_082292714.1_2683	95.541	314	314
WP_000410273.1	lcl|NZ_MVIT01000044.1_cds_WP_020765358.1_2680	25.705	319	314
WP_000410273.1	lcl|NZ_MVIT01000078.1_cds_WP_004753565.1_408	24.691	324	314
WP_000410273.1	lcl|NZ_MVIT01000032.1_cds_WP_020778800.1_3332	23.843	281	314
WP_000410273.1	lcl|NZ_MVIT01000078.1_cds_WP_176138130.1_80	23.932	234	314
WP_000604524.1	lcl|NZ_MVIT01000044.1_cds_WP_082292713.1_2682	93.973	365	365
WP_000884059.1	lcl|NZ_MVIT01000044.1_cds_WP_004766667.1_2681	96.757	185	185
WP_000884059.1	lcl|NZ_MVIT01000020.1_cds_WP_004752075.1_3316	40.714	140	185
WP_000646256.1	lcl|NZ_MVIT01000044.1_cds_WP_020765358.1_2680	97.568	329	329
WP_000646256.1	lcl|NZ_MVIT01000078.1_cds_WP_004753565.1_408	31.429	315	329
WP_000646256.1	lcl|NZ_MVIT01000032.1_cds_WP_020778800.1_3332	31.045	335	329
WP_000646256.1	lcl|NZ_MVIT01000078.1_cds_WP_176138130.1_80	31.818	308	329
WP_000646256.1	lcl|NZ_MVIT01000078.1_cds_WP_020766960.1_254	30.816	331	329
WP_000646256.1	lcl|NZ_MVIT01000078.1_cds_WP_004751412.1_92	30.462	325	329
WP_000646256.1	lcl|NZ_MVIT01000044.1_cds_WP_004755319.1_2677	29.642	307	329
WP_000646256.1	lcl|NZ_MVIT01000060.1_cds_WP_082292927.1_1548	27.566	341	329
WP_000646256.1	lcl|NZ_MVIT01000044.1_cds_WP_082292714.1_2683	26.119	268	329
WP_000646256.1	lcl|NZ_MVIT01000032.1_cds_WP_082292630.1_3349	26.277	274	329
WP_000646256.1	lcl|NZ_MVIT01000070.1_cds_WP_016750792.1_1171	28.839	267	329
WP_000646256.1	lcl|NZ_MVIT01000031.1_cds_WP_082292619.1_3044	29.444	180	329
WP_000646256.1	lcl|NZ_MVIT01000076.1_cds_WP_004766563.1_2180	25.573	262	329
WP_000646256.1	lcl|NZ_MVIT01000077.1_cds_WP_020765537.1_1493	27.711	249	329
WP_000774263.1	lcl|NZ_MVIT01000044.1_cds_WP_004762941.1_2679	94.007	267	267
WP_000774263.1	lcl|NZ_MVIT01000032.1_cds_WP_020766865.1_3331	25.926	189	267
WP_000774263.1	lcl|NZ_MVIT01000060.1_cds_WP_020778860.1_1570	27.979	193	267
WP_000774263.1	lcl|NZ_MVIT01000041.1_cds_WP_004758210.1_2623	37.209	86	267
WP_002163445.1	lcl|NZ_MVIT01000044.1_cds_WP_016753424.1_2678	96.464	509	509
WP_002163445.1	lcl|NZ_MVIT01000064.1_cds_WP_082293044.1_629	27.554	323	509
WP_002163445.1	lcl|NZ_MVIT01000064.1_cds_WP_020766999.1_628	31.111	90	509
