WP_000340715.1	lcl|NZ_AFLI01000200.1_cds_WP_000340715.1_971	100.000	86	106
WP_000410273.1	lcl|NZ_AFLI01000200.1_cds_WP_000410273.1_970	100.000	314	314
WP_000410273.1	lcl|NZ_AFLI01000007.1_cds_WP_000093099.1_3640	46.988	83	314
WP_000410273.1	lcl|NZ_AFLI01000200.1_cds_WP_000646250.1_967	25.705	319	314
WP_000410273.1	lcl|NZ_AFLI01000166.1_cds_WP_000744700.1_1426	24.691	324	314
WP_000410273.1	lcl|NZ_AFLI01000009.1_cds_WP_000600889.1_3622	25.269	186	314
WP_000410273.1	lcl|NZ_AFLI01000344.1_cds_WP_000723090.1_73	23.958	288	314
WP_000410273.1	lcl|NZ_AFLI01000007.1_cds_WP_001067557.1_3654	24.695	328	314
WP_000604524.1	lcl|NZ_AFLI01000200.1_cds_WP_000604524.1_969	99.726	365	365
WP_000884059.1	lcl|NZ_AFLI01000200.1_cds_WP_000884059.1_968	100.000	185	185
WP_000884059.1	lcl|NZ_AFLI01000123.1_cds_WP_000351733.1_1831	40.000	140	185
WP_000646256.1	lcl|NZ_AFLI01000200.1_cds_WP_000646250.1_967	99.088	329	329
WP_000646256.1	lcl|NZ_AFLI01000166.1_cds_WP_000744700.1_1426	32.063	315	329
WP_000646256.1	lcl|NZ_AFLI01000344.1_cds_WP_000723090.1_73	31.045	335	329
WP_000646256.1	lcl|NZ_AFLI01000009.1_cds_WP_000600889.1_3622	31.677	322	329
WP_000646256.1	lcl|NZ_AFLI01000112.1_cds_WP_001984071.1_1994	31.803	305	329
WP_000646256.1	lcl|NZ_AFLI01000060.1_cds_WP_000649925.1_2773	30.183	328	329
WP_000646256.1	lcl|NZ_AFLI01000328.1_cds_WP_000709511.1_267	30.030	333	329
WP_000646256.1	lcl|NZ_AFLI01000009.1_cds_WP_000601375.1_3595	24.415	299	329
WP_000646256.1	lcl|NZ_AFLI01000007.1_cds_WP_001067557.1_3654	29.316	307	329
WP_000646256.1	lcl|NZ_AFLI01000112.1_cds_WP_000688695.1_2014	29.197	274	329
WP_000646256.1	lcl|NZ_AFLI01000009.1_cds_WP_000475904.1_3586	27.372	274	329
WP_000646256.1	lcl|NZ_AFLI01000200.1_cds_WP_000410273.1_970	27.509	269	329
WP_000646256.1	lcl|NZ_AFLI01000074.1_cds_WP_001074785.1_2547	29.057	265	329
WP_000646256.1	lcl|NZ_AFLI01000329.1_cds_WP_001003555.1_265	24.852	338	329
WP_000646256.1	lcl|NZ_AFLI01000009.1_cds_WP_000487322.1_3597	27.077	325	329
WP_000774263.1	lcl|NZ_AFLI01000200.1_cds_WP_000774262.1_966	99.251	267	267
WP_000774263.1	lcl|NZ_AFLI01000009.1_cds_WP_000859505.1_3598	26.693	251	267
WP_000774263.1	lcl|NZ_AFLI01000009.1_cds_WP_000800438.1_3617	24.786	234	267
WP_000774263.1	lcl|NZ_AFLI01000344.1_cds_WP_000842260.1_74	26.316	190	267
WP_000774263.1	lcl|NZ_AFLI01000044.1_cds_WP_000667727.1_3271	31.818	110	267
WP_000774263.1	lcl|NZ_AFLI01000045.1_cds_WP_000805357.1_3252	33.645	107	267
WP_002163445.1	lcl|NZ_AFLI01000200.1_cds_WP_000612796.1_965	99.143	467	509
WP_002163445.1	lcl|NZ_AFLI01000011.1_cds_WP_000291591.1_3508	26.625	323	509
WP_002163445.1	lcl|NZ_AFLI01000011.1_cds_WP_000364505.1_3509	31.111	90	509
WP_002163445.1	lcl|NZ_AFLI01000200.1_cds_WP_000612796.1_965	99.143	467	509
WP_002163445.1	lcl|NZ_AFLI01000011.1_cds_WP_000291591.1_3508	26.625	323	509
WP_002163445.1	lcl|NZ_AFLI01000011.1_cds_WP_000364505.1_3509	31.111	90	509
WP_001067556.1	lcl|NZ_AFLI01000007.1_cds_WP_001067557.1_3654	99.697	330	330
WP_001067556.1	lcl|NZ_AFLI01000200.1_cds_WP_000646250.1_967	28.664	307	330
WP_001067556.1	lcl|NZ_AFLI01000009.1_cds_WP_000600889.1_3622	26.316	266	330
WP_001067556.1	lcl|NZ_AFLI01000112.1_cds_WP_001984071.1_1994	25.735	272	330
WP_001067556.1	lcl|NZ_AFLI01000329.1_cds_WP_001003555.1_265	28.395	243	330
WP_001067556.1	lcl|NZ_AFLI01000166.1_cds_WP_000744700.1_1426	26.812	276	330
WP_001067556.1	lcl|NZ_AFLI01000344.1_cds_WP_000723090.1_73	23.724	333	330
WP_001067556.1	lcl|NZ_AFLI01000060.1_cds_WP_000649925.1_2773	28.854	253	330
WP_001067556.1	lcl|NZ_AFLI01000112.1_cds_WP_000688695.1_2014	25.681	257	330
WP_001067556.1	lcl|NZ_AFLI01000009.1_cds_WP_000601375.1_3595	26.545	275	330
WP_001067556.1	lcl|NZ_AFLI01000200.1_cds_WP_000410273.1_970	24.695	328	330
WP_000776640.1	lcl|NZ_AFLI01000007.1_cds_WP_000689743.1_3651	38.026	547	538
WP_000776640.1	lcl|NZ_AFLI01000007.1_cds_WP_000689743.1_3651	38.026	547	538
WP_000424609.1	lcl|NZ_AFLI01000007.1_cds_WP_000342713.1_3650	67.424	264	264
WP_000424609.1	lcl|NZ_AFLI01000326.1_cds_WP_001002663.1_299	40.741	243	264
WP_000424609.1	lcl|NZ_AFLI01000108.1_cds_WP_001183723.1_2084	27.746	173	264
WP_002074065.1	lcl|NZ_AFLI01000007.1_cds_WP_001246618.1_3649	92.581	310	310
WP_002074065.1	lcl|NZ_AFLI01000309.1_cds_WP_000501205.1_340	38.284	303	310
WP_002074065.1	lcl|NZ_AFLI01000108.1_cds_WP_001183723.1_2084	28.226	248	310
WP_002074065.1	lcl|NZ_AFLI01000010.1_cds_WP_000279894.1_3551	25.792	221	310
WP_002074065.1	lcl|NZ_AFLI01000007.1_cds_WP_001246618.1_3649	92.581	310	310
WP_002074065.1	lcl|NZ_AFLI01000309.1_cds_WP_000501205.1_340	38.284	303	310
WP_002074065.1	lcl|NZ_AFLI01000108.1_cds_WP_001183723.1_2084	28.226	248	310
WP_002074065.1	lcl|NZ_AFLI01000010.1_cds_WP_000279894.1_3551	25.792	221	310
WP_000479984.1	lcl|NZ_AFLI01000007.1_cds_WP_000479982.1_3648	99.242	264	264
WP_000715958.1	lcl|NZ_AFLI01000007.1_cds_WP_000715958.1_3647	100.000	131	131
WP_001088863.1	lcl|NZ_AFLI01000007.1_cds_WP_001088866.1_3646	98.611	144	144
WP_001088863.1	lcl|NZ_AFLI01000164.1_cds_WP_002069656.1_1521	44.643	56	144
WP_000517243.1	lcl|NZ_AFLI01000007.1_cds_WP_000517242.1_3645	99.548	221	221
WP_000517243.1	lcl|NZ_AFLI01000039.1_cds_WP_001082180.1_3359	28.205	78	221
WP_000517243.1	lcl|NZ_AFLI01000193.1_cds_WP_001069834.1_1049	28.440	109	221
WP_001149938.1	lcl|NZ_AFLI01000007.1_cds_WP_001015422.1_3643	28.219	365	393
WP_001149938.1	lcl|NZ_AFLI01000009.1_cds_WP_001206409.1_3626	27.673	159	393
WP_001149938.1	lcl|NZ_AFLI01000009.1_cds_WP_002082140.1_3610	24.603	252	393
WP_001149938.1	lcl|NZ_AFLI01000009.1_cds_WP_000661932.1_3601	26.389	144	393
WP_001149938.1	lcl|NZ_AFLI01000193.1_cds_WP_000347681.1_1050	23.585	212	393
WP_001149938.1	lcl|NZ_AFLI01000088.1_cds_WP_000402845.1_2331	21.364	220	393
WP_001149938.1	lcl|NZ_AFLI01000039.1_cds_WP_001082180.1_3359	23.757	181	393
