WP_000340715.1	lcl|NZ_AHQW01000082.1_cds_WP_000340715.1_2809	100.000	86	106
WP_000410273.1	lcl|NZ_AHQW01000082.1_cds_WP_000410268.1_2808	99.677	310	314
WP_000410273.1	lcl|NZ_AHQW01000082.1_cds_WP_000723079.1_2758	24.731	279	314
WP_000410273.1	lcl|NZ_AHQW01000146.1_cds_WP_000744700.1_2041	24.691	324	314
WP_000410273.1	lcl|NZ_AHQW01000082.1_cds_WP_000723083.1_2735	23.611	288	314
WP_000410273.1	lcl|NZ_AHQW01000082.1_cds_WP_000567886.1_2756	23.348	227	314
WP_000884059.1	lcl|NZ_AHQW01000199.1_cds_WP_000351733.1_1076	40.000	140	185
WP_000884059.1	lcl|NZ_AHQW01000082.1_cds_WP_001047906.1_2777	33.898	177	185
WP_000646256.1	lcl|NZ_AHQW01000146.1_cds_WP_000744700.1_2041	32.063	315	329
WP_000646256.1	lcl|NZ_AHQW01000082.1_cds_WP_000723079.1_2758	31.153	321	329
WP_000646256.1	lcl|NZ_AHQW01000082.1_cds_WP_000723083.1_2735	31.343	335	329
WP_000646256.1	lcl|NZ_AHQW01000250.1_cds_WP_001984071.1_570	31.803	305	329
WP_000646256.1	lcl|NZ_AHQW01000051.1_cds_WP_000649924.1_3417	30.183	328	329
WP_000646256.1	lcl|NZ_AHQW01000082.1_cds_WP_000567886.1_2756	29.180	305	329
WP_000646256.1	lcl|NZ_AHQW01000338.1_cds_WP_000709513.1_52	30.030	333	329
WP_000646256.1	lcl|NZ_AHQW01000068.1_cds_WP_000688693.1_2945	29.197	274	329
WP_000646256.1	lcl|NZ_AHQW01000082.1_cds_WP_000410268.1_2808	27.500	280	329
WP_000646256.1	lcl|NZ_AHQW01000082.1_cds_WP_000475907.1_2753	26.667	240	329
WP_000646256.1	lcl|NZ_AHQW01000048.1_cds_WP_001074779.1_3508	28.679	265	329
WP_000646256.1	lcl|NZ_AHQW01000145.1_cds_WP_001003557.1_2093	24.699	332	329
WP_000774263.1	lcl|NZ_AHQW01000082.1_cds_WP_000043899.1_2757	27.027	185	267
WP_000774263.1	lcl|NZ_AHQW01000082.1_cds_WP_000842260.1_2734	26.316	190	267
WP_000774263.1	lcl|NZ_AHQW01000324.1_cds_WP_000667727.1_164	31.818	110	267
WP_000774263.1	lcl|NZ_AHQW01000122.1_cds_WP_000805357.1_2299	33.645	107	267
WP_002163445.1	lcl|NZ_AHQW01000141.1_cds_WP_000291579.1_2212	26.625	323	509
WP_002163445.1	lcl|NZ_AHQW01000141.1_cds_WP_000364507.1_2211	31.111	90	509
WP_002163445.1	lcl|NZ_AHQW01000141.1_cds_WP_000291579.1_2212	26.625	323	509
WP_002163445.1	lcl|NZ_AHQW01000141.1_cds_WP_000364507.1_2211	31.111	90	509
WP_001067556.1	lcl|NZ_AHQW01000082.1_cds_WP_000723079.1_2758	22.909	275	330
WP_001067556.1	lcl|NZ_AHQW01000250.1_cds_WP_001984071.1_570	25.735	272	330
WP_001067556.1	lcl|NZ_AHQW01000145.1_cds_WP_001003557.1_2093	28.395	243	330
WP_001067556.1	lcl|NZ_AHQW01000146.1_cds_WP_000744700.1_2041	26.812	276	330
WP_001067556.1	lcl|NZ_AHQW01000082.1_cds_WP_000723083.1_2735	23.423	333	330
WP_001067556.1	lcl|NZ_AHQW01000051.1_cds_WP_000649924.1_3417	28.854	253	330
WP_001067556.1	lcl|NZ_AHQW01000068.1_cds_WP_000688693.1_2945	25.292	257	330
WP_000424609.1	lcl|NZ_AHQW01000052.1_cds_WP_001002662.1_3354	40.741	243	264
WP_000424609.1	lcl|NZ_AHQW01000215.1_cds_WP_001183716.1_844	27.746	173	264
WP_002074065.1	lcl|NZ_AHQW01000182.1_cds_WP_000501205.1_1349	38.284	303	310
WP_002074065.1	lcl|NZ_AHQW01000215.1_cds_WP_001183716.1_844	28.226	248	310
WP_002074065.1	lcl|NZ_AHQW01000043.1_cds_WP_000279890.1_3637	25.339	221	310
WP_002074065.1	lcl|NZ_AHQW01000182.1_cds_WP_000501205.1_1349	38.284	303	310
WP_002074065.1	lcl|NZ_AHQW01000215.1_cds_WP_001183716.1_844	28.226	248	310
WP_002074065.1	lcl|NZ_AHQW01000043.1_cds_WP_000279890.1_3637	25.339	221	310
WP_001088863.1	lcl|NZ_AHQW01000072.1_cds_WP_002100450.1_2875	46.429	56	144
WP_000517243.1	lcl|NZ_AHQW01000146.1_cds_WP_001082181.1_2069	28.205	78	221
WP_000517243.1	lcl|NZ_AHQW01000082.1_cds_WP_001075145.1_2792	32.432	111	221
WP_000517243.1	lcl|NZ_AHQW01000202.1_cds_WP_001069827.1_1043	28.440	109	221
WP_001149938.1	lcl|NZ_AHQW01000076.1_cds_WP_000402849.1_2843	21.364	220	393
WP_001149938.1	lcl|NZ_AHQW01000202.1_cds_WP_000347685.1_1042	23.585	212	393
WP_001149938.1	lcl|NZ_AHQW01000146.1_cds_WP_001082181.1_2069	23.757	181	393
WP_001149938.1	lcl|NZ_AHQW01000082.1_cds_WP_000661927.1_2766	28.777	139	393
WP_000611594.1	lcl|NZ_AHQW01000216.1_cds_WP_001206947.1_838	29.655	145	175
WP_001015425.1	lcl|NZ_AHQW01000076.1_cds_WP_000402849.1_2843	23.182	220	405
WP_001015425.1	lcl|NZ_AHQW01000202.1_cds_WP_000347685.1_1042	25.714	210	405
WP_001015425.1	lcl|NZ_AHQW01000146.1_cds_WP_001082181.1_2069	25.153	163	405
WP_000582222.1	lcl|NZ_AHQW01000082.1_cds_WP_002099944.1_2783	32.979	376	358
WP_000582222.1	lcl|NZ_AHQW01000181.1_cds_WP_001281953.1_1355	30.469	384	358
WP_000582222.1	lcl|NZ_AHQW01000082.1_cds_WP_001117631.1_2801	38.211	246	358
WP_000582222.1	lcl|NZ_AHQW01000082.1_cds_WP_000041235.1_2798	38.140	215	358
WP_000582222.1	lcl|NZ_AHQW01000082.1_cds_WP_000575181.1_2741	32.333	300	358
WP_000582222.1	lcl|NZ_AHQW01000066.1_cds_WP_001982414.1_2972	26.016	369	358
WP_000093099.1	lcl|NZ_AHQW01000082.1_cds_WP_000410268.1_2808	46.988	83	99
WP_223809837.1	lcl|NZ_AHQW01000099.1_cds_LEP2GSC170_RS0108480_2499	72.000	200	213
WP_223809837.1	lcl|NZ_AHQW01000146.1_cds_WP_000462634.1_2051	32.353	102	213
WP_223809837.1	lcl|NZ_AHQW01000250.1_cds_WP_000690880.1_569	29.496	139	213
WP_000834715.1	lcl|NZ_AHQW01000044.1_cds_WP_000172203.1_3572	34.518	394	605
WP_000834715.1	lcl|NZ_AHQW01000147.1_cds_WP_000667646.1_2018	41.870	246	605
WP_000834715.1	lcl|NZ_AHQW01000161.1_cds_WP_000828456.1_1663	44.954	218	605
WP_000834715.1	lcl|NZ_AHQW01000082.1_cds_WP_000615263.1_2782	35.377	212	605
WP_000834715.1	lcl|NZ_AHQW01000165.1_cds_WP_001052496.1_1555	31.933	238	605
WP_000834715.1	lcl|NZ_AHQW01000141.1_cds_WP_000047473.1_2206	30.942	223	605
WP_000834715.1	lcl|NZ_AHQW01000096.1_cds_WP_000598571.1_2563	28.205	234	605
WP_000834715.1	lcl|NZ_AHQW01000083.1_cds_WP_000510770.1_2730	30.041	243	605
WP_000834715.1	lcl|NZ_AHQW01000319.1_cds_WP_002100161.1_243	27.848	237	605
WP_000834715.1	lcl|NZ_AHQW01000012.1_cds_WP_000536754.1_3836	31.658	199	605
WP_000834715.1	lcl|NZ_AHQW01000054.1_cds_WP_000666552.1_3283	30.088	226	605
