WP_000340715.1	lcl|NZ_JAHLJG010000331.1_cds_WP_000340715.1_2011	100.000	86	106
WP_000410273.1	lcl|NZ_JAHLJG010000331.1_cds_WP_000410266.1_2010	99.363	314	314
WP_000410273.1	lcl|NZ_JAHLJG010000331.1_cds_WP_000646254.1_2007	25.705	319	314
WP_000410273.1	lcl|NZ_JAHLJG010000427.1_cds_WP_000744698.1_2815	24.691	324	314
WP_000410273.1	lcl|NZ_JAHLJG010000115.1_cds_WP_000723091.1_986	23.611	288	314
WP_000410273.1	lcl|NZ_JAHLJG010000331.1_cds_WP_001067557.1_2004	24.695	328	314
WP_000410273.1	lcl|NZ_JAHLJG010000276.1_cds_WP_002072074.1_3611	23.077	273	314
WP_000604524.1	lcl|NZ_JAHLJG010000331.1_cds_WP_000604525.1_2009	99.178	365	365
WP_000884059.1	lcl|NZ_JAHLJG010000331.1_cds_WP_000884059.1_2008	100.000	185	185
WP_000884059.1	lcl|NZ_JAHLJG010000285.1_cds_WP_000351733.1_286	40.000	140	185
WP_000646256.1	lcl|NZ_JAHLJG010000331.1_cds_WP_000646254.1_2007	99.088	329	329
WP_000646256.1	lcl|NZ_JAHLJG010000427.1_cds_WP_000744698.1_2815	32.063	315	329
WP_000646256.1	lcl|NZ_JAHLJG010000115.1_cds_WP_000723091.1_986	31.343	335	329
WP_000646256.1	lcl|NZ_JAHLJG010000276.1_cds_WP_002072074.1_3611	31.475	305	329
WP_000646256.1	lcl|NZ_JAHLJG010000416.1_cds_WP_000649924.1_1432	30.183	328	329
WP_000646256.1	lcl|NZ_JAHLJG010000244.1_cds_WP_000709508.1_2684	29.730	333	329
WP_000646256.1	lcl|NZ_JAHLJG010000331.1_cds_WP_001067557.1_2004	29.316	307	329
WP_000646256.1	lcl|NZ_JAHLJG010000276.1_cds_WP_000688696.1_3591	29.197	274	329
WP_000646256.1	lcl|NZ_JAHLJG010000318.1_cds_WP_000475901.1_686	27.372	274	329
WP_000646256.1	lcl|NZ_JAHLJG010000331.1_cds_WP_000410266.1_2010	27.239	268	329
WP_000646256.1	lcl|NZ_JAHLJG010000466.1_cds_WP_001074779.1_3493	28.679	265	329
WP_000646256.1	lcl|NZ_JAHLJG010000397.1_cds_WP_001003560.1_195	24.556	338	329
WP_000774263.1	lcl|NZ_JAHLJG010000331.1_cds_WP_000774259.1_2006	98.502	267	267
WP_000774263.1	lcl|NZ_JAHLJG010000115.1_cds_WP_000842260.1_985	26.316	190	267
WP_000774263.1	lcl|NZ_JAHLJG010000392.1_cds_WP_000805357.1_742	33.645	107	267
WP_000774263.1	lcl|NZ_JAHLJG010000371.1_cds_WP_155572209.1_548	28.866	97	267
WP_002163445.1	lcl|NZ_JAHLJG010000331.1_cds_WP_002072162.1_2005	98.428	509	509
WP_002163445.1	lcl|NZ_JAHLJG010000466.1_cds_WP_000291581.1_3565	26.625	323	509
WP_002163445.1	lcl|NZ_JAHLJG010000466.1_cds_WP_000364504.1_3564	31.111	90	509
WP_002163445.1	lcl|NZ_JAHLJG010000331.1_cds_WP_002072162.1_2005	98.428	509	509
WP_002163445.1	lcl|NZ_JAHLJG010000466.1_cds_WP_000291581.1_3565	26.625	323	509
WP_002163445.1	lcl|NZ_JAHLJG010000466.1_cds_WP_000364504.1_3564	31.111	90	509
WP_001067556.1	lcl|NZ_JAHLJG010000331.1_cds_WP_001067557.1_2004	99.697	330	330
WP_001067556.1	lcl|NZ_JAHLJG010000331.1_cds_WP_000646254.1_2007	30.350	257	330
WP_001067556.1	lcl|NZ_JAHLJG010000276.1_cds_WP_002072074.1_3611	26.103	272	330
WP_001067556.1	lcl|NZ_JAHLJG010000427.1_cds_WP_000744698.1_2815	27.174	276	330
WP_001067556.1	lcl|NZ_JAHLJG010000397.1_cds_WP_001003560.1_195	27.984	243	330
WP_001067556.1	lcl|NZ_JAHLJG010000115.1_cds_WP_000723091.1_986	23.423	333	330
WP_001067556.1	lcl|NZ_JAHLJG010000416.1_cds_WP_000649924.1_1432	28.854	253	330
WP_001067556.1	lcl|NZ_JAHLJG010000276.1_cds_WP_000688696.1_3591	25.681	257	330
WP_001067556.1	lcl|NZ_JAHLJG010000331.1_cds_WP_000410266.1_2010	24.695	328	330
WP_000776640.1	lcl|NZ_JAHLJG010000331.1_cds_WP_000689740.1_2001	38.026	547	538
WP_000776640.1	lcl|NZ_JAHLJG010000331.1_cds_WP_000689740.1_2001	38.026	547	538
WP_000424609.1	lcl|NZ_JAHLJG010000331.1_cds_WP_000342716.1_2000	67.424	264	264
WP_000424609.1	lcl|NZ_JAHLJG010000283.1_cds_WP_001002662.1_887	40.741	243	264
WP_000424609.1	lcl|NZ_JAHLJG010000309.1_cds_WP_001183721.1_497	27.746	173	264
WP_002074065.1	lcl|NZ_JAHLJG010000331.1_cds_WP_001246619.1_1999	93.871	310	310
WP_002074065.1	lcl|NZ_JAHLJG010000457.1_cds_WP_000501205.1_1892	38.284	303	310
WP_002074065.1	lcl|NZ_JAHLJG010000309.1_cds_WP_001183721.1_497	28.226	248	310
WP_002074065.1	lcl|NZ_JAHLJG010000452.1_cds_WP_000279896.1_1856	25.339	221	310
WP_002074065.1	lcl|NZ_JAHLJG010000331.1_cds_WP_001246619.1_1999	93.871	310	310
WP_002074065.1	lcl|NZ_JAHLJG010000457.1_cds_WP_000501205.1_1892	38.284	303	310
WP_002074065.1	lcl|NZ_JAHLJG010000309.1_cds_WP_001183721.1_497	28.226	248	310
WP_002074065.1	lcl|NZ_JAHLJG010000452.1_cds_WP_000279896.1_1856	25.339	221	310
WP_000479984.1	lcl|NZ_JAHLJG010000331.1_cds_WP_000479980.1_1998	99.621	264	264
WP_000715958.1	lcl|NZ_JAHLJG010000331.1_cds_WP_000715958.1_1997	100.000	131	131
WP_001088863.1	lcl|NZ_JAHLJG010000331.1_cds_WP_001088861.1_1996	98.611	144	144
WP_001088863.1	lcl|NZ_JAHLJG010000336.1_cds_WP_002069656.1_2938	44.643	56	144
WP_000517243.1	lcl|NZ_JAHLJG010000331.1_cds_WP_000517242.1_1995	99.548	221	221
WP_000517243.1	lcl|NZ_JAHLJG010000427.1_cds_WP_001082181.1_2844	28.205	78	221
WP_000517243.1	lcl|NZ_JAHLJG010000407.1_cds_WP_001069832.1_3654	28.440	109	221
WP_001149938.1	lcl|NZ_JAHLJG010000127.1_cds_WP_001046777.1_2578	56.266	391	393
WP_001149938.1	lcl|NZ_JAHLJG010000127.1_cds_WP_000384508.1_2580	25.326	383	393
WP_001149938.1	lcl|NZ_JAHLJG010000418.1_cds_WP_000402849.1_755	21.364	220	393
WP_001149938.1	lcl|NZ_JAHLJG010000376.1_cds_WP_002097509.1_1076	28.571	140	393
WP_001149938.1	lcl|NZ_JAHLJG010000407.1_cds_WP_000347675.1_3653	24.519	208	393
WP_001149938.1	lcl|NZ_JAHLJG010000427.1_cds_WP_001082181.1_2844	23.757	181	393
WP_000611594.1	lcl|NZ_JAHLJG010000127.1_cds_WP_000564977.1_2579	54.598	174	175
WP_000611594.1	lcl|NZ_JAHLJG010000440.1_cds_WP_001206947.1_3242	29.655	145	175
WP_001015425.1	lcl|NZ_JAHLJG010000127.1_cds_WP_000384508.1_2580	65.423	402	405
WP_001015425.1	lcl|NZ_JAHLJG010000127.1_cds_WP_001046777.1_2578	25.635	394	405
WP_001015425.1	lcl|NZ_JAHLJG010000418.1_cds_WP_000402849.1_755	23.182	220	405
WP_001015425.1	lcl|NZ_JAHLJG010000407.1_cds_WP_000347675.1_3653	25.714	210	405
