WP_000340715.1	lcl|NZ_JQOZ01000002.1_cds_WP_000340715.1_28	100.000	86	106
WP_000410273.1	lcl|NZ_JQOZ01000002.1_cds_WP_000410273.1_29	100.000	314	314
WP_000410273.1	lcl|NZ_JQOZ01000002.1_cds_WP_000646251.1_32	25.705	319	314
WP_000410273.1	lcl|NZ_JQOZ01000017.1_cds_WP_000744704.1_781	24.074	324	314
WP_000410273.1	lcl|NZ_JQOZ01000028.1_cds_WP_000723086.1_1127	23.958	288	314
WP_000410273.1	lcl|NZ_JQOZ01000002.1_cds_WP_001067557.1_35	24.695	328	314
WP_000604524.1	lcl|NZ_JQOZ01000002.1_cds_WP_000604524.1_30	99.726	365	365
WP_000884059.1	lcl|NZ_JQOZ01000002.1_cds_WP_000884059.1_31	100.000	185	185
WP_000884059.1	lcl|NZ_JQOZ01000013.1_cds_WP_000351733.1_522	40.000	140	185
WP_000646255.1	lcl|NZ_JQOZ01000002.1_cds_WP_000646251.1_32	99.088	329	329
WP_000646255.1	lcl|NZ_JQOZ01000017.1_cds_WP_000744704.1_781	32.063	315	329
WP_000646255.1	lcl|NZ_JQOZ01000028.1_cds_WP_000723086.1_1127	31.045	335	329
WP_000646255.1	lcl|NZ_JQOZ01000019.1_cds_WP_002072074.1_844	31.148	305	329
WP_000646255.1	lcl|NZ_JQOZ01000003.1_cds_WP_000649924.1_132	30.183	328	329
WP_000646255.1	lcl|NZ_JQOZ01000030.1_cds_WP_000709513.1_1216	29.730	333	329
WP_000646255.1	lcl|NZ_JQOZ01000002.1_cds_WP_001067557.1_35	30.350	257	329
WP_000646255.1	lcl|NZ_JQOZ01000019.1_cds_WP_000688698.1_864	28.975	283	329
WP_000646255.1	lcl|NZ_JQOZ01000028.1_cds_WP_000475904.1_1110	27.737	274	329
WP_000646255.1	lcl|NZ_JQOZ01000002.1_cds_WP_000410273.1_29	26.019	319	329
WP_000646255.1	lcl|NZ_JQOZ01000153.1_cds_WP_001074785.1_3424	29.057	265	329
WP_000646255.1	lcl|NZ_JQOZ01000020.1_cds_WP_002105505.1_909	24.699	332	329
