WP_000340715.1	lcl|NZ_AOUB01000008.1_cds_WP_004421256.1_79	98.837	86	106
WP_000410273.1	lcl|NZ_AOUB01000008.1_cds_WP_004451688.1_78	93.910	312	314
WP_000410273.1	lcl|NZ_AOUB01000201.1_cds_WP_004453040.1_2210	24.437	311	314
WP_000410273.1	lcl|NZ_AOUB01000195.1_cds_WP_004449470.1_2159	23.913	322	314
WP_000410273.1	lcl|NZ_AOUB01000201.1_cds_WP_004453039.1_2219	21.739	276	314
WP_000410273.1	lcl|NZ_AOUB01000072.1_cds_WP_004450637.1_697	24.138	290	314
WP_000410273.1	lcl|NZ_AOUB01000274.1_cds_WP_198289136.1_3278	22.826	276	314
WP_000884059.1	lcl|NZ_AOUB01000095.1_cds_WP_004424034.1_1029	40.714	140	185
WP_000646255.1	lcl|NZ_AOUB01000201.1_cds_WP_004453040.1_2210	31.594	345	329
WP_000646255.1	lcl|NZ_AOUB01000072.1_cds_WP_004450637.1_697	31.642	335	329
WP_000646255.1	lcl|NZ_AOUB01000195.1_cds_WP_004449470.1_2159	30.794	315	329
WP_000646255.1	lcl|NZ_AOUB01000201.1_cds_WP_004453039.1_2219	31.788	302	329
WP_000646255.1	lcl|NZ_AOUB01000274.1_cds_WP_198289136.1_3278	31.046	306	329
WP_000646255.1	lcl|NZ_AOUB01000077.1_cds_WP_004435813.1_767	29.630	324	329
WP_000646255.1	lcl|NZ_AOUB01000144.1_cds_WP_002148036.1_1639	29.846	325	329
WP_000646255.1	lcl|NZ_AOUB01000201.1_cds_WP_036098375.1_2249	24.627	268	329
WP_000646255.1	lcl|NZ_AOUB01000284.1_cds_WP_004453788.1_3367	27.536	276	329
WP_000646255.1	lcl|NZ_AOUB01000008.1_cds_WP_004451688.1_78	26.493	268	329
WP_000646255.1	lcl|NZ_AOUB01000201.1_cds_WP_004421384.1_2257	27.007	274	329
WP_000646255.1	lcl|NZ_AOUB01000237.1_cds_WP_004450748.1_2787	27.138	269	329
WP_000646255.1	lcl|NZ_AOUB01000292.1_cds_WP_004450239.1_3428	25.228	329	329
WP_000646255.1	lcl|NZ_AOUB01000201.1_cds_WP_004453035.1_2247	27.692	325	329
WP_000646255.1	lcl|NZ_AOUB01000125.1_cds_WP_004449697.1_1341	24.809	262	329
WP_000646255.1	lcl|NZ_AOUB01000246.1_cds_WP_004422676.1_2965	27.016	248	329
WP_000774259.1	lcl|NZ_AOUB01000201.1_cds_WP_004453038.1_2246	26.316	209	267
WP_000774259.1	lcl|NZ_AOUB01000201.1_cds_WP_004453025.1_2224	23.404	235	267
WP_000774259.1	lcl|NZ_AOUB01000072.1_cds_WP_004450666.1_698	26.455	189	267
WP_000774259.1	lcl|NZ_AOUB01000138.1_cds_WP_004449169.1_1573	33.071	127	267
WP_000774259.1	lcl|NZ_AOUB01000304.1_cds_WP_004453902.1_3544	27.143	210	267
WP_000612799.1	lcl|NZ_AOUB01000206.1_cds_WP_004449556.1_2331	27.523	327	509
WP_000612799.1	lcl|NZ_AOUB01000206.1_cds_WP_002148203.1_2332	31.111	90	509
WP_000612799.1	lcl|NZ_AOUB01000206.1_cds_WP_004449556.1_2331	27.523	327	509
WP_000612799.1	lcl|NZ_AOUB01000206.1_cds_WP_002148203.1_2332	31.111	90	509
WP_001067557.1	lcl|NZ_AOUB01000274.1_cds_WP_198289136.1_3278	26.568	271	330
WP_001067557.1	lcl|NZ_AOUB01000201.1_cds_WP_004453039.1_2219	24.164	269	330
WP_001067557.1	lcl|NZ_AOUB01000072.1_cds_WP_004450637.1_697	25.287	348	330
WP_001067557.1	lcl|NZ_AOUB01000195.1_cds_WP_004449470.1_2159	27.899	276	330
WP_001067557.1	lcl|NZ_AOUB01000201.1_cds_WP_004453040.1_2210	25.000	256	330
WP_001067557.1	lcl|NZ_AOUB01000292.1_cds_WP_004450239.1_3428	27.572	243	330
WP_001067557.1	lcl|NZ_AOUB01000077.1_cds_WP_004435813.1_767	28.235	255	330
WP_001067557.1	lcl|NZ_AOUB01000284.1_cds_WP_004453788.1_3367	25.778	225	330
WP_001067557.1	lcl|NZ_AOUB01000008.1_cds_WP_004451688.1_78	25.153	326	330
WP_001067557.1	lcl|NZ_AOUB01000201.1_cds_WP_036098375.1_2249	21.887	265	330
WP_001067557.1	lcl|NZ_AOUB01000237.1_cds_WP_004450748.1_2787	29.677	155	330
