WP_000340715.1	lcl|NZ_JQQU01000007.1_cds_WP_000340715.1_199	100.000	86	106
WP_000410273.1	lcl|NZ_JQQU01000007.1_cds_WP_000410273.1_200	100.000	314	314
WP_000410273.1	lcl|NZ_JQQU01000007.1_cds_WP_000646251.1_203	25.705	319	314
WP_000410273.1	lcl|NZ_JQQU01000051.1_cds_WP_000744704.1_1616	24.074	324	314
WP_000410273.1	lcl|NZ_JQQU01000007.1_cds_WP_000723086.1_270	23.958	288	314
WP_000410273.1	lcl|NZ_JQQU01000007.1_cds_WP_001067557.1_206	24.695	328	314
WP_000410273.1	lcl|NZ_JQQU01000085.1_cds_WP_002072074.1_2316	23.077	273	314
WP_000604524.1	lcl|NZ_JQQU01000007.1_cds_WP_000604524.1_201	99.726	365	365
WP_000884059.1	lcl|NZ_JQQU01000007.1_cds_WP_000884059.1_202	100.000	185	185
WP_000884059.1	lcl|NZ_JQQU01000034.1_cds_WP_000351733.1_996	40.000	140	185
WP_000646255.1	lcl|NZ_JQQU01000007.1_cds_WP_000646251.1_203	99.088	329	329
WP_000646255.1	lcl|NZ_JQQU01000051.1_cds_WP_000744704.1_1616	32.063	315	329
WP_000646255.1	lcl|NZ_JQQU01000007.1_cds_WP_000723086.1_270	31.045	335	329
WP_000646255.1	lcl|NZ_JQQU01000085.1_cds_WP_002072074.1_2316	31.148	305	329
WP_000646255.1	lcl|NZ_JQQU01000043.1_cds_WP_000649924.1_1410	30.183	328	329
WP_000646255.1	lcl|NZ_JQQU01000127.1_cds_WP_000709513.1_3018	29.730	333	329
WP_000646255.1	lcl|NZ_JQQU01000007.1_cds_WP_001067557.1_206	30.350	257	329
WP_000646255.1	lcl|NZ_JQQU01000085.1_cds_WP_000688695.1_2296	28.975	283	329
WP_000646255.1	lcl|NZ_JQQU01000007.1_cds_WP_000475904.1_253	27.737	274	329
WP_000646255.1	lcl|NZ_JQQU01000007.1_cds_WP_000410273.1_200	26.019	319	329
WP_000646255.1	lcl|NZ_JQQU01000011.1_cds_WP_001074785.1_366	29.057	265	329
WP_000646255.1	lcl|NZ_JQQU01000003.1_cds_WP_002105505.1_126	24.699	332	329
WP_000646255.1	lcl|NZ_JQQU01000007.1_cds_WP_000378097.1_223	25.581	172	329
WP_000774259.1	lcl|NZ_JQQU01000007.1_cds_WP_000774262.1_204	98.127	267	267
WP_000774259.1	lcl|NZ_JQQU01000007.1_cds_WP_000842260.1_271	26.316	190	267
WP_000774259.1	lcl|NZ_JQQU01000176.1_cds_WP_000667727.1_3541	31.818	110	267
WP_000774259.1	lcl|NZ_JQQU01000030.1_cds_WP_000805357.1_807	26.190	210	267
WP_000612799.1	lcl|NZ_JQQU01000007.1_cds_WP_000602734.1_205	99.018	509	509
WP_000612799.1	lcl|NZ_JQQU01000037.1_cds_WP_000291581.1_1073	26.606	327	509
WP_000612799.1	lcl|NZ_JQQU01000037.1_cds_WP_000364504.1_1074	31.111	90	509
WP_000612799.1	lcl|NZ_JQQU01000007.1_cds_WP_000602734.1_205	99.018	509	509
WP_000612799.1	lcl|NZ_JQQU01000037.1_cds_WP_000291581.1_1073	26.606	327	509
WP_000612799.1	lcl|NZ_JQQU01000037.1_cds_WP_000364504.1_1074	31.111	90	509
WP_001067557.1	lcl|NZ_JQQU01000007.1_cds_WP_001067557.1_206	100.000	330	330
WP_001067557.1	lcl|NZ_JQQU01000007.1_cds_WP_000646251.1_203	28.990	307	330
WP_001067557.1	lcl|NZ_JQQU01000085.1_cds_WP_002072074.1_2316	26.103	272	330
WP_001067557.1	lcl|NZ_JQQU01000051.1_cds_WP_000744704.1_1616	26.812	276	330
WP_001067557.1	lcl|NZ_JQQU01000003.1_cds_WP_002105505.1_126	27.572	243	330
WP_001067557.1	lcl|NZ_JQQU01000007.1_cds_WP_000723086.1_270	23.724	333	330
WP_001067557.1	lcl|NZ_JQQU01000043.1_cds_WP_000649924.1_1410	28.854	253	330
WP_001067557.1	lcl|NZ_JQQU01000085.1_cds_WP_000688695.1_2296	25.681	257	330
WP_001067557.1	lcl|NZ_JQQU01000007.1_cds_WP_000410273.1_200	24.695	328	330
WP_001198107.1	lcl|NZ_JQQU01000007.1_cds_WP_001198107.1_207	100.000	366	366
WP_001198107.1	lcl|NZ_JQQU01000007.1_cds_WP_000608295.1_208	39.726	365	366
WP_001198107.1	lcl|NZ_JQQU01000007.1_cds_WP_000575178.1_264	34.262	359	366
WP_001198107.1	lcl|NZ_JQQU01000007.1_cds_WP_000172657.1_224	32.461	382	366
WP_001198107.1	lcl|NZ_JQQU01000085.1_cds_WP_001281953.1_2280	27.441	379	366
WP_001198107.1	lcl|NZ_JQQU01000170.1_cds_WP_000538750.1_3496	29.692	357	366
