WP_000340715.1	lcl|NZ_JADHZW010000048.1_cds_WP_000340715.1_2745	100.000	86	106
WP_000410273.1	lcl|NZ_JADHZW010000048.1_cds_WP_000410266.1_2746	99.363	314	314
WP_000410273.1	lcl|NZ_JADHZW010000048.1_cds_WP_000646254.1_2749	25.705	319	314
WP_000410273.1	lcl|NZ_JADHZW010000017.1_cds_WP_000744698.1_763	24.691	324	314
WP_000410273.1	lcl|NZ_JADHZW010000021.1_cds_WP_000723091.1_1245	23.611	288	314
WP_000410273.1	lcl|NZ_JADHZW010000048.1_cds_WP_001067557.1_2752	24.695	328	314
WP_000410273.1	lcl|NZ_JADHZW010000019.1_cds_WP_002072074.1_942	23.077	273	314
WP_000604524.1	lcl|NZ_JADHZW010000048.1_cds_WP_000604525.1_2747	99.178	365	365
WP_000884059.1	lcl|NZ_JADHZW010000048.1_cds_WP_000884059.1_2748	100.000	185	185
WP_000884059.1	lcl|NZ_JADHZW010000005.1_cds_WP_000351733.1_3182	40.000	140	185
WP_000646255.1	lcl|NZ_JADHZW010000048.1_cds_WP_000646254.1_2749	99.696	329	329
WP_000646255.1	lcl|NZ_JADHZW010000017.1_cds_WP_000744698.1_763	32.063	315	329
WP_000646255.1	lcl|NZ_JADHZW010000021.1_cds_WP_000723091.1_1245	31.343	335	329
WP_000646255.1	lcl|NZ_JADHZW010000019.1_cds_WP_002072074.1_942	31.148	305	329
WP_000646255.1	lcl|NZ_JADHZW010000001.1_cds_WP_000649924.1_1089	30.183	328	329
WP_000646255.1	lcl|NZ_JADHZW010000019.1_cds_WP_000709508.1_952	29.231	325	329
WP_000646255.1	lcl|NZ_JADHZW010000048.1_cds_WP_001067557.1_2752	30.350	257	329
WP_000646255.1	lcl|NZ_JADHZW010000019.1_cds_WP_000688696.1_922	28.975	283	329
WP_000646255.1	lcl|NZ_JADHZW010000028.1_cds_WP_000475901.1_1711	27.737	274	329
WP_000646255.1	lcl|NZ_JADHZW010000048.1_cds_WP_000410266.1_2746	25.705	319	329
WP_000646255.1	lcl|NZ_JADHZW010000004.1_cds_WP_001074779.1_2889	28.679	265	329
WP_000646255.1	lcl|NZ_JADHZW010000003.1_cds_WP_001003560.1_2424	24.852	338	329
WP_000646255.1	lcl|NZ_JADHZW010000028.1_cds_WP_000378097.1_1677	25.581	172	329
WP_000774259.1	lcl|NZ_JADHZW010000048.1_cds_WP_000774259.1_2750	99.625	267	267
WP_000774259.1	lcl|NZ_JADHZW010000021.1_cds_WP_000842260.1_1246	26.316	190	267
WP_000774259.1	lcl|NZ_JADHZW010000019.1_cds_WP_000667727.1_900	31.818	110	267
WP_000774259.1	lcl|NZ_JADHZW010000023.1_cds_WP_000805357.1_1441	26.190	210	267
WP_000612799.1	lcl|NZ_JADHZW010000048.1_cds_WP_002072162.1_2751	99.411	509	509
WP_000612799.1	lcl|NZ_JADHZW010000004.1_cds_WP_000291581.1_2817	26.606	327	509
WP_000612799.1	lcl|NZ_JADHZW010000004.1_cds_WP_000364504.1_2818	31.111	90	509
WP_000612799.1	lcl|NZ_JADHZW010000048.1_cds_WP_002072162.1_2751	99.411	509	509
WP_000612799.1	lcl|NZ_JADHZW010000004.1_cds_WP_000291581.1_2817	26.606	327	509
WP_000612799.1	lcl|NZ_JADHZW010000004.1_cds_WP_000364504.1_2818	31.111	90	509
WP_001067557.1	lcl|NZ_JADHZW010000048.1_cds_WP_001067557.1_2752	100.000	330	330
WP_001067557.1	lcl|NZ_JADHZW010000048.1_cds_WP_000646254.1_2749	30.350	257	330
WP_001067557.1	lcl|NZ_JADHZW010000019.1_cds_WP_002072074.1_942	26.103	272	330
WP_001067557.1	lcl|NZ_JADHZW010000017.1_cds_WP_000744698.1_763	27.174	276	330
WP_001067557.1	lcl|NZ_JADHZW010000003.1_cds_WP_001003560.1_2424	27.984	243	330
WP_001067557.1	lcl|NZ_JADHZW010000021.1_cds_WP_000723091.1_1245	23.423	333	330
WP_001067557.1	lcl|NZ_JADHZW010000001.1_cds_WP_000649924.1_1089	28.854	253	330
WP_001067557.1	lcl|NZ_JADHZW010000019.1_cds_WP_000688696.1_922	25.681	257	330
WP_001067557.1	lcl|NZ_JADHZW010000048.1_cds_WP_000410266.1_2746	24.695	328	330
WP_001198107.1	lcl|NZ_JADHZW010000048.1_cds_WP_001198107.1_2753	100.000	366	366
WP_001198107.1	lcl|NZ_JADHZW010000048.1_cds_WP_000608294.1_2754	39.452	365	366
WP_001198107.1	lcl|NZ_JADHZW010000028.1_cds_WP_000575181.1_1722	33.983	359	366
WP_001198107.1	lcl|NZ_JADHZW010000028.1_cds_WP_000172659.1_1678	32.461	382	366
WP_001198107.1	lcl|NZ_JADHZW010000019.1_cds_WP_001281953.1_906	27.441	379	366
WP_001198107.1	lcl|NZ_JADHZW010000064.1_cds_WP_000228801.1_3344	31.845	336	366
WP_001198107.1	lcl|NZ_JADHZW010000009.1_cds_WP_000538754.1_3872	29.972	357	366
WP_001198107.1	lcl|NZ_JADHZW010000025.1_cds_WP_001982414.1_1556	31.579	190	366
WP_000608291.1	lcl|NZ_JADHZW010000048.1_cds_WP_000608294.1_2754	99.728	367	367
WP_000608291.1	lcl|NZ_JADHZW010000048.1_cds_WP_001198107.1_2753	39.452	365	367
WP_000608291.1	lcl|NZ_JADHZW010000028.1_cds_WP_000575181.1_1722	36.585	369	367
WP_000608291.1	lcl|NZ_JADHZW010000028.1_cds_WP_000172659.1_1678	32.514	366	367
WP_000608291.1	lcl|NZ_JADHZW010000009.1_cds_WP_000538754.1_3872	30.189	371	367
WP_000608291.1	lcl|NZ_JADHZW010000064.1_cds_WP_000228801.1_3344	39.147	258	367
WP_000608291.1	lcl|NZ_JADHZW010000019.1_cds_WP_001281953.1_906	30.208	384	367
WP_000608291.1	lcl|NZ_JADHZW010000025.1_cds_WP_001982414.1_1556	25.698	358	367
WP_000689739.1	lcl|NZ_JADHZW010000048.1_cds_WP_000689740.1_2755	99.265	544	544
WP_000689739.1	lcl|NZ_JADHZW010000048.1_cds_WP_000689740.1_2755	99.265	544	544
WP_000342716.1	lcl|NZ_JADHZW010000048.1_cds_WP_000342716.1_2756	100.000	265	265
WP_000342716.1	lcl|NZ_JADHZW010000050.1_cds_WP_001002662.1_2967	44.856	243	265
WP_001246623.1	lcl|NZ_JADHZW010000048.1_cds_WP_001246619.1_2757	99.032	310	310
WP_001246623.1	lcl|NZ_JADHZW010000038.1_cds_WP_000501205.1_2281	38.816	304	310
WP_001246623.1	lcl|NZ_JADHZW010000022.1_cds_WP_001183721.1_1350	25.163	306	310
WP_001246623.1	lcl|NZ_JADHZW010000011.1_cds_WP_000279896.1_168	24.427	262	310
WP_001246623.1	lcl|NZ_JADHZW010000048.1_cds_WP_001246619.1_2757	99.032	310	310
WP_001246623.1	lcl|NZ_JADHZW010000038.1_cds_WP_000501205.1_2281	38.816	304	310
WP_001246623.1	lcl|NZ_JADHZW010000022.1_cds_WP_001183721.1_1350	25.163	306	310
WP_001246623.1	lcl|NZ_JADHZW010000011.1_cds_WP_000279896.1_168	24.427	262	310
WP_000479984.1	lcl|NZ_JADHZW010000048.1_cds_WP_000479980.1_2758	99.621	264	264
WP_000715958.1	lcl|NZ_JADHZW010000048.1_cds_WP_000715958.1_2759	100.000	131	131
WP_001088861.1	lcl|NZ_JADHZW010000048.1_cds_WP_001088861.1_2760	100.000	144	144
WP_001088861.1	lcl|NZ_JADHZW010000013.1_cds_WP_002069656.1_354	42.857	56	144
WP_000517242.1	lcl|NZ_JADHZW010000048.1_cds_WP_000517242.1_2761	100.000	221	221
WP_000517242.1	lcl|NZ_JADHZW010000017.1_cds_WP_001082181.1_792	28.205	78	221
WP_000517242.1	lcl|NZ_JADHZW010000031.1_cds_WP_001069832.1_1984	27.523	109	221
WP_000721883.1	lcl|NZ_JADHZW010000028.1_cds_WP_000378097.1_1677	27.391	230	283
WP_000221107.1	lcl|NZ_JADHZW010000017.1_cds_WP_001082181.1_792	31.973	147	388
WP_000221107.1	lcl|NZ_JADHZW010000028.1_cds_WP_002097509.1_1700	27.572	243	388
WP_000221107.1	lcl|NZ_JADHZW010000031.1_cds_WP_000347675.1_1985	32.867	143	388
WP_000221107.1	lcl|NZ_JADHZW010000047.1_cds_WP_000402849.1_2732	26.531	147	388
WP_000221107.1	lcl|NZ_JADHZW010000064.1_cds_WP_001046777.1_3347	26.282	156	388
WP_000221107.1	lcl|NZ_JADHZW010000028.1_cds_WP_001217660.1_1707	31.111	90	388
WP_000275679.1	lcl|NZ_JADHZW010000082.1_cds_WP_002072243.1_3676	30.871	379	416
WP_000275679.1	lcl|NZ_JADHZW010000064.1_cds_WP_001009616.1_3340	28.685	251	416
WP_000834719.1	lcl|NZ_JADHZW010000030.1_cds_WP_000172209.1_1946	34.518	394	605
WP_000834719.1	lcl|NZ_JADHZW010000009.1_cds_WP_000667646.1_3897	41.870	246	605
WP_000834719.1	lcl|NZ_JADHZW010000041.1_cds_WP_000828456.1_2569	44.954	218	605
WP_000834719.1	lcl|NZ_JADHZW010000028.1_cds_WP_002072224.1_1676	32.246	276	605
WP_000834719.1	lcl|NZ_JADHZW010000003.1_cds_WP_001052496.1_2445	31.933	238	605
WP_000834719.1	lcl|NZ_JADHZW010000004.1_cds_WP_000047473.1_2823	30.942	223	605
WP_000834719.1	lcl|NZ_JADHZW010000034.1_cds_WP_000598571.1_2129	28.205	234	605
WP_000834719.1	lcl|NZ_JADHZW010000002.1_cds_WP_000510770.1_1785	30.041	243	605
WP_000834719.1	lcl|NZ_JADHZW010000030.1_cds_WP_002071818.1_1960	27.848	237	605
WP_000834719.1	lcl|NZ_JADHZW010000040.1_cds_WP_000536753.1_2531	29.386	228	605
WP_000834719.1	lcl|NZ_JADHZW010000005.1_cds_WP_000666552.1_3203	30.088	226	605
WP_000834719.1	lcl|NZ_JADHZW010000003.1_cds_WP_000619182.1_2400	27.869	244	605
WP_000834719.1	lcl|NZ_JADHZW010000002.1_cds_WP_001161019.1_1885	28.807	243	605
WP_000834719.1	lcl|NZ_JADHZW010000005.1_cds_WP_001089503.1_3183	30.508	236	605
WP_000834719.1	lcl|NZ_JADHZW010000049.1_cds_WP_001288322.1_2774	29.688	192	605
WP_000834719.1	lcl|NZ_JADHZW010000006.1_cds_WP_001982953.1_3407	24.125	257	605
WP_000834719.1	lcl|NZ_JADHZW010000061.1_cds_WP_000184524.1_3310	31.731	208	605
WP_000834719.1	lcl|NZ_JADHZW010000009.1_cds_WP_000136058.1_3847	26.364	220	605
WP_000834719.1	lcl|NZ_JADHZW010000030.1_cds_WP_000172209.1_1946	34.518	394	605
WP_000834719.1	lcl|NZ_JADHZW010000009.1_cds_WP_000667646.1_3897	41.870	246	605
WP_000834719.1	lcl|NZ_JADHZW010000041.1_cds_WP_000828456.1_2569	44.954	218	605
WP_000834719.1	lcl|NZ_JADHZW010000028.1_cds_WP_002072224.1_1676	32.246	276	605
WP_000834719.1	lcl|NZ_JADHZW010000003.1_cds_WP_001052496.1_2445	31.933	238	605
WP_000834719.1	lcl|NZ_JADHZW010000004.1_cds_WP_000047473.1_2823	30.942	223	605
WP_000834719.1	lcl|NZ_JADHZW010000034.1_cds_WP_000598571.1_2129	28.205	234	605
WP_000834719.1	lcl|NZ_JADHZW010000002.1_cds_WP_000510770.1_1785	30.041	243	605
WP_000834719.1	lcl|NZ_JADHZW010000030.1_cds_WP_002071818.1_1960	27.848	237	605
