WP_000340715.1	lcl|NZ_JAHERZ010000058.1_cds_WP_000340715.1_2901	100.000	86	106
WP_000410273.1	lcl|NZ_JAHERZ010000058.1_cds_WP_000410266.1_2900	99.363	314	314
WP_000410273.1	lcl|NZ_JAHERZ010000058.1_cds_WP_000646254.1_2897	25.705	319	314
WP_000410273.1	lcl|NZ_JAHERZ010000011.1_cds_WP_000744698.1_347	24.691	324	314
WP_000410273.1	lcl|NZ_JAHERZ010000016.1_cds_WP_000723091.1_969	23.611	288	314
WP_000410273.1	lcl|NZ_JAHERZ010000058.1_cds_WP_001067557.1_2894	24.695	328	314
WP_000410273.1	lcl|NZ_JAHERZ010000047.1_cds_WP_002072074.1_2533	23.077	273	314
WP_000604524.1	lcl|NZ_JAHERZ010000058.1_cds_WP_000604525.1_2899	99.178	365	365
WP_000884059.1	lcl|NZ_JAHERZ010000058.1_cds_WP_000884059.1_2898	100.000	185	185
WP_000884059.1	lcl|NZ_JAHERZ010000003.1_cds_WP_000351733.1_1818	40.000	140	185
WP_000646255.1	lcl|NZ_JAHERZ010000058.1_cds_WP_000646254.1_2897	99.696	329	329
WP_000646255.1	lcl|NZ_JAHERZ010000011.1_cds_WP_000744698.1_347	32.063	315	329
WP_000646255.1	lcl|NZ_JAHERZ010000016.1_cds_WP_000723091.1_969	31.343	335	329
WP_000646255.1	lcl|NZ_JAHERZ010000047.1_cds_WP_002072074.1_2533	31.148	305	329
WP_000646255.1	lcl|NZ_JAHERZ010000029.1_cds_WP_000649924.1_1753	30.183	328	329
WP_000646255.1	lcl|NZ_JAHERZ010000047.1_cds_WP_000709508.1_2524	29.231	325	329
WP_000646255.1	lcl|NZ_JAHERZ010000058.1_cds_WP_001067557.1_2894	30.350	257	329
WP_000646255.1	lcl|NZ_JAHERZ010000018.1_cds_WP_000688696.1_1122	28.975	283	329
WP_000646255.1	lcl|NZ_JAHERZ010000014.1_cds_WP_000475901.1_800	27.737	274	329
WP_000646255.1	lcl|NZ_JAHERZ010000058.1_cds_WP_000410266.1_2900	25.705	319	329
WP_000646255.1	lcl|NZ_JAHERZ010000002.1_cds_WP_001003560.1_1273	24.852	338	329
WP_000646255.1	lcl|NZ_JAHERZ010000014.1_cds_WP_000378097.1_766	25.581	172	329
WP_000646255.1	lcl|NZ_JAHERZ010000077.1_cds_WP_218213694.1_3415	30.065	153	329
WP_000774259.1	lcl|NZ_JAHERZ010000058.1_cds_WP_000774259.1_2896	99.625	267	267
WP_000774259.1	lcl|NZ_JAHERZ010000016.1_cds_WP_000842260.1_970	26.316	190	267
WP_000774259.1	lcl|NZ_JAHERZ010000052.1_cds_WP_000805357.1_2756	26.190	210	267
WP_000774259.1	lcl|NZ_JAHERZ010000018.1_cds_WP_155572209.1_1144	28.866	97	267
WP_000612799.1	lcl|NZ_JAHERZ010000058.1_cds_WP_002072162.1_2895	99.411	509	509
WP_000612799.1	lcl|NZ_JAHERZ010000007.1_cds_WP_000291581.1_3216	26.606	327	509
WP_000612799.1	lcl|NZ_JAHERZ010000007.1_cds_WP_000364504.1_3217	31.111	90	509
WP_000612799.1	lcl|NZ_JAHERZ010000058.1_cds_WP_002072162.1_2895	99.411	509	509
WP_000612799.1	lcl|NZ_JAHERZ010000007.1_cds_WP_000291581.1_3216	26.606	327	509
WP_000612799.1	lcl|NZ_JAHERZ010000007.1_cds_WP_000364504.1_3217	31.111	90	509
WP_001067557.1	lcl|NZ_JAHERZ010000058.1_cds_WP_001067557.1_2894	100.000	330	330
WP_001067557.1	lcl|NZ_JAHERZ010000058.1_cds_WP_000646254.1_2897	30.350	257	330
WP_001067557.1	lcl|NZ_JAHERZ010000047.1_cds_WP_002072074.1_2533	26.103	272	330
WP_001067557.1	lcl|NZ_JAHERZ010000011.1_cds_WP_000744698.1_347	27.174	276	330
WP_001067557.1	lcl|NZ_JAHERZ010000002.1_cds_WP_001003560.1_1273	27.984	243	330
WP_001067557.1	lcl|NZ_JAHERZ010000016.1_cds_WP_000723091.1_969	23.423	333	330
WP_001067557.1	lcl|NZ_JAHERZ010000029.1_cds_WP_000649924.1_1753	28.854	253	330
WP_001067557.1	lcl|NZ_JAHERZ010000018.1_cds_WP_000688696.1_1122	25.681	257	330
WP_001067557.1	lcl|NZ_JAHERZ010000058.1_cds_WP_000410266.1_2900	24.695	328	330
WP_001198107.1	lcl|NZ_JAHERZ010000058.1_cds_WP_001198107.1_2893	100.000	366	366
WP_001198107.1	lcl|NZ_JAHERZ010000058.1_cds_WP_000608294.1_2892	39.452	365	366
WP_001198107.1	lcl|NZ_JAHERZ010000014.1_cds_WP_000575181.1_811	33.983	359	366
WP_001198107.1	lcl|NZ_JAHERZ010000014.1_cds_WP_000172659.1_767	32.461	382	366
WP_001198107.1	lcl|NZ_JAHERZ010000018.1_cds_WP_001281953.1_1138	27.441	379	366
WP_001198107.1	lcl|NZ_JAHERZ010000125.1_cds_WP_000228801.1_587	31.845	336	366
WP_001198107.1	lcl|NZ_JAHERZ010000005.1_cds_WP_000538754.1_2653	29.972	357	366
WP_001198107.1	lcl|NZ_JAHERZ010000120.1_cds_WP_001982414.1_540	31.579	190	366
WP_000608291.1	lcl|NZ_JAHERZ010000058.1_cds_WP_000608294.1_2892	99.728	367	367
WP_000608291.1	lcl|NZ_JAHERZ010000058.1_cds_WP_001198107.1_2893	39.452	365	367
WP_000608291.1	lcl|NZ_JAHERZ010000014.1_cds_WP_000575181.1_811	36.585	369	367
WP_000608291.1	lcl|NZ_JAHERZ010000014.1_cds_WP_000172659.1_767	32.514	366	367
WP_000608291.1	lcl|NZ_JAHERZ010000005.1_cds_WP_000538754.1_2653	30.189	371	367
WP_000608291.1	lcl|NZ_JAHERZ010000125.1_cds_WP_000228801.1_587	39.147	258	367
WP_000608291.1	lcl|NZ_JAHERZ010000018.1_cds_WP_001281953.1_1138	30.208	384	367
WP_000608291.1	lcl|NZ_JAHERZ010000120.1_cds_WP_001982414.1_540	25.698	358	367
WP_000689739.1	lcl|NZ_JAHERZ010000058.1_cds_WP_000689740.1_2891	99.265	544	544
WP_000689739.1	lcl|NZ_JAHERZ010000058.1_cds_WP_000689740.1_2891	99.265	544	544
WP_000342716.1	lcl|NZ_JAHERZ010000058.1_cds_WP_000342716.1_2890	100.000	265	265
WP_000342716.1	lcl|NZ_JAHERZ010000031.1_cds_WP_001002662.1_1918	44.856	243	265
WP_001246623.1	lcl|NZ_JAHERZ010000058.1_cds_WP_001246619.1_2889	99.032	310	310
WP_001246623.1	lcl|NZ_JAHERZ010000026.1_cds_WP_000501205.1_1660	38.816	304	310
WP_001246623.1	lcl|NZ_JAHERZ010000022.1_cds_WP_001183721.1_1454	25.163	306	310
WP_001246623.1	lcl|NZ_JAHERZ010000015.1_cds_WP_000279896.1_895	24.427	262	310
WP_001246623.1	lcl|NZ_JAHERZ010000058.1_cds_WP_001246619.1_2889	99.032	310	310
WP_001246623.1	lcl|NZ_JAHERZ010000026.1_cds_WP_000501205.1_1660	38.816	304	310
WP_001246623.1	lcl|NZ_JAHERZ010000022.1_cds_WP_001183721.1_1454	25.163	306	310
WP_001246623.1	lcl|NZ_JAHERZ010000015.1_cds_WP_000279896.1_895	24.427	262	310
WP_000479984.1	lcl|NZ_JAHERZ010000058.1_cds_WP_000479980.1_2888	99.621	264	264
WP_000715958.1	lcl|NZ_JAHERZ010000058.1_cds_WP_000715958.1_2887	100.000	131	131
WP_001088861.1	lcl|NZ_JAHERZ010000058.1_cds_WP_001088861.1_2886	100.000	144	144
WP_001088861.1	lcl|NZ_JAHERZ010000139.1_cds_WP_002069656.1_753	42.857	56	144
WP_000517242.1	lcl|NZ_JAHERZ010000058.1_cds_WP_000517242.1_2885	100.000	221	221
WP_000517242.1	lcl|NZ_JAHERZ010000011.1_cds_WP_001082181.1_318	28.205	78	221
WP_000517242.1	lcl|NZ_JAHERZ010000075.1_cds_WP_001069832.1_3368	27.523	109	221
