WP_000340715.1	lcl|NZ_AOUC01000047.1_cds_WP_004454812.1_646	98.837	86	106
WP_000410273.1	lcl|NZ_AOUC01000047.1_cds_WP_004421326.1_647	94.268	314	314
WP_000410273.1	lcl|NZ_AOUC01000041.1_cds_WP_004434477.1_600	22.556	266	314
WP_000410273.1	lcl|NZ_AOUC01000047.1_cds_WP_004421375.1_650	26.101	318	314
WP_000410273.1	lcl|NZ_AOUC01000278.1_cds_WP_004419974.1_3423	24.383	324	314
WP_000410273.1	lcl|NZ_AOUC01000149.1_cds_WP_004455914.1_1802	24.138	290	314
WP_000410273.1	lcl|NZ_AOUC01000252.1_cds_WP_004456912.1_3090	22.826	276	314
WP_000604524.1	lcl|NZ_AOUC01000047.1_cds_WP_004421179.1_648	90.411	365	365
WP_000884059.1	lcl|NZ_AOUC01000047.1_cds_WP_004421442.1_649	96.216	185	185
WP_000884059.1	lcl|NZ_AOUC01000032.1_cds_WP_002148948.1_403	40.714	140	185
WP_000646255.1	lcl|NZ_AOUC01000047.1_cds_WP_004421375.1_650	96.353	329	329
WP_000646255.1	lcl|NZ_AOUC01000278.1_cds_WP_004419974.1_3423	31.111	315	329
WP_000646255.1	lcl|NZ_AOUC01000149.1_cds_WP_004455914.1_1802	31.642	335	329
WP_000646255.1	lcl|NZ_AOUC01000252.1_cds_WP_004456912.1_3090	31.046	306	329
WP_000646255.1	lcl|NZ_AOUC01000047.1_cds_WP_004434771.1_664	30.149	335	329
WP_000646255.1	lcl|NZ_AOUC01000275.1_cds_WP_002147154.1_3371	30.303	330	329
WP_000646255.1	lcl|NZ_AOUC01000106.1_cds_WP_002148036.1_1366	29.846	325	329
WP_000646255.1	lcl|NZ_AOUC01000047.1_cds_WP_004421253.1_653	28.990	307	329
WP_000646255.1	lcl|NZ_AOUC01000098.1_cds_WP_002155619.1_1295	27.798	277	329
WP_000646255.1	lcl|NZ_AOUC01000047.1_cds_WP_004421326.1_647	26.493	268	329
WP_000646255.1	lcl|NZ_AOUC01000149.1_cds_WP_004421384.1_1819	27.007	274	329
WP_000646255.1	lcl|NZ_AOUC01000041.1_cds_WP_004434477.1_600	26.384	307	329
WP_000646255.1	lcl|NZ_AOUC01000080.1_cds_WP_004455252.1_1086	27.820	266	329
WP_000646255.1	lcl|NZ_AOUC01000096.1_cds_WP_004432019.1_1233	25.228	329	329
WP_000646255.1	lcl|NZ_AOUC01000036.1_cds_WP_004449697.1_486	24.809	262	329
WP_000646255.1	lcl|NZ_AOUC01000240.1_cds_WP_004450220.1_2953	27.016	248	329
WP_000774259.1	lcl|NZ_AOUC01000047.1_cds_WP_004421408.1_651	94.757	267	267
WP_000774259.1	lcl|NZ_AOUC01000149.1_cds_WP_004434622.1_1801	26.455	189	267
WP_000774259.1	lcl|NZ_AOUC01000112.1_cds_WP_004455630.1_1417	33.071	127	267
WP_000774259.1	lcl|NZ_AOUC01000200.1_cds_WP_004456362.1_2435	27.143	210	267
WP_000612799.1	lcl|NZ_AOUC01000047.1_cds_WP_004420971.1_652	95.882	510	509
WP_000612799.1	lcl|NZ_AOUC01000073.1_cds_WP_004423689.1_994	28.267	329	509
WP_000612799.1	lcl|NZ_AOUC01000073.1_cds_WP_002148203.1_993	31.111	90	509
WP_000612799.1	lcl|NZ_AOUC01000047.1_cds_WP_004420971.1_652	95.882	510	509
WP_000612799.1	lcl|NZ_AOUC01000073.1_cds_WP_004423689.1_994	28.267	329	509
