WP_000340715.1	lcl|NZ_AOWB01000127.1_cds_WP_000340715.1_3619	100.000	86	106
WP_000410273.1	lcl|NZ_AOWB01000127.1_cds_WP_000410273.1_3620	100.000	314	314
WP_000410273.1	lcl|NZ_AOWB01000127.1_cds_WP_000093099.1_3640	46.988	83	314
WP_000410273.1	lcl|NZ_AOWB01000127.1_cds_WP_000646252.1_3623	25.705	319	314
WP_000410273.1	lcl|NZ_AOWB01000104.1_cds_WP_000744700.1_2458	24.691	324	314
WP_000410273.1	lcl|NZ_AOWB01000127.1_cds_WP_000600889.1_3649	25.269	186	314
WP_000410273.1	lcl|NZ_AOWB01000127.1_cds_WP_000723090.1_3702	23.958	288	314
WP_000410273.1	lcl|NZ_AOWB01000127.1_cds_WP_001067557.1_3626	24.695	328	314
WP_000604524.1	lcl|NZ_AOWB01000127.1_cds_WP_000604524.1_3621	99.726	365	365
WP_000884059.1	lcl|NZ_AOWB01000127.1_cds_WP_000884059.1_3622	100.000	185	185
WP_000884059.1	lcl|NZ_AOWB01000025.1_cds_WP_000351733.1_495	40.000	140	185
WP_000646255.1	lcl|NZ_AOWB01000127.1_cds_WP_000646252.1_3623	98.176	329	329
WP_000646255.1	lcl|NZ_AOWB01000104.1_cds_WP_000744700.1_2458	32.063	315	329
WP_000646255.1	lcl|NZ_AOWB01000127.1_cds_WP_000723090.1_3702	31.045	335	329
WP_000646255.1	lcl|NZ_AOWB01000127.1_cds_WP_000600889.1_3649	34.109	258	329
WP_000646255.1	lcl|NZ_AOWB01000024.1_cds_WP_001984071.1_441	31.475	305	329
WP_000646255.1	lcl|NZ_AOWB01000066.1_cds_WP_000649925.1_1388	30.183	328	329
WP_000646255.1	lcl|NZ_AOWB01000007.1_cds_WP_000709511.1_12	29.538	325	329
WP_000646255.1	lcl|NZ_AOWB01000127.1_cds_WP_000601375.1_3676	25.091	275	329
WP_000646255.1	lcl|NZ_AOWB01000127.1_cds_WP_001067557.1_3626	30.350	257	329
WP_000646255.1	lcl|NZ_AOWB01000073.1_cds_WP_000688695.1_1637	28.975	283	329
WP_000646255.1	lcl|NZ_AOWB01000127.1_cds_WP_000475904.1_3685	27.737	274	329
WP_000646255.1	lcl|NZ_AOWB01000127.1_cds_WP_000410273.1_3620	26.019	319	329
WP_000646255.1	lcl|NZ_AOWB01000123.1_cds_WP_001074785.1_3374	29.057	265	329
WP_000646255.1	lcl|NZ_AOWB01000090.1_cds_WP_001003555.1_2038	25.148	338	329
WP_000646255.1	lcl|NZ_AOWB01000127.1_cds_WP_000487322.1_3674	27.077	325	329
WP_000774259.1	lcl|NZ_AOWB01000127.1_cds_WP_000774262.1_3624	98.127	267	267
WP_000774259.1	lcl|NZ_AOWB01000127.1_cds_WP_000859505.1_3673	25.820	244	267
WP_000774259.1	lcl|NZ_AOWB01000127.1_cds_WP_000800438.1_3654	24.786	234	267
WP_000774259.1	lcl|NZ_AOWB01000127.1_cds_WP_000842260.1_3703	26.316	190	267
WP_000774259.1	lcl|NZ_AOWB01000091.1_cds_WP_000667727.1_2116	31.818	110	267
WP_000774259.1	lcl|NZ_AOWB01000098.1_cds_WP_000805357.1_2380	26.190	210	267
WP_000612799.1	lcl|NZ_AOWB01000127.1_cds_WP_000612797.1_3625	98.821	509	509
WP_000612799.1	lcl|NZ_AOWB01000020.1_cds_WP_000291591.1_204	26.606	327	509
WP_000612799.1	lcl|NZ_AOWB01000020.1_cds_WP_000364507.1_205	31.111	90	509
WP_000612799.1	lcl|NZ_AOWB01000127.1_cds_WP_000612797.1_3625	98.821	509	509
WP_000612799.1	lcl|NZ_AOWB01000020.1_cds_WP_000291591.1_204	26.606	327	509
WP_000612799.1	lcl|NZ_AOWB01000020.1_cds_WP_000364507.1_205	31.111	90	509
WP_001067557.1	lcl|NZ_AOWB01000127.1_cds_WP_001067557.1_3626	100.000	330	330
WP_001067557.1	lcl|NZ_AOWB01000127.1_cds_WP_000646252.1_3623	28.664	307	330
WP_001067557.1	lcl|NZ_AOWB01000127.1_cds_WP_000600889.1_3649	26.316	266	330
WP_001067557.1	lcl|NZ_AOWB01000024.1_cds_WP_001984071.1_441	25.735	272	330
WP_001067557.1	lcl|NZ_AOWB01000090.1_cds_WP_001003555.1_2038	28.395	243	330
WP_001067557.1	lcl|NZ_AOWB01000104.1_cds_WP_000744700.1_2458	26.812	276	330
WP_001067557.1	lcl|NZ_AOWB01000127.1_cds_WP_000723090.1_3702	23.724	333	330
WP_001067557.1	lcl|NZ_AOWB01000066.1_cds_WP_000649925.1_1388	28.854	253	330
WP_001067557.1	lcl|NZ_AOWB01000073.1_cds_WP_000688695.1_1637	25.681	257	330
WP_001067557.1	lcl|NZ_AOWB01000127.1_cds_WP_000601375.1_3676	26.545	275	330
WP_001067557.1	lcl|NZ_AOWB01000127.1_cds_WP_000410273.1_3620	24.695	328	330
WP_001198107.1	lcl|NZ_AOWB01000127.1_cds_WP_001198107.1_3627	100.000	366	366
WP_001198107.1	lcl|NZ_AOWB01000127.1_cds_WP_000608295.1_3628	39.726	365	366
WP_001198107.1	lcl|NZ_AOWB01000127.1_cds_WP_000575178.1_3696	34.262	359	366
WP_001198107.1	lcl|NZ_AOWB01000051.1_cds_WP_001281953.1_1072	27.441	379	366
WP_001198107.1	lcl|NZ_AOWB01000127.1_cds_WP_000346036.1_3657	28.090	356	366
WP_001198107.1	lcl|NZ_AOWB01000127.1_cds_WP_000582222.1_3638	31.111	360	366
WP_001198107.1	lcl|NZ_AOWB01000115.1_cds_WP_000538752.1_2887	29.692	357	366
WP_001198107.1	lcl|NZ_AOWB01000127.1_cds_WP_000947844.1_3650	26.667	345	366
WP_001198107.1	lcl|NZ_AOWB01000046.1_cds_WP_001982414.1_1011	31.579	190	366
WP_000608291.1	lcl|NZ_AOWB01000127.1_cds_WP_000608295.1_3628	99.455	367	367
WP_000608291.1	lcl|NZ_AOWB01000127.1_cds_WP_001198107.1_3627	39.452	365	367
WP_000608291.1	lcl|NZ_AOWB01000127.1_cds_WP_000575178.1_3696	36.856	369	367
WP_000608291.1	lcl|NZ_AOWB01000115.1_cds_WP_000538752.1_2887	30.189	371	367
WP_000608291.1	lcl|NZ_AOWB01000127.1_cds_WP_000582222.1_3638	36.278	317	367
WP_000608291.1	lcl|NZ_AOWB01000051.1_cds_WP_001281953.1_1072	30.208	384	367
WP_000608291.1	lcl|NZ_AOWB01000127.1_cds_WP_000346036.1_3657	24.734	376	367
WP_000608291.1	lcl|NZ_AOWB01000127.1_cds_WP_000947844.1_3650	26.404	356	367
WP_000608291.1	lcl|NZ_AOWB01000046.1_cds_WP_001982414.1_1011	25.698	358	367
WP_000689739.1	lcl|NZ_AOWB01000127.1_cds_WP_000689743.1_3629	99.081	544	544
WP_000689739.1	lcl|NZ_AOWB01000127.1_cds_WP_000689743.1_3629	99.081	544	544
WP_000342716.1	lcl|NZ_AOWB01000127.1_cds_WP_000342713.1_3630	99.623	265	265
WP_000342716.1	lcl|NZ_AOWB01000067.1_cds_WP_001002663.1_1466	44.856	243	265
WP_001246623.1	lcl|NZ_AOWB01000127.1_cds_WP_001246618.1_3631	95.806	310	310
WP_001246623.1	lcl|NZ_AOWB01000096.1_cds_WP_000501205.1_2237	38.816	304	310
WP_001246623.1	lcl|NZ_AOWB01000063.1_cds_WP_001183723.1_1290	25.163	306	310
WP_001246623.1	lcl|NZ_AOWB01000105.1_cds_WP_000279894.1_2494	24.809	262	310
WP_001246623.1	lcl|NZ_AOWB01000127.1_cds_WP_001246618.1_3631	95.806	310	310
WP_001246623.1	lcl|NZ_AOWB01000096.1_cds_WP_000501205.1_2237	38.816	304	310
WP_001246623.1	lcl|NZ_AOWB01000063.1_cds_WP_001183723.1_1290	25.163	306	310
WP_001246623.1	lcl|NZ_AOWB01000105.1_cds_WP_000279894.1_2494	24.809	262	310
WP_000479984.1	lcl|NZ_AOWB01000127.1_cds_WP_000479982.1_3632	99.242	264	264
WP_000715958.1	lcl|NZ_AOWB01000127.1_cds_WP_000715958.1_3633	100.000	131	131
WP_001088861.1	lcl|NZ_AOWB01000127.1_cds_WP_001088866.1_3634	98.611	144	144
WP_001088861.1	lcl|NZ_AOWB01000122.1_cds_WP_002069656.1_3171	42.857	56	144
WP_000517242.1	lcl|NZ_AOWB01000127.1_cds_WP_000517242.1_3635	100.000	221	221
WP_000517242.1	lcl|NZ_AOWB01000035.1_cds_WP_001082180.1_761	28.205	78	221
WP_000517242.1	lcl|NZ_AOWB01000092.1_cds_WP_001069834.1_2138	27.523	109	221
WP_000221107.1	lcl|NZ_AOWB01000035.1_cds_WP_001082180.1_761	31.973	147	388
WP_000221107.1	lcl|NZ_AOWB01000092.1_cds_WP_000347681.1_2139	32.867	143	388
WP_000221107.1	lcl|NZ_AOWB01000127.1_cds_WP_002082140.1_3661	33.621	116	388
WP_000221107.1	lcl|NZ_AOWB01000077.1_cds_WP_000402845.1_1725	27.211	147	388
WP_000221107.1	lcl|NZ_AOWB01000127.1_cds_WP_001206409.1_3645	27.211	147	388
WP_000221107.1	lcl|NZ_AOWB01000127.1_cds_WP_001015422.1_3637	24.646	353	388
WP_000275679.1	lcl|NZ_AOWB01000127.1_cds_WP_001106774.1_3642	73.012	415	416
WP_000834719.1	lcl|NZ_AOWB01000127.1_cds_WP_000834715.1_3643	99.669	605	605
WP_000834719.1	lcl|NZ_AOWB01000009.1_cds_WP_000172202.1_21	34.264	394	605
WP_000834719.1	lcl|NZ_AOWB01000115.1_cds_WP_000667646.1_2912	41.870	246	605
WP_000834719.1	lcl|NZ_AOWB01000071.1_cds_WP_000828455.1_1557	44.954	218	605
WP_000834719.1	lcl|NZ_AOWB01000090.1_cds_WP_001052498.1_2059	32.353	238	605
WP_000834719.1	lcl|NZ_AOWB01000020.1_cds_WP_000047473.1_210	30.942	223	605
