WP_000340715.1	lcl|NZ_JADDXG010000046.1_cds_WP_000340715.1_2707	100.000	86	106
WP_000410273.1	lcl|NZ_JADDXG010000046.1_cds_WP_000410266.1_2708	99.363	314	314
WP_000410273.1	lcl|NZ_JADDXG010000046.1_cds_WP_000646254.1_2711	25.705	319	314
WP_000410273.1	lcl|NZ_JADDXG010000013.1_cds_WP_000744698.1_324	24.691	324	314
WP_000410273.1	lcl|NZ_JADDXG010000064.1_cds_WP_000723091.1_3383	23.611	288	314
WP_000410273.1	lcl|NZ_JADDXG010000046.1_cds_WP_001067557.1_2714	24.695	328	314
WP_000410273.1	lcl|NZ_JADDXG010000014.1_cds_WP_002072074.1_410	23.077	273	314
WP_000604524.1	lcl|NZ_JADDXG010000046.1_cds_WP_000604525.1_2709	99.178	365	365
WP_000884059.1	lcl|NZ_JADDXG010000046.1_cds_WP_000884059.1_2710	100.000	185	185
WP_000884059.1	lcl|NZ_JADDXG010000001.1_cds_WP_000351733.1_978	40.000	140	185
WP_000646255.1	lcl|NZ_JADDXG010000046.1_cds_WP_000646254.1_2711	99.696	329	329
WP_000646255.1	lcl|NZ_JADDXG010000013.1_cds_WP_000744698.1_324	32.063	315	329
WP_000646255.1	lcl|NZ_JADDXG010000064.1_cds_WP_000723091.1_3383	31.343	335	329
WP_000646255.1	lcl|NZ_JADDXG010000014.1_cds_WP_002072074.1_410	31.148	305	329
WP_000646255.1	lcl|NZ_JADDXG010000003.1_cds_WP_000649924.1_2446	30.183	328	329
WP_000646255.1	lcl|NZ_JADDXG010000014.1_cds_WP_000709508.1_420	29.231	325	329
WP_000646255.1	lcl|NZ_JADDXG010000046.1_cds_WP_001067557.1_2714	30.350	257	329
WP_000646255.1	lcl|NZ_JADDXG010000014.1_cds_WP_000688696.1_390	28.975	283	329
WP_000646255.1	lcl|NZ_JADDXG010000024.1_cds_WP_000475901.1_1359	27.737	274	329
WP_000646255.1	lcl|NZ_JADDXG010000046.1_cds_WP_000410266.1_2708	25.705	319	329
WP_000646255.1	lcl|NZ_JADDXG010000005.1_cds_WP_001074779.1_3259	28.679	265	329
WP_000646255.1	lcl|NZ_JADDXG010000006.1_cds_WP_001003560.1_3500	24.852	338	329
WP_000646255.1	lcl|NZ_JADDXG010000024.1_cds_WP_000378097.1_1325	25.581	172	329
WP_000774259.1	lcl|NZ_JADDXG010000046.1_cds_WP_000774259.1_2712	99.625	267	267
WP_000774259.1	lcl|NZ_JADDXG010000064.1_cds_WP_000842260.1_3384	26.316	190	267
WP_000774259.1	lcl|NZ_JADDXG010000018.1_cds_WP_000805357.1_691	26.190	210	267
WP_000774259.1	lcl|NZ_JADDXG010000014.1_cds_WP_155572209.1_369	28.866	97	267
WP_000612799.1	lcl|NZ_JADDXG010000046.1_cds_WP_002072162.1_2713	99.411	509	509
WP_000612799.1	lcl|NZ_JADDXG010000005.1_cds_WP_000291581.1_3187	26.606	327	509
WP_000612799.1	lcl|NZ_JADDXG010000005.1_cds_WP_000364504.1_3188	31.111	90	509
