WP_000340715.1	lcl|NZ_AHQF01000076.1_cds_WP_000340713.1_3070	95.349	86	106
WP_000410273.1	lcl|NZ_AHQF01000076.1_cds_WP_000412665.1_3069	95.192	312	314
WP_000410273.1	lcl|NZ_AHQF01000076.1_cds_WP_000699347.1_3065	24.437	311	314
WP_000410273.1	lcl|NZ_AHQF01000163.1_cds_WP_000744700.1_1660	24.691	324	314
WP_000410273.1	lcl|NZ_AHQF01000076.1_cds_WP_000723077.1_3056	21.014	276	314
WP_000410273.1	lcl|NZ_AHQF01000157.1_cds_WP_000723094.1_1777	24.306	288	314
WP_000884059.1	lcl|NZ_AHQF01000186.1_cds_WP_000351733.1_1254	40.000	140	185
WP_000646255.1	lcl|NZ_AHQF01000076.1_cds_WP_000699347.1_3065	31.304	345	329
WP_000646255.1	lcl|NZ_AHQF01000163.1_cds_WP_000744700.1_1660	32.063	315	329
WP_000646255.1	lcl|NZ_AHQF01000157.1_cds_WP_000723094.1_1777	31.343	335	329
WP_000646255.1	lcl|NZ_AHQF01000076.1_cds_WP_000723077.1_3056	31.788	302	329
WP_000646255.1	lcl|NZ_AHQF01000108.1_cds_WP_001984071.1_2267	31.475	305	329
WP_000646255.1	lcl|NZ_AHQF01000081.1_cds_WP_000649923.1_2893	30.183	328	329
WP_000646255.1	lcl|NZ_AHQF01000319.1_cds_WP_000709511.1_35	29.538	325	329
WP_000646255.1	lcl|NZ_AHQF01000076.1_cds_WP_000697617.1_3021	24.221	289	329
WP_000646255.1	lcl|NZ_AHQF01000310.1_cds_WP_000688695.1_96	28.975	283	329
WP_000646255.1	lcl|NZ_AHQF01000076.1_cds_WP_000412665.1_3069	26.766	269	329
WP_000646255.1	lcl|NZ_AHQF01000076.1_cds_WP_000377753.1_3023	24.725	364	329
WP_000646255.1	lcl|NZ_AHQF01000104.1_cds_WP_001074783.1_2391	28.302	265	329
WP_000646255.1	lcl|NZ_AHQF01000175.1_cds_WP_001003558.1_1430	25.150	334	329
WP_000774259.1	lcl|NZ_AHQF01000076.1_cds_WP_000432841.1_3051	30.043	233	267
WP_000774259.1	lcl|NZ_AHQF01000157.1_cds_WP_000842260.1_1778	26.316	190	267
WP_000774259.1	lcl|NZ_AHQF01000076.1_cds_WP_000869621.1_3024	21.951	246	267
WP_000774259.1	lcl|NZ_AHQF01000083.1_cds_WP_000667727.1_2749	31.818	110	267
WP_000774259.1	lcl|NZ_AHQF01000067.1_cds_WP_000805359.1_3346	26.667	210	267
WP_000612799.1	lcl|NZ_AHQF01000104.1_cds_WP_000291586.1_2463	26.606	327	509
WP_000612799.1	lcl|NZ_AHQF01000104.1_cds_WP_000364507.1_2462	31.111	90	509
WP_000612799.1	lcl|NZ_AHQF01000104.1_cds_WP_000291586.1_2463	26.606	327	509
WP_000612799.1	lcl|NZ_AHQF01000104.1_cds_WP_000364507.1_2462	31.111	90	509
WP_001067557.1	lcl|NZ_AHQF01000108.1_cds_WP_001984071.1_2267	25.735	272	330
WP_001067557.1	lcl|NZ_AHQF01000076.1_cds_WP_000723077.1_3056	23.792	269	330
