WP_000340715.1	lcl|NZ_JQQD01000035.1_cds_WP_000340715.1_1050	100.000	86	106
WP_000410273.1	lcl|NZ_JQQD01000035.1_cds_WP_000410273.1_1049	100.000	314	314
WP_000410273.1	lcl|NZ_JQQD01000035.1_cds_WP_000093099.1_1029	46.988	83	314
WP_000410273.1	lcl|NZ_JQQD01000035.1_cds_WP_000646251.1_1046	25.705	319	314
WP_000410273.1	lcl|NZ_JQQD01000032.1_cds_WP_000744700.1_787	24.691	324	314
WP_000410273.1	lcl|NZ_JQQD01000035.1_cds_WP_000600886.1_1020	25.269	186	314
WP_000410273.1	lcl|NZ_JQQD01000035.1_cds_WP_000723090.1_967	23.958	288	314
WP_000410273.1	lcl|NZ_JQQD01000035.1_cds_WP_001067557.1_1043	24.695	328	314
WP_000604524.1	lcl|NZ_JQQD01000035.1_cds_WP_000604524.1_1048	99.726	365	365
WP_000884059.1	lcl|NZ_JQQD01000035.1_cds_WP_000884059.1_1047	100.000	185	185
WP_000884059.1	lcl|NZ_JQQD01000037.1_cds_WP_000351733.1_1099	40.000	140	185
WP_000646255.1	lcl|NZ_JQQD01000035.1_cds_WP_000646251.1_1046	99.088	329	329
WP_000646255.1	lcl|NZ_JQQD01000032.1_cds_WP_000744700.1_787	32.063	315	329
WP_000646255.1	lcl|NZ_JQQD01000035.1_cds_WP_000723090.1_967	31.045	335	329
WP_000646255.1	lcl|NZ_JQQD01000035.1_cds_WP_000600886.1_1020	33.333	255	329
WP_000646255.1	lcl|NZ_JQQD01000029.1_cds_WP_001984071.1_660	31.475	305	329
WP_000646255.1	lcl|NZ_JQQD01000091.1_cds_WP_000649923.1_2495	30.183	328	329
WP_000646255.1	lcl|NZ_JQQD01000105.1_cds_WP_000709511.1_2664	29.538	325	329
WP_000646255.1	lcl|NZ_JQQD01000035.1_cds_WP_000601375.1_993	25.091	275	329
WP_000646255.1	lcl|NZ_JQQD01000035.1_cds_WP_001067557.1_1043	30.350	257	329
WP_000646255.1	lcl|NZ_JQQD01000029.1_cds_WP_000688696.1_680	28.975	283	329
WP_000646255.1	lcl|NZ_JQQD01000035.1_cds_WP_000475904.1_984	27.737	274	329
WP_000646255.1	lcl|NZ_JQQD01000035.1_cds_WP_000410273.1_1049	26.019	319	329
WP_000646255.1	lcl|NZ_JQQD01000053.1_cds_WP_001074785.1_1530	29.057	265	329
WP_000646255.1	lcl|NZ_JQQD01000058.1_cds_WP_001003557.1_1763	25.000	332	329
WP_000646255.1	lcl|NZ_JQQD01000035.1_cds_WP_000487322.1_995	27.077	325	329
WP_000774259.1	lcl|NZ_JQQD01000035.1_cds_WP_000774260.1_1045	98.502	267	267
WP_000774259.1	lcl|NZ_JQQD01000035.1_cds_WP_000859505.1_996	25.820	244	267
WP_000774259.1	lcl|NZ_JQQD01000035.1_cds_WP_000800438.1_1015	24.786	234	267
WP_000774259.1	lcl|NZ_JQQD01000035.1_cds_WP_000842260.1_966	26.316	190	267
WP_000774259.1	lcl|NZ_JQQD01000098.1_cds_WP_000667727.1_2572	31.818	110	267
WP_000774259.1	lcl|NZ_JQQD01000094.1_cds_WP_000805357.1_2527	26.190	210	267
WP_000612799.1	lcl|NZ_JQQD01000035.1_cds_WP_000612792.1_1044	98.625	509	509
WP_000612799.1	lcl|NZ_JQQD01000053.1_cds_WP_061261858.1_1606	26.300	327	509
WP_000612799.1	lcl|NZ_JQQD01000053.1_cds_WP_000364507.1_1605	31.111	90	509
WP_000612799.1	lcl|NZ_JQQD01000035.1_cds_WP_000612792.1_1044	98.625	509	509
WP_000612799.1	lcl|NZ_JQQD01000053.1_cds_WP_061261858.1_1606	26.300	327	509
WP_000612799.1	lcl|NZ_JQQD01000053.1_cds_WP_000364507.1_1605	31.111	90	509
WP_001067557.1	lcl|NZ_JQQD01000035.1_cds_WP_001067557.1_1043	100.000	330	330
WP_001067557.1	lcl|NZ_JQQD01000035.1_cds_WP_000646251.1_1046	28.990	307	330
WP_001067557.1	lcl|NZ_JQQD01000029.1_cds_WP_001984071.1_660	25.735	272	330
WP_001067557.1	lcl|NZ_JQQD01000035.1_cds_WP_000600886.1_1020	26.316	266	330
WP_001067557.1	lcl|NZ_JQQD01000058.1_cds_WP_001003557.1_1763	28.395	243	330
WP_001067557.1	lcl|NZ_JQQD01000032.1_cds_WP_000744700.1_787	26.812	276	330
WP_001067557.1	lcl|NZ_JQQD01000035.1_cds_WP_000723090.1_967	23.724	333	330
WP_001067557.1	lcl|NZ_JQQD01000091.1_cds_WP_000649923.1_2495	28.854	253	330
WP_001067557.1	lcl|NZ_JQQD01000029.1_cds_WP_000688696.1_680	25.681	257	330
WP_001067557.1	lcl|NZ_JQQD01000035.1_cds_WP_000601375.1_993	26.545	275	330
WP_001067557.1	lcl|NZ_JQQD01000035.1_cds_WP_000410273.1_1049	24.695	328	330
WP_001198107.1	lcl|NZ_JQQD01000035.1_cds_WP_001198107.1_1042	100.000	366	366
WP_001198107.1	lcl|NZ_JQQD01000035.1_cds_WP_000608287.1_1041	39.452	365	366
WP_001198107.1	lcl|NZ_JQQD01000035.1_cds_WP_000575178.1_973	34.262	359	366
WP_001198107.1	lcl|NZ_JQQD01000029.1_cds_WP_001281953.1_696	27.441	379	366
WP_001198107.1	lcl|NZ_JQQD01000035.1_cds_WP_000346036.1_1012	28.090	356	366
WP_001198107.1	lcl|NZ_JQQD01000035.1_cds_WP_000582219.1_1031	31.373	357	366
WP_001198107.1	lcl|NZ_JQQD01000010.1_cds_WP_000538749.1_240	29.692	357	366
WP_001198107.1	lcl|NZ_JQQD01000035.1_cds_WP_000947840.1_1019	26.667	345	366
WP_001198107.1	lcl|NZ_JQQD01000153.1_cds_WP_001982414.1_3242	31.579	190	366
WP_000608291.1	lcl|NZ_JQQD01000035.1_cds_WP_000608287.1_1041	99.455	367	367
WP_000608291.1	lcl|NZ_JQQD01000035.1_cds_WP_001198107.1_1042	39.452	365	367
WP_000608291.1	lcl|NZ_JQQD01000035.1_cds_WP_000575178.1_973	36.856	369	367
WP_000608291.1	lcl|NZ_JQQD01000010.1_cds_WP_000538749.1_240	30.189	371	367
WP_000608291.1	lcl|NZ_JQQD01000035.1_cds_WP_000582219.1_1031	36.278	317	367
WP_000608291.1	lcl|NZ_JQQD01000029.1_cds_WP_001281953.1_696	30.208	384	367
WP_000608291.1	lcl|NZ_JQQD01000035.1_cds_WP_000346036.1_1012	24.734	376	367
WP_000608291.1	lcl|NZ_JQQD01000035.1_cds_WP_000947840.1_1019	26.567	335	367
WP_000608291.1	lcl|NZ_JQQD01000153.1_cds_WP_001982414.1_3242	25.698	358	367
WP_000689739.1	lcl|NZ_JQQD01000035.1_cds_WP_000689747.1_1040	98.713	544	544
WP_000689739.1	lcl|NZ_JQQD01000035.1_cds_WP_000689747.1_1040	98.713	544	544
WP_000342716.1	lcl|NZ_JQQD01000035.1_cds_WP_000342716.1_1039	100.000	265	265
WP_000342716.1	lcl|NZ_JQQD01000155.1_cds_WP_001002663.1_3298	44.856	243	265
WP_001246623.1	lcl|NZ_JQQD01000035.1_cds_WP_001246622.1_1038	97.742	310	310
WP_001246623.1	lcl|NZ_JQQD01000045.1_cds_WP_000501205.1_1381	38.816	304	310
WP_001246623.1	lcl|NZ_JQQD01000165.1_cds_WP_001183723.1_3382	25.163	306	310
WP_001246623.1	lcl|NZ_JQQD01000008.1_cds_WP_061261725.1_219	24.809	262	310
WP_001246623.1	lcl|NZ_JQQD01000035.1_cds_WP_001246622.1_1038	97.742	310	310
WP_001246623.1	lcl|NZ_JQQD01000045.1_cds_WP_000501205.1_1381	38.816	304	310
WP_001246623.1	lcl|NZ_JQQD01000165.1_cds_WP_001183723.1_3382	25.163	306	310
WP_001246623.1	lcl|NZ_JQQD01000008.1_cds_WP_061261725.1_219	24.809	262	310
WP_000479984.1	lcl|NZ_JQQD01000035.1_cds_WP_000479980.1_1037	99.621	264	264
WP_000715958.1	lcl|NZ_JQQD01000035.1_cds_WP_000715955.1_1036	99.237	131	131
WP_001088861.1	lcl|NZ_JQQD01000035.1_cds_WP_001088862.1_1035	99.306	144	144
WP_001088861.1	lcl|NZ_JQQD01000075.1_cds_WP_002069656.1_2105	42.857	56	144
WP_000517242.1	lcl|NZ_JQQD01000035.1_cds_WP_000517242.1_1034	100.000	221	221
WP_000517242.1	lcl|NZ_JQQD01000032.1_cds_WP_001082180.1_758	28.205	78	221
WP_000517242.1	lcl|NZ_JQQD01000057.1_cds_WP_001069832.1_1702	27.523	109	221
WP_000221107.1	lcl|NZ_JQQD01000032.1_cds_WP_001082180.1_758	31.973	147	388
WP_000221107.1	lcl|NZ_JQQD01000057.1_cds_WP_000347675.1_1703	32.867	143	388
WP_000221107.1	lcl|NZ_JQQD01000035.1_cds_WP_061255844.1_1008	33.621	116	388
WP_000221107.1	lcl|NZ_JQQD01000040.1_cds_WP_000402846.1_1295	27.211	147	388
WP_000221107.1	lcl|NZ_JQQD01000035.1_cds_WP_001206409.1_1024	27.211	147	388
WP_000221107.1	lcl|NZ_JQQD01000035.1_cds_WP_061261803.1_1032	24.646	353	388
WP_000275679.1	lcl|NZ_JQQD01000035.1_cds_WP_001106774.1_1027	73.012	415	416
WP_000834719.1	lcl|NZ_JQQD01000035.1_cds_WP_000834715.1_1026	99.669	605	605
WP_000834719.1	lcl|NZ_JQQD01000112.1_cds_WP_000172203.1_2806	34.518	394	605
WP_000834719.1	lcl|NZ_JQQD01000110.1_cds_WP_000667646.1_2788	41.870	246	605
WP_000834719.1	lcl|NZ_JQQD01000091.1_cds_WP_000828459.1_2425	44.954	218	605
WP_000834719.1	lcl|NZ_JQQD01000058.1_cds_WP_001052495.1_1742	32.353	238	605
WP_000834719.1	lcl|NZ_JQQD01000053.1_cds_WP_000047473.1_1600	30.942	223	605
WP_000834719.1	lcl|NZ_JQQD01000072.1_cds_WP_000510777.1_2026	30.041	243	605
WP_000834719.1	lcl|NZ_JQQD01000156.1_cds_WP_000598571.1_3306	28.205	234	605
WP_000834719.1	lcl|NZ_JQQD01000115.1_cds_WP_000942282.1_2840	27.848	237	605
WP_000834719.1	lcl|NZ_JQQD01000135.1_cds_WP_061262008.1_3060	30.288	208	605
WP_000834719.1	lcl|NZ_JQQD01000106.1_cds_WP_000666552.1_2669	30.088	226	605
WP_000834719.1	lcl|NZ_JQQD01000028.1_cds_WP_000619173.1_634	27.869	244	605
WP_000834719.1	lcl|NZ_JQQD01000040.1_cds_WP_001161019.1_1247	28.807	243	605
WP_000834719.1	lcl|NZ_JQQD01000033.1_cds_WP_001288326.1_889	29.688	192	605
WP_000834719.1	lcl|NZ_JQQD01000037.1_cds_WP_001089498.1_1098	30.085	236	605
WP_000834719.1	lcl|NZ_JQQD01000071.1_cds_WP_001982953.1_2005	24.125	257	605
WP_000834719.1	lcl|NZ_JQQD01000063.1_cds_WP_000184524.1_1875	31.731	208	605
WP_000834719.1	lcl|NZ_JQQD01000047.1_cds_WP_000136057.1_1419	26.484	219	605
WP_000834719.1	lcl|NZ_JQQD01000035.1_cds_WP_000834715.1_1026	99.669	605	605
WP_000834719.1	lcl|NZ_JQQD01000112.1_cds_WP_000172203.1_2806	34.518	394	605
WP_000834719.1	lcl|NZ_JQQD01000110.1_cds_WP_000667646.1_2788	41.870	246	605
WP_000834719.1	lcl|NZ_JQQD01000091.1_cds_WP_000828459.1_2425	44.954	218	605
WP_000834719.1	lcl|NZ_JQQD01000058.1_cds_WP_001052495.1_1742	32.353	238	605
WP_000834719.1	lcl|NZ_JQQD01000053.1_cds_WP_000047473.1_1600	30.942	223	605
WP_000834719.1	lcl|NZ_JQQD01000072.1_cds_WP_000510777.1_2026	30.041	243	605
WP_000834719.1	lcl|NZ_JQQD01000156.1_cds_WP_000598571.1_3306	28.205	234	605
WP_000834719.1	lcl|NZ_JQQD01000115.1_cds_WP_000942282.1_2840	27.848	237	605
WP_000834719.1	lcl|NZ_JQQD01000135.1_cds_WP_061262008.1_3060	30.288	208	605
WP_000834719.1	lcl|NZ_JQQD01000106.1_cds_WP_000666552.1_2669	30.088	226	605
WP_000834719.1	lcl|NZ_JQQD01000028.1_cds_WP_000619173.1_634	27.869	244	605
WP_000834719.1	lcl|NZ_JQQD01000040.1_cds_WP_001161019.1_1247	28.807	243	605
WP_000834719.1	lcl|NZ_JQQD01000033.1_cds_WP_001288326.1_889	29.688	192	605
WP_000834719.1	lcl|NZ_JQQD01000037.1_cds_WP_001089498.1_1098	30.085	236	605
WP_000834719.1	lcl|NZ_JQQD01000071.1_cds_WP_001982953.1_2005	24.125	257	605
WP_000834719.1	lcl|NZ_JQQD01000063.1_cds_WP_000184524.1_1875	31.731	208	605
WP_000834719.1	lcl|NZ_JQQD01000047.1_cds_WP_000136057.1_1419	26.484	219	605
WP_000799637.1	lcl|NZ_JQQD01000035.1_cds_WP_000799638.1_1025	99.296	142	142
WP_000799637.1	lcl|NZ_JQQD01000035.1_cds_WP_000343398.1_974	31.655	139	142
WP_001206408.1	lcl|NZ_JQQD01000035.1_cds_WP_001206409.1_1024	99.590	244	244
WP_001206408.1	lcl|NZ_JQQD01000057.1_cds_WP_000347675.1_1703	25.000	152	244
WP_001206408.1	lcl|NZ_JQQD01000035.1_cds_WP_000661930.1_999	32.075	106	244
WP_001206408.1	lcl|NZ_JQQD01000057.1_cds_WP_001069832.1_1702	29.762	168	244
WP_000579813.1	lcl|NZ_JQQD01000035.1_cds_WP_000579813.1_1023	100.000	304	315
WP_000579813.1	lcl|NZ_JQQD01000003.1_cds_WP_000840860.1_34	32.484	314	315
WP_000579813.1	lcl|NZ_JQQD01000002.1_cds_WP_000868624.1_17	33.333	105	315
WP_000579813.1	lcl|NZ_JQQD01000035.1_cds_WP_000282884.1_971	30.769	91	315
WP_001052314.1	lcl|NZ_JQQD01000035.1_cds_WP_001052314.1_1022	100.000	557	557
WP_000132018.1	lcl|NZ_JQQD01000035.1_cds_WP_000132017.1_1021	97.368	228	228
WP_000132018.1	lcl|NZ_JQQD01000035.1_cds_WP_001046757.1_1011	35.909	220	228
WP_000132018.1	lcl|NZ_JQQD01000047.1_cds_WP_000721859.1_1425	32.075	106	228
WP_000132018.1	lcl|NZ_JQQD01000018.1_cds_WP_000696060.1_445	23.958	192	228
WP_000600891.1	lcl|NZ_JQQD01000035.1_cds_WP_000600886.1_1020	99.394	330	330
WP_000600891.1	lcl|NZ_JQQD01000035.1_cds_WP_000646251.1_1046	31.348	319	330
WP_000600891.1	lcl|NZ_JQQD01000091.1_cds_WP_000649923.1_2495	29.446	343	330
WP_000600891.1	lcl|NZ_JQQD01000035.1_cds_WP_000723090.1_967	28.614	339	330
WP_000600891.1	lcl|NZ_JQQD01000029.1_cds_WP_001984071.1_660	28.391	317	330
WP_000600891.1	lcl|NZ_JQQD01000032.1_cds_WP_000744700.1_787	28.182	330	330
WP_000600891.1	lcl|NZ_JQQD01000105.1_cds_WP_000709511.1_2664	25.234	321	330
WP_000600891.1	lcl|NZ_JQQD01000035.1_cds_WP_001067557.1_1043	26.692	266	330
WP_000600891.1	lcl|NZ_JQQD01000035.1_cds_WP_000487322.1_995	26.409	337	330
WP_000600891.1	lcl|NZ_JQQD01000035.1_cds_WP_000475904.1_984	33.333	129	330
WP_000600891.1	lcl|NZ_JQQD01000035.1_cds_WP_000410273.1_1049	23.636	275	330
WP_000600891.1	lcl|NZ_JQQD01000035.1_cds_WP_000601375.1_993	21.843	293	330
WP_000600891.1	lcl|NZ_JQQD01000058.1_cds_WP_001003557.1_1763	27.222	180	330
WP_000947841.1	lcl|NZ_JQQD01000035.1_cds_WP_000947840.1_1019	95.607	387	387
WP_000947841.1	lcl|NZ_JQQD01000029.1_cds_WP_001281953.1_696	28.796	382	387
WP_000947841.1	lcl|NZ_JQQD01000035.1_cds_WP_000582219.1_1031	29.532	342	387
WP_000947841.1	lcl|NZ_JQQD01000035.1_cds_WP_000575178.1_973	29.388	245	387
WP_000947841.1	lcl|NZ_JQQD01000035.1_cds_WP_000608287.1_1041	26.124	356	387
WP_000947841.1	lcl|NZ_JQQD01000035.1_cds_WP_001198107.1_1042	26.361	349	387
WP_000947841.1	lcl|NZ_JQQD01000035.1_cds_WP_000346036.1_1012	26.102	295	387
WP_000947841.1	lcl|NZ_JQQD01000010.1_cds_WP_000538749.1_240	28.251	223	387
