WP_000340715.1	lcl|NZ_RQHM01000008.1_cds_WP_135594790.1_126	63.514	74	106
WP_000410273.1	lcl|NZ_RQHM01000008.1_cds_WP_135594788.1_127	82.903	310	314
WP_000410273.1	lcl|NZ_RQHM01000008.1_cds_WP_135605693.1_2335	24.074	324	314
WP_000410273.1	lcl|NZ_RQHM01000008.1_cds_WP_135594691.1_178	24.286	280	314
WP_000410273.1	lcl|NZ_RQHM01000008.1_cds_WP_135594687.1_180	22.549	306	314
WP_000410273.1	lcl|NZ_RQHM01000008.1_cds_WP_135592297.1_198	26.129	310	314
WP_000410273.1	lcl|NZ_RQHM01000002.1_cds_WP_100715920.1_3401	24.118	170	314
WP_000410273.1	lcl|NZ_RQHM01000008.1_cds_WP_135605246.1_1775	22.930	314	314
WP_000884059.1	lcl|NZ_RQHM01000008.1_cds_WP_135594725.1_158	31.606	193	185
WP_000884059.1	lcl|NZ_RQHM01000008.1_cds_WP_100717084.1_571	31.008	129	185
WP_000646255.1	lcl|NZ_RQHM01000008.1_cds_WP_135594691.1_178	32.226	301	329
WP_000646255.1	lcl|NZ_RQHM01000008.1_cds_WP_135594687.1_180	30.820	305	329
WP_000646255.1	lcl|NZ_RQHM01000008.1_cds_WP_135605693.1_2335	30.255	314	329
WP_000646255.1	lcl|NZ_RQHM01000008.1_cds_WP_135605246.1_1775	30.619	307	329
WP_000646255.1	lcl|NZ_RQHM01000002.1_cds_WP_100715920.1_3401	29.326	341	329
WP_000646255.1	lcl|NZ_RQHM01000008.1_cds_WP_135592297.1_198	27.190	331	329
WP_000646255.1	lcl|NZ_RQHM01000008.1_cds_WP_135605665.1_2308	28.662	314	329
WP_000646255.1	lcl|NZ_RQHM01000008.1_cds_WP_100725525.1_1953	27.640	322	329
WP_000646255.1	lcl|NZ_RQHM01000008.1_cds_WP_135594788.1_127	28.302	318	329
WP_000646255.1	lcl|NZ_RQHM01000008.1_cds_WP_135605429.1_2004	27.092	251	329
WP_000646255.1	lcl|NZ_RQHM01000008.1_cds_WP_135604041.1_168	34.839	155	329
WP_000646255.1	lcl|NZ_RQHM01000008.1_cds_WP_135604042.1_171	21.723	267	329
WP_000646255.1	lcl|NZ_RQHM01000008.1_cds_WP_135594683.1_182	26.538	260	329
WP_000646255.1	lcl|NZ_RQHM01000008.1_cds_WP_135605415.1_1996	24.164	269	329
WP_000646255.1	lcl|NZ_RQHM01000008.1_cds_WP_135605717.1_2388	28.514	249	329
WP_000646255.1	lcl|NZ_RQHM01000002.1_cds_WP_210409557.1_3412	24.272	309	329
WP_000646255.1	lcl|NZ_RQHM01000008.1_cds_WP_135604102.1_215	24.727	275	329
WP_000646255.1	lcl|NZ_RQHM01000004.1_cds_WP_100720563.1_3136	26.257	179	329
WP_000774259.1	lcl|NZ_RQHM01000008.1_cds_WP_135594689.1_179	27.350	234	267
WP_000774259.1	lcl|NZ_RQHM01000008.1_cds_WP_135594704.1_170	27.536	207	267
WP_000774259.1	lcl|NZ_RQHM01000008.1_cds_WP_100727872.1_276	23.755	261	267
WP_000774259.1	lcl|NZ_RQHM01000008.1_cds_WP_135604079.1_199	25.888	197	267
WP_000774259.1	lcl|NZ_RQHM01000008.1_cds_WP_100719234.1_1885	27.219	169	267
WP_000774259.1	lcl|NZ_RQHM01000002.1_cds_WP_100727919.1_3400	29.016	193	267
WP_000612799.1	lcl|NZ_RQHM01000008.1_cds_WP_100726724.1_549	25.378	331	509
WP_000612799.1	lcl|NZ_RQHM01000008.1_cds_WP_135604374.1_548	32.759	58	509
WP_000612799.1	lcl|NZ_RQHM01000008.1_cds_WP_100726724.1_549	25.378	331	509
WP_000612799.1	lcl|NZ_RQHM01000008.1_cds_WP_135604374.1_548	32.759	58	509
WP_001067557.1	lcl|NZ_RQHM01000008.1_cds_WP_135594691.1_178	24.074	270	330
WP_001067557.1	lcl|NZ_RQHM01000008.1_cds_WP_135605429.1_2004	27.547	265	330
WP_001067557.1	lcl|NZ_RQHM01000008.1_cds_WP_135605246.1_1775	23.741	278	330
WP_001067557.1	lcl|NZ_RQHM01000008.1_cds_WP_135605693.1_2335	27.899	276	330
WP_001067557.1	lcl|NZ_RQHM01000008.1_cds_WP_135605665.1_2308	25.157	318	330
WP_001067557.1	lcl|NZ_RQHM01000008.1_cds_WP_135605415.1_1996	22.780	259	330
WP_001067557.1	lcl|NZ_RQHM01000008.1_cds_WP_135592297.1_198	23.839	323	330
