WP_000340715.1	lcl|NZ_JADDWP010000038.1_cds_WP_000340715.1_2332	100.000	86	106
WP_000410273.1	lcl|NZ_JADDWP010000038.1_cds_WP_000410266.1_2331	99.363	314	314
WP_000410273.1	lcl|NZ_JADDWP010000038.1_cds_WP_000646254.1_2328	25.705	319	314
WP_000410273.1	lcl|NZ_JADDWP010000013.1_cds_WP_000744698.1_357	24.691	324	314
WP_000410273.1	lcl|NZ_JADDWP010000016.1_cds_WP_000723091.1_636	23.611	288	314
WP_000410273.1	lcl|NZ_JADDWP010000038.1_cds_WP_001067557.1_2325	24.695	328	314
WP_000410273.1	lcl|NZ_JADDWP010000004.1_cds_WP_002072074.1_2957	23.077	273	314
WP_000604524.1	lcl|NZ_JADDWP010000038.1_cds_WP_000604525.1_2330	99.178	365	365
WP_000884059.1	lcl|NZ_JADDWP010000038.1_cds_WP_000884059.1_2329	100.000	185	185
WP_000884059.1	lcl|NZ_JADDWP010000007.1_cds_WP_000351733.1_3683	40.000	140	185
WP_000646255.1	lcl|NZ_JADDWP010000038.1_cds_WP_000646254.1_2328	99.696	329	329
WP_000646255.1	lcl|NZ_JADDWP010000013.1_cds_WP_000744698.1_357	32.063	315	329
WP_000646255.1	lcl|NZ_JADDWP010000016.1_cds_WP_000723091.1_636	31.343	335	329
WP_000646255.1	lcl|NZ_JADDWP010000004.1_cds_WP_002072074.1_2957	31.148	305	329
WP_000646255.1	lcl|NZ_JADDWP010000011.1_cds_WP_000649924.1_177	30.183	328	329
WP_000646255.1	lcl|NZ_JADDWP010000004.1_cds_WP_000709508.1_2947	29.231	325	329
WP_000646255.1	lcl|NZ_JADDWP010000038.1_cds_WP_001067557.1_2325	30.350	257	329
WP_000646255.1	lcl|NZ_JADDWP010000004.1_cds_WP_000688696.1_2978	28.975	283	329
WP_000646255.1	lcl|NZ_JADDWP010000028.1_cds_WP_000475901.1_1630	27.737	274	329
WP_000646255.1	lcl|NZ_JADDWP010000038.1_cds_WP_000410266.1_2331	25.705	319	329
WP_000646255.1	lcl|NZ_JADDWP010000313.1_cds_WP_193825806.1_1956	32.075	106	329
WP_000646255.1	lcl|NZ_JADDWP010000005.1_cds_WP_001074779.1_3270	28.679	265	329
WP_000646255.1	lcl|NZ_JADDWP010000003.1_cds_WP_001003560.1_2455	24.852	338	329
WP_000646255.1	lcl|NZ_JADDWP010000028.1_cds_WP_000378097.1_1596	25.581	172	329
WP_000774259.1	lcl|NZ_JADDWP010000038.1_cds_WP_000774259.1_2327	99.625	267	267
WP_000774259.1	lcl|NZ_JADDWP010000016.1_cds_WP_000842260.1_635	26.316	190	267
WP_000774259.1	lcl|NZ_JADDWP010000004.1_cds_WP_000667727.1_3000	31.818	110	267
WP_000774259.1	lcl|NZ_JADDWP010000032.1_cds_WP_000805357.1_2019	26.190	210	267
WP_000612799.1	lcl|NZ_JADDWP010000038.1_cds_WP_002072162.1_2326	99.411	509	509
WP_000612799.1	lcl|NZ_JADDWP010000005.1_cds_WP_000291581.1_3342	26.606	327	509
WP_000612799.1	lcl|NZ_JADDWP010000005.1_cds_WP_000364504.1_3341	31.111	90	509
WP_000612799.1	lcl|NZ_JADDWP010000038.1_cds_WP_002072162.1_2326	99.411	509	509
WP_000612799.1	lcl|NZ_JADDWP010000005.1_cds_WP_000291581.1_3342	26.606	327	509
WP_000612799.1	lcl|NZ_JADDWP010000005.1_cds_WP_000364504.1_3341	31.111	90	509
WP_001067557.1	lcl|NZ_JADDWP010000038.1_cds_WP_001067557.1_2325	100.000	330	330
WP_001067557.1	lcl|NZ_JADDWP010000038.1_cds_WP_000646254.1_2328	30.350	257	330
WP_001067557.1	lcl|NZ_JADDWP010000004.1_cds_WP_002072074.1_2957	26.103	272	330
WP_001067557.1	lcl|NZ_JADDWP010000013.1_cds_WP_000744698.1_357	27.174	276	330
WP_001067557.1	lcl|NZ_JADDWP010000003.1_cds_WP_001003560.1_2455	27.984	243	330
WP_001067557.1	lcl|NZ_JADDWP010000016.1_cds_WP_000723091.1_636	23.423	333	330
WP_001067557.1	lcl|NZ_JADDWP010000011.1_cds_WP_000649924.1_177	28.854	253	330
WP_001067557.1	lcl|NZ_JADDWP010000004.1_cds_WP_000688696.1_2978	25.681	257	330
WP_001067557.1	lcl|NZ_JADDWP010000038.1_cds_WP_000410266.1_2331	24.695	328	330
WP_001198107.1	lcl|NZ_JADDWP010000038.1_cds_WP_001198107.1_2324	100.000	366	366
WP_001198107.1	lcl|NZ_JADDWP010000038.1_cds_WP_000608294.1_2323	39.452	365	366
WP_001198107.1	lcl|NZ_JADDWP010000028.1_cds_WP_000575181.1_1641	33.983	359	366
WP_001198107.1	lcl|NZ_JADDWP010000028.1_cds_WP_000172659.1_1597	32.461	382	366
WP_001198107.1	lcl|NZ_JADDWP010000004.1_cds_WP_001281953.1_2994	27.441	379	366
WP_001198107.1	lcl|NZ_JADDWP010000038.1_cds_WP_000228801.1_2307	31.845	336	366
WP_001198107.1	lcl|NZ_JADDWP010000055.1_cds_WP_000538754.1_3132	29.972	357	366
