WP_000340715.1	lcl|NZ_AHNK02000021.1_cds_WP_000340715.1_2258	100.000	86	106
WP_000410273.1	lcl|NZ_AHNK02000021.1_cds_WP_000410273.1_2257	100.000	314	314
WP_000410273.1	lcl|NZ_AHNK02000021.1_cds_WP_000646251.1_2254	25.705	319	314
WP_000410273.1	lcl|NZ_AHNK02000046.1_cds_WP_000744704.1_722	24.074	324	314
WP_000410273.1	lcl|NZ_AHNK02000043.1_cds_WP_000723090.1_1197	23.958	288	314
WP_000410273.1	lcl|NZ_AHNK02000021.1_cds_WP_001067557.1_2251	24.695	328	314
WP_000604524.1	lcl|NZ_AHNK02000021.1_cds_WP_000604524.1_2256	99.726	365	365
WP_000884059.1	lcl|NZ_AHNK02000021.1_cds_WP_000884059.1_2255	100.000	185	185
WP_000884059.1	lcl|NZ_AHNK02000013.1_cds_WP_000351733.1_2890	40.000	140	185
WP_000646255.1	lcl|NZ_AHNK02000021.1_cds_WP_000646251.1_2254	99.088	329	329
WP_000646255.1	lcl|NZ_AHNK02000046.1_cds_WP_000744704.1_722	32.063	315	329
WP_000646255.1	lcl|NZ_AHNK02000043.1_cds_WP_000723090.1_1197	31.045	335	329
WP_000646255.1	lcl|NZ_AHNK02000012.1_cds_WP_002109435.1_3114	31.148	305	329
WP_000646255.1	lcl|NZ_AHNK02000046.1_cds_WP_000649924.1_884	30.183	328	329
WP_000646255.1	lcl|NZ_AHNK02000012.1_cds_WP_000709513.1_3124	29.730	333	329
WP_000646255.1	lcl|NZ_AHNK02000021.1_cds_WP_001067557.1_2251	30.350	257	329
WP_000646255.1	lcl|NZ_AHNK02000012.1_cds_WP_000688698.1_3093	28.975	283	329
WP_000646255.1	lcl|NZ_AHNK02000043.1_cds_WP_000475904.1_1214	27.737	274	329
WP_000646255.1	lcl|NZ_AHNK02000021.1_cds_WP_000410273.1_2257	26.019	319	329
WP_000646255.1	lcl|NZ_AHNK02000049.1_cds_WP_001074785.1_440	29.057	265	329
WP_000646255.1	lcl|NZ_AHNK02000032.1_cds_WP_001003561.1_1525	24.699	332	329
WP_000646255.1	lcl|NZ_AHNK02000021.1_cds_WP_000378097.1_2234	25.581	172	329
WP_000774259.1	lcl|NZ_AHNK02000021.1_cds_WP_000774262.1_2253	98.127	267	267
WP_000774259.1	lcl|NZ_AHNK02000043.1_cds_WP_000842260.1_1196	26.316	190	267
WP_000774259.1	lcl|NZ_AHNK02000012.1_cds_WP_000667727.1_3071	31.818	110	267
WP_000774259.1	lcl|NZ_AHNK02000029.1_cds_WP_000805357.1_1738	26.190	210	267
WP_000612799.1	lcl|NZ_AHNK02000021.1_cds_WP_000602734.1_2252	99.018	509	509
WP_000612799.1	lcl|NZ_AHNK02000049.1_cds_WP_000291585.1_517	26.606	327	509
WP_000612799.1	lcl|NZ_AHNK02000049.1_cds_WP_000364507.1_516	31.111	90	509
WP_000612799.1	lcl|NZ_AHNK02000021.1_cds_WP_000602734.1_2252	99.018	509	509
WP_000612799.1	lcl|NZ_AHNK02000049.1_cds_WP_000291585.1_517	26.606	327	509
WP_000612799.1	lcl|NZ_AHNK02000049.1_cds_WP_000364507.1_516	31.111	90	509
WP_001067557.1	lcl|NZ_AHNK02000021.1_cds_WP_001067557.1_2251	100.000	330	330
WP_001067557.1	lcl|NZ_AHNK02000021.1_cds_WP_000646251.1_2254	28.990	307	330
WP_001067557.1	lcl|NZ_AHNK02000012.1_cds_WP_002109435.1_3114	25.368	272	330
WP_001067557.1	lcl|NZ_AHNK02000046.1_cds_WP_000744704.1_722	26.812	276	330
WP_001067557.1	lcl|NZ_AHNK02000032.1_cds_WP_001003561.1_1525	27.984	243	330
WP_001067557.1	lcl|NZ_AHNK02000043.1_cds_WP_000723090.1_1197	23.724	333	330
WP_001067557.1	lcl|NZ_AHNK02000046.1_cds_WP_000649924.1_884	28.854	253	330
WP_001067557.1	lcl|NZ_AHNK02000012.1_cds_WP_000688698.1_3093	24.903	257	330
WP_001067557.1	lcl|NZ_AHNK02000021.1_cds_WP_000410273.1_2257	24.695	328	330
WP_001198107.1	lcl|NZ_AHNK02000021.1_cds_WP_001198107.1_2250	100.000	366	366
WP_001198107.1	lcl|NZ_AHNK02000021.1_cds_WP_000608295.1_2249	39.726	365	366
WP_001198107.1	lcl|NZ_AHNK02000043.1_cds_WP_000575178.1_1203	34.262	359	366
WP_001198107.1	lcl|NZ_AHNK02000021.1_cds_WP_000172657.1_2233	32.461	382	366
WP_001198107.1	lcl|NZ_AHNK02000012.1_cds_WP_001281953.1_3077	27.441	379	366
WP_001198107.1	lcl|NZ_AHNK02000041.1_cds_WP_000538751.1_1316	29.692	357	366
WP_001198107.1	lcl|NZ_AHNK02000057.1_cds_WP_001982414.1_118	31.579	190	366
WP_000608291.1	lcl|NZ_AHNK02000021.1_cds_WP_000608295.1_2249	99.455	367	367
WP_000608291.1	lcl|NZ_AHNK02000021.1_cds_WP_001198107.1_2250	39.452	365	367
WP_000608291.1	lcl|NZ_AHNK02000043.1_cds_WP_000575178.1_1203	36.856	369	367
WP_000608291.1	lcl|NZ_AHNK02000021.1_cds_WP_000172657.1_2233	31.781	365	367
WP_000608291.1	lcl|NZ_AHNK02000041.1_cds_WP_000538751.1_1316	30.189	371	367
WP_000608291.1	lcl|NZ_AHNK02000012.1_cds_WP_001281953.1_3077	30.208	384	367
WP_000608291.1	lcl|NZ_AHNK02000057.1_cds_WP_001982414.1_118	25.698	358	367
WP_000689739.1	lcl|NZ_AHNK02000021.1_cds_WP_000689743.1_2248	99.081	544	544
WP_000689739.1	lcl|NZ_AHNK02000021.1_cds_WP_000689743.1_2248	99.081	544	544
WP_000342716.1	lcl|NZ_AHNK02000021.1_cds_WP_000342716.1_2247	100.000	265	265
WP_000342716.1	lcl|NZ_AHNK02000019.1_cds_WP_001002663.1_2635	44.856	243	265
WP_001246623.1	lcl|NZ_AHNK02000021.1_cds_WP_001246618.1_2246	95.806	310	310
WP_001246623.1	lcl|NZ_AHNK02000030.1_cds_WP_000501205.1_1659	38.816	304	310
WP_001246623.1	lcl|NZ_AHNK02000014.1_cds_WP_001183723.1_2717	25.163	306	310
WP_001246623.1	lcl|NZ_AHNK02000013.1_cds_WP_000279894.1_2959	24.809	262	310
WP_001246623.1	lcl|NZ_AHNK02000021.1_cds_WP_001246618.1_2246	95.806	310	310
WP_001246623.1	lcl|NZ_AHNK02000030.1_cds_WP_000501205.1_1659	38.816	304	310
WP_001246623.1	lcl|NZ_AHNK02000014.1_cds_WP_001183723.1_2717	25.163	306	310
WP_001246623.1	lcl|NZ_AHNK02000013.1_cds_WP_000279894.1_2959	24.809	262	310
WP_000479984.1	lcl|NZ_AHNK02000021.1_cds_WP_000479982.1_2245	99.242	264	264
WP_000715958.1	lcl|NZ_AHNK02000021.1_cds_WP_000715956.1_2244	98.473	131	131
WP_001088861.1	lcl|NZ_AHNK02000021.1_cds_WP_001088861.1_2243	100.000	144	144
WP_001088861.1	lcl|NZ_AHNK02000005.1_cds_WP_002069656.1_3405	42.857	56	144
WP_000517242.1	lcl|NZ_AHNK02000021.1_cds_WP_000517242.1_2242	100.000	221	221
WP_000517242.1	lcl|NZ_AHNK02000046.1_cds_WP_001082180.1_751	28.205	78	221
WP_000517242.1	lcl|NZ_AHNK02000030.1_cds_WP_001069830.1_1678	28.440	109	221
WP_000721883.1	lcl|NZ_AHNK02000021.1_cds_WP_000378097.1_2234	27.391	230	283
WP_000221107.1	lcl|NZ_AHNK02000046.1_cds_WP_001082180.1_751	31.973	147	388
WP_000221107.1	lcl|NZ_AHNK02000030.1_cds_WP_000347685.1_1679	32.867	143	388
