WP_000340715.1	lcl|NZ_JQPB01000105.1_cds_WP_000340715.1_1872	100.000	86	106
WP_000410273.1	lcl|NZ_JQPB01000105.1_cds_WP_000410273.1_1871	100.000	314	314
WP_000410273.1	lcl|NZ_JQPB01000105.1_cds_WP_000646255.1_1868	26.019	319	314
WP_000410273.1	lcl|NZ_JQPB01000165.1_cds_WP_000744695.1_2573	24.691	324	314
WP_000410273.1	lcl|NZ_JQPB01000167.1_cds_WP_000649929.1_2738	28.135	327	314
WP_000410273.1	lcl|NZ_JQPB01000104.1_cds_WP_000600891.1_1839	23.636	275	314
WP_000410273.1	lcl|NZ_JQPB01000101.1_cds_WP_000723081.1_1786	23.958	288	314
WP_000410273.1	lcl|NZ_JQPB01000105.1_cds_WP_001067557.1_1865	24.695	328	314
WP_000604524.1	lcl|NZ_JQPB01000105.1_cds_WP_000604524.1_1870	99.726	365	365
WP_000884059.1	lcl|NZ_JQPB01000105.1_cds_WP_000884059.1_1869	100.000	185	185
WP_000884059.1	lcl|NZ_JQPB01000089.1_cds_WP_000351733.1_1509	40.000	140	185
WP_000646255.1	lcl|NZ_JQPB01000105.1_cds_WP_000646255.1_1868	100.000	329	329
WP_000646255.1	lcl|NZ_JQPB01000165.1_cds_WP_000744695.1_2573	32.063	315	329
WP_000646255.1	lcl|NZ_JQPB01000101.1_cds_WP_000723081.1_1786	31.045	335	329
WP_000646255.1	lcl|NZ_JQPB01000104.1_cds_WP_000600891.1_1839	34.496	258	329
WP_000646255.1	lcl|NZ_JQPB01000130.1_cds_WP_002064390.1_2183	31.148	305	329
WP_000646255.1	lcl|NZ_JQPB01000167.1_cds_WP_000649929.1_2738	30.183	328	329
WP_000646255.1	lcl|NZ_JQPB01000130.1_cds_WP_000709511.1_2193	29.538	325	329
WP_000646255.1	lcl|NZ_JQPB01000104.1_cds_WP_000601375.1_1812	25.091	275	329
WP_000646255.1	lcl|NZ_JQPB01000105.1_cds_WP_001067557.1_1865	30.350	257	329
WP_000646255.1	lcl|NZ_JQPB01000129.1_cds_WP_000688698.1_2163	28.975	283	329
WP_000646255.1	lcl|NZ_JQPB01000103.1_cds_WP_000475897.1_1804	27.737	274	329
WP_000646255.1	lcl|NZ_JQPB01000105.1_cds_WP_000410273.1_1871	26.019	319	329
WP_000646255.1	lcl|NZ_JQPB01000079.1_cds_WP_001074779.1_1293	28.679	265	329
WP_000646255.1	lcl|NZ_JQPB01000156.1_cds_WP_001003563.1_2440	26.378	254	329
WP_000646255.1	lcl|NZ_JQPB01000104.1_cds_WP_000487319.1_1814	27.385	325	329
WP_000774259.1	lcl|NZ_JQPB01000105.1_cds_WP_000774259.1_1867	99.625	267	267
WP_000774259.1	lcl|NZ_JQPB01000104.1_cds_WP_000859505.1_1815	25.820	244	267
WP_000774259.1	lcl|NZ_JQPB01000104.1_cds_WP_000800439.1_1834	24.786	234	267
WP_000774259.1	lcl|NZ_JQPB01000101.1_cds_WP_000842260.1_1785	26.316	190	267
WP_000774259.1	lcl|NZ_JQPB01000129.1_cds_WP_000667727.1_2141	31.818	110	267
WP_000774259.1	lcl|NZ_JQPB01000179.1_cds_WP_000805357.1_2969	26.190	210	267
WP_000612799.1	lcl|NZ_JQPB01000105.1_cds_JH13_RS09580_1866	100.000	312	509
WP_000612799.1	lcl|NZ_JQPB01000105.1_cds_JH13_RS09580_1866	100.000	199	509
WP_000612799.1	lcl|NZ_JQPB01000077.1_cds_WP_000291581.1_1217	26.606	327	509
WP_000612799.1	lcl|NZ_JQPB01000077.1_cds_WP_000364504.1_1218	31.111	90	509
