WP_000340715.1	lcl|NZ_AFLQ01000047.1_cds_WP_000340713.1_3445	95.349	86	106
WP_000410273.1	lcl|NZ_AFLQ01000047.1_cds_WP_000412665.1_3444	95.192	312	314
WP_000410273.1	lcl|NZ_AFLQ01000047.1_cds_WP_000699347.1_3440	24.437	311	314
WP_000410273.1	lcl|NZ_AFLQ01000051.1_cds_WP_000744700.1_3303	24.691	324	314
WP_000410273.1	lcl|NZ_AFLQ01000047.1_cds_WP_000723077.1_3431	21.014	276	314
WP_000410273.1	lcl|NZ_AFLQ01000308.1_cds_WP_000723094.1_262	24.306	288	314
WP_000884059.1	lcl|NZ_AFLQ01000162.1_cds_WP_000351733.1_1446	40.000	140	185
WP_000646255.1	lcl|NZ_AFLQ01000047.1_cds_WP_000699347.1_3440	31.304	345	329
WP_000646255.1	lcl|NZ_AFLQ01000051.1_cds_WP_000744700.1_3303	32.063	315	329
WP_000646255.1	lcl|NZ_AFLQ01000308.1_cds_WP_000723094.1_262	31.343	335	329
WP_000646255.1	lcl|NZ_AFLQ01000047.1_cds_WP_000723077.1_3431	31.788	302	329
WP_000646255.1	lcl|NZ_AFLQ01000074.1_cds_WP_001984071.1_2820	31.475	305	329
WP_000646255.1	lcl|NZ_AFLQ01000136.1_cds_WP_000649923.1_2017	30.183	328	329
WP_000646255.1	lcl|NZ_AFLQ01000326.1_cds_WP_000709511.1_21	29.538	325	329
WP_000646255.1	lcl|NZ_AFLQ01000047.1_cds_WP_000697617.1_3396	24.221	289	329
WP_000646255.1	lcl|NZ_AFLQ01000074.1_cds_WP_000688695.1_2800	28.975	283	329
WP_000646255.1	lcl|NZ_AFLQ01000047.1_cds_WP_000412665.1_3444	26.766	269	329
WP_000646255.1	lcl|NZ_AFLQ01000047.1_cds_WP_000377753.1_3398	24.725	364	329
WP_000646255.1	lcl|NZ_AFLQ01000088.1_cds_WP_001074783.1_2612	28.302	265	329
WP_000646255.1	lcl|NZ_AFLQ01000149.1_cds_WP_001003558.1_1655	25.150	334	329
WP_000774259.1	lcl|NZ_AFLQ01000047.1_cds_WP_000432840.1_3426	30.043	233	267
WP_000774259.1	lcl|NZ_AFLQ01000308.1_cds_WP_000842260.1_263	26.316	190	267
WP_000774259.1	lcl|NZ_AFLQ01000047.1_cds_WP_000869621.1_3399	21.951	246	267
WP_000774259.1	lcl|NZ_AFLQ01000170.1_cds_WP_000667727.1_1295	31.818	110	267
WP_000774259.1	lcl|NZ_AFLQ01000095.1_cds_WP_000805359.1_2367	26.667	210	267
WP_000612799.1	lcl|NZ_AFLQ01000145.1_cds_WP_000291586.1_1757	26.606	327	509
WP_000612799.1	lcl|NZ_AFLQ01000145.1_cds_WP_000364507.1_1756	31.111	90	509
WP_000612799.1	lcl|NZ_AFLQ01000145.1_cds_WP_000291586.1_1757	26.606	327	509
WP_000612799.1	lcl|NZ_AFLQ01000145.1_cds_WP_000364507.1_1756	31.111	90	509
WP_001067557.1	lcl|NZ_AFLQ01000074.1_cds_WP_001984071.1_2820	25.735	272	330
WP_001067557.1	lcl|NZ_AFLQ01000047.1_cds_WP_000723077.1_3431	23.792	269	330
WP_001067557.1	lcl|NZ_AFLQ01000051.1_cds_WP_000744700.1_3303	26.812	276	330
WP_001067557.1	lcl|NZ_AFLQ01000149.1_cds_WP_001003558.1_1655	28.395	243	330
WP_001067557.1	lcl|NZ_AFLQ01000308.1_cds_WP_000723094.1_262	24.024	333	330
WP_001067557.1	lcl|NZ_AFLQ01000047.1_cds_WP_000699347.1_3440	25.000	256	330
WP_001067557.1	lcl|NZ_AFLQ01000047.1_cds_WP_000048849.1_3421	30.469	128	330
WP_001067557.1	lcl|NZ_AFLQ01000136.1_cds_WP_000649923.1_2017	28.854	253	330
WP_001067557.1	lcl|NZ_AFLQ01000074.1_cds_WP_000688695.1_2800	25.681	257	330
WP_001067557.1	lcl|NZ_AFLQ01000047.1_cds_WP_000697617.1_3396	25.984	254	330
WP_001067557.1	lcl|NZ_AFLQ01000047.1_cds_WP_000412665.1_3444	24.159	327	330
WP_001198107.1	lcl|NZ_AFLQ01000308.1_cds_WP_000575187.1_256	34.670	349	366
WP_001198107.1	lcl|NZ_AFLQ01000047.1_cds_WP_000738263.1_3417	32.637	383	366
WP_001198107.1	lcl|NZ_AFLQ01000270.1_cds_WP_001281957.1_354	26.913	379	366
WP_001198107.1	lcl|NZ_AFLQ01000165.1_cds_WP_000538758.1_1371	29.692	357	366
WP_001198107.1	lcl|NZ_AFLQ01000047.1_cds_WP_001154829.1_3418	26.901	342	366
WP_001198107.1	lcl|NZ_AFLQ01000047.1_cds_WP_001054317.1_3430	28.213	319	366
WP_001198107.1	lcl|NZ_AFLQ01000078.1_cds_WP_001982414.1_2761	31.579	190	366
WP_000608291.1	lcl|NZ_AFLQ01000308.1_cds_WP_000575187.1_256	36.264	364	367
WP_000608291.1	lcl|NZ_AFLQ01000165.1_cds_WP_000538758.1_1371	30.189	371	367
WP_000608291.1	lcl|NZ_AFLQ01000047.1_cds_WP_000738263.1_3417	33.241	361	367
WP_000608291.1	lcl|NZ_AFLQ01000047.1_cds_WP_001154829.1_3418	31.751	337	367
WP_000608291.1	lcl|NZ_AFLQ01000270.1_cds_WP_001281957.1_354	29.948	384	367
WP_000608291.1	lcl|NZ_AFLQ01000047.1_cds_WP_001054317.1_3430	27.434	339	367
WP_000608291.1	lcl|NZ_AFLQ01000078.1_cds_WP_001982414.1_2761	25.698	358	367
WP_000342716.1	lcl|NZ_AFLQ01000046.1_cds_WP_001002663.1_3463	44.856	243	265
