WP_000340715.1	lcl|NZ_RQEZ01000048.1_cds_WP_135590643.1_540	88.372	86	106
WP_000410273.1	lcl|NZ_RQEZ01000048.1_cds_WP_135590644.1_541	78.205	312	314
WP_000410273.1	lcl|NZ_RQEZ01000048.1_cds_WP_135590646.1_543	23.938	259	314
WP_000410273.1	lcl|NZ_RQEZ01000046.1_cds_WP_135593681.1_187	23.765	324	314
WP_000410273.1	lcl|NZ_RQEZ01000048.1_cds_WP_135590671.1_570	25.333	225	314
WP_000884059.1	lcl|NZ_RQEZ01000037.1_cds_WP_135590804.1_2206	38.095	147	185
WP_000646255.1	lcl|NZ_RQEZ01000046.1_cds_WP_135593681.1_187	30.159	315	329
WP_000646255.1	lcl|NZ_RQEZ01000048.1_cds_WP_135590646.1_543	29.560	318	329
WP_000646255.1	lcl|NZ_RQEZ01000048.1_cds_WP_135590671.1_570	28.754	313	329
WP_000646255.1	lcl|NZ_RQEZ01000057.1_cds_WP_135593996.1_3147	31.715	309	329
WP_000646255.1	lcl|NZ_RQEZ01000106.1_cds_WP_135595207.1_3735	27.976	336	329
WP_000646255.1	lcl|NZ_RQEZ01000046.1_cds_WP_135593453.1_63	30.032	313	329
WP_000646255.1	lcl|NZ_RQEZ01000030.1_cds_WP_135591407.1_2440	29.129	333	329
WP_000646255.1	lcl|NZ_RQEZ01000048.1_cds_WP_246057568.1_564	22.667	300	329
WP_000646255.1	lcl|NZ_RQEZ01000046.1_cds_WP_135593870.1_278	26.727	333	329
WP_000646255.1	lcl|NZ_RQEZ01000048.1_cds_WP_135590644.1_541	25.397	315	329
WP_000646255.1	lcl|NZ_RQEZ01000035.1_cds_WP_135590287.1_3371	24.549	277	329
WP_000646255.1	lcl|NZ_RQEZ01000017.1_cds_WP_135592711.1_2390	28.409	264	329
WP_000646255.1	lcl|NZ_RQEZ01000012.1_cds_WP_135590112.1_1404	23.077	234	329
WP_000646255.1	lcl|NZ_RQEZ01000030.1_cds_WP_135591491.1_2490	27.863	262	329
WP_000646255.1	lcl|NZ_RQEZ01000048.1_cds_WP_246057566.1_571	29.448	163	329
WP_000774259.1	lcl|NZ_RQEZ01000048.1_cds_WP_135590652.1_549	28.807	243	267
WP_000774259.1	lcl|NZ_RQEZ01000013.1_cds_WP_135594705.1_702	27.461	193	267
WP_000774259.1	lcl|NZ_RQEZ01000048.1_cds_WP_135593078.1_572	24.272	206	267
WP_000774259.1	lcl|NZ_RQEZ01000110.1_cds_WP_135594508.1_3107	27.619	210	267
WP_000774259.1	lcl|NZ_RQEZ01000106.1_cds_WP_210412877.1_3734	29.319	191	267
WP_000612799.1	lcl|NZ_RQEZ01000010.1_cds_WP_135594136.1_2704	28.438	320	509
WP_000612799.1	lcl|NZ_RQEZ01000010.1_cds_WP_135594138.1_2705	28.889	90	509
WP_000612799.1	lcl|NZ_RQEZ01000010.1_cds_WP_135594136.1_2704	28.438	320	509
WP_000612799.1	lcl|NZ_RQEZ01000010.1_cds_WP_135594138.1_2705	28.889	90	509
WP_001067557.1	lcl|NZ_RQEZ01000048.1_cds_WP_246057568.1_564	24.658	292	330
WP_001067557.1	lcl|NZ_RQEZ01000057.1_cds_WP_135593996.1_3147	29.032	279	330
WP_001067557.1	lcl|NZ_RQEZ01000046.1_cds_WP_135593870.1_278	25.692	253	330
WP_001067557.1	lcl|NZ_RQEZ01000046.1_cds_WP_135593681.1_187	27.174	276	330
WP_001067557.1	lcl|NZ_RQEZ01000048.1_cds_WP_135590646.1_543	24.335	263	330
WP_001067557.1	lcl|NZ_RQEZ01000046.1_cds_WP_135593453.1_63	29.225	284	330
WP_001067557.1	lcl|NZ_RQEZ01000035.1_cds_WP_135590287.1_3371	24.887	221	330
WP_001067557.1	lcl|NZ_RQEZ01000106.1_cds_WP_135595207.1_3735	27.820	133	330
WP_001067557.1	lcl|NZ_RQEZ01000048.1_cds_WP_135590671.1_570	22.337	291	330
WP_001198107.1	lcl|NZ_RQEZ01000048.1_cds_WP_135593070.1_576	31.686	344	366
WP_001198107.1	lcl|NZ_RQEZ01000048.1_cds_WP_135590659.1_556	33.133	332	366
WP_001198107.1	lcl|NZ_RQEZ01000013.1_cds_WP_210412911.1_707	28.191	376	366
WP_001198107.1	lcl|NZ_RQEZ01000053.1_cds_WP_135591657.1_1956	30.919	359	366
WP_001198107.1	lcl|NZ_RQEZ01000048.1_cds_WP_135590647.1_544	27.596	337	366
WP_001198107.1	lcl|NZ_RQEZ01000110.1_cds_WP_167881183.1_3095	31.016	187	366
WP_000608291.1	lcl|NZ_RQEZ01000048.1_cds_WP_135593070.1_576	34.133	375	367
WP_000608291.1	lcl|NZ_RQEZ01000053.1_cds_WP_135591657.1_1956	33.687	377	367
WP_000608291.1	lcl|NZ_RQEZ01000048.1_cds_WP_135590659.1_556	32.486	354	367
WP_000608291.1	lcl|NZ_RQEZ01000013.1_cds_WP_210412911.1_707	31.316	380	367
WP_000608291.1	lcl|NZ_RQEZ01000048.1_cds_WP_135590647.1_544	28.977	352	367
WP_000608291.1	lcl|NZ_RQEZ01000110.1_cds_WP_167881183.1_3095	24.860	358	367
WP_000608291.1	lcl|NZ_RQEZ01000105.1_cds_WP_135592359.1_2023	34.831	89	367
WP_000342716.1	lcl|NZ_RQEZ01000024.1_cds_WP_135595691.1_2887	44.856	243	265
WP_001246623.1	lcl|NZ_RQEZ01000075.1_cds_WP_135595399.1_1064	39.803	304	310
WP_001246623.1	lcl|NZ_RQEZ01000048.1_cds_WP_135590515.1_397	26.923	286	310
WP_001246623.1	lcl|NZ_RQEZ01000037.1_cds_WP_135590414.1_2152	28.571	133	310
WP_001246623.1	lcl|NZ_RQEZ01000075.1_cds_WP_135595399.1_1064	39.803	304	310
WP_001246623.1	lcl|NZ_RQEZ01000048.1_cds_WP_135590515.1_397	26.923	286	310
WP_001246623.1	lcl|NZ_RQEZ01000037.1_cds_WP_135590414.1_2152	28.571	133	310
WP_001088861.1	lcl|NZ_RQEZ01000104.1_cds_WP_135592066.1_1584	41.071	56	144
WP_000517242.1	lcl|NZ_RQEZ01000075.1_cds_WP_167881159.1_1079	28.448	116	221
WP_000221107.1	lcl|NZ_RQEZ01000046.1_cds_WP_135593632.1_159	30.000	150	388
WP_000221107.1	lcl|NZ_RQEZ01000075.1_cds_WP_135595385.1_1080	31.884	138	388
WP_000221107.1	lcl|NZ_RQEZ01000034.1_cds_WP_135592973.1_3631	23.529	238	388
WP_000221107.1	lcl|NZ_RQEZ01000114.1_cds_WP_135595266.1_1661	25.828	151	388
WP_000221107.1	lcl|NZ_RQEZ01000053.1_cds_WP_135591742.1_2006	23.364	107	388
WP_000834719.1	lcl|NZ_RQEZ01000030.1_cds_WP_167881187.1_2479	34.121	381	605
WP_000834719.1	lcl|NZ_RQEZ01000035.1_cds_WP_135736183.1_3402	40.161	249	605
WP_000834719.1	lcl|NZ_RQEZ01000046.1_cds_WP_135593517.1_101	44.749	219	605
WP_000834719.1	lcl|NZ_RQEZ01000056.1_cds_WP_135590851.1_3813	30.380	237	605
WP_000834719.1	lcl|NZ_RQEZ01000046.1_cds_WP_135590986.1_299	26.360	239	605
WP_000834719.1	lcl|NZ_RQEZ01000010.1_cds_WP_167881217.1_2710	29.583	240	605
WP_000834719.1	lcl|NZ_RQEZ01000039.1_cds_WP_135595570.1_2225	33.036	224	605
WP_000834719.1	lcl|NZ_RQEZ01000037.1_cds_WP_135590806.1_2207	27.311	238	605
WP_000834719.1	lcl|NZ_RQEZ01000012.1_cds_WP_135590102.1_1393	27.350	234	605
WP_000834719.1	lcl|NZ_RQEZ01000066.1_cds_WP_135592331.1_3743	30.263	228	605
WP_000834719.1	lcl|NZ_RQEZ01000046.1_cds_WP_135590943.1_336	28.936	235	605
WP_000834719.1	lcl|NZ_RQEZ01000109.1_cds_WP_135595199.1_3710	27.650	217	605
WP_000834719.1	lcl|NZ_RQEZ01000114.1_cds_WP_135595224.1_1634	24.800	250	605
WP_000834719.1	lcl|NZ_RQEZ01000030.1_cds_WP_135591429.1_2455	28.372	215	605
WP_000834719.1	lcl|NZ_RQEZ01000114.1_cds_WP_135595247.1_1651	27.982	218	605
WP_000834719.1	lcl|NZ_RQEZ01000039.1_cds_WP_135595610.1_2270	25.837	209	605
WP_000834719.1	lcl|NZ_RQEZ01000039.1_cds_WP_135595604.1_2263	27.895	190	605
WP_000834719.1	lcl|NZ_RQEZ01000107.1_cds_WP_135592637.1_2672	26.066	211	605
WP_000834719.1	lcl|NZ_RQEZ01000108.1_cds_WP_135589953.1_2781	22.374	219	605
WP_000834719.1	lcl|NZ_RQEZ01000075.1_cds_WP_135595469.1_986	32.877	73	605
WP_000834719.1	lcl|NZ_RQEZ01000030.1_cds_WP_167881187.1_2479	34.121	381	605
WP_000834719.1	lcl|NZ_RQEZ01000035.1_cds_WP_135736183.1_3402	40.161	249	605
WP_000834719.1	lcl|NZ_RQEZ01000046.1_cds_WP_135593517.1_101	44.749	219	605
WP_000834719.1	lcl|NZ_RQEZ01000056.1_cds_WP_135590851.1_3813	30.380	237	605
WP_000834719.1	lcl|NZ_RQEZ01000046.1_cds_WP_135590986.1_299	26.360	239	605
WP_000834719.1	lcl|NZ_RQEZ01000010.1_cds_WP_167881217.1_2710	29.583	240	605
WP_000834719.1	lcl|NZ_RQEZ01000039.1_cds_WP_135595570.1_2225	33.036	224	605
WP_000834719.1	lcl|NZ_RQEZ01000037.1_cds_WP_135590806.1_2207	27.311	238	605
WP_000834719.1	lcl|NZ_RQEZ01000012.1_cds_WP_135590102.1_1393	27.350	234	605
WP_000834719.1	lcl|NZ_RQEZ01000066.1_cds_WP_135592331.1_3743	30.263	228	605
WP_000834719.1	lcl|NZ_RQEZ01000046.1_cds_WP_135590943.1_336	28.936	235	605
WP_000834719.1	lcl|NZ_RQEZ01000109.1_cds_WP_135595199.1_3710	27.650	217	605
WP_000834719.1	lcl|NZ_RQEZ01000114.1_cds_WP_135595224.1_1634	24.800	250	605
WP_000834719.1	lcl|NZ_RQEZ01000030.1_cds_WP_135591429.1_2455	28.372	215	605
WP_000834719.1	lcl|NZ_RQEZ01000114.1_cds_WP_135595247.1_1651	27.982	218	605
WP_000834719.1	lcl|NZ_RQEZ01000039.1_cds_WP_135595610.1_2270	25.837	209	605
WP_000834719.1	lcl|NZ_RQEZ01000039.1_cds_WP_135595604.1_2263	27.895	190	605
WP_000834719.1	lcl|NZ_RQEZ01000107.1_cds_WP_135592637.1_2672	26.066	211	605
WP_000834719.1	lcl|NZ_RQEZ01000108.1_cds_WP_135589953.1_2781	22.374	219	605
WP_000834719.1	lcl|NZ_RQEZ01000075.1_cds_WP_135595469.1_986	32.877	73	605
WP_001206408.1	lcl|NZ_RQEZ01000075.1_cds_WP_135595385.1_1080	28.387	155	244
