WP_000340715.1	lcl|NZ_AOVG01000151.1_cds_WP_000340715.1_3242	100.000	86	106
WP_000410273.1	lcl|NZ_AOVG01000151.1_cds_WP_000410273.1_3241	100.000	314	314
WP_000410273.1	lcl|NZ_AOVG01000151.1_cds_WP_000093099.1_3221	46.988	83	314
WP_000410273.1	lcl|NZ_AOVG01000151.1_cds_WP_000646250.1_3238	25.705	319	314
WP_000410273.1	lcl|NZ_AOVG01000161.1_cds_WP_000744700.1_3635	24.691	324	314
WP_000410273.1	lcl|NZ_AOVG01000151.1_cds_WP_000600889.1_3212	25.269	186	314
WP_000410273.1	lcl|NZ_AOVG01000151.1_cds_WP_000723090.1_3159	23.958	288	314
WP_000410273.1	lcl|NZ_AOVG01000151.1_cds_WP_001067557.1_3235	24.695	328	314
WP_000604524.1	lcl|NZ_AOVG01000151.1_cds_WP_000604524.1_3240	99.726	365	365
WP_000884059.1	lcl|NZ_AOVG01000151.1_cds_WP_000884059.1_3239	100.000	185	185
WP_000884059.1	lcl|NZ_AOVG01000116.1_cds_WP_000351733.1_2288	40.000	140	185
WP_000646255.1	lcl|NZ_AOVG01000151.1_cds_WP_000646250.1_3238	98.480	329	329
WP_000646255.1	lcl|NZ_AOVG01000161.1_cds_WP_000744700.1_3635	32.063	315	329
WP_000646255.1	lcl|NZ_AOVG01000151.1_cds_WP_000723090.1_3159	31.045	335	329
WP_000646255.1	lcl|NZ_AOVG01000151.1_cds_WP_000600889.1_3212	34.109	258	329
WP_000646255.1	lcl|NZ_AOVG01000143.1_cds_WP_001984071.1_3092	31.475	305	329
WP_000646255.1	lcl|NZ_AOVG01000109.1_cds_WP_000649925.1_1976	30.183	328	329
WP_000646255.1	lcl|NZ_AOVG01000044.1_cds_WP_000709511.1_621	29.538	325	329
WP_000646255.1	lcl|NZ_AOVG01000151.1_cds_WP_000601375.1_3185	25.091	275	329
WP_000646255.1	lcl|NZ_AOVG01000151.1_cds_WP_001067557.1_3235	30.350	257	329
WP_000646255.1	lcl|NZ_AOVG01000112.1_cds_WP_000688695.1_2156	28.975	283	329
WP_000646255.1	lcl|NZ_AOVG01000151.1_cds_WP_000475904.1_3176	27.737	274	329
WP_000646255.1	lcl|NZ_AOVG01000151.1_cds_WP_000410273.1_3241	26.019	319	329
WP_000646255.1	lcl|NZ_AOVG01000037.1_cds_WP_001074785.1_454	29.057	265	329
WP_000646255.1	lcl|NZ_AOVG01000157.1_cds_WP_001003555.1_3519	25.148	338	329
WP_000646255.1	lcl|NZ_AOVG01000151.1_cds_WP_000487322.1_3187	27.077	325	329
WP_000774259.1	lcl|NZ_AOVG01000151.1_cds_WP_000774262.1_3237	98.127	267	267
WP_000774259.1	lcl|NZ_AOVG01000151.1_cds_WP_000859505.1_3188	25.820	244	267
WP_000774259.1	lcl|NZ_AOVG01000151.1_cds_WP_000800438.1_3207	24.786	234	267
WP_000774259.1	lcl|NZ_AOVG01000151.1_cds_WP_000842260.1_3158	26.316	190	267
WP_000774259.1	lcl|NZ_AOVG01000108.1_cds_WP_000667727.1_1878	31.818	110	267
WP_000774259.1	lcl|NZ_AOVG01000155.1_cds_WP_000805357.1_3425	26.190	210	267
WP_000612799.1	lcl|NZ_AOVG01000151.1_cds_WP_000612797.1_3236	98.821	509	509
WP_000612799.1	lcl|NZ_AOVG01000038.1_cds_WP_000291591.1_530	26.606	327	509
WP_000612799.1	lcl|NZ_AOVG01000038.1_cds_WP_000364507.1_529	31.111	90	509
WP_000612799.1	lcl|NZ_AOVG01000151.1_cds_WP_000612797.1_3236	98.821	509	509
WP_000612799.1	lcl|NZ_AOVG01000038.1_cds_WP_000291591.1_530	26.606	327	509
WP_000612799.1	lcl|NZ_AOVG01000038.1_cds_WP_000364507.1_529	31.111	90	509
WP_001067557.1	lcl|NZ_AOVG01000151.1_cds_WP_001067557.1_3235	100.000	330	330
WP_001067557.1	lcl|NZ_AOVG01000151.1_cds_WP_000646250.1_3238	28.664	307	330
WP_001067557.1	lcl|NZ_AOVG01000151.1_cds_WP_000600889.1_3212	26.316	266	330
WP_001067557.1	lcl|NZ_AOVG01000143.1_cds_WP_001984071.1_3092	25.735	272	330
WP_001067557.1	lcl|NZ_AOVG01000157.1_cds_WP_001003555.1_3519	28.395	243	330
WP_001067557.1	lcl|NZ_AOVG01000161.1_cds_WP_000744700.1_3635	26.812	276	330
WP_001067557.1	lcl|NZ_AOVG01000151.1_cds_WP_000723090.1_3159	23.724	333	330
WP_001067557.1	lcl|NZ_AOVG01000109.1_cds_WP_000649925.1_1976	28.854	253	330
WP_001067557.1	lcl|NZ_AOVG01000112.1_cds_WP_000688695.1_2156	25.681	257	330
WP_001067557.1	lcl|NZ_AOVG01000151.1_cds_WP_000601375.1_3185	26.545	275	330
WP_001067557.1	lcl|NZ_AOVG01000151.1_cds_WP_000410273.1_3241	24.695	328	330
WP_001198107.1	lcl|NZ_AOVG01000151.1_cds_WP_001198107.1_3234	100.000	366	366
WP_001198107.1	lcl|NZ_AOVG01000151.1_cds_WP_000608295.1_3233	39.726	365	366
WP_001198107.1	lcl|NZ_AOVG01000151.1_cds_WP_000575178.1_3165	34.262	359	366
WP_001198107.1	lcl|NZ_AOVG01000091.1_cds_WP_001281953.1_1522	27.441	379	366
WP_001198107.1	lcl|NZ_AOVG01000151.1_cds_WP_000346036.1_3204	28.090	356	366
WP_001198107.1	lcl|NZ_AOVG01000151.1_cds_WP_000582222.1_3223	31.111	360	366
WP_001198107.1	lcl|NZ_AOVG01000087.1_cds_WP_000538752.1_1457	29.692	357	366
WP_001198107.1	lcl|NZ_AOVG01000151.1_cds_WP_000947844.1_3211	26.667	345	366
WP_001198107.1	lcl|NZ_AOVG01000119.1_cds_WP_001982414.1_2349	31.579	190	366
WP_000608291.1	lcl|NZ_AOVG01000151.1_cds_WP_000608295.1_3233	99.455	367	367
WP_000608291.1	lcl|NZ_AOVG01000151.1_cds_WP_001198107.1_3234	39.452	365	367
WP_000608291.1	lcl|NZ_AOVG01000151.1_cds_WP_000575178.1_3165	36.856	369	367
WP_000608291.1	lcl|NZ_AOVG01000087.1_cds_WP_000538752.1_1457	30.189	371	367
WP_000608291.1	lcl|NZ_AOVG01000151.1_cds_WP_000582222.1_3223	36.278	317	367
WP_000608291.1	lcl|NZ_AOVG01000091.1_cds_WP_001281953.1_1522	30.208	384	367
WP_000608291.1	lcl|NZ_AOVG01000151.1_cds_WP_000346036.1_3204	24.734	376	367
WP_000608291.1	lcl|NZ_AOVG01000151.1_cds_WP_000947844.1_3211	26.404	356	367
WP_000608291.1	lcl|NZ_AOVG01000119.1_cds_WP_001982414.1_2349	25.698	358	367
WP_000689739.1	lcl|NZ_AOVG01000151.1_cds_WP_000689743.1_3232	99.081	544	544
WP_000689739.1	lcl|NZ_AOVG01000151.1_cds_WP_000689743.1_3232	99.081	544	544
WP_000342716.1	lcl|NZ_AOVG01000151.1_cds_WP_000342713.1_3231	99.623	265	265
WP_000342716.1	lcl|NZ_AOVG01000119.1_cds_WP_001002663.1_2329	44.856	243	265
WP_001246623.1	lcl|NZ_AOVG01000151.1_cds_WP_001246618.1_3230	95.806	310	310
WP_001246623.1	lcl|NZ_AOVG01000067.1_cds_WP_000501205.1_1035	38.816	304	310
WP_001246623.1	lcl|NZ_AOVG01000006.1_cds_WP_001183723.1_31	25.163	306	310
WP_001246623.1	lcl|NZ_AOVG01000162.1_cds_WP_000279894.1_3671	24.809	262	310
WP_001246623.1	lcl|NZ_AOVG01000151.1_cds_WP_001246618.1_3230	95.806	310	310
WP_001246623.1	lcl|NZ_AOVG01000067.1_cds_WP_000501205.1_1035	38.816	304	310
WP_001246623.1	lcl|NZ_AOVG01000006.1_cds_WP_001183723.1_31	25.163	306	310
WP_001246623.1	lcl|NZ_AOVG01000162.1_cds_WP_000279894.1_3671	24.809	262	310
WP_000479984.1	lcl|NZ_AOVG01000151.1_cds_WP_000479982.1_3229	99.242	264	264
WP_000715958.1	lcl|NZ_AOVG01000151.1_cds_WP_000715958.1_3228	100.000	131	131
WP_001088861.1	lcl|NZ_AOVG01000151.1_cds_WP_001088866.1_3227	98.611	144	144
WP_001088861.1	lcl|NZ_AOVG01000068.1_cds_WP_002069656.1_1073	42.857	56	144
WP_000517242.1	lcl|NZ_AOVG01000151.1_cds_WP_000517242.1_3226	100.000	221	221
WP_000517242.1	lcl|NZ_AOVG01000161.1_cds_WP_001082180.1_3606	28.205	78	221
WP_000517242.1	lcl|NZ_AOVG01000156.1_cds_WP_001069834.1_3440	27.523	109	221
WP_000221107.1	lcl|NZ_AOVG01000161.1_cds_WP_001082180.1_3606	31.973	147	388
WP_000221107.1	lcl|NZ_AOVG01000156.1_cds_WP_000347681.1_3439	32.867	143	388
WP_000221107.1	lcl|NZ_AOVG01000151.1_cds_WP_002082140.1_3200	33.621	116	388
WP_000221107.1	lcl|NZ_AOVG01000132.1_cds_WP_000402845.1_2838	27.211	147	388
WP_000221107.1	lcl|NZ_AOVG01000151.1_cds_WP_001206409.1_3216	27.211	147	388
WP_000221107.1	lcl|NZ_AOVG01000151.1_cds_WP_001015422.1_3224	24.646	353	388
WP_000275679.1	lcl|NZ_AOVG01000151.1_cds_WP_001106774.1_3219	73.012	415	416
