WP_000340715.1	lcl|NZ_AHPZ01000029.1_cds_WP_004753574.1_2910	94.186	86	106
WP_000410273.1	lcl|NZ_AHPZ01000029.1_cds_WP_004761722.1_2909	96.497	314	314
WP_000410273.1	lcl|NZ_AHPZ01000029.1_cds_WP_004755430.1_2906	25.705	319	314
WP_000410273.1	lcl|NZ_AHPZ01000017.1_cds_WP_004753565.1_3346	24.691	324	314
WP_000410273.1	lcl|NZ_AHPZ01000096.1_cds_WP_004755262.1_1754	23.843	281	314
WP_000410273.1	lcl|NZ_AHPZ01000002.1_cds_WP_004751543.1_3501	24.359	234	314
WP_000604524.1	lcl|NZ_AHPZ01000029.1_cds_WP_004777161.1_2908	94.247	365	365
WP_000884059.1	lcl|NZ_AHPZ01000029.1_cds_WP_004753627.1_2907	97.297	185	185
WP_000884059.1	lcl|NZ_AHPZ01000086.1_cds_WP_004752075.1_2002	40.714	140	185
WP_000646255.1	lcl|NZ_AHPZ01000029.1_cds_WP_004755430.1_2906	97.264	329	329
WP_000646255.1	lcl|NZ_AHPZ01000017.1_cds_WP_004753565.1_3346	31.429	315	329
WP_000646255.1	lcl|NZ_AHPZ01000096.1_cds_WP_004755262.1_1754	31.045	335	329
WP_000646255.1	lcl|NZ_AHPZ01000002.1_cds_WP_004751543.1_3501	31.169	308	329
WP_000646255.1	lcl|NZ_AHPZ01000179.1_cds_WP_004755135.1_427	30.816	331	329
WP_000646255.1	lcl|NZ_AHPZ01000002.1_cds_WP_004751412.1_3491	29.846	325	329
WP_000646255.1	lcl|NZ_AHPZ01000029.1_cds_WP_004755319.1_2903	29.316	307	329
WP_000646255.1	lcl|NZ_AHPZ01000049.1_cds_WP_004754991.1_2439	29.091	275	329
WP_000646255.1	lcl|NZ_AHPZ01000029.1_cds_WP_004761722.1_2909	27.239	268	329
WP_000646255.1	lcl|NZ_AHPZ01000096.1_cds_WP_002733698.1_1771	27.007	274	329
WP_000646255.1	lcl|NZ_AHPZ01000043.1_cds_WP_004755140.1_2534	26.230	244	329
WP_000646255.1	lcl|NZ_AHPZ01000135.1_cds_WP_004751780.1_943	27.925	265	329
WP_000646255.1	lcl|NZ_AHPZ01000109.1_cds_WP_004750263.1_1429	25.191	262	329
WP_000646255.1	lcl|NZ_AHPZ01000098.1_cds_WP_004755281.1_1706	27.823	248	329
WP_000646255.1	lcl|NZ_AHPZ01000250.1_cds_WP_004777131.1_117	23.837	172	329
WP_000774259.1	lcl|NZ_AHPZ01000029.1_cds_WP_004754505.1_2905	93.258	267	267
WP_000774259.1	lcl|NZ_AHPZ01000096.1_cds_WP_004754191.1_1753	25.926	189	267
WP_000774259.1	lcl|NZ_AHPZ01000018.1_cds_WP_004760150.1_3314	27.461	193	267
WP_000774259.1	lcl|NZ_AHPZ01000033.1_cds_WP_004758210.1_2798	26.190	210	267
WP_000612799.1	lcl|NZ_AHPZ01000029.1_cds_WP_004777106.1_2904	97.053	509	509
WP_000612799.1	lcl|NZ_AHPZ01000084.1_cds_WP_004751764.1_2039	27.523	327	509
WP_000612799.1	lcl|NZ_AHPZ01000084.1_cds_WP_004752264.1_2040	31.111	90	509
WP_000612799.1	lcl|NZ_AHPZ01000029.1_cds_WP_004777106.1_2904	97.053	509	509
WP_000612799.1	lcl|NZ_AHPZ01000084.1_cds_WP_004751764.1_2039	27.523	327	509
WP_000612799.1	lcl|NZ_AHPZ01000084.1_cds_WP_004752264.1_2040	31.111	90	509
WP_001067557.1	lcl|NZ_AHPZ01000029.1_cds_WP_004755319.1_2903	96.364	330	330
WP_001067557.1	lcl|NZ_AHPZ01000002.1_cds_WP_004751543.1_3501	26.568	271	330
WP_001067557.1	lcl|NZ_AHPZ01000029.1_cds_WP_004755430.1_2906	27.541	305	330
WP_001067557.1	lcl|NZ_AHPZ01000096.1_cds_WP_004755262.1_1754	24.642	349	330
WP_001067557.1	lcl|NZ_AHPZ01000043.1_cds_WP_004755140.1_2534	27.572	243	330
WP_001067557.1	lcl|NZ_AHPZ01000017.1_cds_WP_004753565.1_3346	26.812	276	330
WP_001067557.1	lcl|NZ_AHPZ01000179.1_cds_WP_004755135.1_427	28.854	253	330
WP_001067557.1	lcl|NZ_AHPZ01000049.1_cds_WP_004754991.1_2439	25.551	227	330
WP_001067557.1	lcl|NZ_AHPZ01000029.1_cds_WP_004761722.1_2909	25.000	328	330
WP_001067557.1	lcl|NZ_AHPZ01000098.1_cds_WP_004755281.1_1706	23.973	292	330
WP_001198107.1	lcl|NZ_AHPZ01000029.1_cds_WP_004754883.1_2902	95.902	366	366
WP_001198107.1	lcl|NZ_AHPZ01000029.1_cds_WP_004753525.1_2901	39.178	365	366
WP_001198107.1	lcl|NZ_AHPZ01000096.1_cds_WP_004753906.1_1760	33.811	349	366
WP_001198107.1	lcl|NZ_AHPZ01000250.1_cds_WP_004754985.1_116	32.461	382	366
WP_001198107.1	lcl|NZ_AHPZ01000018.1_cds_WP_004754030.1_3320	27.968	379	366
WP_001198107.1	lcl|NZ_AHPZ01000159.1_cds_WP_004759165.1_633	29.972	357	366
WP_001198107.1	lcl|NZ_AHPZ01000021.1_cds_WP_004771239.1_3198	32.105	190	366
WP_000608291.1	lcl|NZ_AHPZ01000029.1_cds_WP_004753525.1_2901	96.185	367	367
WP_000608291.1	lcl|NZ_AHPZ01000029.1_cds_WP_004754883.1_2902	39.726	365	367
WP_000608291.1	lcl|NZ_AHPZ01000096.1_cds_WP_004753906.1_1760	36.261	353	367
WP_000608291.1	lcl|NZ_AHPZ01000250.1_cds_WP_004754985.1_116	32.213	357	367
WP_000608291.1	lcl|NZ_AHPZ01000159.1_cds_WP_004759165.1_633	30.352	369	367
WP_000608291.1	lcl|NZ_AHPZ01000018.1_cds_WP_004754030.1_3320	30.649	385	367
WP_000608291.1	lcl|NZ_AHPZ01000021.1_cds_WP_004771239.1_3198	25.419	358	367
WP_000689739.1	lcl|NZ_AHPZ01000029.1_cds_WP_004755296.1_2900	91.544	544	544
WP_000689739.1	lcl|NZ_AHPZ01000029.1_cds_WP_004755296.1_2900	91.544	544	544
WP_000342716.1	lcl|NZ_AHPZ01000029.1_cds_WP_002740998.1_2899	94.717	265	265
WP_000342716.1	lcl|NZ_AHPZ01000066.1_cds_WP_004755702.1_2104	45.344	247	265
WP_001246623.1	lcl|NZ_AHPZ01000029.1_cds_WP_004777170.1_2898	94.194	310	310
WP_001246623.1	lcl|NZ_AHPZ01000039.1_cds_WP_004751322.1_2583	39.145	304	310
WP_001246623.1	lcl|NZ_AHPZ01000125.1_cds_WP_004754016.1_1146	25.497	302	310
WP_001246623.1	lcl|NZ_AHPZ01000092.1_cds_WP_004752420.1_1883	24.809	262	310
WP_001246623.1	lcl|NZ_AHPZ01000029.1_cds_WP_004777170.1_2898	94.194	310	310
WP_001246623.1	lcl|NZ_AHPZ01000039.1_cds_WP_004751322.1_2583	39.145	304	310
WP_001246623.1	lcl|NZ_AHPZ01000125.1_cds_WP_004754016.1_1146	25.497	302	310
WP_001246623.1	lcl|NZ_AHPZ01000092.1_cds_WP_004752420.1_1883	24.809	262	310
WP_000479984.1	lcl|NZ_AHPZ01000029.1_cds_WP_004754589.1_2897	95.076	264	264
WP_000715958.1	lcl|NZ_AHPZ01000029.1_cds_WP_002733551.1_2896	96.124	129	131
WP_001088861.1	lcl|NZ_AHPZ01000029.1_cds_WP_004777167.1_2895	98.611	144	144
