WP_000340715.1	lcl|NZ_AFLI01000200.1_cds_WP_000340715.1_971	100.000	86	106
WP_000410273.1	lcl|NZ_AFLI01000200.1_cds_WP_000410273.1_970	100.000	314	314
WP_000410273.1	lcl|NZ_AFLI01000007.1_cds_WP_000093099.1_3640	46.988	83	314
WP_000410273.1	lcl|NZ_AFLI01000200.1_cds_WP_000646250.1_967	25.705	319	314
WP_000410273.1	lcl|NZ_AFLI01000166.1_cds_WP_000744700.1_1426	24.691	324	314
WP_000410273.1	lcl|NZ_AFLI01000009.1_cds_WP_000600889.1_3622	25.269	186	314
WP_000410273.1	lcl|NZ_AFLI01000344.1_cds_WP_000723090.1_73	23.958	288	314
WP_000410273.1	lcl|NZ_AFLI01000007.1_cds_WP_001067557.1_3654	24.695	328	314
WP_000604524.1	lcl|NZ_AFLI01000200.1_cds_WP_000604524.1_969	99.726	365	365
WP_000884059.1	lcl|NZ_AFLI01000200.1_cds_WP_000884059.1_968	100.000	185	185
WP_000884059.1	lcl|NZ_AFLI01000123.1_cds_WP_000351733.1_1831	40.000	140	185
WP_000646255.1	lcl|NZ_AFLI01000200.1_cds_WP_000646250.1_967	98.480	329	329
WP_000646255.1	lcl|NZ_AFLI01000166.1_cds_WP_000744700.1_1426	32.063	315	329
WP_000646255.1	lcl|NZ_AFLI01000344.1_cds_WP_000723090.1_73	31.045	335	329
WP_000646255.1	lcl|NZ_AFLI01000009.1_cds_WP_000600889.1_3622	34.109	258	329
WP_000646255.1	lcl|NZ_AFLI01000112.1_cds_WP_001984071.1_1994	31.475	305	329
WP_000646255.1	lcl|NZ_AFLI01000060.1_cds_WP_000649925.1_2773	30.183	328	329
WP_000646255.1	lcl|NZ_AFLI01000328.1_cds_WP_000709511.1_267	29.538	325	329
WP_000646255.1	lcl|NZ_AFLI01000009.1_cds_WP_000601375.1_3595	25.091	275	329
WP_000646255.1	lcl|NZ_AFLI01000007.1_cds_WP_001067557.1_3654	30.350	257	329
WP_000646255.1	lcl|NZ_AFLI01000112.1_cds_WP_000688695.1_2014	28.975	283	329
WP_000646255.1	lcl|NZ_AFLI01000009.1_cds_WP_000475904.1_3586	27.737	274	329
WP_000646255.1	lcl|NZ_AFLI01000200.1_cds_WP_000410273.1_970	26.019	319	329
WP_000646255.1	lcl|NZ_AFLI01000074.1_cds_WP_001074785.1_2547	29.057	265	329
WP_000646255.1	lcl|NZ_AFLI01000329.1_cds_WP_001003555.1_265	25.148	338	329
WP_000646255.1	lcl|NZ_AFLI01000009.1_cds_WP_000487322.1_3597	27.077	325	329
WP_000774259.1	lcl|NZ_AFLI01000200.1_cds_WP_000774262.1_966	98.127	267	267
WP_000774259.1	lcl|NZ_AFLI01000009.1_cds_WP_000859505.1_3598	25.820	244	267
WP_000774259.1	lcl|NZ_AFLI01000009.1_cds_WP_000800438.1_3617	24.786	234	267
WP_000774259.1	lcl|NZ_AFLI01000344.1_cds_WP_000842260.1_74	26.316	190	267
WP_000774259.1	lcl|NZ_AFLI01000044.1_cds_WP_000667727.1_3271	31.818	110	267
WP_000774259.1	lcl|NZ_AFLI01000045.1_cds_WP_000805357.1_3252	26.190	210	267
WP_000612799.1	lcl|NZ_AFLI01000200.1_cds_WP_000612796.1_965	98.715	467	509
WP_000612799.1	lcl|NZ_AFLI01000011.1_cds_WP_000291591.1_3508	26.606	327	509
WP_000612799.1	lcl|NZ_AFLI01000011.1_cds_WP_000364505.1_3509	31.111	90	509
WP_000612799.1	lcl|NZ_AFLI01000200.1_cds_WP_000612796.1_965	98.715	467	509
WP_000612799.1	lcl|NZ_AFLI01000011.1_cds_WP_000291591.1_3508	26.606	327	509
WP_000612799.1	lcl|NZ_AFLI01000011.1_cds_WP_000364505.1_3509	31.111	90	509
WP_001067557.1	lcl|NZ_AFLI01000007.1_cds_WP_001067557.1_3654	100.000	330	330
WP_001067557.1	lcl|NZ_AFLI01000200.1_cds_WP_000646250.1_967	28.664	307	330
WP_001067557.1	lcl|NZ_AFLI01000009.1_cds_WP_000600889.1_3622	26.316	266	330
WP_001067557.1	lcl|NZ_AFLI01000112.1_cds_WP_001984071.1_1994	25.735	272	330
WP_001067557.1	lcl|NZ_AFLI01000329.1_cds_WP_001003555.1_265	28.395	243	330
WP_001067557.1	lcl|NZ_AFLI01000166.1_cds_WP_000744700.1_1426	26.812	276	330
WP_001067557.1	lcl|NZ_AFLI01000344.1_cds_WP_000723090.1_73	23.724	333	330
WP_001067557.1	lcl|NZ_AFLI01000060.1_cds_WP_000649925.1_2773	28.854	253	330
WP_001067557.1	lcl|NZ_AFLI01000112.1_cds_WP_000688695.1_2014	25.681	257	330
WP_001067557.1	lcl|NZ_AFLI01000009.1_cds_WP_000601375.1_3595	26.545	275	330
WP_001067557.1	lcl|NZ_AFLI01000200.1_cds_WP_000410273.1_970	24.695	328	330
WP_001198107.1	lcl|NZ_AFLI01000007.1_cds_WP_001198107.1_3653	100.000	366	366
WP_001198107.1	lcl|NZ_AFLI01000007.1_cds_WP_000608295.1_3652	39.726	365	366
WP_001198107.1	lcl|NZ_AFLI01000344.1_cds_WP_000352299.1_67	33.221	298	366
WP_001198107.1	lcl|NZ_AFLI01000278.1_cds_WP_001281953.1_387	27.441	379	366
WP_001198107.1	lcl|NZ_AFLI01000009.1_cds_WP_000346036.1_3614	28.090	356	366
WP_001198107.1	lcl|NZ_AFLI01000007.1_cds_WP_000582222.1_3642	31.111	360	366
WP_001198107.1	lcl|NZ_AFLI01000184.1_cds_WP_000538752.1_1139	29.692	357	366
WP_001198107.1	lcl|NZ_AFLI01000009.1_cds_WP_000947844.1_3621	26.667	345	366
WP_001198107.1	lcl|NZ_AFLI01000081.1_cds_WP_001982414.1_2376	31.579	190	366
WP_001198107.1	lcl|NZ_AFLI01000009.1_cds_WP_000575172.1_3575	42.105	57	366
WP_000608291.1	lcl|NZ_AFLI01000007.1_cds_WP_000608295.1_3652	99.455	367	367
WP_000608291.1	lcl|NZ_AFLI01000007.1_cds_WP_001198107.1_3653	39.452	365	367
WP_000608291.1	lcl|NZ_AFLI01000344.1_cds_WP_000352299.1_67	36.486	296	367
WP_000608291.1	lcl|NZ_AFLI01000184.1_cds_WP_000538752.1_1139	30.189	371	367
WP_000608291.1	lcl|NZ_AFLI01000007.1_cds_WP_000582222.1_3642	36.278	317	367
WP_000608291.1	lcl|NZ_AFLI01000278.1_cds_WP_001281953.1_387	30.208	384	367
WP_000608291.1	lcl|NZ_AFLI01000009.1_cds_WP_000346036.1_3614	24.734	376	367
WP_000608291.1	lcl|NZ_AFLI01000009.1_cds_WP_000947844.1_3621	26.404	356	367
WP_000608291.1	lcl|NZ_AFLI01000081.1_cds_WP_001982414.1_2376	25.698	358	367
WP_000689739.1	lcl|NZ_AFLI01000007.1_cds_WP_000689743.1_3651	99.081	544	544
WP_000689739.1	lcl|NZ_AFLI01000007.1_cds_WP_000689743.1_3651	99.081	544	544
WP_000342716.1	lcl|NZ_AFLI01000007.1_cds_WP_000342713.1_3650	99.623	265	265
WP_000342716.1	lcl|NZ_AFLI01000326.1_cds_WP_001002663.1_299	44.856	243	265
WP_001246623.1	lcl|NZ_AFLI01000007.1_cds_WP_001246618.1_3649	95.806	310	310
WP_001246623.1	lcl|NZ_AFLI01000309.1_cds_WP_000501205.1_340	38.816	304	310
WP_001246623.1	lcl|NZ_AFLI01000108.1_cds_WP_001183723.1_2084	25.163	306	310
WP_001246623.1	lcl|NZ_AFLI01000010.1_cds_WP_000279894.1_3551	24.809	262	310
