WP_000340715.1	lcl|NZ_JQPK01000054.1_cds_WP_000340715.1_1517	100.000	86	106
WP_000410273.1	lcl|NZ_JQPK01000054.1_cds_WP_000410267.1_1516	99.682	314	314
WP_000410273.1	lcl|NZ_JQPK01000054.1_cds_WP_000646253.1_1513	26.019	319	314
WP_000410273.1	lcl|NZ_JQPK01000070.1_cds_WP_000744700.1_1897	24.691	324	314
WP_000410273.1	lcl|NZ_JQPK01000177.1_cds_WP_000723090.1_3570	23.958	288	314
WP_000410273.1	lcl|NZ_JQPK01000054.1_cds_WP_001067557.1_1510	24.695	328	314
WP_000604524.1	lcl|NZ_JQPK01000054.1_cds_WP_000604522.1_1515	99.178	365	365
WP_000884059.1	lcl|NZ_JQPK01000054.1_cds_WP_000884059.1_1514	100.000	185	185
WP_000884059.1	lcl|NZ_JQPK01000046.1_cds_WP_000351733.1_1251	40.000	140	185
WP_000646255.1	lcl|NZ_JQPK01000054.1_cds_WP_000646253.1_1513	98.784	329	329
WP_000646255.1	lcl|NZ_JQPK01000070.1_cds_WP_000744700.1_1897	32.063	315	329
WP_000646255.1	lcl|NZ_JQPK01000177.1_cds_WP_000723090.1_3570	31.045	335	329
WP_000646255.1	lcl|NZ_JQPK01000004.1_cds_WP_001984071.1_24	31.475	305	329
WP_000646255.1	lcl|NZ_JQPK01000009.1_cds_WP_000649924.1_212	30.183	328	329
WP_000646255.1	lcl|NZ_JQPK01000242.1_cds_WP_000709511.1_3900	29.538	325	329
WP_000646255.1	lcl|NZ_JQPK01000054.1_cds_WP_001067557.1_1510	30.350	257	329
WP_000646255.1	lcl|NZ_JQPK01000004.1_cds_WP_000688696.1_44	28.975	283	329
WP_000646255.1	lcl|NZ_JQPK01000034.1_cds_WP_000475904.1_822	27.737	274	329
WP_000646255.1	lcl|NZ_JQPK01000054.1_cds_WP_000410267.1_1516	25.705	319	329
WP_000646255.1	lcl|NZ_JQPK01000112.1_cds_WP_001074779.1_2739	28.679	265	329
WP_000646255.1	lcl|NZ_JQPK01000017.1_cds_WP_001003557.1_367	25.000	332	329
WP_000646255.1	lcl|NZ_JQPK01000054.1_cds_WP_000378097.1_1493	25.581	172	329
WP_000774259.1	lcl|NZ_JQPK01000054.1_cds_WP_000774261.1_1512	99.251	267	267
WP_000774259.1	lcl|NZ_JQPK01000177.1_cds_WP_042752235.1_3569	26.316	190	267
WP_000774259.1	lcl|NZ_JQPK01000100.1_cds_WP_000667727.1_2555	31.818	110	267
WP_000774259.1	lcl|NZ_JQPK01000076.1_cds_WP_000805357.1_2051	26.190	210	267
WP_000612799.1	lcl|NZ_JQPK01000054.1_cds_WP_000612798.1_1511	99.607	509	509
WP_000612799.1	lcl|NZ_JQPK01000097.1_cds_WP_000291584.1_2459	26.606	327	509
WP_000612799.1	lcl|NZ_JQPK01000097.1_cds_WP_000364507.1_2460	31.111	90	509
WP_000612799.1	lcl|NZ_JQPK01000054.1_cds_WP_000612798.1_1511	99.607	509	509
WP_000612799.1	lcl|NZ_JQPK01000097.1_cds_WP_000291584.1_2459	26.606	327	509
WP_000612799.1	lcl|NZ_JQPK01000097.1_cds_WP_000364507.1_2460	31.111	90	509
WP_001067557.1	lcl|NZ_JQPK01000054.1_cds_WP_001067557.1_1510	100.000	330	330
WP_001067557.1	lcl|NZ_JQPK01000054.1_cds_WP_000646253.1_1513	28.664	307	330
WP_001067557.1	lcl|NZ_JQPK01000004.1_cds_WP_001984071.1_24	25.735	272	330
WP_001067557.1	lcl|NZ_JQPK01000017.1_cds_WP_001003557.1_367	28.395	243	330
WP_001067557.1	lcl|NZ_JQPK01000070.1_cds_WP_000744700.1_1897	26.812	276	330
WP_001067557.1	lcl|NZ_JQPK01000177.1_cds_WP_000723090.1_3570	23.724	333	330
WP_001067557.1	lcl|NZ_JQPK01000009.1_cds_WP_000649924.1_212	28.854	253	330
WP_001067557.1	lcl|NZ_JQPK01000004.1_cds_WP_000688696.1_44	25.681	257	330
WP_001067557.1	lcl|NZ_JQPK01000054.1_cds_WP_000410267.1_1516	24.695	328	330
WP_001198107.1	lcl|NZ_JQPK01000054.1_cds_WP_001198107.1_1509	100.000	366	366
WP_001198107.1	lcl|NZ_JQPK01000054.1_cds_WP_061286882.1_1508	39.726	365	366
WP_001198107.1	lcl|NZ_JQPK01000034.1_cds_WP_000575178.1_811	34.262	359	366
WP_001198107.1	lcl|NZ_JQPK01000054.1_cds_WP_000172657.1_1492	32.461	382	366
WP_001198107.1	lcl|NZ_JQPK01000186.1_cds_WP_001281953.1_3619	27.441	379	366
WP_001198107.1	lcl|NZ_JQPK01000054.1_cds_WP_002106355.1_1498	31.092	357	366
WP_001198107.1	lcl|NZ_JQPK01000111.1_cds_WP_061286998.1_2715	29.692	357	366
WP_001198107.1	lcl|NZ_JQPK01000027.1_cds_WP_001982414.1_544	31.579	190	366
WP_000608291.1	lcl|NZ_JQPK01000054.1_cds_WP_061286882.1_1508	99.183	367	367
WP_000608291.1	lcl|NZ_JQPK01000054.1_cds_WP_001198107.1_1509	39.452	365	367
WP_000608291.1	lcl|NZ_JQPK01000034.1_cds_WP_000575178.1_811	36.856	369	367
WP_000608291.1	lcl|NZ_JQPK01000054.1_cds_WP_000172657.1_1492	31.781	365	367
WP_000608291.1	lcl|NZ_JQPK01000111.1_cds_WP_061286998.1_2715	30.189	371	367
WP_000608291.1	lcl|NZ_JQPK01000054.1_cds_WP_002106355.1_1498	39.738	229	367
WP_000608291.1	lcl|NZ_JQPK01000186.1_cds_WP_001281953.1_3619	30.208	384	367
