WP_000340715.1	lcl|NZ_VCHH01000062.1_cds_WP_000340715.1_2957	100.000	86	106
WP_000410273.1	lcl|NZ_VCHH01000062.1_cds_WP_000410266.1_2956	99.363	314	314
WP_000410273.1	lcl|NZ_VCHH01000062.1_cds_WP_000646254.1_2953	25.705	319	314
WP_000410273.1	lcl|NZ_VCHH01000007.1_cds_WP_000744698.1_3122	24.691	324	314
WP_000410273.1	lcl|NZ_VCHH01000026.1_cds_WP_000723091.1_1536	23.611	288	314
WP_000410273.1	lcl|NZ_VCHH01000062.1_cds_WP_001067557.1_2950	24.695	328	314
WP_000410273.1	lcl|NZ_VCHH01000009.1_cds_WP_002072074.1_3533	23.077	273	314
WP_000604524.1	lcl|NZ_VCHH01000062.1_cds_WP_000604525.1_2955	99.178	365	365
WP_000884059.1	lcl|NZ_VCHH01000062.1_cds_WP_000884059.1_2954	100.000	185	185
WP_000884059.1	lcl|NZ_VCHH01000059.1_cds_WP_000351733.1_2823	40.000	140	185
WP_000646255.1	lcl|NZ_VCHH01000062.1_cds_WP_000646254.1_2953	99.696	329	329
WP_000646255.1	lcl|NZ_VCHH01000007.1_cds_WP_000744698.1_3122	32.063	315	329
WP_000646255.1	lcl|NZ_VCHH01000026.1_cds_WP_000723091.1_1536	31.343	335	329
WP_000646255.1	lcl|NZ_VCHH01000009.1_cds_WP_002072074.1_3533	31.148	305	329
WP_000646255.1	lcl|NZ_VCHH01000004.1_cds_WP_000649924.1_2177	30.183	328	329
WP_000646255.1	lcl|NZ_VCHH01000115.1_cds_WP_000709508.1_405	29.231	325	329
WP_000646255.1	lcl|NZ_VCHH01000062.1_cds_WP_001067557.1_2950	30.350	257	329
WP_000646255.1	lcl|NZ_VCHH01000009.1_cds_WP_000688696.1_3553	28.975	283	329
WP_000646255.1	lcl|NZ_VCHH01000030.1_cds_WP_000475901.1_1811	27.737	274	329
WP_000646255.1	lcl|NZ_VCHH01000062.1_cds_WP_000410266.1_2956	25.705	319	329
WP_000646255.1	lcl|NZ_VCHH01000001.1_cds_WP_001074779.1_28	28.679	265	329
WP_000646255.1	lcl|NZ_VCHH01000002.1_cds_WP_001003560.1_1195	24.852	338	329
WP_000646255.1	lcl|NZ_VCHH01000094.1_cds_WP_000378097.1_3647	25.581	172	329
WP_000774259.1	lcl|NZ_VCHH01000062.1_cds_WP_000774259.1_2952	99.625	267	267
WP_000774259.1	lcl|NZ_VCHH01000026.1_cds_WP_000842260.1_1537	26.316	190	267
WP_000774259.1	lcl|NZ_VCHH01000009.1_cds_WP_000667727.1_3575	31.818	110	267
WP_000774259.1	lcl|NZ_VCHH01000024.1_cds_WP_000805357.1_1487	26.190	210	267
WP_000612799.1	lcl|NZ_VCHH01000062.1_cds_WP_002072162.1_2951	99.411	509	509
WP_000612799.1	lcl|NZ_VCHH01000001.1_cds_WP_000291581.1_100	26.606	327	509
WP_000612799.1	lcl|NZ_VCHH01000001.1_cds_WP_000364504.1_99	31.111	90	509
WP_000612799.1	lcl|NZ_VCHH01000062.1_cds_WP_002072162.1_2951	99.411	509	509
WP_000612799.1	lcl|NZ_VCHH01000001.1_cds_WP_000291581.1_100	26.606	327	509
WP_000612799.1	lcl|NZ_VCHH01000001.1_cds_WP_000364504.1_99	31.111	90	509
WP_001067557.1	lcl|NZ_VCHH01000062.1_cds_WP_001067557.1_2950	100.000	330	330
WP_001067557.1	lcl|NZ_VCHH01000062.1_cds_WP_000646254.1_2953	30.350	257	330
WP_001067557.1	lcl|NZ_VCHH01000009.1_cds_WP_002072074.1_3533	26.103	272	330
WP_001067557.1	lcl|NZ_VCHH01000007.1_cds_WP_000744698.1_3122	27.174	276	330
WP_001067557.1	lcl|NZ_VCHH01000002.1_cds_WP_001003560.1_1195	27.984	243	330
WP_001067557.1	lcl|NZ_VCHH01000026.1_cds_WP_000723091.1_1536	23.423	333	330
WP_001067557.1	lcl|NZ_VCHH01000004.1_cds_WP_000649924.1_2177	28.854	253	330
WP_001067557.1	lcl|NZ_VCHH01000009.1_cds_WP_000688696.1_3553	25.681	257	330
WP_001067557.1	lcl|NZ_VCHH01000062.1_cds_WP_000410266.1_2956	24.695	328	330
WP_001198107.1	lcl|NZ_VCHH01000062.1_cds_WP_001198107.1_2949	100.000	366	366
WP_001198107.1	lcl|NZ_VCHH01000062.1_cds_WP_000608294.1_2948	39.452	365	366
