WP_000340715.1	lcl|NZ_JQOM01000078.1_cds_WP_000340715.1_2186	100.000	86	106
WP_000410273.1	lcl|NZ_JQOM01000078.1_cds_WP_000410273.1_2187	100.000	314	314
WP_000410273.1	lcl|NZ_JQOM01000078.1_cds_WP_000646251.1_2190	25.705	319	314
WP_000410273.1	lcl|NZ_JQOM01000021.1_cds_WP_000744698.1_424	24.691	324	314
WP_000410273.1	lcl|NZ_JQOM01000162.1_cds_WP_000723090.1_3472	23.958	288	314
WP_000410273.1	lcl|NZ_JQOM01000078.1_cds_WP_001067557.1_2193	24.695	328	314
WP_000604524.1	lcl|NZ_JQOM01000078.1_cds_WP_000604524.1_2188	99.726	365	365
WP_000884059.1	lcl|NZ_JQOM01000078.1_cds_WP_000884059.1_2189	100.000	185	185
WP_000884059.1	lcl|NZ_JQOM01000115.1_cds_WP_000351733.1_2906	40.000	140	185
WP_000646255.1	lcl|NZ_JQOM01000078.1_cds_WP_000646251.1_2190	99.088	329	329
WP_000646255.1	lcl|NZ_JQOM01000021.1_cds_WP_000744698.1_424	32.063	315	329
WP_000646255.1	lcl|NZ_JQOM01000162.1_cds_WP_000723090.1_3472	31.045	335	329
WP_000646255.1	lcl|NZ_JQOM01000058.1_cds_WP_002109435.1_1627	31.148	305	329
WP_000646255.1	lcl|NZ_JQOM01000042.1_cds_WP_061237070.1_1134	30.183	328	329
WP_000646255.1	lcl|NZ_JQOM01000182.1_cds_WP_000709511.1_3678	29.538	325	329
WP_000646255.1	lcl|NZ_JQOM01000078.1_cds_WP_001067557.1_2193	30.350	257	329
WP_000646255.1	lcl|NZ_JQOM01000058.1_cds_WP_000688696.1_1647	28.975	283	329
WP_000646255.1	lcl|NZ_JQOM01000078.1_cds_WP_000475904.1_2240	27.737	274	329
WP_000646255.1	lcl|NZ_JQOM01000078.1_cds_WP_000410273.1_2187	26.019	319	329
WP_000646255.1	lcl|NZ_JQOM01000104.1_cds_WP_001074779.1_2704	28.679	265	329
WP_000646255.1	lcl|NZ_JQOM01000039.1_cds_WP_001003558.1_1025	25.150	334	329
WP_000646255.1	lcl|NZ_JQOM01000078.1_cds_WP_000378097.1_2210	25.581	172	329
WP_000774259.1	lcl|NZ_JQOM01000078.1_cds_WP_000774262.1_2191	98.127	267	267
WP_000774259.1	lcl|NZ_JQOM01000162.1_cds_WP_000842260.1_3471	26.316	190	267
WP_000774259.1	lcl|NZ_JQOM01000164.1_cds_WP_000667727.1_3512	31.818	110	267
WP_000774259.1	lcl|NZ_JQOM01000101.1_cds_WP_000805357.1_2640	26.190	210	267
WP_000612799.1	lcl|NZ_JQOM01000078.1_cds_WP_000602734.1_2192	99.018	509	509
WP_000612799.1	lcl|NZ_JQOM01000040.1_cds_WP_061236891.1_1077	26.606	327	509
WP_000612799.1	lcl|NZ_JQOM01000040.1_cds_WP_000364504.1_1076	31.111	90	509
WP_000612799.1	lcl|NZ_JQOM01000078.1_cds_WP_000602734.1_2192	99.018	509	509
WP_000612799.1	lcl|NZ_JQOM01000040.1_cds_WP_061236891.1_1077	26.606	327	509
WP_000612799.1	lcl|NZ_JQOM01000040.1_cds_WP_000364504.1_1076	31.111	90	509
WP_001067557.1	lcl|NZ_JQOM01000078.1_cds_WP_001067557.1_2193	100.000	330	330
WP_001067557.1	lcl|NZ_JQOM01000078.1_cds_WP_000646251.1_2190	28.990	307	330
