WP_000340715.1	lcl|NZ_AHNW02000048.1_cds_WP_000340715.1_2810	100.000	86	106
WP_000410273.1	lcl|NZ_AHNW02000048.1_cds_WP_000410268.1_2809	99.677	310	314
WP_000410273.1	lcl|NZ_AHNW02000048.1_cds_WP_000723079.1_2759	24.731	279	314
WP_000410273.1	lcl|NZ_AHNW02000154.1_cds_WP_000646254.1_189	25.705	319	314
WP_000410273.1	lcl|NZ_AHNW02000115.1_cds_WP_000744700.1_1192	24.691	324	314
WP_000410273.1	lcl|NZ_AHNW02000141.1_cds_WP_000723083.1_519	23.611	288	314
WP_000410273.1	lcl|NZ_AHNW02000048.1_cds_WP_000567886.1_2757	23.348	227	314
WP_000410273.1	lcl|NZ_AHNW02000052.1_cds_WP_025184291.1_2674	22.591	301	314
WP_000410273.1	lcl|NZ_AHNW02000154.1_cds_WP_001067557.1_186	24.695	328	314
WP_000604524.1	lcl|NZ_AHNW02000154.1_cds_WP_029782943.1_191	99.432	176	365
WP_000884059.1	lcl|NZ_AHNW02000154.1_cds_WP_000884059.1_190	100.000	185	185
WP_000884059.1	lcl|NZ_AHNW02000018.1_cds_WP_000351733.1_3929	40.000	140	185
WP_000884059.1	lcl|NZ_AHNW02000048.1_cds_WP_001047906.1_2778	33.898	177	185
WP_000646255.1	lcl|NZ_AHNW02000154.1_cds_WP_000646254.1_189	99.696	329	329
WP_000646255.1	lcl|NZ_AHNW02000048.1_cds_WP_000723079.1_2759	31.464	321	329
WP_000646255.1	lcl|NZ_AHNW02000115.1_cds_WP_000744700.1_1192	32.063	315	329
WP_000646255.1	lcl|NZ_AHNW02000141.1_cds_WP_000723083.1_519	31.343	335	329
WP_000646255.1	lcl|NZ_AHNW02000052.1_cds_WP_025184291.1_2674	31.475	305	329
WP_000646255.1	lcl|NZ_AHNW02000030.1_cds_WP_000649924.1_3652	30.183	328	329
WP_000646255.1	lcl|NZ_AHNW02000048.1_cds_WP_000567886.1_2757	29.180	305	329
WP_000646255.1	lcl|NZ_AHNW02000052.1_cds_WP_000709513.1_2683	29.730	333	329
WP_000646255.1	lcl|NZ_AHNW02000154.1_cds_WP_001067557.1_186	30.350	257	329
WP_000646255.1	lcl|NZ_AHNW02000052.1_cds_WP_000688693.1_2654	28.975	283	329
WP_000646255.1	lcl|NZ_AHNW02000069.1_cds_WP_000475901.1_2015	27.737	274	329
WP_000646255.1	lcl|NZ_AHNW02000048.1_cds_WP_000410268.1_2809	25.982	331	329
WP_000646255.1	lcl|NZ_AHNW02000048.1_cds_WP_000475907.1_2754	26.667	240	329
WP_000646255.1	lcl|NZ_AHNW02000033.1_cds_WP_001074779.1_3396	28.679	265	329
WP_000646255.1	lcl|NZ_AHNW02000030.1_cds_WP_001003557.1_3609	25.000	332	329
WP_000646255.1	lcl|NZ_AHNW02000010.1_cds_WP_000378097.1_4078	25.581	172	329
WP_000774259.1	lcl|NZ_AHNW02000154.1_cds_WP_000774259.1_188	99.625	267	267
WP_000774259.1	lcl|NZ_AHNW02000048.1_cds_WP_000043899.1_2758	27.027	185	267
WP_000774259.1	lcl|NZ_AHNW02000141.1_cds_WP_000842260.1_520	26.316	190	267
WP_000774259.1	lcl|NZ_AHNW02000052.1_cds_WP_000667727.1_2632	31.818	110	267
WP_000774259.1	lcl|NZ_AHNW02000095.1_cds_WP_000805357.1_1564	26.190	210	267
WP_000612799.1	lcl|NZ_AHNW02000154.1_cds_WP_000612798.1_187	99.607	509	509
WP_000612799.1	lcl|NZ_AHNW02000033.1_cds_WP_000291579.1_3472	26.606	327	509
WP_000612799.1	lcl|NZ_AHNW02000033.1_cds_WP_000364507.1_3471	31.111	90	509
WP_000612799.1	lcl|NZ_AHNW02000154.1_cds_WP_000612798.1_187	99.607	509	509
WP_000612799.1	lcl|NZ_AHNW02000033.1_cds_WP_000291579.1_3472	26.606	327	509
WP_000612799.1	lcl|NZ_AHNW02000033.1_cds_WP_000364507.1_3471	31.111	90	509
WP_001067557.1	lcl|NZ_AHNW02000154.1_cds_WP_001067557.1_186	100.000	330	330
WP_001067557.1	lcl|NZ_AHNW02000154.1_cds_WP_000646254.1_189	30.350	257	330
WP_001067557.1	lcl|NZ_AHNW02000048.1_cds_WP_000723079.1_2759	22.909	275	330
WP_001067557.1	lcl|NZ_AHNW02000052.1_cds_WP_025184291.1_2674	25.735	272	330
WP_001067557.1	lcl|NZ_AHNW02000030.1_cds_WP_001003557.1_3609	28.395	243	330
WP_001067557.1	lcl|NZ_AHNW02000115.1_cds_WP_000744700.1_1192	26.812	276	330
WP_001067557.1	lcl|NZ_AHNW02000141.1_cds_WP_000723083.1_519	23.423	333	330
WP_001067557.1	lcl|NZ_AHNW02000030.1_cds_WP_000649924.1_3652	28.854	253	330
WP_001067557.1	lcl|NZ_AHNW02000052.1_cds_WP_000688693.1_2654	25.292	257	330
WP_001198107.1	lcl|NZ_AHNW02000154.1_cds_WP_001198107.1_185	100.000	366	366
WP_001198107.1	lcl|NZ_AHNW02000154.1_cds_WP_000608294.1_184	39.452	365	366
WP_001198107.1	lcl|NZ_AHNW02000148.1_cds_WP_000575181.1_468	33.983	359	366
WP_001198107.1	lcl|NZ_AHNW02000048.1_cds_WP_000041235.1_2799	34.161	322	366
WP_001198107.1	lcl|NZ_AHNW02000010.1_cds_WP_000172659.1_4077	32.461	382	366
WP_001198107.1	lcl|NZ_AHNW02000052.1_cds_WP_001281953.1_2638	27.441	379	366
WP_001198107.1	lcl|NZ_AHNW02000048.1_cds_WP_002099944.1_2784	30.513	390	366
WP_001198107.1	lcl|NZ_AHNW02000007.1_cds_WP_000228801.1_4175	31.845	336	366
WP_001198107.1	lcl|NZ_AHNW02000064.1_cds_WP_000538754.1_2257	29.972	357	366
WP_001198107.1	lcl|NZ_AHNW02000048.1_cds_WP_001117631.1_2802	37.864	206	366
WP_001198107.1	lcl|NZ_AHNW02000038.1_cds_WP_001982414.1_3112	31.579	190	366
WP_001198107.1	lcl|NZ_AHNW02000085.1_cds_WP_025184309.1_1854	30.952	84	366
WP_000608291.1	lcl|NZ_AHNW02000154.1_cds_WP_000608294.1_184	99.728	367	367
WP_000608291.1	lcl|NZ_AHNW02000154.1_cds_WP_001198107.1_185	39.452	365	367
WP_000608291.1	lcl|NZ_AHNW02000148.1_cds_WP_000575181.1_468	36.585	369	367
WP_000608291.1	lcl|NZ_AHNW02000010.1_cds_WP_000172659.1_4077	32.514	366	367
WP_000608291.1	lcl|NZ_AHNW02000048.1_cds_WP_002099944.1_2784	31.720	372	367
WP_000608291.1	lcl|NZ_AHNW02000064.1_cds_WP_000538754.1_2257	30.189	371	367
WP_000608291.1	lcl|NZ_AHNW02000007.1_cds_WP_000228801.1_4175	39.147	258	367
WP_000608291.1	lcl|NZ_AHNW02000052.1_cds_WP_001281953.1_2638	30.208	384	367
WP_000608291.1	lcl|NZ_AHNW02000048.1_cds_WP_000041235.1_2799	33.681	288	367
WP_000608291.1	lcl|NZ_AHNW02000048.1_cds_WP_001117631.1_2802	28.448	348	367
WP_000608291.1	lcl|NZ_AHNW02000038.1_cds_WP_001982414.1_3112	25.698	358	367
WP_000608291.1	lcl|NZ_AHNW02000085.1_cds_WP_025184309.1_1854	41.667	84	367
WP_000689739.1	lcl|NZ_AHNW02000154.1_cds_WP_000689740.1_183	99.265	544	544
WP_000689739.1	lcl|NZ_AHNW02000027.1_cds_WP_000584316.1_3764	33.766	77	544
WP_000689739.1	lcl|NZ_AHNW02000154.1_cds_WP_000689740.1_183	99.265	544	544
WP_000689739.1	lcl|NZ_AHNW02000027.1_cds_WP_000584316.1_3764	33.766	77	544
WP_000342716.1	lcl|NZ_AHNW02000154.1_cds_WP_000342716.1_182	100.000	265	265
WP_000342716.1	lcl|NZ_AHNW02000152.1_cds_WP_001002662.1_211	44.856	243	265
WP_001246623.1	lcl|NZ_AHNW02000154.1_cds_WP_001245635.1_181	98.710	310	310
WP_001246623.1	lcl|NZ_AHNW02000140.1_cds_WP_000501205.1_631	38.816	304	310
WP_001246623.1	lcl|NZ_AHNW02000167.1_cds_WP_001183716.1_90	25.163	306	310
WP_001246623.1	lcl|NZ_AHNW02000003.1_cds_WP_000279890.1_4231	24.427	262	310
WP_001246623.1	lcl|NZ_AHNW02000154.1_cds_WP_001245635.1_181	98.710	310	310
WP_001246623.1	lcl|NZ_AHNW02000140.1_cds_WP_000501205.1_631	38.816	304	310
WP_001246623.1	lcl|NZ_AHNW02000167.1_cds_WP_001183716.1_90	25.163	306	310
WP_001246623.1	lcl|NZ_AHNW02000003.1_cds_WP_000279890.1_4231	24.427	262	310
WP_000479984.1	lcl|NZ_AHNW02000154.1_cds_WP_000479980.1_180	99.621	264	264
WP_000715958.1	lcl|NZ_AHNW02000154.1_cds_WP_000715958.1_179	100.000	131	131
WP_001088861.1	lcl|NZ_AHNW02000154.1_cds_LEP1GSC110_RS30000_178	88.618	123	144
WP_001088861.1	lcl|NZ_AHNW02000154.1_cds_LEP1GSC110_RS30000_178	62.162	74	144
WP_001088861.1	lcl|NZ_AHNW02000001.1_cds_WP_002100450.1_4407	44.643	56	144
WP_000517242.1	lcl|NZ_AHNW02000154.1_cds_WP_000517242.1_177	100.000	221	221
WP_000517242.1	lcl|NZ_AHNW02000115.1_cds_WP_001082181.1_1107	28.205	78	221
WP_000517242.1	lcl|NZ_AHNW02000048.1_cds_WP_001075145.1_2793	32.432	111	221
WP_000517242.1	lcl|NZ_AHNW02000140.1_cds_WP_001069827.1_651	27.523	109	221
WP_000721883.1	lcl|NZ_AHNW02000010.1_cds_WP_000378097.1_4078	27.391	230	283
WP_000221107.1	lcl|NZ_AHNW02000115.1_cds_WP_001082181.1_1107	31.973	147	388
WP_000221107.1	lcl|NZ_AHNW02000056.1_cds_WP_025184293.1_2581	29.808	208	388
WP_000221107.1	lcl|NZ_AHNW02000140.1_cds_WP_000347685.1_652	32.867	143	388
WP_000221107.1	lcl|NZ_AHNW02000033.1_cds_WP_000402849.1_3331	26.531	147	388
WP_000221107.1	lcl|NZ_AHNW02000007.1_cds_LEP1GSC110_RS36600_4172	28.462	130	388
WP_000221107.1	lcl|NZ_AHNW02000048.1_cds_WP_001075145.1_2793	33.684	95	388
WP_000275679.1	lcl|NZ_AHNW02000024.1_cds_LEP1GSC110_RS12485_3789	33.574	277	416
WP_000275679.1	lcl|NZ_AHNW02000023.1_cds_WP_002131177.1_3791	38.095	63	416
WP_000834719.1	lcl|NZ_AHNW02000112.1_cds_WP_000172203.1_1269	34.518	394	605
WP_000834719.1	lcl|NZ_AHNW02000064.1_cds_WP_000667646.1_2232	41.870	246	605
WP_000834719.1	lcl|NZ_AHNW02000030.1_cds_WP_000828456.1_3723	44.954	218	605
WP_000834719.1	lcl|NZ_AHNW02000010.1_cds_WP_002072224.1_4079	32.246	276	605
WP_000834719.1	lcl|NZ_AHNW02000048.1_cds_WP_000615263.1_2783	35.377	212	605
WP_000834719.1	lcl|NZ_AHNW02000030.1_cds_WP_001052496.1_3588	31.933	238	605
WP_000834719.1	lcl|NZ_AHNW02000033.1_cds_WP_000047473.1_3466	30.942	223	605
WP_000834719.1	lcl|NZ_AHNW02000130.1_cds_WP_000598571.1_858	28.205	234	605
WP_000834719.1	lcl|NZ_AHNW02000057.1_cds_WP_000510770.1_2526	30.041	243	605
WP_000834719.1	lcl|NZ_AHNW02000112.1_cds_WP_002100161.1_1255	27.848	237	605
WP_000834719.1	lcl|NZ_AHNW02000096.1_cds_WP_000536754.1_1488	30.137	219	605
WP_000834719.1	lcl|NZ_AHNW02000091.1_cds_WP_000666552.1_1698	30.088	226	605
WP_000834719.1	lcl|NZ_AHNW02000033.1_cds_WP_001161019.1_3283	28.807	243	605
WP_000834719.1	lcl|NZ_AHNW02000052.1_cds_WP_000619178.1_2725	27.459	244	605
WP_000834719.1	lcl|NZ_AHNW02000065.1_cds_WP_001288322.1_2183	29.688	192	605
WP_000834719.1	lcl|NZ_AHNW02000018.1_cds_WP_001089498.1_3928	30.085	236	605
WP_000834719.1	lcl|NZ_AHNW02000152.1_cds_WP_001982953.1_262	24.125	257	605
WP_000834719.1	lcl|NZ_AHNW02000090.1_cds_WP_000184524.1_1758	31.731	208	605
WP_000834719.1	lcl|NZ_AHNW02000098.1_cds_WP_000136057.1_1448	26.484	219	605
WP_000834719.1	lcl|NZ_AHNW02000112.1_cds_WP_000172203.1_1269	34.518	394	605
WP_000834719.1	lcl|NZ_AHNW02000064.1_cds_WP_000667646.1_2232	41.870	246	605
WP_000834719.1	lcl|NZ_AHNW02000030.1_cds_WP_000828456.1_3723	44.954	218	605
WP_000834719.1	lcl|NZ_AHNW02000010.1_cds_WP_002072224.1_4079	32.246	276	605
WP_000834719.1	lcl|NZ_AHNW02000048.1_cds_WP_000615263.1_2783	35.377	212	605
WP_000834719.1	lcl|NZ_AHNW02000030.1_cds_WP_001052496.1_3588	31.933	238	605
WP_000834719.1	lcl|NZ_AHNW02000033.1_cds_WP_000047473.1_3466	30.942	223	605
WP_000834719.1	lcl|NZ_AHNW02000130.1_cds_WP_000598571.1_858	28.205	234	605
WP_000834719.1	lcl|NZ_AHNW02000057.1_cds_WP_000510770.1_2526	30.041	243	605
WP_000834719.1	lcl|NZ_AHNW02000112.1_cds_WP_002100161.1_1255	27.848	237	605
WP_000834719.1	lcl|NZ_AHNW02000096.1_cds_WP_000536754.1_1488	30.137	219	605
WP_000834719.1	lcl|NZ_AHNW02000091.1_cds_WP_000666552.1_1698	30.088	226	605
WP_000834719.1	lcl|NZ_AHNW02000033.1_cds_WP_001161019.1_3283	28.807	243	605
WP_000834719.1	lcl|NZ_AHNW02000052.1_cds_WP_000619178.1_2725	27.459	244	605
WP_000834719.1	lcl|NZ_AHNW02000065.1_cds_WP_001288322.1_2183	29.688	192	605
WP_000834719.1	lcl|NZ_AHNW02000018.1_cds_WP_001089498.1_3928	30.085	236	605
WP_000834719.1	lcl|NZ_AHNW02000152.1_cds_WP_001982953.1_262	24.125	257	605
WP_000834719.1	lcl|NZ_AHNW02000090.1_cds_WP_000184524.1_1758	31.731	208	605
WP_000834719.1	lcl|NZ_AHNW02000098.1_cds_WP_000136057.1_1448	26.484	219	605
WP_000799637.1	lcl|NZ_AHNW02000148.1_cds_WP_000343395.1_467	31.655	139	142
WP_001206408.1	lcl|NZ_AHNW02000140.1_cds_WP_001069827.1_651	30.357	168	244
WP_001206408.1	lcl|NZ_AHNW02000140.1_cds_WP_000347685.1_652	25.000	152	244
WP_001206408.1	lcl|NZ_AHNW02000056.1_cds_WP_025184293.1_2581	29.091	110	244
WP_001206408.1	lcl|NZ_AHNW02000007.1_cds_LEP1GSC110_RS36600_4172	26.718	131	244
WP_000579813.1	lcl|NZ_AHNW02000136.1_cds_WP_000840861.1_790	32.484	314	315
WP_000579813.1	lcl|NZ_AHNW02000095.1_cds_WP_000868621.1_1586	32.381	105	315
WP_000579813.1	lcl|NZ_AHNW02000048.1_cds_WP_000651740.1_2764	34.694	98	315
WP_000579813.1	lcl|NZ_AHNW02000148.1_cds_WP_001068976.1_470	29.348	92	315
WP_000132018.1	lcl|NZ_AHNW02000098.1_cds_WP_000721859.1_1454	32.075	106	228
WP_000132018.1	lcl|NZ_AHNW02000050.1_cds_WP_001035155.1_2744	26.490	151	228
WP_000132018.1	lcl|NZ_AHNW02000014.1_cds_WP_000696059.1_3982	24.561	171	228
WP_000600891.1	lcl|NZ_AHNW02000048.1_cds_WP_000723079.1_2759	74.164	329	330
WP_000600891.1	lcl|NZ_AHNW02000154.1_cds_WP_000646254.1_189	33.725	255	330
WP_000600891.1	lcl|NZ_AHNW02000030.1_cds_WP_000649924.1_3652	30.128	312	330
WP_000600891.1	lcl|NZ_AHNW02000048.1_cds_WP_000567886.1_2757	27.362	307	330
WP_000600891.1	lcl|NZ_AHNW02000141.1_cds_WP_000723083.1_519	27.988	343	330
WP_000600891.1	lcl|NZ_AHNW02000052.1_cds_WP_025184291.1_2674	28.707	317	330
WP_000600891.1	lcl|NZ_AHNW02000115.1_cds_WP_000744700.1_1192	28.182	330	330
WP_000600891.1	lcl|NZ_AHNW02000052.1_cds_WP_000709513.1_2683	25.234	321	330
WP_000600891.1	lcl|NZ_AHNW02000154.1_cds_WP_001067557.1_186	26.692	266	330
WP_000600891.1	lcl|NZ_AHNW02000048.1_cds_WP_000475907.1_2754	28.099	242	330
WP_000600891.1	lcl|NZ_AHNW02000069.1_cds_WP_000475901.1_2015	33.333	129	330
WP_000600891.1	lcl|NZ_AHNW02000048.1_cds_WP_000410268.1_2809	23.636	275	330
WP_000600891.1	lcl|NZ_AHNW02000010.1_cds_WP_000378097.1_4078	25.616	203	330
WP_000600891.1	lcl|NZ_AHNW02000030.1_cds_WP_001003557.1_3609	27.222	180	330
WP_000947841.1	lcl|NZ_AHNW02000052.1_cds_WP_001281953.1_2638	28.796	382	387
WP_000947841.1	lcl|NZ_AHNW02000007.1_cds_WP_000228801.1_4175	28.947	342	387
WP_000947841.1	lcl|NZ_AHNW02000048.1_cds_WP_002099944.1_2784	27.249	378	387
WP_000947841.1	lcl|NZ_AHNW02000048.1_cds_WP_001117631.1_2802	32.824	262	387
WP_000947841.1	lcl|NZ_AHNW02000148.1_cds_WP_000575181.1_468	29.388	245	387
WP_000947841.1	lcl|NZ_AHNW02000010.1_cds_WP_000172659.1_4077	27.778	360	387
WP_000947841.1	lcl|NZ_AHNW02000154.1_cds_WP_000608294.1_184	26.124	356	387
WP_000947841.1	lcl|NZ_AHNW02000048.1_cds_WP_000041235.1_2799	26.493	268	387
WP_000947841.1	lcl|NZ_AHNW02000154.1_cds_WP_001198107.1_185	26.361	349	387
WP_000947841.1	lcl|NZ_AHNW02000064.1_cds_WP_000538754.1_2257	28.251	223	387
WP_000947841.1	lcl|NZ_AHNW02000038.1_cds_WP_001982414.1_3112	26.502	283	387
WP_000516590.1	lcl|NZ_AHNW02000141.1_cds_WP_000841463.1_559	30.769	104	206
WP_000516590.1	lcl|NZ_AHNW02000003.1_cds_LEP1GSC110_RS10330_4337	24.348	115	206
WP_001230563.1	lcl|NZ_AHNW02000048.1_cds_WP_001136119.1_2806	36.578	339	344
WP_001230563.1	lcl|NZ_AHNW02000010.1_cds_WP_001033784.1_4069	34.251	327	344
WP_001230563.1	lcl|NZ_AHNW02000048.1_cds_WP_002099946.1_2787	36.957	276	344
WP_001230563.1	lcl|NZ_AHNW02000140.1_cds_WP_001011666.1_589	38.078	281	344
WP_001230563.1	lcl|NZ_AHNW02000010.1_cds_WP_002072154.1_4075	27.729	339	344
WP_001230563.1	lcl|NZ_AHNW02000048.1_cds_WP_001136119.1_2806	36.578	339	344
WP_001230563.1	lcl|NZ_AHNW02000010.1_cds_WP_001033784.1_4069	34.251	327	344
WP_001230563.1	lcl|NZ_AHNW02000048.1_cds_WP_002099946.1_2787	36.957	276	344
WP_001230563.1	lcl|NZ_AHNW02000140.1_cds_WP_001011666.1_589	38.078	281	344
WP_001230563.1	lcl|NZ_AHNW02000010.1_cds_WP_002072154.1_4075	27.729	339	344
WP_000823146.1	lcl|NZ_AHNW02000069.1_cds_LEP1GSC110_RS21240_2017	26.897	145	387
WP_000800439.1	lcl|NZ_AHNW02000048.1_cds_WP_000043899.1_2758	31.507	219	351
WP_000800439.1	lcl|NZ_AHNW02000154.1_cds_WP_000774259.1_188	24.786	234	351
WP_000800439.1	lcl|NZ_AHNW02000141.1_cds_WP_000842260.1_520	31.183	186	351
WP_000800439.1	lcl|NZ_AHNW02000056.1_cds_WP_000102499.1_2576	32.407	108	351
WP_000800439.1	lcl|NZ_AHNW02000115.1_cds_WP_000371240.1_1197	32.184	87	351
WP_000800439.1	lcl|NZ_AHNW02000048.1_cds_WP_000043899.1_2758	31.507	219	351
WP_000800439.1	lcl|NZ_AHNW02000154.1_cds_WP_000774259.1_188	24.786	234	351
WP_000800439.1	lcl|NZ_AHNW02000141.1_cds_WP_000842260.1_520	31.183	186	351
WP_000800439.1	lcl|NZ_AHNW02000056.1_cds_WP_000102499.1_2576	32.407	108	351
WP_000800439.1	lcl|NZ_AHNW02000115.1_cds_WP_000371240.1_1197	32.184	87	351
WP_000582623.1	lcl|NZ_AHNW02000010.1_cds_WP_001033784.1_4069	35.258	329	753
WP_000582623.1	lcl|NZ_AHNW02000048.1_cds_WP_001136119.1_2806	34.663	326	753
WP_000582623.1	lcl|NZ_AHNW02000048.1_cds_WP_002099946.1_2787	33.824	272	753
WP_000582623.1	lcl|NZ_AHNW02000140.1_cds_WP_001011666.1_589	32.923	325	753
WP_000582623.1	lcl|NZ_AHNW02000010.1_cds_WP_002072154.1_4075	27.863	262	753
WP_000582623.1	lcl|NZ_AHNW02000010.1_cds_WP_001033784.1_4069	35.258	329	753
WP_000582623.1	lcl|NZ_AHNW02000048.1_cds_WP_001136119.1_2806	34.663	326	753
WP_000582623.1	lcl|NZ_AHNW02000048.1_cds_WP_002099946.1_2787	33.824	272	753
WP_000582623.1	lcl|NZ_AHNW02000140.1_cds_WP_001011666.1_589	32.923	325	753
WP_000582623.1	lcl|NZ_AHNW02000010.1_cds_WP_002072154.1_4075	27.863	262	753
WP_000582623.1	lcl|NZ_AHNW02000010.1_cds_WP_001033784.1_4069	35.258	329	753
WP_000582623.1	lcl|NZ_AHNW02000048.1_cds_WP_001136119.1_2806	34.663	326	753
WP_000582623.1	lcl|NZ_AHNW02000048.1_cds_WP_002099946.1_2787	33.824	272	753
WP_000582623.1	lcl|NZ_AHNW02000140.1_cds_WP_001011666.1_589	32.923	325	753
WP_000582623.1	lcl|NZ_AHNW02000010.1_cds_WP_002072154.1_4075	27.863	262	753
WP_000582623.1	lcl|NZ_AHNW02000010.1_cds_WP_001033784.1_4069	35.258	329	753
WP_000582623.1	lcl|NZ_AHNW02000048.1_cds_WP_001136119.1_2806	34.663	326	753
WP_000582623.1	lcl|NZ_AHNW02000048.1_cds_WP_002099946.1_2787	33.824	272	753
