WP_000340715.1	lcl|NZ_AKWH02000012.1_cds_WP_000340713.1_3311	95.349	86	106
WP_000410273.1	lcl|NZ_AKWH02000012.1_cds_WP_004768487.1_3310	95.161	310	314
WP_000410273.1	lcl|NZ_AKWH02000008.1_cds_WP_004753565.1_3621	24.691	324	314
WP_000410273.1	lcl|NZ_AKWH02000012.1_cds_WP_004768436.1_3264	22.680	291	314
WP_000410273.1	lcl|NZ_AKWH02000012.1_cds_WP_004755262.1_3237	23.843	281	314
WP_000410273.1	lcl|NZ_AKWH02000012.1_cds_WP_004768472.1_3262	21.474	312	314
WP_000410273.1	lcl|NZ_AKWH02000021.1_cds_WP_004751543.1_2723	24.359	234	314
WP_000884059.1	lcl|NZ_AKWH02000043.1_cds_WP_004752075.1_1375	40.714	140	185
WP_000884059.1	lcl|NZ_AKWH02000012.1_cds_WP_002725884.1_3281	34.463	177	185
WP_000646255.1	lcl|NZ_AKWH02000012.1_cds_WP_004768436.1_3264	31.034	319	329
WP_000646255.1	lcl|NZ_AKWH02000008.1_cds_WP_004753565.1_3621	31.429	315	329
WP_000646255.1	lcl|NZ_AKWH02000012.1_cds_WP_004755262.1_3237	31.045	335	329
WP_000646255.1	lcl|NZ_AKWH02000021.1_cds_WP_004751543.1_2723	31.169	308	329
WP_000646255.1	lcl|NZ_AKWH02000072.1_cds_WP_004768899.1_449	30.816	331	329
WP_000646255.1	lcl|NZ_AKWH02000012.1_cds_WP_004768472.1_3262	28.387	310	329
WP_000646255.1	lcl|NZ_AKWH02000021.1_cds_WP_004762820.1_2712	29.305	331	329
WP_000646255.1	lcl|NZ_AKWH02000027.1_cds_WP_004769131.1_2491	29.091	275	329
WP_000646255.1	lcl|NZ_AKWH02000012.1_cds_WP_004768487.1_3310	25.305	328	329
WP_000646255.1	lcl|NZ_AKWH02000012.1_cds_WP_002759862.1_3259	26.642	274	329
WP_000646255.1	lcl|NZ_AKWH02000015.1_cds_WP_004768084.1_3104	26.230	244	329
WP_000646255.1	lcl|NZ_AKWH02000018.1_cds_WP_004769914.1_2915	28.839	267	329
WP_000646255.1	lcl|NZ_AKWH02000077.1_cds_WP_004750263.1_281	25.191	262	329
WP_000646255.1	lcl|NZ_AKWH02000073.1_cds_WP_004771695.1_350	27.823	248	329
WP_000774259.1	lcl|NZ_AKWH02000012.1_cds_WP_002725899.1_3263	29.293	198	267
WP_000774259.1	lcl|NZ_AKWH02000012.1_cds_WP_004754191.1_3236	25.926	189	267
WP_000774259.1	lcl|NZ_AKWH02000027.1_cds_WP_004760150.1_2469	27.461	193	267
WP_000774259.1	lcl|NZ_AKWH02000003.1_cds_WP_004758210.1_3967	26.190	210	267
WP_000612799.1	lcl|NZ_AKWH02000018.1_cds_WP_004751764.1_2987	27.523	327	509
WP_000612799.1	lcl|NZ_AKWH02000018.1_cds_WP_004767754.1_2986	31.111	90	509
WP_000612799.1	lcl|NZ_AKWH02000018.1_cds_WP_004751764.1_2987	27.523	327	509
WP_000612799.1	lcl|NZ_AKWH02000018.1_cds_WP_004767754.1_2986	31.111	90	509
WP_001067557.1	lcl|NZ_AKWH02000021.1_cds_WP_004751543.1_2723	26.568	271	330
WP_001067557.1	lcl|NZ_AKWH02000012.1_cds_WP_004768436.1_3264	23.273	275	330
WP_001067557.1	lcl|NZ_AKWH02000012.1_cds_WP_004755262.1_3237	24.642	349	330
WP_001067557.1	lcl|NZ_AKWH02000015.1_cds_WP_004768084.1_3104	27.572	243	330
WP_001067557.1	lcl|NZ_AKWH02000008.1_cds_WP_004753565.1_3621	26.812	276	330
WP_001067557.1	lcl|NZ_AKWH02000072.1_cds_WP_004768899.1_449	28.854	253	330
WP_001067557.1	lcl|NZ_AKWH02000027.1_cds_WP_004769131.1_2491	25.551	227	330
WP_001067557.1	lcl|NZ_AKWH02000073.1_cds_WP_004771695.1_350	23.973	292	330
WP_001198107.1	lcl|NZ_AKWH02000012.1_cds_WP_004768410.1_3244	33.811	349	366
WP_001198107.1	lcl|NZ_AKWH02000012.1_cds_WP_004768382.1_3300	34.202	307	366
WP_001198107.1	lcl|NZ_AKWH02000027.1_cds_WP_004754030.1_2475	27.968	379	366
WP_001198107.1	lcl|NZ_AKWH02000012.1_cds_WP_002759991.1_3287	30.769	390	366
WP_001198107.1	lcl|NZ_AKWH02000012.1_cds_WP_004768391.1_3303	38.350	206	366
WP_001198107.1	lcl|NZ_AKWH02000062.1_cds_WP_004752829.1_898	30.252	357	366
WP_001198107.1	lcl|NZ_AKWH02000062.1_cds_WP_004771239.1_823	32.105	190	366
WP_000608291.1	lcl|NZ_AKWH02000012.1_cds_WP_004768410.1_3244	35.977	353	367
WP_000608291.1	lcl|NZ_AKWH02000012.1_cds_WP_002759991.1_3287	31.989	372	367
WP_000608291.1	lcl|NZ_AKWH02000062.1_cds_WP_004752829.1_898	30.352	369	367
WP_000608291.1	lcl|NZ_AKWH02000027.1_cds_WP_004754030.1_2475	30.649	385	367
WP_000608291.1	lcl|NZ_AKWH02000012.1_cds_WP_004768382.1_3300	31.361	338	367
