WP_000340715.1	lcl|NZ_JQRH01000041.1_cds_WP_004462903.1_1733	95.349	86	106
WP_000410273.1	lcl|NZ_JQRH01000041.1_cds_WP_004477867.1_1732	92.357	314	314
WP_000410273.1	lcl|NZ_JQRH01000001.1_cds_WP_004461583.1_13	24.611	321	314
WP_000410273.1	lcl|NZ_JQRH01000005.1_cds_WP_004487738.1_198	25.000	332	314
WP_000410273.1	lcl|NZ_JQRH01000049.1_cds_WP_004462127.1_2076	22.464	276	314
WP_000410273.1	lcl|NZ_JQRH01000049.1_cds_WP_004476514.1_2016	23.843	281	314
WP_000410273.1	lcl|NZ_JQRH01000130.1_cds_WP_004468319.1_3376	22.353	170	314
WP_000410273.1	lcl|NZ_JQRH01000038.1_cds_WP_004461234.1_1609	25.359	209	314
WP_000884059.1	lcl|NZ_JQRH01000029.1_cds_WP_004460143.1_1289	35.616	146	185
WP_000646255.1	lcl|NZ_JQRH01000041.1_cds_WP_004462894.1_1729	30.925	346	329
WP_000646255.1	lcl|NZ_JQRH01000001.1_cds_WP_004461583.1_13	29.841	315	329
WP_000646255.1	lcl|NZ_JQRH01000049.1_cds_WP_004462127.1_2076	31.104	299	329
WP_000646255.1	lcl|NZ_JQRH01000049.1_cds_WP_004476514.1_2016	31.045	335	329
WP_000646255.1	lcl|NZ_JQRH01000038.1_cds_WP_004461234.1_1609	32.476	311	329
WP_000646255.1	lcl|NZ_JQRH01000130.1_cds_WP_004468319.1_3376	27.381	336	329
WP_000646255.1	lcl|NZ_JQRH01000005.1_cds_WP_004487738.1_198	29.193	322	329
WP_000646255.1	lcl|NZ_JQRH01000038.1_cds_WP_004461242.1_1606	28.485	330	329
WP_000646255.1	lcl|NZ_JQRH01000049.1_cds_WP_008394668.1_2042	25.000	268	329
WP_000646255.1	lcl|NZ_JQRH01000055.1_cds_WP_032917901.1_2192	24.638	345	329
WP_000646255.1	lcl|NZ_JQRH01000041.1_cds_WP_004477867.1_1732	27.037	270	329
WP_000646255.1	lcl|NZ_JQRH01000049.1_cds_WP_004472277.1_2034	26.471	238	329
WP_000646255.1	lcl|NZ_JQRH01000113.1_cds_WP_004470510.1_3230	27.099	262	329
WP_000646255.1	lcl|NZ_JQRH01000040.1_cds_WP_004476349.1_1703	25.076	331	329
WP_000646255.1	lcl|NZ_JQRH01000087.1_cds_WP_004472818.1_2881	27.273	286	329
WP_000646255.1	lcl|NZ_JQRH01000049.1_cds_WP_061236312.1_2044	33.884	121	329
WP_000774259.1	lcl|NZ_JQRH01000049.1_cds_WP_004491544.1_2071	24.424	217	267
WP_000774259.1	lcl|NZ_JQRH01000049.1_cds_WP_061236313.1_2045	24.590	244	267
WP_000774259.1	lcl|NZ_JQRH01000082.1_cds_WP_004468365.1_2793	30.457	197	267
WP_000774259.1	lcl|NZ_JQRH01000049.1_cds_WP_004476528.1_2015	26.316	190	267
WP_000774259.1	lcl|NZ_JQRH01000130.1_cds_WP_004477855.1_3375	27.692	195	267
WP_000774259.1	lcl|NZ_JQRH01000008.1_cds_WP_017863400.1_319	26.442	208	267
WP_000612799.1	lcl|NZ_JQRH01000068.1_cds_WP_004483518.1_2556	26.769	325	509
WP_000612799.1	lcl|NZ_JQRH01000068.1_cds_WP_004460640.1_2557	33.333	90	509
WP_000612799.1	lcl|NZ_JQRH01000068.1_cds_WP_004483518.1_2556	26.769	325	509
WP_000612799.1	lcl|NZ_JQRH01000068.1_cds_WP_004460640.1_2557	33.333	90	509
WP_001067557.1	lcl|NZ_JQRH01000038.1_cds_WP_004461234.1_1609	26.007	273	330
WP_001067557.1	lcl|NZ_JQRH01000049.1_cds_WP_004462127.1_2076	23.792	269	330
WP_001067557.1	lcl|NZ_JQRH01000001.1_cds_WP_004461583.1_13	28.261	276	330
WP_001067557.1	lcl|NZ_JQRH01000049.1_cds_WP_004476514.1_2016	25.749	334	330
WP_001067557.1	lcl|NZ_JQRH01000055.1_cds_WP_032917901.1_2192	26.154	260	330
WP_001067557.1	lcl|NZ_JQRH01000040.1_cds_WP_004476349.1_1703	25.514	243	330
WP_001067557.1	lcl|NZ_JQRH01000041.1_cds_WP_004462894.1_1729	27.586	232	330
WP_001067557.1	lcl|NZ_JQRH01000005.1_cds_WP_004487738.1_198	28.287	251	330
