WP_000340715.1	lcl|NZ_ANIG01000085.1_cds_WP_002725873.1_3254	91.860	86	106
WP_000410273.1	lcl|NZ_ANIG01000085.1_cds_WP_002733579.1_3253	92.994	314	314
WP_000410273.1	lcl|NZ_ANIG01000085.1_cds_WP_002733534.1_3250	25.078	319	314
WP_000410273.1	lcl|NZ_ANIG01000003.1_cds_WP_002722638.1_170	22.769	325	314
WP_000410273.1	lcl|NZ_ANIG01000085.1_cds_WP_002727919.1_3155	24.555	281	314
WP_000410273.1	lcl|NZ_ANIG01000094.1_cds_WP_002728309.1_3479	25.402	311	314
WP_000410273.1	lcl|NZ_ANIG01000031.1_cds_WP_002729504.1_1272	22.353	170	314
WP_000410273.1	lcl|NZ_ANIG01000085.1_cds_WP_016749081.1_3223	22.769	325	314
WP_000604524.1	lcl|NZ_ANIG01000085.1_cds_WP_026054882.1_3252	85.479	365	365
WP_000884059.1	lcl|NZ_ANIG01000085.1_cds_WP_002733646.1_3251	95.676	185	185
WP_000884059.1	lcl|NZ_ANIG01000067.1_cds_WP_002721790.1_2508	36.301	146	185
WP_000646255.1	lcl|NZ_ANIG01000085.1_cds_WP_002733534.1_3250	97.568	329	329
WP_000646255.1	lcl|NZ_ANIG01000085.1_cds_WP_002727919.1_3155	30.746	335	329
WP_000646255.1	lcl|NZ_ANIG01000003.1_cds_WP_002722638.1_170	30.159	315	329
WP_000646255.1	lcl|NZ_ANIG01000094.1_cds_WP_002728309.1_3479	30.868	311	329
WP_000646255.1	lcl|NZ_ANIG01000031.1_cds_WP_002729504.1_1272	27.566	341	329
WP_000646255.1	lcl|NZ_ANIG01000085.1_cds_WP_002733638.1_3215	27.874	348	329
WP_000646255.1	lcl|NZ_ANIG01000074.1_cds_WP_016757558.1_2893	29.712	313	329
WP_000646255.1	lcl|NZ_ANIG01000094.1_cds_WP_002728316.1_3476	27.879	330	329
WP_000646255.1	lcl|NZ_ANIG01000085.1_cds_WP_002733546.1_3180	25.000	268	329
WP_000646255.1	lcl|NZ_ANIG01000085.1_cds_WP_016749079.1_3247	28.990	307	329
WP_000646255.1	lcl|NZ_ANIG01000022.1_cds_WP_002732331.1_793	25.369	339	329
WP_000646255.1	lcl|NZ_ANIG01000085.1_cds_WP_002733579.1_3253	27.711	249	329
WP_000646255.1	lcl|NZ_ANIG01000085.1_cds_WP_016758107.1_3172	27.007	274	329
WP_000646255.1	lcl|NZ_ANIG01000085.1_cds_WP_002744551.1_3221	28.519	270	329
WP_000646255.1	lcl|NZ_ANIG01000085.1_cds_WP_016749081.1_3223	23.659	317	329
WP_000646255.1	lcl|NZ_ANIG01000070.1_cds_WP_002728462.1_2698	26.792	265	329
WP_000646255.1	lcl|NZ_ANIG01000003.1_cds_WP_002721725.1_81	25.076	331	329
WP_000646255.1	lcl|NZ_ANIG01000057.1_cds_WP_002728696.1_2096	27.309	249	329
WP_000646255.1	lcl|NZ_ANIG01000085.1_cds_WP_002733757.1_3182	31.034	174	329
WP_000774259.1	lcl|NZ_ANIG01000085.1_cds_WP_016757373.1_3249	92.509	267	267
WP_000774259.1	lcl|NZ_ANIG01000085.1_cds_WP_002733775.1_3210	24.153	236	267
WP_000774259.1	lcl|NZ_ANIG01000085.1_cds_WP_002738295.1_3183	24.303	251	267
WP_000774259.1	lcl|NZ_ANIG01000085.1_cds_WP_002727921.1_3154	26.455	189	267
WP_000774259.1	lcl|NZ_ANIG01000002.1_cds_WP_002758629.1_58	33.636	110	267
WP_000774259.1	lcl|NZ_ANIG01000031.1_cds_WP_002729513.1_1271	27.225	191	267
WP_000774259.1	lcl|NZ_ANIG01000083.1_cds_WP_002766579.1_3046	25.000	208	267
WP_000612799.1	lcl|NZ_ANIG01000085.1_cds_WP_002738292.1_3248	97.053	509	509
WP_000612799.1	lcl|NZ_ANIG01000070.1_cds_WP_002728536.1_2626	26.791	321	509
WP_000612799.1	lcl|NZ_ANIG01000070.1_cds_WP_002728534.1_2627	31.111	90	509
WP_000612799.1	lcl|NZ_ANIG01000085.1_cds_WP_002738292.1_3248	97.053	509	509
WP_000612799.1	lcl|NZ_ANIG01000070.1_cds_WP_002728536.1_2626	26.791	321	509
WP_000612799.1	lcl|NZ_ANIG01000070.1_cds_WP_002728534.1_2627	31.111	90	509
WP_001067557.1	lcl|NZ_ANIG01000085.1_cds_WP_016749079.1_3247	94.848	330	330
WP_001067557.1	lcl|NZ_ANIG01000094.1_cds_WP_002728309.1_3479	26.740	273	330
WP_001067557.1	lcl|NZ_ANIG01000085.1_cds_WP_002733534.1_3250	28.990	307	330
WP_001067557.1	lcl|NZ_ANIG01000085.1_cds_WP_016749081.1_3223	30.317	221	330
WP_001067557.1	lcl|NZ_ANIG01000003.1_cds_WP_002722638.1_170	27.425	299	330
WP_001067557.1	lcl|NZ_ANIG01000085.1_cds_WP_002727919.1_3155	26.183	317	330
WP_001067557.1	lcl|NZ_ANIG01000022.1_cds_WP_002732331.1_793	27.193	228	330
WP_001067557.1	lcl|NZ_ANIG01000003.1_cds_WP_002721725.1_81	24.898	245	330
WP_001067557.1	lcl|NZ_ANIG01000074.1_cds_WP_016757558.1_2893	26.183	317	330
WP_001067557.1	lcl|NZ_ANIG01000085.1_cds_WP_002733546.1_3180	25.275	273	330
WP_001067557.1	lcl|NZ_ANIG01000031.1_cds_WP_002729504.1_1272	25.352	142	330
WP_001067557.1	lcl|NZ_ANIG01000085.1_cds_WP_002733638.1_3215	25.965	285	330
WP_001067557.1	lcl|NZ_ANIG01000085.1_cds_WP_002733579.1_3253	24.540	326	330
WP_001067557.1	lcl|NZ_ANIG01000070.1_cds_WP_002728462.1_2698	26.639	244	330
WP_001067557.1	lcl|NZ_ANIG01000057.1_cds_WP_002728696.1_2096	26.014	296	330
WP_001067557.1	lcl|NZ_ANIG01000017.1_cds_WP_002739707.1_538	25.781	128	330
WP_001198107.1	lcl|NZ_ANIG01000085.1_cds_WP_002733737.1_3227	33.616	354	366
WP_001198107.1	lcl|NZ_ANIG01000085.1_cds_WP_002727932.1_3161	32.861	353	366
WP_001198107.1	lcl|NZ_ANIG01000001.1_cds_WP_016757992.1_1	28.042	378	366
WP_001198107.1	lcl|NZ_ANIG01000061.1_cds_WP_002724694.1_2285	30.471	361	366
WP_001198107.1	lcl|NZ_ANIG01000085.1_cds_WP_002733730.1_3207	26.966	356	366
