WP_000340715.1	lcl|NZ_JAPDQZ010000008.1_cds_WP_000340715.1_3464	100.000	86	106
WP_000410273.1	lcl|NZ_JAPDQZ010000008.1_cds_WP_000410273.1_3465	100.000	314	314
WP_000410273.1	lcl|NZ_JAPDQZ010000008.1_cds_WP_000093099.1_3485	46.988	83	314
WP_000410273.1	lcl|NZ_JAPDQZ010000008.1_cds_WP_000646250.1_3468	25.705	319	314
WP_000410273.1	lcl|NZ_JAPDQZ010000015.1_cds_WP_000744700.1_861	24.691	324	314
WP_000410273.1	lcl|NZ_JAPDQZ010000008.1_cds_WP_000600889.1_3494	25.269	186	314
WP_000410273.1	lcl|NZ_JAPDQZ010000008.1_cds_WP_000723090.1_3547	23.958	288	314
WP_000410273.1	lcl|NZ_JAPDQZ010000008.1_cds_WP_001067557.1_3471	24.695	328	314
WP_000604524.1	lcl|NZ_JAPDQZ010000008.1_cds_WP_000604524.1_3466	99.726	365	365
WP_000884059.1	lcl|NZ_JAPDQZ010000008.1_cds_WP_000884059.1_3467	100.000	185	185
WP_000884059.1	lcl|NZ_JAPDQZ010000001.1_cds_WP_000351733.1_52	40.000	140	185
WP_000646255.1	lcl|NZ_JAPDQZ010000008.1_cds_WP_000646250.1_3468	98.480	329	329
WP_000646255.1	lcl|NZ_JAPDQZ010000015.1_cds_WP_000744700.1_861	32.063	315	329
WP_000646255.1	lcl|NZ_JAPDQZ010000008.1_cds_WP_000723090.1_3547	31.045	335	329
WP_000646255.1	lcl|NZ_JAPDQZ010000008.1_cds_WP_000600889.1_3494	34.109	258	329
WP_000646255.1	lcl|NZ_JAPDQZ010000021.1_cds_WP_001984071.1_1575	31.475	305	329
WP_000646255.1	lcl|NZ_JAPDQZ010000002.1_cds_WP_000649925.1_1426	30.183	328	329
WP_000646255.1	lcl|NZ_JAPDQZ010000002.1_cds_WP_000709511.1_1360	29.538	325	329
WP_000646255.1	lcl|NZ_JAPDQZ010000008.1_cds_WP_000601375.1_3521	25.091	275	329
WP_000646255.1	lcl|NZ_JAPDQZ010000008.1_cds_WP_001067557.1_3471	30.350	257	329
WP_000646255.1	lcl|NZ_JAPDQZ010000021.1_cds_WP_000688695.1_1555	28.975	283	329
WP_000646255.1	lcl|NZ_JAPDQZ010000008.1_cds_WP_000475904.1_3530	27.737	274	329
WP_000646255.1	lcl|NZ_JAPDQZ010000008.1_cds_WP_000410273.1_3465	26.019	319	329
WP_000646255.1	lcl|NZ_JAPDQZ010000001.1_cds_WP_001074785.1_256	29.057	265	329
WP_000646255.1	lcl|NZ_JAPDQZ010000017.1_cds_WP_001003555.1_1048	25.148	338	329
WP_000646255.1	lcl|NZ_JAPDQZ010000008.1_cds_WP_000487322.1_3519	27.077	325	329
WP_000774259.1	lcl|NZ_JAPDQZ010000008.1_cds_WP_000774262.1_3469	98.127	267	267
WP_000774259.1	lcl|NZ_JAPDQZ010000008.1_cds_WP_000859505.1_3518	25.820	244	267
WP_000774259.1	lcl|NZ_JAPDQZ010000008.1_cds_WP_000800438.1_3499	24.786	234	267
WP_000774259.1	lcl|NZ_JAPDQZ010000008.1_cds_WP_000842260.1_3548	26.316	190	267
