WP_000340715.1	lcl|NZ_ANNL01000057.1_cds_WP_000340715.1_1587	100.000	86	106
WP_000410273.1	lcl|NZ_ANNL01000057.1_cds_WP_000712241.1_1586	99.363	314	314
WP_000410273.1	lcl|NZ_ANNL01000057.1_cds_WP_000646240.1_1583	27.612	268	314
WP_000410273.1	lcl|NZ_ANNL01000055.1_cds_WP_000744700.1_1421	24.691	324	314
WP_000410273.1	lcl|NZ_ANNL01000057.1_cds_WP_000723084.1_1516	24.306	288	314
WP_000410273.1	lcl|NZ_ANNL01000057.1_cds_WP_001067557.1_1580	24.695	328	314
WP_000604524.1	lcl|NZ_ANNL01000057.1_cds_WP_000604524.1_1585	99.726	365	365
WP_000884059.1	lcl|NZ_ANNL01000057.1_cds_WP_000884058.1_1584	98.919	185	185
WP_000884059.1	lcl|NZ_ANNL01000118.1_cds_WP_000351733.1_3361	40.000	140	185
WP_000646255.1	lcl|NZ_ANNL01000057.1_cds_WP_000646240.1_1583	98.480	329	329
WP_000646255.1	lcl|NZ_ANNL01000055.1_cds_WP_000744700.1_1421	32.063	315	329
WP_000646255.1	lcl|NZ_ANNL01000057.1_cds_WP_000723084.1_1516	31.343	335	329
WP_000646255.1	lcl|NZ_ANNL01000115.1_cds_WP_001984071.1_3214	31.475	305	329
WP_000646255.1	lcl|NZ_ANNL01000023.1_cds_WP_000649924.1_661	30.183	328	329
WP_000646255.1	lcl|NZ_ANNL01000015.1_cds_WP_000709512.1_404	29.730	333	329
WP_000646255.1	lcl|NZ_ANNL01000057.1_cds_WP_001067557.1_1580	30.350	257	329
WP_000646255.1	lcl|NZ_ANNL01000057.1_cds_WP_000475906.1_1533	27.007	274	329
WP_000646255.1	lcl|NZ_ANNL01000115.1_cds_LEP1GSC013_RS01000000127235_3194	30.481	187	329
WP_000646255.1	lcl|NZ_ANNL01000115.1_cds_LEP1GSC013_RS01000000127235_3194	28.235	85	329
WP_000646255.1	lcl|NZ_ANNL01000057.1_cds_WP_000712241.1_1586	25.705	319	329
WP_000646255.1	lcl|NZ_ANNL01000094.1_cds_WP_001074785.1_2714	29.057	265	329
WP_000646255.1	lcl|NZ_ANNL01000091.1_cds_WP_001003551.1_2560	25.301	332	329
WP_000646255.1	lcl|NZ_ANNL01000057.1_cds_WP_000378096.1_1563	25.581	172	329
WP_000774259.1	lcl|NZ_ANNL01000057.1_cds_WP_000774257.1_1582	99.251	267	267
WP_000774259.1	lcl|NZ_ANNL01000057.1_cds_WP_000842260.1_1515	26.316	190	267
WP_000774259.1	lcl|NZ_ANNL01000085.1_cds_WP_000667728.1_2376	31.818	110	267
WP_000774259.1	lcl|NZ_ANNL01000003.1_cds_WP_000805356.1_62	26.190	210	267
WP_000612799.1	lcl|NZ_ANNL01000057.1_cds_WP_010679538.1_1581	99.214	509	509
WP_000612799.1	lcl|NZ_ANNL01000060.1_cds_WP_000291587.1_1629	26.606	327	509
WP_000612799.1	lcl|NZ_ANNL01000060.1_cds_WP_000364507.1_1630	31.111	90	509
WP_000612799.1	lcl|NZ_ANNL01000057.1_cds_WP_010679538.1_1581	99.214	509	509
WP_000612799.1	lcl|NZ_ANNL01000060.1_cds_WP_000291587.1_1629	26.606	327	509
