WP_000340715.1	lcl|NZ_MVAF01000021.1_cds_WP_000340715.1_2191	100.000	86	106
WP_000410273.1	lcl|NZ_MVAF01000021.1_cds_WP_000410273.1_2190	100.000	314	314
WP_000410273.1	lcl|NZ_MVAF01000021.1_cds_WP_000646250.1_2187	25.705	319	314
WP_000410273.1	lcl|NZ_MVAF01000026.1_cds_WP_000744700.1_730	24.691	324	314
WP_000410273.1	lcl|NZ_MVAF01000055.1_cds_WP_000723092.1_3010	23.875	289	314
WP_000410273.1	lcl|NZ_MVAF01000063.1_cds_WP_001033107.1_3650	20.000	265	314
WP_000410273.1	lcl|NZ_MVAF01000021.1_cds_WP_001067556.1_2184	24.695	328	314
WP_000604524.1	lcl|NZ_MVAF01000021.1_cds_WP_001967810.1_2189	99.452	365	365
WP_000884059.1	lcl|NZ_MVAF01000021.1_cds_WP_082267446.1_2188	99.459	185	185
WP_000884059.1	lcl|NZ_MVAF01000005.1_cds_WP_000351733.1_2887	40.000	140	185
WP_000646255.1	lcl|NZ_MVAF01000021.1_cds_WP_000646250.1_2187	98.480	329	329
WP_000646255.1	lcl|NZ_MVAF01000026.1_cds_WP_000744700.1_730	32.063	315	329
WP_000646255.1	lcl|NZ_MVAF01000055.1_cds_WP_000723092.1_3010	31.045	335	329
WP_000646255.1	lcl|NZ_MVAF01000013.1_cds_WP_001984071.1_3967	31.475	305	329
WP_000646255.1	lcl|NZ_MVAF01000059.1_cds_WP_000699346.1_3035	30.655	336	329
WP_000646255.1	lcl|NZ_MVAF01000029.1_cds_WP_000649923.1_824	30.183	328	329
WP_000646255.1	lcl|NZ_MVAF01000013.1_cds_WP_000709513.1_3977	29.730	333	329
WP_000646255.1	lcl|NZ_MVAF01000021.1_cds_WP_001067556.1_2184	30.350	257	329
WP_000646255.1	lcl|NZ_MVAF01000040.1_cds_WP_000688696.1_2499	28.975	283	329
WP_000646255.1	lcl|NZ_MVAF01000084.1_cds_WP_000475904.1_286	27.737	274	329
WP_000646255.1	lcl|NZ_MVAF01000021.1_cds_WP_000410273.1_2190	26.019	319	329
WP_000646255.1	lcl|NZ_MVAF01000060.1_cds_WP_001074785.1_3893	29.057	265	329
WP_000646255.1	lcl|NZ_MVAF01000063.1_cds_WP_001033107.1_3650	26.367	311	329
WP_000646255.1	lcl|NZ_MVAF01000020.1_cds_WP_001003557.1_3520	25.000	332	329
WP_000774259.1	lcl|NZ_MVAF01000021.1_cds_WP_000774256.1_2186	98.127	267	267
WP_000774259.1	lcl|NZ_MVAF01000055.1_cds_WP_000842260.1_3009	26.316	190	267
WP_000774259.1	lcl|NZ_MVAF01000036.1_cds_WP_000667727.1_1927	31.818	110	267
