WP_000340715.1	lcl|NZ_AOVE01000063.1_cds_WP_000340715.1_818	100.000	86	106
WP_000410273.1	lcl|NZ_AOVE01000063.1_cds_WP_000410273.1_817	100.000	314	314
WP_000410273.1	lcl|NZ_AOVE01000063.1_cds_WP_000093099.1_797	46.988	83	314
WP_000410273.1	lcl|NZ_AOVE01000063.1_cds_WP_000646252.1_814	25.705	319	314
WP_000410273.1	lcl|NZ_AOVE01000153.1_cds_WP_000744700.1_3216	24.691	324	314
WP_000410273.1	lcl|NZ_AOVE01000063.1_cds_WP_000600889.1_788	25.269	186	314
WP_000410273.1	lcl|NZ_AOVE01000063.1_cds_WP_000723090.1_735	23.958	288	314
WP_000410273.1	lcl|NZ_AOVE01000063.1_cds_WP_001067557.1_811	24.695	328	314
WP_000604524.1	lcl|NZ_AOVE01000063.1_cds_WP_000604524.1_816	99.726	365	365
WP_000884059.1	lcl|NZ_AOVE01000063.1_cds_WP_000884059.1_815	100.000	185	185
WP_000884059.1	lcl|NZ_AOVE01000023.1_cds_WP_000351733.1_243	40.000	140	185
WP_000646255.1	lcl|NZ_AOVE01000063.1_cds_WP_000646252.1_814	98.176	329	329
WP_000646255.1	lcl|NZ_AOVE01000153.1_cds_WP_000744700.1_3216	32.063	315	329
WP_000646255.1	lcl|NZ_AOVE01000063.1_cds_WP_000723090.1_735	31.045	335	329
WP_000646255.1	lcl|NZ_AOVE01000063.1_cds_WP_000600889.1_788	34.109	258	329
WP_000646255.1	lcl|NZ_AOVE01000162.1_cds_WP_001984071.1_3659	31.475	305	329
WP_000646255.1	lcl|NZ_AOVE01000110.1_cds_WP_000649925.1_1836	30.183	328	329
WP_000646255.1	lcl|NZ_AOVE01000069.1_cds_WP_000709511.1_935	29.538	325	329
WP_000646255.1	lcl|NZ_AOVE01000063.1_cds_WP_000601375.1_761	25.091	275	329
WP_000646255.1	lcl|NZ_AOVE01000063.1_cds_WP_001067557.1_811	30.350	257	329
WP_000646255.1	lcl|NZ_AOVE01000162.1_cds_WP_000688695.1_3639	28.975	283	329
WP_000646255.1	lcl|NZ_AOVE01000063.1_cds_WP_000475904.1_752	27.737	274	329
WP_000646255.1	lcl|NZ_AOVE01000063.1_cds_WP_000410273.1_817	26.019	319	329
WP_000646255.1	lcl|NZ_AOVE01000067.1_cds_WP_001074785.1_903	29.057	265	329
WP_000646255.1	lcl|NZ_AOVE01000127.1_cds_WP_001003555.1_2335	25.148	338	329
WP_000646255.1	lcl|NZ_AOVE01000063.1_cds_WP_000487322.1_763	27.077	325	329
WP_000774259.1	lcl|NZ_AOVE01000063.1_cds_WP_000774262.1_813	98.127	267	267
WP_000774259.1	lcl|NZ_AOVE01000063.1_cds_WP_000859505.1_764	25.820	244	267
WP_000774259.1	lcl|NZ_AOVE01000063.1_cds_WP_000800438.1_783	24.786	234	267
WP_000774259.1	lcl|NZ_AOVE01000063.1_cds_WP_000842260.1_734	26.316	190	267
WP_000774259.1	lcl|NZ_AOVE01000070.1_cds_WP_000667727.1_956	31.818	110	267
WP_000774259.1	lcl|NZ_AOVE01000107.1_cds_WP_000805357.1_1766	26.190	210	267
WP_000612799.1	lcl|NZ_AOVE01000063.1_cds_WP_000612797.1_812	98.821	509	509
WP_000612799.1	lcl|NZ_AOVE01000125.1_cds_WP_000291591.1_2141	26.606	327	509
WP_000612799.1	lcl|NZ_AOVE01000125.1_cds_WP_000364507.1_2142	31.111	90	509
WP_000612799.1	lcl|NZ_AOVE01000063.1_cds_WP_000612797.1_812	98.821	509	509
WP_000612799.1	lcl|NZ_AOVE01000125.1_cds_WP_000291591.1_2141	26.606	327	509
WP_000612799.1	lcl|NZ_AOVE01000125.1_cds_WP_000364507.1_2142	31.111	90	509
WP_001067557.1	lcl|NZ_AOVE01000063.1_cds_WP_001067557.1_811	100.000	330	330
WP_001067557.1	lcl|NZ_AOVE01000063.1_cds_WP_000646252.1_814	28.664	307	330
WP_001067557.1	lcl|NZ_AOVE01000063.1_cds_WP_000600889.1_788	26.316	266	330
WP_001067557.1	lcl|NZ_AOVE01000162.1_cds_WP_001984071.1_3659	25.735	272	330
WP_001067557.1	lcl|NZ_AOVE01000127.1_cds_WP_001003555.1_2335	28.395	243	330
WP_001067557.1	lcl|NZ_AOVE01000153.1_cds_WP_000744700.1_3216	26.812	276	330
WP_001067557.1	lcl|NZ_AOVE01000063.1_cds_WP_000723090.1_735	23.724	333	330
WP_001067557.1	lcl|NZ_AOVE01000110.1_cds_WP_000649925.1_1836	28.854	253	330
WP_001067557.1	lcl|NZ_AOVE01000162.1_cds_WP_000688695.1_3639	25.681	257	330
WP_001067557.1	lcl|NZ_AOVE01000063.1_cds_WP_000601375.1_761	26.545	275	330
WP_001067557.1	lcl|NZ_AOVE01000063.1_cds_WP_000410273.1_817	24.695	328	330
WP_001198107.1	lcl|NZ_AOVE01000063.1_cds_WP_001198107.1_810	100.000	366	366
WP_001198107.1	lcl|NZ_AOVE01000063.1_cds_WP_000608295.1_809	39.726	365	366
WP_001198107.1	lcl|NZ_AOVE01000063.1_cds_WP_000575178.1_741	34.262	359	366
WP_001198107.1	lcl|NZ_AOVE01000139.1_cds_WP_001281953.1_2770	27.441	379	366
WP_001198107.1	lcl|NZ_AOVE01000063.1_cds_WP_000346036.1_780	28.090	356	366
WP_001198107.1	lcl|NZ_AOVE01000063.1_cds_WP_000582222.1_799	31.111	360	366
WP_001198107.1	lcl|NZ_AOVE01000152.1_cds_WP_000538752.1_3105	29.692	357	366
WP_001198107.1	lcl|NZ_AOVE01000063.1_cds_WP_000947844.1_787	26.667	345	366
WP_001198107.1	lcl|NZ_AOVE01000129.1_cds_WP_001982414.1_2437	31.579	190	366
WP_000608291.1	lcl|NZ_AOVE01000063.1_cds_WP_000608295.1_809	99.455	367	367
WP_000608291.1	lcl|NZ_AOVE01000063.1_cds_WP_001198107.1_810	39.452	365	367
WP_000608291.1	lcl|NZ_AOVE01000063.1_cds_WP_000575178.1_741	36.856	369	367
WP_000608291.1	lcl|NZ_AOVE01000152.1_cds_WP_000538752.1_3105	30.189	371	367
WP_000608291.1	lcl|NZ_AOVE01000063.1_cds_WP_000582222.1_799	36.278	317	367
WP_000608291.1	lcl|NZ_AOVE01000139.1_cds_WP_001281953.1_2770	30.208	384	367
WP_000608291.1	lcl|NZ_AOVE01000063.1_cds_WP_000346036.1_780	24.734	376	367
WP_000608291.1	lcl|NZ_AOVE01000063.1_cds_WP_000947844.1_787	26.404	356	367
WP_000608291.1	lcl|NZ_AOVE01000129.1_cds_WP_001982414.1_2437	25.698	358	367
WP_000689739.1	lcl|NZ_AOVE01000063.1_cds_WP_000689743.1_808	99.081	544	544
WP_000689739.1	lcl|NZ_AOVE01000063.1_cds_WP_000689743.1_808	99.081	544	544
WP_000342716.1	lcl|NZ_AOVE01000063.1_cds_WP_000342713.1_807	99.623	265	265
WP_000342716.1	lcl|NZ_AOVE01000056.1_cds_WP_001002663.1_667	44.856	243	265
WP_001246623.1	lcl|NZ_AOVE01000063.1_cds_WP_001246618.1_806	95.806	310	310
WP_001246623.1	lcl|NZ_AOVE01000038.1_cds_WP_000501205.1_461	38.816	304	310
WP_001246623.1	lcl|NZ_AOVE01000166.1_cds_WP_001183723.1_3768	25.163	306	310
WP_001246623.1	lcl|NZ_AOVE01000154.1_cds_WP_000279894.1_3254	24.809	262	310
WP_001246623.1	lcl|NZ_AOVE01000063.1_cds_WP_001246618.1_806	95.806	310	310
WP_001246623.1	lcl|NZ_AOVE01000038.1_cds_WP_000501205.1_461	38.816	304	310
WP_001246623.1	lcl|NZ_AOVE01000166.1_cds_WP_001183723.1_3768	25.163	306	310
WP_001246623.1	lcl|NZ_AOVE01000154.1_cds_WP_000279894.1_3254	24.809	262	310
WP_000479984.1	lcl|NZ_AOVE01000063.1_cds_WP_000479982.1_805	99.242	264	264
