WP_000340715.1	lcl|NZ_MTSS01000018.1_cds_WP_004462903.1_1229	95.349	86	106
WP_000410273.1	lcl|NZ_MTSS01000018.1_cds_WP_004472299.1_1228	92.581	310	314
WP_000410273.1	lcl|NZ_MTSS01000002.1_cds_WP_008393339.1_1421	24.611	321	314
WP_000410273.1	lcl|NZ_MTSS01000018.1_cds_WP_075979400.1_1225	27.138	269	314
WP_000410273.1	lcl|NZ_MTSS01000002.1_cds_WP_004472946.1_1537	25.000	332	314
WP_000410273.1	lcl|NZ_MTSS01000026.1_cds_WP_008394652.1_2015	23.843	281	314
WP_000410273.1	lcl|NZ_MTSS01000001.1_cds_WP_075979556.1_53	22.353	170	314
WP_000410273.1	lcl|NZ_MTSS01000017.1_cds_WP_075978853.1_1132	25.359	209	314
WP_000604524.1	lcl|NZ_MTSS01000018.1_cds_WP_004472260.1_1227	83.836	365	365
WP_000884059.1	lcl|NZ_MTSS01000018.1_cds_WP_004485986.1_1226	94.054	185	185
WP_000884059.1	lcl|NZ_MTSS01000005.1_cds_WP_004460143.1_2959	35.616	146	185
WP_000646255.1	lcl|NZ_MTSS01000018.1_cds_WP_075979400.1_1225	92.683	328	329
WP_000646255.1	lcl|NZ_MTSS01000002.1_cds_WP_008393339.1_1421	29.841	315	329
WP_000646255.1	lcl|NZ_MTSS01000026.1_cds_WP_008394652.1_2015	31.045	335	329
WP_000646255.1	lcl|NZ_MTSS01000017.1_cds_WP_075978853.1_1132	32.154	311	329
WP_000646255.1	lcl|NZ_MTSS01000001.1_cds_WP_075979556.1_53	27.381	336	329
WP_000646255.1	lcl|NZ_MTSS01000002.1_cds_WP_004472946.1_1537	28.882	322	329
WP_000646255.1	lcl|NZ_MTSS01000017.1_cds_WP_004467290.1_1129	28.261	322	329
WP_000646255.1	lcl|NZ_MTSS01000018.1_cds_WP_046951346.1_1222	31.128	257	329
WP_000646255.1	lcl|NZ_MTSS01000006.1_cds_WP_032917901.1_3032	24.638	345	329
WP_000646255.1	lcl|NZ_MTSS01000018.1_cds_WP_004472299.1_1228	27.037	270	329
WP_000646255.1	lcl|NZ_MTSS01000003.1_cds_WP_004464543.1_2238	27.099	262	329
WP_000646255.1	lcl|NZ_MTSS01000026.1_cds_WP_075979416.1_2033	26.050	238	329
WP_000646255.1	lcl|NZ_MTSS01000006.1_cds_WP_046951193.1_3172	24.773	331	329
WP_000646255.1	lcl|NZ_MTSS01000006.1_cds_WP_004472818.1_3083	27.273	286	329
WP_000646255.1	lcl|NZ_MTSS01000018.1_cds_WP_020783617.1_1201	22.674	172	329
WP_000774259.1	lcl|NZ_MTSS01000018.1_cds_WP_004472235.1_1224	89.513	267	267
WP_000774259.1	lcl|NZ_MTSS01000001.1_cds_WP_004477560.1_22	30.457	197	267
WP_000774259.1	lcl|NZ_MTSS01000026.1_cds_WP_004475142.1_2014	26.316	190	267
WP_000774259.1	lcl|NZ_MTSS01000001.1_cds_WP_075979564.1_54	27.692	195	267
WP_000774259.1	lcl|NZ_MTSS01000007.1_cds_WP_016754360.1_3221	26.442	208	267
WP_000612799.1	lcl|NZ_MTSS01000018.1_cds_WP_046951347.1_1223	92.941	510	509
WP_000612799.1	lcl|NZ_MTSS01000020.1_cds_WP_004473482.1_1648	27.077	325	509
WP_000612799.1	lcl|NZ_MTSS01000020.1_cds_WP_004460640.1_1649	33.333	90	509
WP_000612799.1	lcl|NZ_MTSS01000018.1_cds_WP_046951347.1_1223	92.941	510	509
WP_000612799.1	lcl|NZ_MTSS01000020.1_cds_WP_004473482.1_1648	27.077	325	509
WP_000612799.1	lcl|NZ_MTSS01000020.1_cds_WP_004460640.1_1649	33.333	90	509
WP_001067557.1	lcl|NZ_MTSS01000018.1_cds_WP_046951346.1_1222	93.030	330	330
WP_001067557.1	lcl|NZ_MTSS01000018.1_cds_WP_075979400.1_1225	29.316	307	330
WP_001067557.1	lcl|NZ_MTSS01000017.1_cds_WP_075978853.1_1132	25.641	273	330
WP_001067557.1	lcl|NZ_MTSS01000002.1_cds_WP_008393339.1_1421	27.899	276	330
WP_001067557.1	lcl|NZ_MTSS01000026.1_cds_WP_008394652.1_2015	25.449	334	330
WP_001067557.1	lcl|NZ_MTSS01000006.1_cds_WP_032917901.1_3032	26.154	260	330
WP_001067557.1	lcl|NZ_MTSS01000006.1_cds_WP_046951193.1_3172	25.514	243	330
WP_001067557.1	lcl|NZ_MTSS01000002.1_cds_WP_004472946.1_1537	28.455	246	330
WP_001067557.1	lcl|NZ_MTSS01000018.1_cds_WP_020783617.1_1201	27.333	150	330
WP_001067557.1	lcl|NZ_MTSS01000001.1_cds_WP_075979556.1_53	24.460	139	330
WP_001067557.1	lcl|NZ_MTSS01000018.1_cds_WP_004472299.1_1228	24.012	329	330
WP_001067557.1	lcl|NZ_MTSS01000003.1_cds_WP_004464543.1_2238	28.462	130	330
WP_001198107.1	lcl|NZ_MTSS01000018.1_cds_WP_004485964.1_1221	93.443	366	366
WP_001198107.1	lcl|NZ_MTSS01000018.1_cds_WP_004472364.1_1220	39.452	365	366
WP_001198107.1	lcl|NZ_MTSS01000026.1_cds_WP_004462146.1_2022	32.857	350	366
WP_001198107.1	lcl|NZ_MTSS01000018.1_cds_WP_075979428.1_1200	32.723	382	366
WP_001198107.1	lcl|NZ_MTSS01000001.1_cds_WP_004466571.1_16	28.191	376	366
WP_001198107.1	lcl|NZ_MTSS01000001.1_cds_WP_075979591.1_135	30.337	356	366
WP_001198107.1	lcl|NZ_MTSS01000006.1_cds_WP_004473876.1_3033	30.645	186	366
WP_000608291.1	lcl|NZ_MTSS01000018.1_cds_WP_004472364.1_1220	90.191	367	367
WP_000608291.1	lcl|NZ_MTSS01000018.1_cds_WP_004485964.1_1221	39.178	365	367
WP_000608291.1	lcl|NZ_MTSS01000026.1_cds_WP_004462146.1_2022	36.571	350	367
WP_000608291.1	lcl|NZ_MTSS01000018.1_cds_WP_075979428.1_1200	31.781	365	367
WP_000608291.1	lcl|NZ_MTSS01000001.1_cds_WP_075979591.1_135	34.884	344	367
WP_000608291.1	lcl|NZ_MTSS01000001.1_cds_WP_004466571.1_16	30.079	379	367
WP_000608291.1	lcl|NZ_MTSS01000006.1_cds_WP_004473876.1_3033	27.095	358	367
WP_000689739.1	lcl|NZ_MTSS01000018.1_cds_WP_075979401.1_1219	85.478	544	544
WP_000689739.1	lcl|NZ_MTSS01000018.1_cds_WP_075979401.1_1219	85.478	544	544
WP_000342716.1	lcl|NZ_MTSS01000018.1_cds_WP_004470185.1_1218	90.943	265	265
WP_000342716.1	lcl|NZ_MTSS01000001.1_cds_WP_004492542.1_189	43.725	247	265
WP_001246623.1	lcl|NZ_MTSS01000018.1_cds_WP_075979402.1_1217	91.290	310	310
WP_001246623.1	lcl|NZ_MTSS01000011.1_cds_WP_004462784.1_512	38.983	295	310
WP_001246623.1	lcl|NZ_MTSS01000010.1_cds_WP_075979106.1_436	26.861	309	310
WP_001246623.1	lcl|NZ_MTSS01000003.1_cds_WP_004462208.1_2205	27.820	133	310
WP_001246623.1	lcl|NZ_MTSS01000018.1_cds_WP_075979402.1_1217	91.290	310	310
WP_001246623.1	lcl|NZ_MTSS01000011.1_cds_WP_004462784.1_512	38.983	295	310
WP_001246623.1	lcl|NZ_MTSS01000010.1_cds_WP_075979106.1_436	26.861	309	310
WP_001246623.1	lcl|NZ_MTSS01000003.1_cds_WP_004462208.1_2205	27.820	133	310
WP_000479984.1	lcl|NZ_MTSS01000018.1_cds_WP_075979403.1_1216	90.909	264	264
WP_000715958.1	lcl|NZ_MTSS01000018.1_cds_WP_075979404.1_1215	91.473	129	131
WP_001088861.1	lcl|NZ_MTSS01000018.1_cds_WP_032927584.1_1214	92.361	144	144
WP_001088861.1	lcl|NZ_MTSS01000010.1_cds_WP_004462309.1_406	41.270	63	144
WP_000517242.1	lcl|NZ_MTSS01000018.1_cds_WP_046951652.1_1213	94.118	221	221
WP_000517242.1	lcl|NZ_MTSS01000005.1_cds_WP_004472978.1_2783	29.808	104	221
WP_000721883.1	lcl|NZ_MTSS01000018.1_cds_WP_020783617.1_1201	28.384	229	283
WP_000221107.1	lcl|NZ_MTSS01000002.1_cds_WP_004469895.1_1448	31.333	150	388
WP_000221107.1	lcl|NZ_MTSS01000026.1_cds_WP_032929185.1_2045	28.571	245	388
WP_000221107.1	lcl|NZ_MTSS01000005.1_cds_WP_004462595.1_2784	29.787	141	388
WP_000221107.1	lcl|NZ_MTSS01000010.1_cds_WP_004475523.1_424	25.097	259	388
WP_000221107.1	lcl|NZ_MTSS01000026.1_cds_WP_032912597.1_2038	34.524	84	388
WP_000221107.1	lcl|NZ_MTSS01000007.1_cds_WP_075979545.1_3212	25.175	143	388
WP_000406134.1	lcl|NZ_MTSS01000018.1_cds_WP_004470226.1_1208	79.032	372	372
WP_000275679.1	lcl|NZ_MTSS01000018.1_cds_WP_075979408.1_1207	30.081	369	416
WP_000275679.1	lcl|NZ_MTSS01000018.1_cds_BWD12_RS15765_1204	29.032	248	416
WP_000834719.1	lcl|NZ_MTSS01000001.1_cds_WP_075979625.1_255	34.828	379	605
WP_000834719.1	lcl|NZ_MTSS01000002.1_cds_WP_017863782.1_1611	39.216	255	605
WP_000834719.1	lcl|NZ_MTSS01000006.1_cds_WP_004480428.1_3115	45.872	218	605
WP_000834719.1	lcl|NZ_MTSS01000018.1_cds_WP_075979429.1_1202	33.696	276	605
WP_000834719.1	lcl|NZ_MTSS01000017.1_cds_WP_075979359.1_1162	30.932	236	605
WP_000834719.1	lcl|NZ_MTSS01000006.1_cds_WP_004473839.1_3143	32.857	210	605
WP_000834719.1	lcl|NZ_MTSS01000020.1_cds_WP_004460645.1_1654	29.583	240	605
WP_000834719.1	lcl|NZ_MTSS01000031.1_cds_WP_004461439.1_2429	30.165	242	605
WP_000834719.1	lcl|NZ_MTSS01000006.1_cds_WP_075979713.1_3099	28.634	227	605
WP_000834719.1	lcl|NZ_MTSS01000005.1_cds_WP_004460145.1_2958	30.932	236	605
WP_000834719.1	lcl|NZ_MTSS01000003.1_cds_WP_004464005.1_2379	31.330	233	605
WP_000834719.1	lcl|NZ_MTSS01000001.1_cds_WP_075979608.1_165	27.004	237	605
WP_000834719.1	lcl|NZ_MTSS01000005.1_cds_WP_004473583.1_2939	28.947	228	605
WP_000834719.1	lcl|NZ_MTSS01000004.1_cds_WP_004466296.1_2671	29.108	213	605
WP_000834719.1	lcl|NZ_MTSS01000001.1_cds_WP_004458038.1_297	29.534	193	605
WP_000834719.1	lcl|NZ_MTSS01000002.1_cds_WP_004469508.1_1492	27.049	244	605
WP_000834719.1	lcl|NZ_MTSS01000021.1_cds_WP_004461812.1_1746	27.064	218	605
WP_000834719.1	lcl|NZ_MTSS01000021.1_cds_BWD12_RS17310_1756	24.675	154	605
WP_000834719.1	lcl|NZ_MTSS01000024.1_cds_WP_004483041.1_1906	24.793	242	605
WP_000834719.1	lcl|NZ_MTSS01000001.1_cds_WP_075979625.1_255	34.828	379	605
WP_000834719.1	lcl|NZ_MTSS01000002.1_cds_WP_017863782.1_1611	39.216	255	605
WP_000834719.1	lcl|NZ_MTSS01000006.1_cds_WP_004480428.1_3115	45.872	218	605
WP_000834719.1	lcl|NZ_MTSS01000018.1_cds_WP_075979429.1_1202	33.696	276	605
WP_000834719.1	lcl|NZ_MTSS01000017.1_cds_WP_075979359.1_1162	30.932	236	605
WP_000834719.1	lcl|NZ_MTSS01000006.1_cds_WP_004473839.1_3143	32.857	210	605
WP_000834719.1	lcl|NZ_MTSS01000020.1_cds_WP_004460645.1_1654	29.583	240	605
WP_000834719.1	lcl|NZ_MTSS01000031.1_cds_WP_004461439.1_2429	30.165	242	605
WP_000834719.1	lcl|NZ_MTSS01000006.1_cds_WP_075979713.1_3099	28.634	227	605
WP_000834719.1	lcl|NZ_MTSS01000005.1_cds_WP_004460145.1_2958	30.932	236	605
WP_000834719.1	lcl|NZ_MTSS01000003.1_cds_WP_004464005.1_2379	31.330	233	605
WP_000834719.1	lcl|NZ_MTSS01000001.1_cds_WP_075979608.1_165	27.004	237	605
WP_000834719.1	lcl|NZ_MTSS01000005.1_cds_WP_004473583.1_2939	28.947	228	605
WP_000834719.1	lcl|NZ_MTSS01000004.1_cds_WP_004466296.1_2671	29.108	213	605
WP_000834719.1	lcl|NZ_MTSS01000001.1_cds_WP_004458038.1_297	29.534	193	605
WP_000834719.1	lcl|NZ_MTSS01000002.1_cds_WP_004469508.1_1492	27.049	244	605
WP_000834719.1	lcl|NZ_MTSS01000021.1_cds_WP_004461812.1_1746	27.064	218	605
WP_000834719.1	lcl|NZ_MTSS01000021.1_cds_BWD12_RS17310_1756	24.675	154	605
WP_000834719.1	lcl|NZ_MTSS01000024.1_cds_WP_004483041.1_1906	24.793	242	605
WP_000799637.1	lcl|NZ_MTSS01000026.1_cds_WP_004462145.1_2023	30.370	135	142
WP_001206408.1	lcl|NZ_MTSS01000005.1_cds_WP_004462595.1_2784	28.302	159	244
WP_001206408.1	lcl|NZ_MTSS01000005.1_cds_WP_004472978.1_2783	32.692	104	244
WP_001206408.1	lcl|NZ_MTSS01000026.1_cds_WP_032929185.1_2045	25.000	140	244
WP_001206408.1	lcl|NZ_MTSS01000026.1_cds_WP_032912597.1_2038	25.888	197	244
WP_001206408.1	lcl|NZ_MTSS01000014.1_cds_WP_046950800.1_893	30.769	117	244
WP_000579813.1	lcl|NZ_MTSS01000012.1_cds_WP_075978925.1_648	32.508	323	315
WP_000579813.1	lcl|NZ_MTSS01000001.1_cds_WP_004465813.1_278	33.981	103	315
WP_000579813.1	lcl|NZ_MTSS01000011.1_cds_WP_075979351.1_608	30.392	102	315
WP_000579813.1	lcl|NZ_MTSS01000025.1_cds_WP_075979121.1_1968	24.590	122	315
WP_000132018.1	lcl|NZ_MTSS01000019.1_cds_WP_046944651.1_1326	30.476	105	228
WP_000132018.1	lcl|NZ_MTSS01000026.1_cds_WP_075979420.1_2042	28.319	113	228
WP_000600891.1	lcl|NZ_MTSS01000018.1_cds_WP_075979400.1_1225	32.268	313	330
WP_000600891.1	lcl|NZ_MTSS01000002.1_cds_WP_004472946.1_1537	29.167	336	330
WP_000600891.1	lcl|NZ_MTSS01000026.1_cds_WP_008394652.1_2015	30.746	335	330
WP_000600891.1	lcl|NZ_MTSS01000002.1_cds_WP_008393339.1_1421	27.964	329	330
WP_000600891.1	lcl|NZ_MTSS01000017.1_cds_WP_075978853.1_1132	28.481	316	330
WP_000600891.1	lcl|NZ_MTSS01000001.1_cds_WP_075979556.1_53	23.952	334	330
WP_000600891.1	lcl|NZ_MTSS01000017.1_cds_WP_004467290.1_1129	25.078	319	330
