WP_000340715.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000340715.1_819	100.000	86	106
WP_000410273.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000410273.1_820	100.000	314	314
WP_000410273.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000093099.1_840	46.988	83	314
WP_000410273.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000646250.1_823	25.705	319	314
WP_000410273.1	lcl|NZ_JAGGCK010000007.1_cds_WP_000744700.1_1199	24.691	324	314
WP_000410273.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000600889.1_849	25.269	186	314
WP_000410273.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000723090.1_902	23.958	288	314
WP_000410273.1	lcl|NZ_JAGGCK010000005.1_cds_WP_001067557.1_826	24.695	328	314
WP_000604524.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000604524.1_821	99.726	365	365
WP_000884059.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000884059.1_822	100.000	185	185
WP_000884059.1	lcl|NZ_JAGGCK010000003.1_cds_WP_000351733.1_547	40.000	140	185
WP_000646255.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000646250.1_823	98.480	329	329
WP_000646255.1	lcl|NZ_JAGGCK010000007.1_cds_WP_000744700.1_1199	32.063	315	329
WP_000646255.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000723090.1_902	31.045	335	329
WP_000646255.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000600889.1_849	34.109	258	329
WP_000646255.1	lcl|NZ_JAGGCK010000048.1_cds_WP_001984071.1_3451	31.475	305	329
WP_000646255.1	lcl|NZ_JAGGCK010000009.1_cds_WP_000649925.1_1475	30.183	328	329
WP_000646255.1	lcl|NZ_JAGGCK010000060.1_cds_WP_000709511.1_3655	29.538	325	329
WP_000646255.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000601375.1_876	25.091	275	329
WP_000646255.1	lcl|NZ_JAGGCK010000005.1_cds_WP_001067557.1_826	30.350	257	329
WP_000646255.1	lcl|NZ_JAGGCK010000044.1_cds_WP_000688695.1_3373	28.975	283	329
WP_000646255.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000475904.1_885	27.737	274	329
WP_000646255.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000410273.1_820	26.019	319	329
WP_000646255.1	lcl|NZ_JAGGCK010000008.1_cds_WP_001074785.1_1309	29.057	265	329
WP_000646255.1	lcl|NZ_JAGGCK010000019.1_cds_WP_001003555.1_2415	25.148	338	329
WP_000646255.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000487322.1_874	27.077	325	329
WP_000774259.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000774262.1_824	98.127	267	267
WP_000774259.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000859505.1_873	25.820	244	267
WP_000774259.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000800438.1_854	24.786	234	267
WP_000774259.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000842260.1_903	26.316	190	267
WP_000774259.1	lcl|NZ_JAGGCK010000025.1_cds_WP_000667727.1_2726	31.818	110	267
WP_000774259.1	lcl|NZ_JAGGCK010000021.1_cds_WP_000805357.1_2525	26.190	210	267
WP_000612799.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000612797.1_825	98.821	509	509
WP_000612799.1	lcl|NZ_JAGGCK010000008.1_cds_WP_000291591.1_1385	26.606	327	509
WP_000612799.1	lcl|NZ_JAGGCK010000008.1_cds_WP_000364507.1_1384	31.111	90	509
WP_000612799.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000612797.1_825	98.821	509	509
WP_000612799.1	lcl|NZ_JAGGCK010000008.1_cds_WP_000291591.1_1385	26.606	327	509
WP_000612799.1	lcl|NZ_JAGGCK010000008.1_cds_WP_000364507.1_1384	31.111	90	509
WP_001067557.1	lcl|NZ_JAGGCK010000005.1_cds_WP_001067557.1_826	100.000	330	330
WP_001067557.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000646250.1_823	28.664	307	330
