WP_000340715.1	lcl|NZ_AHOF02000003.1_cds_WP_004462903.1_2898	95.349	86	106
WP_000410266.1	lcl|NZ_AHOF02000003.1_cds_WP_004477867.1_2899	91.720	314	314
WP_000410266.1	lcl|NZ_AHOF02000034.1_cds_WP_004461583.1_121	24.299	321	314
WP_000410266.1	lcl|NZ_AHOF02000019.1_cds_WP_004478640.1_1590	24.398	332	314
WP_000410266.1	lcl|NZ_AHOF02000003.1_cds_WP_004477761.1_2919	22.101	276	314
WP_000410266.1	lcl|NZ_AHOF02000003.1_cds_WP_004477862.1_2979	24.280	243	314
WP_000410266.1	lcl|NZ_AHOF02000003.1_cds_WP_004468319.1_2819	22.222	171	314
WP_000410266.1	lcl|NZ_AHOF02000026.1_cds_WP_004461234.1_425	25.359	209	314
WP_000884059.1	lcl|NZ_AHOF02000003.1_cds_WP_004460143.1_3506	35.616	146	185
WP_000646254.1	lcl|NZ_AHOF02000003.1_cds_WP_004462894.1_2903	31.214	346	329
WP_000646254.1	lcl|NZ_AHOF02000003.1_cds_WP_004477761.1_2919	31.773	299	329
WP_000646254.1	lcl|NZ_AHOF02000034.1_cds_WP_004461583.1_121	29.524	315	329
WP_000646254.1	lcl|NZ_AHOF02000026.1_cds_WP_004461234.1_425	32.476	311	329
WP_000646254.1	lcl|NZ_AHOF02000003.1_cds_WP_004477862.1_2979	29.940	334	329
WP_000646254.1	lcl|NZ_AHOF02000003.1_cds_WP_004468319.1_2819	27.381	336	329
WP_000646254.1	lcl|NZ_AHOF02000019.1_cds_WP_004478640.1_1590	28.882	322	329
WP_000646254.1	lcl|NZ_AHOF02000026.1_cds_WP_004467290.1_428	28.261	322	329
WP_000646254.1	lcl|NZ_AHOF02000003.1_cds_WP_004477938.1_2953	24.627	268	329
WP_000646254.1	lcl|NZ_AHOF02000018.1_cds_WP_032920079.1_1871	24.638	345	329
WP_000646254.1	lcl|NZ_AHOF02000003.1_cds_WP_004477867.1_2899	26.667	270	329
WP_000646254.1	lcl|NZ_AHOF02000003.1_cds_WP_004472277.1_2961	26.471	238	329
WP_000646254.1	lcl|NZ_AHOF02000003.1_cds_WP_004477864.1_3311	27.099	262	329
WP_000646254.1	lcl|NZ_AHOF02000001.1_cds_WP_004477645.1_3693	25.076	331	329
WP_000646254.1	lcl|NZ_AHOF02000001.1_cds_WP_004472818.1_3600	27.273	286	329
WP_000646254.1	lcl|NZ_AHOF02000003.1_cds_WP_004477807.1_2951	30.460	174	329
WP_000774259.1	lcl|NZ_AHOF02000003.1_cds_WP_004462133.1_2924	27.174	184	267
WP_000774259.1	lcl|NZ_AHOF02000003.1_cds_WP_004477718.1_2950	24.590	244	267
WP_000774259.1	lcl|NZ_AHOF02000003.1_cds_WP_004474348.1_2786	36.441	118	267
WP_000774259.1	lcl|NZ_AHOF02000003.1_cds_WP_004478027.1_2980	26.316	190	267
WP_000774259.1	lcl|NZ_AHOF02000003.1_cds_WP_004477855.1_2820	27.692	195	267
WP_000774259.1	lcl|NZ_AHOF02000019.1_cds_WP_016754360.1_1801	26.442	208	267
WP_002072162.1	lcl|NZ_AHOF02000023.1_cds_WP_004463881.1_869	27.385	325	509
WP_002072162.1	lcl|NZ_AHOF02000023.1_cds_WP_004460640.1_870	33.333	90	509
WP_002072162.1	lcl|NZ_AHOF02000023.1_cds_WP_004463881.1_869	27.385	325	509
WP_002072162.1	lcl|NZ_AHOF02000023.1_cds_WP_004460640.1_870	33.333	90	509
WP_001067557.1	lcl|NZ_AHOF02000026.1_cds_WP_004461234.1_425	26.007	273	330
WP_001067557.1	lcl|NZ_AHOF02000003.1_cds_WP_004477761.1_2919	25.000	276	330
WP_001067557.1	lcl|NZ_AHOF02000034.1_cds_WP_004461583.1_121	28.261	276	330
WP_001067557.1	lcl|NZ_AHOF02000003.1_cds_WP_004477862.1_2979	25.749	334	330
WP_001067557.1	lcl|NZ_AHOF02000001.1_cds_WP_004477645.1_3693	25.514	243	330
WP_001067557.1	lcl|NZ_AHOF02000018.1_cds_WP_032920079.1_1871	26.154	260	330
WP_001067557.1	lcl|NZ_AHOF02000003.1_cds_WP_004462894.1_2903	27.586	232	330
WP_001067557.1	lcl|NZ_AHOF02000019.1_cds_WP_004478640.1_1590	28.455	246	330
WP_001067557.1	lcl|NZ_AHOF02000003.1_cds_WP_004468319.1_2819	24.460	139	330
WP_001067557.1	lcl|NZ_AHOF02000003.1_cds_WP_004477938.1_2953	24.627	268	330
WP_001067557.1	lcl|NZ_AHOF02000003.1_cds_WP_004477867.1_2899	24.242	330	330
WP_001067557.1	lcl|NZ_AHOF02000003.1_cds_WP_004477864.1_3311	28.462	130	330
WP_001198107.1	lcl|NZ_AHOF02000003.1_cds_WP_004462146.1_2972	32.857	350	366
WP_001198107.1	lcl|NZ_AHOF02000003.1_cds_WP_004466571.1_2779	28.191	376	366
WP_001198107.1	lcl|NZ_AHOF02000003.1_cds_WP_004477795.1_2931	32.123	358	366
WP_001198107.1	lcl|NZ_AHOF02000009.1_cds_WP_004465893.1_2594	30.641	359	366
WP_001198107.1	lcl|NZ_AHOF02000003.1_cds_WP_004462128.1_2920	25.978	358	366
WP_001198107.1	lcl|NZ_AHOF02000018.1_cds_WP_004460480.1_1872	30.645	186	366
WP_000608294.1	lcl|NZ_AHOF02000003.1_cds_WP_004462146.1_2972	36.571	350	367
WP_000608294.1	lcl|NZ_AHOF02000009.1_cds_WP_004465893.1_2594	33.509	379	367
WP_000608294.1	lcl|NZ_AHOF02000003.1_cds_WP_004477795.1_2931	33.875	369	367
WP_000608294.1	lcl|NZ_AHOF02000003.1_cds_WP_004466571.1_2779	30.079	379	367
WP_000608294.1	lcl|NZ_AHOF02000003.1_cds_WP_004462128.1_2920	28.060	335	367
WP_000608294.1	lcl|NZ_AHOF02000018.1_cds_WP_004460480.1_1872	27.095	358	367
WP_000608294.1	lcl|NZ_AHOF02000003.1_cds_WP_032919800.1_3471	34.831	89	367
WP_000342716.1	lcl|NZ_AHOF02000009.1_cds_WP_004457662.1_2540	44.130	247	265
WP_001246619.1	lcl|NZ_AHOF02000023.1_cds_WP_004479025.1_824	38.644	295	310
WP_001246619.1	lcl|NZ_AHOF02000014.1_cds_WP_004478413.1_2151	26.861	309	310
WP_001246619.1	lcl|NZ_AHOF02000003.1_cds_WP_004462208.1_3279	27.820	133	310
WP_001246619.1	lcl|NZ_AHOF02000023.1_cds_WP_004479025.1_824	38.644	295	310
WP_001246619.1	lcl|NZ_AHOF02000014.1_cds_WP_004478413.1_2151	26.861	309	310
WP_001246619.1	lcl|NZ_AHOF02000003.1_cds_WP_004462208.1_3279	27.820	133	310
WP_001088861.1	lcl|NZ_AHOF02000012.1_cds_WP_004462309.1_2338	41.270	63	144
WP_000517242.1	lcl|NZ_AHOF02000023.1_cds_WP_004462594.1_726	29.808	104	221
WP_228003844.1	lcl|NZ_AHOF02000009.1_cds_LEP1GSC165_RS21930_2666	48.571	35	34
WP_228003844.1	lcl|NZ_AHOF02000003.1_cds_LEP1GSC165_RS21040_2948	45.714	35	34
WP_033108396.1	lcl|NZ_AHOF02000003.1_cds_LEP1GSC165_RS19725_3550	91.566	83	99
WP_033108396.1	lcl|NZ_AHOF02000003.1_cds_LEP1GSC165_RS19725_3550	41.176	68	99
WP_033108396.1	lcl|NZ_AHOF02000016.1_cds_LEP1GSC165_RS20215_1943	92.857	56	99
WP_033108396.1	lcl|NZ_AHOF02000016.1_cds_LEP1GSC165_RS20215_1943	64.815	54	99
WP_000282882.1	lcl|NZ_AHOF02000003.1_cds_WP_004477857.1_2974	67.528	271	273
WP_000282882.1	lcl|NZ_AHOF02000003.1_cds_WP_004477978.1_2954	32.189	233	273
