WP_000340715.1	lcl|NZ_JADDWB010000005.1_cds_WP_002725873.1_2813	91.860	86	106
WP_000410266.1	lcl|NZ_JADDWB010000005.1_cds_WP_002733579.1_2812	92.994	314	314
WP_000410266.1	lcl|NZ_JADDWB010000005.1_cds_WP_002733534.1_2809	24.765	319	314
WP_000410266.1	lcl|NZ_JADDWB010000019.1_cds_WP_002722638.1_785	22.462	325	314
WP_000410266.1	lcl|NZ_JADDWB010000005.1_cds_WP_002740024.1_2718	24.555	281	314
WP_000410266.1	lcl|NZ_JADDWB010000006.1_cds_WP_002728309.1_3068	25.152	330	314
WP_000410266.1	lcl|NZ_JADDWB010000014.1_cds_WP_002743770.1_416	22.222	171	314
WP_000604525.1	lcl|NZ_JADDWB010000005.1_cds_WP_026054882.1_2811	84.932	365	365
WP_000884059.1	lcl|NZ_JADDWB010000005.1_cds_WP_002733646.1_2810	95.676	185	185
WP_000884059.1	lcl|NZ_JADDWB010000004.1_cds_WP_002721790.1_2509	36.301	146	185
WP_000646254.1	lcl|NZ_JADDWB010000005.1_cds_WP_002733534.1_2809	97.872	329	329
WP_000646254.1	lcl|NZ_JADDWB010000005.1_cds_WP_002740024.1_2718	31.343	335	329
WP_000646254.1	lcl|NZ_JADDWB010000019.1_cds_WP_002722638.1_785	29.841	315	329
WP_000646254.1	lcl|NZ_JADDWB010000006.1_cds_WP_002728309.1_3068	30.868	311	329
WP_000646254.1	lcl|NZ_JADDWB010000014.1_cds_WP_002743770.1_416	27.566	341	329
WP_000646254.1	lcl|NZ_JADDWB010000005.1_cds_WP_002733638.1_2772	27.586	348	329
WP_000646254.1	lcl|NZ_JADDWB010000075.1_cds_WP_002741146.1_3115	29.167	312	329
WP_000646254.1	lcl|NZ_JADDWB010000006.1_cds_WP_002728316.1_3065	27.879	330	329
WP_000646254.1	lcl|NZ_JADDWB010000005.1_cds_WP_002733546.1_2743	25.000	268	329
WP_000646254.1	lcl|NZ_JADDWB010000005.1_cds_WP_002740721.1_2806	28.990	307	329
WP_000646254.1	lcl|NZ_JADDWB010000007.1_cds_WP_002732331.1_3218	25.369	339	329
WP_000646254.1	lcl|NZ_JADDWB010000005.1_cds_WP_002733698.1_2735	27.007	274	329
WP_000646254.1	lcl|NZ_JADDWB010000005.1_cds_WP_002744551.1_2778	28.519	270	329
WP_000646254.1	lcl|NZ_JADDWB010000005.1_cds_WP_002733579.1_2812	27.309	249	329
WP_000646254.1	lcl|NZ_JADDWB010000005.1_cds_WP_016749081.1_2780	23.659	317	329
WP_000646254.1	lcl|NZ_JADDWB010000058.1_cds_WP_002740236.1_2675	26.792	265	329
