WP_000340715.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357622.1_1218	63.514	74	106
WP_000410266.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357623.1_1219	82.581	310	314
WP_000410266.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357672.1_1270	23.571	280	314
WP_000410266.1	lcl|NZ_JAMQPR010000001.1_cds_WP_108960553.1_106	23.765	324	314
WP_000410266.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357674.1_1272	22.772	303	314
WP_000410266.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357692.1_1290	25.779	353	314
WP_000410266.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357665.1_1263	20.074	269	314
WP_000410266.1	lcl|NZ_JAMQPR010000002.1_cds_WP_100715920.1_3458	24.118	170	314
WP_000410266.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265358962.1_2903	23.353	334	314
WP_000884059.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357652.1_1250	31.606	193	185
WP_000884059.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265358002.1_1702	31.783	129	185
WP_000646254.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357672.1_1270	31.464	321	329
WP_000646254.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357674.1_1272	31.544	298	329
WP_000646254.1	lcl|NZ_JAMQPR010000001.1_cds_WP_108960553.1_106	30.255	314	329
WP_000646254.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265358962.1_2903	31.148	305	329
WP_000646254.1	lcl|NZ_JAMQPR010000002.1_cds_WP_100715920.1_3458	29.326	341	329
WP_000646254.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357692.1_1290	26.225	347	329
WP_000646254.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265356697.1_79	31.629	313	329
WP_000646254.1	lcl|NZ_JAMQPR010000001.1_cds_WP_100725525.1_3078	27.640	322	329
WP_000646254.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357623.1_1219	28.302	318	329
WP_000646254.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265359129.1_3130	27.092	251	329
WP_000646254.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357665.1_1263	22.097	267	329
WP_000646254.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357662.1_1260	37.302	126	329
WP_000646254.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357676.1_1274	26.538	260	329
WP_000646254.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265359122.1_3122	23.985	271	329
WP_000646254.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265359318.1_159	28.455	246	329
WP_000646254.1	lcl|NZ_JAMQPR010000002.1_cds_WP_265359508.1_3447	24.272	309	329
WP_000646254.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357707.1_1307	25.000	272	329
WP_000646254.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357011.1_460	25.140	179	329
WP_000774259.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357673.1_1271	27.049	244	267
WP_000774259.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357664.1_1262	27.536	207	267
WP_000774259.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357729.1_1368	22.989	261	267
WP_000774259.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357693.1_1291	26.425	193	267
WP_000774259.1	lcl|NZ_JAMQPR010000002.1_cds_WP_265359518.1_3459	29.534	193	267
WP_000774259.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265359046.1_3014	26.804	194	267
WP_002072162.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265359365.1_1680	25.076	331	509
WP_002072162.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357983.1_1679	27.358	106	509
WP_002072162.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265359365.1_1680	25.076	331	509
WP_002072162.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357983.1_1679	27.358	106	509
WP_001067557.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265358962.1_2903	24.820	278	330
WP_001067557.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357672.1_1270	23.704	270	330
WP_001067557.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265359129.1_3130	32.941	170	330
WP_001067557.1	lcl|NZ_JAMQPR010000001.1_cds_WP_108960553.1_106	27.899	276	330
WP_001067557.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265356697.1_79	25.472	318	330
WP_001067557.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357692.1_1290	24.768	323	330
WP_001067557.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265359122.1_3122	22.780	259	330
WP_001067557.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357674.1_1272	22.348	264	330
WP_001067557.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357665.1_1263	23.127	307	330
WP_001067557.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265359318.1_159	27.053	207	330
WP_001067557.1	lcl|NZ_JAMQPR010000002.1_cds_WP_100715920.1_3458	22.742	299	330
WP_001067557.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357011.1_460	28.889	180	330
WP_001067557.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357623.1_1219	23.932	234	330
WP_001198107.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265359178.1_3191	29.427	384	366
WP_001198107.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357647.1_1245	29.775	356	366
WP_001198107.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357626.1_1222	30.084	359	366
WP_001198107.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265358445.1_2253	29.462	353	366
WP_001198107.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357635.1_1231	30.508	354	366
WP_001198107.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265358696.1_2590	26.966	178	366
WP_000608294.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357626.1_1222	36.857	350	367
WP_000608294.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357635.1_1231	33.016	315	367
WP_000608294.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265358445.1_2253	29.178	377	367
WP_000608294.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265359178.1_3191	28.084	381	367
WP_000608294.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357647.1_1245	24.202	376	367
WP_000608294.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265358696.1_2590	27.451	357	367
WP_000608294.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357265.1_775	33.019	106	367
WP_000342716.1	lcl|NZ_JAMQPR010000001.1_cds_WP_100715657.1_2642	41.152	243	265
WP_001246619.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265356917.1_351	37.097	310	310
WP_001246619.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357216.1_703	29.773	309	310
WP_001246619.1	lcl|NZ_JAMQPR010000001.1_cds_WP_108958980.1_1765	23.194	263	310
WP_001246619.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265356917.1_351	37.097	310	310
WP_001246619.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357216.1_703	29.773	309	310
WP_001246619.1	lcl|NZ_JAMQPR010000001.1_cds_WP_108958980.1_1765	23.194	263	310
WP_001088861.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357227.1_728	35.780	109	144
WP_000517242.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265358060.1_1783	28.689	122	221
WP_000282882.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357695.1_1293	30.992	242	273
WP_000282882.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357666.1_1264	34.322	236	273
WP_000282882.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357941.1_1623	29.082	196	273
WP_000282882.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357032.1_485	25.984	254	273
WP_000282882.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357687.1_1285	26.455	189	273
WP_000282882.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357703.1_1301	25.664	113	273
WP_000282882.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357698.1_1296	35.052	97	273
WP_000282882.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357690.1_1288	45.902	61	273
WP_000853988.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357695.1_1293	39.167	120	582
WP_000853988.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357666.1_1264	30.455	220	582
WP_000853988.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357941.1_1623	32.061	131	582
WP_000853988.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357703.1_1301	34.043	94	582
WP_000853988.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357687.1_1285	31.633	98	582
WP_000853988.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357695.1_1293	39.167	120	582
WP_000853988.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357666.1_1264	30.455	220	582
WP_000853988.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357941.1_1623	32.061	131	582
WP_000853988.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357703.1_1301	34.043	94	582
WP_000853988.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357687.1_1285	31.633	98	582
WP_001159758.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357691.1_1289	61.413	184	186
WP_000642146.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357694.1_1292	39.535	301	306
WP_000642146.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357675.1_1273	30.682	88	306
WP_000723091.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357692.1_1290	68.060	335	349
WP_000723091.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357672.1_1270	29.191	346	349
WP_000723091.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357674.1_1272	27.187	320	349
WP_000723091.1	lcl|NZ_JAMQPR010000002.1_cds_WP_100715920.1_3458	27.586	348	349
WP_000723091.1	lcl|NZ_JAMQPR010000001.1_cds_WP_100725525.1_3078	25.150	334	349
WP_000723091.1	lcl|NZ_JAMQPR010000001.1_cds_WP_108960553.1_106	26.778	239	349
WP_000723091.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265356697.1_79	26.727	333	349
WP_000723091.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357662.1_1260	23.304	339	349
WP_000723091.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357623.1_1219	25.000	340	349
WP_000723091.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265358962.1_2903	25.692	253	349
WP_000723091.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265359122.1_3122	27.673	159	349
WP_000723091.1	lcl|NZ_JAMQPR010000002.1_cds_WP_265359508.1_3447	29.801	151	349
WP_000723091.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357665.1_1263	22.222	306	349
WP_000723091.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357676.1_1274	25.234	214	349
WP_000842260.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357693.1_1291	73.196	291	294
WP_000842260.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357673.1_1271	27.059	170	294
WP_000842260.1	lcl|NZ_JAMQPR010000002.1_cds_WP_265359518.1_3459	25.118	211	294
WP_000827955.1	lcl|NZ_JAMQPR010000001.1_cds_WP_322113577.1_3022	35.971	417	464
WP_001256699.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265358277.1_2057	28.226	372	699
WP_002072239.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265356669.1_46	26.636	214	333
WP_002072239.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265356669.1_46	26.636	214	333
WP_001046777.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357659.1_1257	22.791	215	392
WP_001046777.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265358280.1_2061	25.524	286	392
WP_001046777.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265358061.1_1784	24.848	165	392
WP_001046777.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265355940.1_1125	25.874	143	392
WP_001046777.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265358776.1_2691	21.673	263	392
WP_000564977.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265359222.1_3252	30.216	139	174
WP_000384508.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357659.1_1257	22.517	151	405
WP_000228801.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357635.1_1231	40.343	233	362
WP_000228801.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357626.1_1222	28.010	382	362
WP_000228801.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265359178.1_3191	27.344	384	362
WP_000228801.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357647.1_1245	25.510	392	362
WP_000228801.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265358445.1_2253	30.350	257	362
WP_000228801.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265358696.1_2590	22.404	366	362
WP_002072224.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357625.1_1221	33.628	565	596
WP_002072224.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265359165.1_3175	32.153	367	596
WP_002072224.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265358580.1_2444	31.218	394	596
WP_002072224.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265359209.1_3235	34.934	229	596
WP_002072224.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265358956.1_2897	35.043	234	596
WP_002072224.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265358954.1_2895	33.766	231	596
WP_002072224.1	lcl|NZ_JAMQPR010000001.1_cds_WP_265357464.1_1018	28.682	258	596
