WP_000340715.1	lcl|NZ_AHPV01000249.1_cds_WP_000340715.1_453	100.000	86	106
WP_000410266.1	lcl|NZ_AHPV01000249.1_cds_WP_000712240.1_452	99.045	314	314
WP_000410266.1	lcl|NZ_AHPV01000249.1_cds_WP_000646251.1_449	25.392	319	314
WP_000410266.1	lcl|NZ_AHPV01000080.1_cds_WP_000744700.1_2402	24.383	324	314
WP_000410266.1	lcl|NZ_AHPV01000249.1_cds_WP_000723084.1_362	24.306	288	314
WP_000410266.1	lcl|NZ_AHPV01000249.1_cds_WP_000600886.1_418	25.269	186	314
WP_000410266.1	lcl|NZ_AHPV01000249.1_cds_WP_001067556.1_446	24.695	328	314
WP_000604525.1	lcl|NZ_AHPV01000249.1_cds_WP_000604524.1_451	99.178	365	365
WP_000884059.1	lcl|NZ_AHPV01000249.1_cds_WP_000884057.1_450	99.459	185	185
WP_000884059.1	lcl|NZ_AHPV01000006.1_cds_WP_000351733.1_3740	40.000	140	185
WP_000646254.1	lcl|NZ_AHPV01000249.1_cds_WP_000646251.1_449	99.392	329	329
WP_000646254.1	lcl|NZ_AHPV01000080.1_cds_WP_000744700.1_2402	31.746	315	329
WP_000646254.1	lcl|NZ_AHPV01000249.1_cds_WP_000723084.1_362	31.343	335	329
WP_000646254.1	lcl|NZ_AHPV01000249.1_cds_WP_000600886.1_418	33.333	255	329
WP_000646254.1	lcl|NZ_AHPV01000055.1_cds_WP_001984071.1_2933	31.475	305	329
WP_000646254.1	lcl|NZ_AHPV01000146.1_cds_WP_000649927.1_1413	30.183	328	329
WP_000646254.1	lcl|NZ_AHPV01000059.1_cds_WP_000709512.1_2804	29.730	333	329
WP_000646254.1	lcl|NZ_AHPV01000249.1_cds_WP_000601375.1_389	25.091	275	329
WP_000646254.1	lcl|NZ_AHPV01000249.1_cds_WP_001067556.1_446	30.350	257	329
WP_000646254.1	lcl|NZ_AHPV01000055.1_cds_WP_000688700.1_2913	28.975	283	329
WP_000646254.1	lcl|NZ_AHPV01000249.1_cds_WP_000025488.1_424	24.765	319	329
WP_000646254.1	lcl|NZ_AHPV01000249.1_cds_WP_000707057.1_422	29.304	273	329
WP_000646254.1	lcl|NZ_AHPV01000249.1_cds_WP_000475906.1_379	27.007	274	329
WP_000646254.1	lcl|NZ_AHPV01000249.1_cds_WP_000712240.1_452	25.392	319	329
WP_000646254.1	lcl|NZ_AHPV01000134.1_cds_WP_001074785.1_1605	29.057	265	329
WP_000646254.1	lcl|NZ_AHPV01000127.1_cds_WP_001003550.1_1775	25.148	338	329
WP_000646254.1	lcl|NZ_AHPV01000249.1_cds_WP_000487324.1_391	27.385	325	329
WP_000774259.1	lcl|NZ_AHPV01000249.1_cds_WP_000774258.1_448	98.876	267	267
WP_000774259.1	lcl|NZ_AHPV01000249.1_cds_WP_000859505.1_392	25.820	244	267
WP_000774259.1	lcl|NZ_AHPV01000249.1_cds_WP_000800436.1_413	26.496	234	267
WP_000774259.1	lcl|NZ_AHPV01000249.1_cds_WP_000842260.1_361	26.316	190	267
WP_000774259.1	lcl|NZ_AHPV01000149.1_cds_WP_000667727.1_1295	31.818	110	267
WP_000774259.1	lcl|NZ_AHPV01000257.1_cds_WP_000805358.1_213	33.645	107	267
WP_002072162.1	lcl|NZ_AHPV01000249.1_cds_WP_000602735.1_447	98.625	509	509
WP_002072162.1	lcl|NZ_AHPV01000008.1_cds_WP_000291595.1_3681	27.217	327	509
WP_002072162.1	lcl|NZ_AHPV01000008.1_cds_WP_000364507.1_3680	31.111	90	509
WP_002072162.1	lcl|NZ_AHPV01000249.1_cds_WP_000602735.1_447	98.625	509	509
WP_002072162.1	lcl|NZ_AHPV01000008.1_cds_WP_000291595.1_3681	27.217	327	509
WP_002072162.1	lcl|NZ_AHPV01000008.1_cds_WP_000364507.1_3680	31.111	90	509
WP_001067557.1	lcl|NZ_AHPV01000249.1_cds_WP_001067556.1_446	99.697	330	330
WP_001067557.1	lcl|NZ_AHPV01000249.1_cds_WP_000646251.1_449	28.990	307	330
WP_001067557.1	lcl|NZ_AHPV01000055.1_cds_WP_001984071.1_2933	25.735	272	330
WP_001067557.1	lcl|NZ_AHPV01000249.1_cds_WP_000600886.1_418	26.316	266	330
WP_001067557.1	lcl|NZ_AHPV01000249.1_cds_WP_000025488.1_424	29.864	221	330
WP_001067557.1	lcl|NZ_AHPV01000080.1_cds_WP_000744700.1_2402	26.812	276	330
WP_001067557.1	lcl|NZ_AHPV01000127.1_cds_WP_001003550.1_1775	28.395	243	330
WP_001067557.1	lcl|NZ_AHPV01000249.1_cds_WP_000723084.1_362	24.324	333	330
WP_001067557.1	lcl|NZ_AHPV01000055.1_cds_WP_000688700.1_2913	26.070	257	330
WP_001067557.1	lcl|NZ_AHPV01000146.1_cds_WP_000649927.1_1413	28.854	253	330
WP_001067557.1	lcl|NZ_AHPV01000249.1_cds_WP_000601375.1_389	26.545	275	330
WP_001067557.1	lcl|NZ_AHPV01000249.1_cds_WP_000712240.1_452	24.695	328	330
WP_001198107.1	lcl|NZ_AHPV01000249.1_cds_WP_000575184.1_368	34.262	359	366
WP_001198107.1	lcl|NZ_AHPV01000249.1_cds_WP_000575397.1_431	33.898	354	366
WP_001198107.1	lcl|NZ_AHPV01000136.1_cds_WP_001281953.1_1561	27.441	379	366
WP_001198107.1	lcl|NZ_AHPV01000249.1_cds_WP_000346036.1_408	28.090	356	366
WP_001198107.1	lcl|NZ_AHPV01000072.1_cds_WP_000538750.1_2538	29.692	357	366
WP_001198107.1	lcl|NZ_AHPV01000249.1_cds_WP_000947842.1_417	26.667	345	366
WP_001198107.1	lcl|NZ_AHPV01000057.1_cds_WP_001982414.1_2837	31.579	190	366
WP_000608294.1	lcl|NZ_AHPV01000249.1_cds_WP_000575184.1_368	36.712	365	367
WP_000608294.1	lcl|NZ_AHPV01000249.1_cds_WP_000575397.1_431	40.449	356	367
WP_000608294.1	lcl|NZ_AHPV01000072.1_cds_WP_000538750.1_2538	30.189	371	367
WP_000608294.1	lcl|NZ_AHPV01000136.1_cds_WP_001281953.1_1561	30.208	384	367
WP_000608294.1	lcl|NZ_AHPV01000249.1_cds_WP_000346036.1_408	24.397	373	367
WP_000608294.1	lcl|NZ_AHPV01000249.1_cds_WP_000947842.1_417	26.404	356	367
WP_000608294.1	lcl|NZ_AHPV01000057.1_cds_WP_001982414.1_2837	25.698	358	367
WP_000689740.1	lcl|NZ_AHPV01000249.1_cds_WP_000776640.1_445	38.026	547	544
WP_000689740.1	lcl|NZ_AHPV01000249.1_cds_WP_000776640.1_445	38.026	547	544
WP_000342716.1	lcl|NZ_AHPV01000249.1_cds_WP_000424610.1_444	67.045	264	265
WP_000342716.1	lcl|NZ_AHPV01000253.1_cds_WP_001002665.1_284	45.267	243	265
WP_001246619.1	lcl|NZ_AHPV01000249.1_cds_WP_025176350.1_443	91.290	310	310
WP_001246619.1	lcl|NZ_AHPV01000151.1_cds_WP_000501205.1_1225	38.158	304	310
WP_001246619.1	lcl|NZ_AHPV01000041.1_cds_WP_001183723.1_3356	25.163	306	310
WP_001246619.1	lcl|NZ_AHPV01000040.1_cds_WP_000279897.1_3454	24.809	262	310
WP_001246619.1	lcl|NZ_AHPV01000249.1_cds_WP_025176350.1_443	91.290	310	310
WP_001246619.1	lcl|NZ_AHPV01000151.1_cds_WP_000501205.1_1225	38.158	304	310
WP_001246619.1	lcl|NZ_AHPV01000041.1_cds_WP_001183723.1_3356	25.163	306	310
WP_001246619.1	lcl|NZ_AHPV01000040.1_cds_WP_000279897.1_3454	24.809	262	310
WP_000479980.1	lcl|NZ_AHPV01000249.1_cds_WP_000479982.1_442	99.621	264	264
WP_000715958.1	lcl|NZ_AHPV01000249.1_cds_WP_000715958.1_441	100.000	131	131
WP_001088861.1	lcl|NZ_AHPV01000249.1_cds_WP_001088861.1_440	100.000	144	144
WP_001088861.1	lcl|NZ_AHPV01000043.1_cds_WP_002069656.1_3306	42.857	56	144
WP_000517242.1	lcl|NZ_AHPV01000249.1_cds_WP_000517242.1_439	100.000	221	221
WP_000517242.1	lcl|NZ_AHPV01000080.1_cds_WP_001082180.1_2372	28.205	78	221
WP_000517242.1	lcl|NZ_AHPV01000120.1_cds_WP_001069832.1_1932	27.523	109	221
WP_228003844.1	lcl|NZ_AHPV01000040.1_cds_WP_232397640.1_3393	100.000	17	34
WP_001018782.1	lcl|NZ_AHPV01000040.1_cds_WP_268766506.1_3392	87.500	32	77
