WP_000340715.1	lcl|NZ_JADDWO010000005.1_cds_WP_002725873.1_2692	91.860	86	106
WP_000410266.1	lcl|NZ_JADDWO010000005.1_cds_WP_002733579.1_2693	92.994	314	314
WP_000410266.1	lcl|NZ_JADDWO010000005.1_cds_WP_002733534.1_2696	24.765	319	314
WP_000410266.1	lcl|NZ_JADDWO010000019.1_cds_WP_002722638.1_754	22.462	325	314
WP_000410266.1	lcl|NZ_JADDWO010000005.1_cds_WP_002740024.1_2787	24.555	281	314
WP_000410266.1	lcl|NZ_JADDWO010000006.1_cds_WP_002728309.1_2938	25.152	330	314
WP_000410266.1	lcl|NZ_JADDWO010000014.1_cds_WP_002743770.1_411	22.222	171	314
WP_000604525.1	lcl|NZ_JADDWO010000005.1_cds_WP_026054882.1_2694	84.932	365	365
WP_000884059.1	lcl|NZ_JADDWO010000005.1_cds_WP_002733646.1_2695	95.676	185	185
WP_000884059.1	lcl|NZ_JADDWO010000003.1_cds_WP_002721790.1_1950	36.301	146	185
WP_000646254.1	lcl|NZ_JADDWO010000005.1_cds_WP_002733534.1_2696	97.872	329	329
WP_000646254.1	lcl|NZ_JADDWO010000005.1_cds_WP_002740024.1_2787	31.343	335	329
WP_000646254.1	lcl|NZ_JADDWO010000019.1_cds_WP_002722638.1_754	29.841	315	329
WP_000646254.1	lcl|NZ_JADDWO010000006.1_cds_WP_002728309.1_2938	30.868	311	329
WP_000646254.1	lcl|NZ_JADDWO010000014.1_cds_WP_002743770.1_411	27.566	341	329
WP_000646254.1	lcl|NZ_JADDWO010000005.1_cds_WP_002733638.1_2733	27.586	348	329
WP_000646254.1	lcl|NZ_JADDWO010000076.1_cds_WP_002741146.1_3102	29.167	312	329
WP_000646254.1	lcl|NZ_JADDWO010000006.1_cds_WP_002728316.1_2941	27.879	330	329
WP_000646254.1	lcl|NZ_JADDWO010000005.1_cds_WP_002733546.1_2762	25.000	268	329
WP_000646254.1	lcl|NZ_JADDWO010000005.1_cds_WP_002740721.1_2699	28.990	307	329
WP_000646254.1	lcl|NZ_JADDWO010000007.1_cds_WP_002732331.1_3132	25.369	339	329
WP_000646254.1	lcl|NZ_JADDWO010000005.1_cds_WP_002733698.1_2770	27.007	274	329
WP_000646254.1	lcl|NZ_JADDWO010000005.1_cds_WP_002744551.1_2727	28.519	270	329
WP_000646254.1	lcl|NZ_JADDWO010000005.1_cds_WP_002733579.1_2693	27.309	249	329
WP_000646254.1	lcl|NZ_JADDWO010000005.1_cds_WP_016749081.1_2725	23.659	317	329
WP_000646254.1	lcl|NZ_JADDWO010000060.1_cds_WP_002740236.1_2795	26.792	265	329
WP_000646254.1	lcl|NZ_JADDWO010000004.1_cds_WP_002721725.1_2371	25.076	331	329
WP_000646254.1	lcl|NZ_JADDWO010000004.1_cds_WP_002739935.1_2459	27.711	249	329
WP_000646254.1	lcl|NZ_JADDWO010000005.1_cds_WP_002733757.1_2760	31.034	174	329
WP_000774259.1	lcl|NZ_JADDWO010000005.1_cds_WP_002733627.1_2697	92.884	267	267
WP_000774259.1	lcl|NZ_JADDWO010000005.1_cds_WP_002740926.1_2738	24.786	234	267
WP_000774259.1	lcl|NZ_JADDWO010000005.1_cds_WP_002738295.1_2759	24.303	251	267
WP_000774259.1	lcl|NZ_JADDWO010000005.1_cds_WP_002727921.1_2788	26.455	189	267
WP_000774259.1	lcl|NZ_JADDWO010000051.1_cds_WP_002729040.1_2505	33.636	110	267
WP_000774259.1	lcl|NZ_JADDWO010000014.1_cds_WP_002729513.1_410	27.225	191	267
WP_000774259.1	lcl|NZ_JADDWO010000002.1_cds_WP_002766579.1_1503	25.000	208	267
WP_002072162.1	lcl|NZ_JADDWO010000005.1_cds_WP_002740779.1_2698	97.053	509	509
WP_002072162.1	lcl|NZ_JADDWO010000010.1_cds_WP_002728536.1_76	27.103	321	509
WP_002072162.1	lcl|NZ_JADDWO010000010.1_cds_WP_002728534.1_75	31.111	90	509
WP_002072162.1	lcl|NZ_JADDWO010000005.1_cds_WP_002740779.1_2698	97.053	509	509
WP_002072162.1	lcl|NZ_JADDWO010000010.1_cds_WP_002728536.1_76	27.103	321	509
WP_002072162.1	lcl|NZ_JADDWO010000010.1_cds_WP_002728534.1_75	31.111	90	509
WP_001067557.1	lcl|NZ_JADDWO010000005.1_cds_WP_002740721.1_2699	95.152	330	330
WP_001067557.1	lcl|NZ_JADDWO010000006.1_cds_WP_002728309.1_2938	26.740	273	330
