WP_000340715.1	lcl|NZ_AOVS01000009.1_cds_WP_000340715.1_171	100.000	86	106
WP_000410266.1	lcl|NZ_AOVS01000009.1_cds_WP_000410273.1_170	99.363	314	314
WP_000410266.1	lcl|NZ_AOVS01000009.1_cds_WP_000093099.1_150	46.988	83	314
WP_000410266.1	lcl|NZ_AOVS01000009.1_cds_WP_000646250.1_167	25.392	319	314
WP_000410266.1	lcl|NZ_AOVS01000044.1_cds_WP_000744700.1_825	24.383	324	314
WP_000410266.1	lcl|NZ_AOVS01000009.1_cds_WP_000600889.1_141	25.269	186	314
WP_000410266.1	lcl|NZ_AOVS01000018.1_cds_WP_000723090.1_354	23.958	288	314
WP_000410266.1	lcl|NZ_AOVS01000009.1_cds_WP_000723090.1_88	23.958	288	314
WP_000410266.1	lcl|NZ_AOVS01000009.1_cds_WP_001067557.1_164	24.695	328	314
WP_000604525.1	lcl|NZ_AOVS01000009.1_cds_WP_000604524.1_169	99.178	365	365
WP_000884059.1	lcl|NZ_AOVS01000009.1_cds_WP_000884059.1_168	100.000	185	185
WP_000884059.1	lcl|NZ_AOVS01000099.1_cds_WP_000351733.1_2073	40.000	140	185
WP_000646254.1	lcl|NZ_AOVS01000009.1_cds_WP_000646250.1_167	98.784	329	329
WP_000646254.1	lcl|NZ_AOVS01000044.1_cds_WP_000744700.1_825	31.746	315	329
WP_000646254.1	lcl|NZ_AOVS01000018.1_cds_WP_000723090.1_354	31.045	335	329
WP_000646254.1	lcl|NZ_AOVS01000009.1_cds_WP_000723090.1_88	31.045	335	329
WP_000646254.1	lcl|NZ_AOVS01000009.1_cds_WP_000600889.1_141	34.109	258	329
WP_000646254.1	lcl|NZ_AOVS01000051.1_cds_WP_001984071.1_992	31.475	305	329
WP_000646254.1	lcl|NZ_AOVS01000144.1_cds_WP_000649925.1_3734	30.183	328	329
WP_000646254.1	lcl|NZ_AOVS01000027.1_cds_WP_000709511.1_618	29.730	333	329
WP_000646254.1	lcl|NZ_AOVS01000009.1_cds_WP_000601375.1_114	25.091	275	329
WP_000646254.1	lcl|NZ_AOVS01000009.1_cds_WP_001067557.1_164	30.350	257	329
WP_000646254.1	lcl|NZ_AOVS01000062.1_cds_WP_000688695.1_1210	28.975	283	329
WP_000646254.1	lcl|NZ_AOVS01000009.1_cds_WP_000475904.1_105	27.737	274	329
WP_000646254.1	lcl|NZ_AOVS01000009.1_cds_WP_000410273.1_170	25.705	319	329
WP_000646254.1	lcl|NZ_AOVS01000096.1_cds_WP_001074785.1_1989	29.057	265	329
WP_000646254.1	lcl|NZ_AOVS01000109.1_cds_WP_001003555.1_2448	25.148	338	329
WP_000646254.1	lcl|NZ_AOVS01000009.1_cds_WP_000487322.1_116	27.077	325	329
WP_000774259.1	lcl|NZ_AOVS01000009.1_cds_WP_000774262.1_166	98.127	267	267
WP_000774259.1	lcl|NZ_AOVS01000009.1_cds_WP_000859505.1_117	25.820	244	267
WP_000774259.1	lcl|NZ_AOVS01000009.1_cds_WP_000800438.1_136	24.786	234	267
WP_000774259.1	lcl|NZ_AOVS01000018.1_cds_WP_000842260.1_355	26.316	190	267
WP_000774259.1	lcl|NZ_AOVS01000009.1_cds_WP_000842260.1_87	26.316	190	267
WP_000774259.1	lcl|NZ_AOVS01000120.1_cds_WP_000667727.1_2824	31.818	110	267
WP_000774259.1	lcl|NZ_AOVS01000080.1_cds_WP_000805357.1_1496	26.190	210	267
WP_002072162.1	lcl|NZ_AOVS01000009.1_cds_WP_000612797.1_165	98.232	509	509
WP_002072162.1	lcl|NZ_AOVS01000112.1_cds_WP_000291591.1_2511	26.911	327	509
WP_002072162.1	lcl|NZ_AOVS01000112.1_cds_WP_000364507.1_2512	31.111	90	509
WP_002072162.1	lcl|NZ_AOVS01000009.1_cds_WP_000612797.1_165	98.232	509	509
WP_002072162.1	lcl|NZ_AOVS01000112.1_cds_WP_000291591.1_2511	26.911	327	509
WP_002072162.1	lcl|NZ_AOVS01000112.1_cds_WP_000364507.1_2512	31.111	90	509
WP_001067557.1	lcl|NZ_AOVS01000009.1_cds_WP_001067557.1_164	100.000	330	330
WP_001067557.1	lcl|NZ_AOVS01000009.1_cds_WP_000646250.1_167	28.664	307	330
WP_001067557.1	lcl|NZ_AOVS01000009.1_cds_WP_000600889.1_141	26.316	266	330
WP_001067557.1	lcl|NZ_AOVS01000051.1_cds_WP_001984071.1_992	25.735	272	330
WP_001067557.1	lcl|NZ_AOVS01000109.1_cds_WP_001003555.1_2448	28.395	243	330
WP_001067557.1	lcl|NZ_AOVS01000044.1_cds_WP_000744700.1_825	26.812	276	330
WP_001067557.1	lcl|NZ_AOVS01000018.1_cds_WP_000723090.1_354	23.724	333	330
WP_001067557.1	lcl|NZ_AOVS01000009.1_cds_WP_000723090.1_88	23.724	333	330
WP_001067557.1	lcl|NZ_AOVS01000144.1_cds_WP_000649925.1_3734	28.854	253	330
WP_001067557.1	lcl|NZ_AOVS01000062.1_cds_WP_000688695.1_1210	25.681	257	330
WP_001067557.1	lcl|NZ_AOVS01000009.1_cds_WP_000601375.1_114	26.545	275	330
WP_001067557.1	lcl|NZ_AOVS01000009.1_cds_WP_000410273.1_170	24.695	328	330
WP_001198107.1	lcl|NZ_AOVS01000009.1_cds_WP_001198107.1_163	100.000	366	366
WP_001198107.1	lcl|NZ_AOVS01000009.1_cds_WP_000608295.1_162	39.726	365	366
WP_001198107.1	lcl|NZ_AOVS01000009.1_cds_WP_000575178.1_94	34.262	359	366
WP_001198107.1	lcl|NZ_AOVS01000062.1_cds_WP_001281953.1_1196	27.441	379	366
WP_001198107.1	lcl|NZ_AOVS01000009.1_cds_WP_000346036.1_133	28.090	356	366
WP_001198107.1	lcl|NZ_AOVS01000009.1_cds_WP_000582222.1_152	31.111	360	366
WP_001198107.1	lcl|NZ_AOVS01000131.1_cds_WP_000538752.1_3236	29.692	357	366
WP_001198107.1	lcl|NZ_AOVS01000009.1_cds_WP_000947844.1_140	26.667	345	366
WP_001198107.1	lcl|NZ_AOVS01000095.1_cds_WP_001982414.1_1969	31.579	190	366
WP_000608294.1	lcl|NZ_AOVS01000009.1_cds_WP_000608295.1_162	99.728	367	367
WP_000608294.1	lcl|NZ_AOVS01000009.1_cds_WP_001198107.1_163	39.452	365	367
WP_000608294.1	lcl|NZ_AOVS01000009.1_cds_WP_000575178.1_94	36.712	365	367
WP_000608294.1	lcl|NZ_AOVS01000131.1_cds_WP_000538752.1_3236	30.189	371	367
WP_000608294.1	lcl|NZ_AOVS01000009.1_cds_WP_000582222.1_152	35.385	325	367
WP_000608294.1	lcl|NZ_AOVS01000062.1_cds_WP_001281953.1_1196	30.208	384	367
WP_000608294.1	lcl|NZ_AOVS01000009.1_cds_WP_000346036.1_133	24.397	373	367
WP_000608294.1	lcl|NZ_AOVS01000009.1_cds_WP_000947844.1_140	26.404	356	367
WP_000608294.1	lcl|NZ_AOVS01000095.1_cds_WP_001982414.1_1969	25.698	358	367
WP_000689740.1	lcl|NZ_AOVS01000009.1_cds_WP_000689743.1_161	99.816	544	544
WP_000689740.1	lcl|NZ_AOVS01000009.1_cds_WP_000689743.1_161	99.816	544	544
WP_000342716.1	lcl|NZ_AOVS01000009.1_cds_WP_000342713.1_160	99.623	265	265
WP_000342716.1	lcl|NZ_AOVS01000095.1_cds_WP_001002663.1_1949	44.856	243	265
WP_001246619.1	lcl|NZ_AOVS01000009.1_cds_WP_001246618.1_159	96.774	310	310
WP_001246619.1	lcl|NZ_AOVS01000117.1_cds_WP_000501205.1_2727	38.158	304	310
WP_001246619.1	lcl|NZ_AOVS01000132.1_cds_WP_001183723.1_3313	25.163	306	310
WP_001246619.1	lcl|NZ_AOVS01000063.1_cds_WP_000279894.1_1248	24.809	262	310
