WP_000340715.1	lcl|NZ_JADHZR010000023.1_cds_WP_002725873.1_1124	91.860	86	106
WP_000410266.1	lcl|NZ_JADHZR010000023.1_cds_WP_011669917.1_1125	92.903	310	314
WP_000410266.1	lcl|NZ_JADHZR010000012.1_cds_WP_011669955.1_324	23.381	278	314
WP_000410266.1	lcl|NZ_JADHZR010000025.1_cds_WP_011671202.1_1208	22.154	325	314
WP_000410266.1	lcl|NZ_JADHZR010000012.1_cds_WP_011669957.1_322	25.137	183	314
WP_000410266.1	lcl|NZ_JADHZR010000058.1_cds_WP_011669973.1_2490	24.199	281	314
WP_000410266.1	lcl|NZ_JADHZR010000035.1_cds_WP_011670961.1_1669	25.152	330	314
WP_000410266.1	lcl|NZ_JADHZR010000091.1_cds_WP_011670813.1_3283	22.222	171	314
WP_000884059.1	lcl|NZ_JADHZR010000001.1_cds_WP_002750963.1_882	36.301	146	185
WP_000884059.1	lcl|NZ_JADHZR010000023.1_cds_WP_011669938.1_1156	33.898	177	185
WP_000646254.1	lcl|NZ_JADHZR010000012.1_cds_WP_011669955.1_324	31.153	321	329
WP_000646254.1	lcl|NZ_JADHZR010000058.1_cds_WP_011669973.1_2490	31.642	335	329
WP_000646254.1	lcl|NZ_JADHZR010000025.1_cds_WP_011671202.1_1208	30.476	315	329
WP_000646254.1	lcl|NZ_JADHZR010000035.1_cds_WP_011670961.1_1669	31.190	311	329
WP_000646254.1	lcl|NZ_JADHZR010000012.1_cds_WP_011669957.1_322	28.852	305	329
WP_000646254.1	lcl|NZ_JADHZR010000091.1_cds_WP_011670813.1_3283	27.566	341	329
WP_000646254.1	lcl|NZ_JADHZR010000022.1_cds_WP_011671143.1_1078	30.032	313	329
WP_000646254.1	lcl|NZ_JADHZR010000035.1_cds_WP_002754065.1_1666	27.879	330	329
WP_000646254.1	lcl|NZ_JADHZR010000002.1_cds_WP_011671074.1_1452	24.260	338	329
WP_000646254.1	lcl|NZ_JADHZR010000023.1_cds_WP_011669917.1_1125	27.711	249	329
WP_000646254.1	lcl|NZ_JADHZR010000014.1_cds_WP_017859386.1_449	26.217	267	329
WP_000646254.1	lcl|NZ_JADHZR010000012.1_cds_WP_011669959.1_320	25.993	277	329
WP_000646254.1	lcl|NZ_JADHZR010000056.1_cds_WP_011669202.1_2445	24.471	331	329
WP_000774259.1	lcl|NZ_JADHZR010000012.1_cds_WP_011669956.1_323	28.426	197	267
WP_000774259.1	lcl|NZ_JADHZR010000058.1_cds_WP_011669974.1_2489	26.455	189	267
WP_000774259.1	lcl|NZ_JADHZR010000034.1_cds_WP_011670832.1_1626	33.636	110	267
WP_000774259.1	lcl|NZ_JADHZR010000091.1_cds_WP_011670812.1_3282	27.749	191	267
WP_000774259.1	lcl|NZ_JADHZR010000083.1_cds_WP_002766579.1_3135	25.000	208	267
WP_002072162.1	lcl|NZ_JADHZR010000019.1_cds_WP_011670269.1_779	27.103	321	509
WP_002072162.1	lcl|NZ_JADHZR010000019.1_cds_WP_002751286.1_780	31.111	90	509
WP_002072162.1	lcl|NZ_JADHZR010000019.1_cds_WP_011670269.1_779	27.103	321	509
WP_002072162.1	lcl|NZ_JADHZR010000019.1_cds_WP_002751286.1_780	31.111	90	509
WP_001067557.1	lcl|NZ_JADHZR010000035.1_cds_WP_011670961.1_1669	27.106	273	330
WP_001067557.1	lcl|NZ_JADHZR010000012.1_cds_WP_011669955.1_324	23.636	275	330
WP_001067557.1	lcl|NZ_JADHZR010000025.1_cds_WP_011671202.1_1208	27.798	277	330
WP_001067557.1	lcl|NZ_JADHZR010000058.1_cds_WP_011669973.1_2490	26.183	317	330
WP_001067557.1	lcl|NZ_JADHZR010000002.1_cds_WP_011671074.1_1452	26.457	223	330
WP_001067557.1	lcl|NZ_JADHZR010000022.1_cds_WP_011671143.1_1078	27.044	318	330
WP_001067557.1	lcl|NZ_JADHZR010000056.1_cds_WP_011669202.1_2445	24.898	245	330
WP_001067557.1	lcl|NZ_JADHZR010000091.1_cds_WP_011670813.1_3283	25.352	142	330
WP_001067557.1	lcl|NZ_JADHZR010000023.1_cds_WP_011669917.1_1125	23.708	329	330
WP_001067557.1	lcl|NZ_JADHZR010000014.1_cds_WP_017859386.1_449	26.667	240	330
WP_001067557.1	lcl|NZ_JADHZR010000018.1_cds_WP_011671364.1_731	25.781	128	330
WP_001198107.1	lcl|NZ_JADHZR010000058.1_cds_WP_011669968.1_2496	33.428	353	366
WP_001198107.1	lcl|NZ_JADHZR010000023.1_cds_WP_011669926.1_1135	40.359	223	366
WP_001198107.1	lcl|NZ_JADHZR010000070.1_cds_WP_002753028.1_2883	27.778	378	366
WP_001198107.1	lcl|NZ_JADHZR010000023.1_cds_WP_011669932.1_1150	30.769	390	366
WP_001198107.1	lcl|NZ_JADHZR010000023.1_cds_WP_011669923.1_1132	37.864	206	366
WP_001198107.1	lcl|NZ_JADHZR010000003.1_cds_WP_002753888.1_1908	29.526	359	366
WP_001198107.1	lcl|NZ_JADHZR010000002.1_cds_WP_002750680.1_1453	30.270	185	366
WP_000608294.1	lcl|NZ_JADHZR010000058.1_cds_WP_011669968.1_2496	37.398	369	367
WP_000608294.1	lcl|NZ_JADHZR010000003.1_cds_WP_002753888.1_1908	33.773	379	367
WP_000608294.1	lcl|NZ_JADHZR010000023.1_cds_WP_011669932.1_1150	31.989	372	367
WP_000608294.1	lcl|NZ_JADHZR010000070.1_cds_WP_002753028.1_2883	30.105	382	367
WP_000608294.1	lcl|NZ_JADHZR010000023.1_cds_WP_011669926.1_1135	30.769	338	367
WP_000608294.1	lcl|NZ_JADHZR010000023.1_cds_WP_011669923.1_1132	33.898	236	367
