WP_000340715.1	lcl|NZ_JADDVU010000005.1_cds_WP_002725873.1_2782	91.860	86	106
WP_000410266.1	lcl|NZ_JADDVU010000005.1_cds_WP_002733579.1_2781	92.994	314	314
WP_000410266.1	lcl|NZ_JADDVU010000005.1_cds_WP_002733534.1_2778	24.765	319	314
WP_000410266.1	lcl|NZ_JADDVU010000017.1_cds_WP_002722638.1_588	22.462	325	314
WP_000410266.1	lcl|NZ_JADDVU010000005.1_cds_WP_002740024.1_2687	24.555	281	314
WP_000410266.1	lcl|NZ_JADDVU010000006.1_cds_WP_002728309.1_3036	25.152	330	314
WP_000410266.1	lcl|NZ_JADDVU010000013.1_cds_WP_002743770.1_358	22.222	171	314
WP_000604525.1	lcl|NZ_JADDVU010000005.1_cds_WP_026054882.1_2780	84.932	365	365
WP_000884059.1	lcl|NZ_JADDVU010000005.1_cds_WP_002733646.1_2779	95.676	185	185
WP_000884059.1	lcl|NZ_JADDVU010000003.1_cds_WP_002721790.1_1928	36.301	146	185
WP_000646254.1	lcl|NZ_JADDVU010000005.1_cds_WP_002733534.1_2778	97.872	329	329
WP_000646254.1	lcl|NZ_JADDVU010000005.1_cds_WP_002740024.1_2687	31.343	335	329
WP_000646254.1	lcl|NZ_JADDVU010000017.1_cds_WP_002722638.1_588	29.841	315	329
WP_000646254.1	lcl|NZ_JADDVU010000006.1_cds_WP_002728309.1_3036	30.868	311	329
WP_000646254.1	lcl|NZ_JADDVU010000013.1_cds_WP_002743770.1_358	27.566	341	329
WP_000646254.1	lcl|NZ_JADDVU010000005.1_cds_WP_002733638.1_2741	27.586	348	329
WP_000646254.1	lcl|NZ_JADDVU010000076.1_cds_WP_002741146.1_3098	29.167	312	329
WP_000646254.1	lcl|NZ_JADDVU010000006.1_cds_WP_002728316.1_3033	27.879	330	329
WP_000646254.1	lcl|NZ_JADDVU010000005.1_cds_WP_002733546.1_2712	25.000	268	329
WP_000646254.1	lcl|NZ_JADDVU010000005.1_cds_WP_002740721.1_2775	28.990	307	329
WP_000646254.1	lcl|NZ_JADDVU010000007.1_cds_WP_002732331.1_3124	25.369	339	329
WP_000646254.1	lcl|NZ_JADDVU010000005.1_cds_WP_002733698.1_2704	27.007	274	329
WP_000646254.1	lcl|NZ_JADDVU010000005.1_cds_WP_002744551.1_2747	28.519	270	329
WP_000646254.1	lcl|NZ_JADDVU010000005.1_cds_WP_002733579.1_2781	27.309	249	329
WP_000646254.1	lcl|NZ_JADDVU010000005.1_cds_WP_016749081.1_2749	23.659	317	329
WP_000646254.1	lcl|NZ_JADDVU010000060.1_cds_WP_002740236.1_2790	26.792	265	329
WP_000646254.1	lcl|NZ_JADDVU010000004.1_cds_WP_002721725.1_2445	25.076	331	329
WP_000646254.1	lcl|NZ_JADDVU010000004.1_cds_WP_002739935.1_2357	27.711	249	329
WP_000646254.1	lcl|NZ_JADDVU010000005.1_cds_WP_002733757.1_2714	31.034	174	329
WP_000774259.1	lcl|NZ_JADDVU010000005.1_cds_WP_002733627.1_2777	92.884	267	267
WP_000774259.1	lcl|NZ_JADDVU010000005.1_cds_WP_002740926.1_2736	24.786	234	267
WP_000774259.1	lcl|NZ_JADDVU010000005.1_cds_WP_002738295.1_2715	24.303	251	267
WP_000774259.1	lcl|NZ_JADDVU010000005.1_cds_WP_002727921.1_2686	26.455	189	267
WP_000774259.1	lcl|NZ_JADDVU010000025.1_cds_WP_002729040.1_1207	33.636	110	267
WP_000774259.1	lcl|NZ_JADDVU010000013.1_cds_WP_002729513.1_359	27.225	191	267
WP_000774259.1	lcl|NZ_JADDVU010000002.1_cds_WP_002766579.1_1451	25.000	208	267
WP_002072162.1	lcl|NZ_JADDVU010000005.1_cds_WP_002740779.1_2776	97.053	509	509
WP_002072162.1	lcl|NZ_JADDVU010000010.1_cds_WP_002728536.1_74	27.103	321	509
WP_002072162.1	lcl|NZ_JADDVU010000010.1_cds_WP_002728534.1_73	31.111	90	509
WP_002072162.1	lcl|NZ_JADDVU010000005.1_cds_WP_002740779.1_2776	97.053	509	509
WP_002072162.1	lcl|NZ_JADDVU010000010.1_cds_WP_002728536.1_74	27.103	321	509
WP_002072162.1	lcl|NZ_JADDVU010000010.1_cds_WP_002728534.1_73	31.111	90	509
WP_001067557.1	lcl|NZ_JADDVU010000005.1_cds_WP_002740721.1_2775	95.152	330	330
WP_001067557.1	lcl|NZ_JADDVU010000006.1_cds_WP_002728309.1_3036	26.740	273	330
WP_001067557.1	lcl|NZ_JADDVU010000005.1_cds_WP_002733534.1_2778	28.990	307	330
WP_001067557.1	lcl|NZ_JADDVU010000005.1_cds_WP_016749081.1_2749	30.317	221	330
WP_001067557.1	lcl|NZ_JADDVU010000017.1_cds_WP_002722638.1_588	27.425	299	330
WP_001067557.1	lcl|NZ_JADDVU010000005.1_cds_WP_002740024.1_2687	26.183	317	330
WP_001067557.1	lcl|NZ_JADDVU010000007.1_cds_WP_002732331.1_3124	27.193	228	330
WP_001067557.1	lcl|NZ_JADDVU010000004.1_cds_WP_002721725.1_2445	24.898	245	330
WP_001067557.1	lcl|NZ_JADDVU010000076.1_cds_WP_002741146.1_3098	27.303	304	330
WP_001067557.1	lcl|NZ_JADDVU010000005.1_cds_WP_002733546.1_2712	25.275	273	330
WP_001067557.1	lcl|NZ_JADDVU010000005.1_cds_WP_002733638.1_2741	25.965	285	330
