WP_000340715.1	lcl|NZ_NPED01000005.1_cds_WP_100727283.1_2919	63.514	74	106
WP_000410266.1	lcl|NZ_NPED01000005.1_cds_WP_100727191.1_2918	83.439	314	314
WP_000410266.1	lcl|NZ_NPED01000001.1_cds_WP_100725791.1_573	23.765	324	314
WP_000410266.1	lcl|NZ_NPED01000005.1_cds_WP_100727154.1_2881	24.316	329	314
WP_000410266.1	lcl|NZ_NPED01000018.1_cds_WP_100728132.1_1221	24.000	250	314
WP_000410266.1	lcl|NZ_NPED01000012.1_cds_WP_100715920.1_964	24.118	170	314
WP_000604525.1	lcl|NZ_NPED01000005.1_cds_WP_100727187.1_2914	53.591	362	365
WP_000884059.1	lcl|NZ_NPED01000003.1_cds_WP_100726709.1_2325	31.783	129	185
WP_000646254.1	lcl|NZ_NPED01000018.1_cds_WP_100728132.1_1221	30.931	333	329
WP_000646254.1	lcl|NZ_NPED01000001.1_cds_WP_100725791.1_573	30.255	314	329
WP_000646254.1	lcl|NZ_NPED01000005.1_cds_WP_100727146.1_2873	31.447	318	329
WP_000646254.1	lcl|NZ_NPED01000001.1_cds_WP_100725412.1_8	31.475	305	329
WP_000646254.1	lcl|NZ_NPED01000012.1_cds_WP_100715920.1_964	29.326	341	329
WP_000646254.1	lcl|NZ_NPED01000005.1_cds_WP_100727154.1_2881	28.391	317	329
WP_000646254.1	lcl|NZ_NPED01000001.1_cds_WP_100725767.1_546	30.063	316	329
WP_000646254.1	lcl|NZ_NPED01000001.1_cds_WP_100725525.1_186	27.640	322	329
WP_000646254.1	lcl|NZ_NPED01000005.1_cds_WP_207762693.1_2900	25.159	314	329
WP_000646254.1	lcl|NZ_NPED01000001.1_cds_WP_100725564.1_242	27.888	251	329
WP_000646254.1	lcl|NZ_NPED01000005.1_cds_WP_100727191.1_2918	25.786	318	329
WP_000646254.1	lcl|NZ_NPED01000005.1_cds_WP_165780347.1_2878	25.974	308	329
WP_000646254.1	lcl|NZ_NPED01000019.1_cds_WP_100728139.1_1229	25.301	249	329
WP_000646254.1	lcl|NZ_NPED01000001.1_cds_WP_100725556.1_234	24.275	276	329
WP_000646254.1	lcl|NZ_NPED01000001.1_cds_WP_100725980.1_625	28.514	249	329
WP_000646254.1	lcl|NZ_NPED01000012.1_cds_WP_207762726.1_975	24.272	309	329
WP_000646254.1	lcl|NZ_NPED01000011.1_cds_WP_100727895.1_939	24.727	275	329
WP_000646254.1	lcl|NZ_NPED01000006.1_cds_WP_100720563.1_3072	26.257	179	329
WP_000774259.1	lcl|NZ_NPED01000005.1_cds_WP_100727166.1_2893	25.500	200	267
WP_000774259.1	lcl|NZ_NPED01000005.1_cds_WP_100727147.1_2874	27.451	204	267
WP_000774259.1	lcl|NZ_NPED01000011.1_cds_WP_100727872.1_878	23.755	261	267
WP_000774259.1	lcl|NZ_NPED01000018.1_cds_WP_100728131.1_1220	24.103	195	267
WP_000774259.1	lcl|NZ_NPED01000001.1_cds_WP_100725479.1_116	28.161	174	267
WP_000774259.1	lcl|NZ_NPED01000012.1_cds_WP_100727919.1_963	29.016	193	267
WP_002072162.1	lcl|NZ_NPED01000003.1_cds_WP_100726724.1_2347	25.378	331	509
WP_002072162.1	lcl|NZ_NPED01000003.1_cds_WP_100717065.1_2348	34.483	58	509
WP_002072162.1	lcl|NZ_NPED01000003.1_cds_WP_100726724.1_2347	25.378	331	509
WP_002072162.1	lcl|NZ_NPED01000003.1_cds_WP_100717065.1_2348	34.483	58	509
WP_001067557.1	lcl|NZ_NPED01000005.1_cds_WP_207762693.1_2900	32.704	318	330
WP_001067557.1	lcl|NZ_NPED01000005.1_cds_WP_100727149.1_2876	33.333	309	330
WP_001067557.1	lcl|NZ_NPED01000001.1_cds_WP_100725412.1_8	24.101	278	330
WP_001067557.1	lcl|NZ_NPED01000001.1_cds_WP_100725564.1_242	27.547	265	330
WP_001067557.1	lcl|NZ_NPED01000001.1_cds_WP_100725791.1_573	27.899	276	330
WP_001067557.1	lcl|NZ_NPED01000018.1_cds_WP_100728132.1_1221	24.085	328	330
WP_001067557.1	lcl|NZ_NPED01000001.1_cds_WP_100725767.1_546	25.472	318	330
WP_001067557.1	lcl|NZ_NPED01000005.1_cds_WP_165780347.1_2878	26.293	232	330
WP_001067557.1	lcl|NZ_NPED01000001.1_cds_WP_100725556.1_234	24.046	262	330
WP_001067557.1	lcl|NZ_NPED01000005.1_cds_WP_100727154.1_2881	26.339	224	330
WP_001067557.1	lcl|NZ_NPED01000001.1_cds_WP_100725980.1_625	25.118	211	330
WP_001067557.1	lcl|NZ_NPED01000012.1_cds_WP_100715920.1_964	22.742	299	330
WP_001067557.1	lcl|NZ_NPED01000006.1_cds_WP_100720563.1_3072	26.033	242	330
WP_001198107.1	lcl|NZ_NPED01000001.1_cds_WP_100725593.1_304	28.906	384	366
WP_001198107.1	lcl|NZ_NPED01000005.1_cds_WP_100727185.1_2912	32.591	359	366
WP_001198107.1	lcl|NZ_NPED01000005.1_cds_WP_100727164.1_2891	40.741	243	366
WP_001198107.1	lcl|NZ_NPED01000002.1_cds_WP_100718929.1_1880	29.178	353	366
WP_001198107.1	lcl|NZ_NPED01000005.1_cds_WP_100727172.1_2899	33.186	226	366
WP_001198107.1	lcl|NZ_NPED01000002.1_cds_WP_100715612.1_1541	28.090	178	366
WP_000608294.1	lcl|NZ_NPED01000005.1_cds_WP_100727164.1_2891	37.121	264	367
WP_000608294.1	lcl|NZ_NPED01000005.1_cds_WP_100727185.1_2912	31.694	366	367
WP_000608294.1	lcl|NZ_NPED01000002.1_cds_WP_100718929.1_1880	29.178	377	367
WP_000608294.1	lcl|NZ_NPED01000001.1_cds_WP_100725593.1_304	28.571	378	367
WP_000608294.1	lcl|NZ_NPED01000005.1_cds_WP_100727172.1_2899	28.135	327	367
WP_000608294.1	lcl|NZ_NPED01000002.1_cds_WP_100715612.1_1541	28.011	357	367
WP_000608294.1	lcl|NZ_NPED01000004.1_cds_WP_100726956.1_2591	33.019	106	367
WP_000342716.1	lcl|NZ_NPED01000002.1_cds_WP_100715657.1_1490	41.152	243	265
WP_001246619.1	lcl|NZ_NPED01000006.1_cds_WP_100727377.1_3171	37.742	310	310
WP_001246619.1	lcl|NZ_NPED01000004.1_cds_WP_100717700.1_2663	30.263	304	310
WP_001246619.1	lcl|NZ_NPED01000003.1_cds_WP_100718541.1_2258	23.194	263	310
WP_001246619.1	lcl|NZ_NPED01000006.1_cds_WP_100727377.1_3171	37.742	310	310
WP_001246619.1	lcl|NZ_NPED01000004.1_cds_WP_100717700.1_2663	30.263	304	310
WP_001246619.1	lcl|NZ_NPED01000003.1_cds_WP_100718541.1_2258	23.194	263	310
WP_001088861.1	lcl|NZ_NPED01000004.1_cds_WP_100718959.1_2638	34.862	109	144
WP_000517242.1	lcl|NZ_NPED01000003.1_cds_WP_100726662.1_2242	29.508	122	221
