WP_000340715.1	lcl|NZ_AHMP02000003.1_cds_WP_040913380.1_1121	95.349	86	106
WP_000410266.1	lcl|NZ_AHMP02000003.1_cds_WP_010575234.1_1120	91.613	310	314
WP_000410266.1	lcl|NZ_AHMP02000003.1_cds_WP_010575219.1_1110	23.827	277	314
WP_000410266.1	lcl|NZ_AHMP02000003.1_cds_WP_010573102.1_2864	22.154	325	314
WP_000410266.1	lcl|NZ_AHMP02000003.1_cds_WP_010575169.1_1057	24.107	336	314
WP_000410266.1	lcl|NZ_AHMP02000003.1_cds_WP_010576029.1_3350	22.222	171	314
WP_000884059.1	lcl|NZ_AHMP02000003.1_cds_WP_010574925.1_803	38.356	146	185
WP_000646254.1	lcl|NZ_AHMP02000003.1_cds_WP_010575230.1_1118	32.174	345	329
WP_000646254.1	lcl|NZ_AHMP02000003.1_cds_WP_010575219.1_1110	34.106	302	329
WP_000646254.1	lcl|NZ_AHMP02000003.1_cds_WP_010575169.1_1057	29.341	334	329
WP_000646254.1	lcl|NZ_AHMP02000003.1_cds_WP_208855711.1_3149	32.680	306	329
WP_000646254.1	lcl|NZ_AHMP02000003.1_cds_WP_010573102.1_2864	30.476	315	329
WP_000646254.1	lcl|NZ_AHMP02000003.1_cds_WP_010576029.1_3350	27.381	336	329
WP_000646254.1	lcl|NZ_AHMP02000003.1_cds_WP_010572949.1_3021	28.302	318	329
WP_000646254.1	lcl|NZ_AHMP02000003.1_cds_WP_040913715.1_3258	29.091	330	329
WP_000646254.1	lcl|NZ_AHMP02000003.1_cds_WP_010575193.1_1083	24.516	310	329
WP_000646254.1	lcl|NZ_AHMP02000003.1_cds_WP_010573285.1_2669	27.984	243	329
WP_000646254.1	lcl|NZ_AHMP02000003.1_cds_WP_010575234.1_1120	25.316	316	329
WP_000646254.1	lcl|NZ_AHMP02000003.1_cds_WP_010573450.1_2502	24.340	341	329
WP_000646254.1	lcl|NZ_AHMP02000003.1_cds_WP_010574654.1_505	26.217	267	329
WP_000646254.1	lcl|NZ_AHMP02000003.1_cds_WP_010575184.1_1075	27.907	172	329
WP_000646254.1	lcl|NZ_AHMP02000003.1_cds_WP_010573190.1_2774	24.773	331	329
WP_000646254.1	lcl|NZ_AHMP02000003.1_cds_WP_010572657.1_3310	28.279	244	329
WP_000646254.1	lcl|NZ_AHMP02000001.1_cds_WP_040912670.1_3695	25.194	258	329
WP_000646254.1	lcl|NZ_AHMP02000003.1_cds_WP_020986380.1_1085	25.357	280	329
WP_000774259.1	lcl|NZ_AHMP02000003.1_cds_WP_010575214.1_1105	24.255	235	267
WP_000774259.1	lcl|NZ_AHMP02000003.1_cds_WP_010575195.1_1086	25.000	208	267
WP_000774259.1	lcl|NZ_AHMP02000003.1_cds_WP_010575168.1_1056	26.455	189	267
WP_000774259.1	lcl|NZ_AHMP02000003.1_cds_WP_010573628.1_2318	33.636	110	267
WP_000774259.1	lcl|NZ_AHMP02000003.1_cds_WP_040913215.1_3349	26.020	196	267
WP_000774259.1	lcl|NZ_AHMP02000003.1_cds_WP_084492239.1_2420	32.353	102	267
WP_002072162.1	lcl|NZ_AHMP02000003.1_cds_WP_020986546.1_650	27.139	339	509
WP_002072162.1	lcl|NZ_AHMP02000003.1_cds_WP_010574788.1_649	31.111	90	509
WP_002072162.1	lcl|NZ_AHMP02000003.1_cds_WP_020986546.1_650	27.139	339	509
WP_002072162.1	lcl|NZ_AHMP02000003.1_cds_WP_010574788.1_649	31.111	90	509
WP_001067557.1	lcl|NZ_AHMP02000003.1_cds_WP_208855711.1_3149	26.937	271	330
WP_001067557.1	lcl|NZ_AHMP02000003.1_cds_WP_010575219.1_1110	27.138	269	330
WP_001067557.1	lcl|NZ_AHMP02000003.1_cds_WP_010575169.1_1057	27.027	333	330
WP_001067557.1	lcl|NZ_AHMP02000003.1_cds_WP_010573102.1_2864	27.899	276	330
WP_001067557.1	lcl|NZ_AHMP02000003.1_cds_WP_010573190.1_2774	26.939	245	330
WP_001067557.1	lcl|NZ_AHMP02000003.1_cds_WP_010575230.1_1118	23.810	252	330
WP_001067557.1	lcl|NZ_AHMP02000003.1_cds_WP_010575208.1_1099	31.496	127	330
WP_001067557.1	lcl|NZ_AHMP02000003.1_cds_WP_010573285.1_2669	27.615	239	330
WP_001067557.1	lcl|NZ_AHMP02000003.1_cds_WP_010575193.1_1083	24.715	263	330
WP_001067557.1	lcl|NZ_AHMP02000003.1_cds_WP_010572949.1_3021	26.667	285	330
WP_001067557.1	lcl|NZ_AHMP02000003.1_cds_WP_010573450.1_2502	26.357	258	330
WP_001067557.1	lcl|NZ_AHMP02000003.1_cds_WP_010575206.1_1097	27.333	150	330
WP_001067557.1	lcl|NZ_AHMP02000003.1_cds_WP_010576029.1_3350	25.180	139	330
WP_001067557.1	lcl|NZ_AHMP02000003.1_cds_WP_010575234.1_1120	24.471	331	330
WP_001198107.1	lcl|NZ_AHMP02000003.1_cds_WP_010573634.1_2313	28.042	378	366
WP_001198107.1	lcl|NZ_AHMP02000003.1_cds_WP_010575761.1_1657	31.564	358	366
WP_001198107.1	lcl|NZ_AHMP02000003.1_cds_WP_010575218.1_1109	27.333	300	366
WP_001198107.1	lcl|NZ_AHMP02000003.1_cds_WP_040913053.1_2434	30.811	185	366
WP_000608294.1	lcl|NZ_AHMP02000003.1_cds_WP_010575761.1_1657	33.509	379	367
