WP_000340715.1	lcl|NZ_AFKQ01000031.1_cds_WP_000340715.1_3322	100.000	86	106
WP_000410266.1	lcl|NZ_AFKQ01000031.1_cds_WP_000410273.1_3323	99.363	314	314
WP_000410266.1	lcl|NZ_AFKQ01000031.1_cds_WP_000093099.1_3343	46.988	83	314
WP_000410266.1	lcl|NZ_AFKQ01000031.1_cds_WP_000646252.1_3326	25.392	319	314
WP_000410266.1	lcl|NZ_AFKQ01000029.1_cds_WP_000744700.1_3437	24.383	324	314
WP_000410266.1	lcl|NZ_AFKQ01000031.1_cds_WP_000600889.1_3352	25.269	186	314
WP_000410266.1	lcl|NZ_AFKQ01000036.1_cds_WP_000723090.1_3205	23.958	288	314
WP_000410266.1	lcl|NZ_AFKQ01000031.1_cds_WP_001067557.1_3329	24.695	328	314
WP_000604525.1	lcl|NZ_AFKQ01000031.1_cds_WP_000604524.1_3324	99.178	365	365
WP_000884059.1	lcl|NZ_AFKQ01000031.1_cds_WP_000884059.1_3325	100.000	185	185
WP_000884059.1	lcl|NZ_AFKQ01000202.1_cds_WP_000351733.1_909	40.000	140	185
WP_000646254.1	lcl|NZ_AFKQ01000031.1_cds_WP_000646252.1_3326	98.480	329	329
WP_000646254.1	lcl|NZ_AFKQ01000029.1_cds_WP_000744700.1_3437	31.746	315	329
WP_000646254.1	lcl|NZ_AFKQ01000036.1_cds_WP_000723090.1_3205	31.045	335	329
WP_000646254.1	lcl|NZ_AFKQ01000031.1_cds_WP_000600889.1_3352	34.109	258	329
WP_000646254.1	lcl|NZ_AFKQ01000125.1_cds_WP_001984071.1_1694	31.475	305	329
WP_000646254.1	lcl|NZ_AFKQ01000049.1_cds_WP_000649925.1_2802	30.183	328	329
WP_000646254.1	lcl|NZ_AFKQ01000359.1_cds_WP_000709511.1_15	29.730	333	329
WP_000646254.1	lcl|NZ_AFKQ01000031.1_cds_WP_000601375.1_3379	25.091	275	329
WP_000646254.1	lcl|NZ_AFKQ01000031.1_cds_WP_001067557.1_3329	30.350	257	329
WP_000646254.1	lcl|NZ_AFKQ01000179.1_cds_WP_000688695.1_1202	28.975	283	329
WP_000646254.1	lcl|NZ_AFKQ01000036.1_cds_WP_000475898.1_3188	28.309	272	329
WP_000646254.1	lcl|NZ_AFKQ01000031.1_cds_WP_000410273.1_3323	25.705	319	329
WP_000646254.1	lcl|NZ_AFKQ01000186.1_cds_WP_001074785.1_1096	29.057	265	329
WP_000646254.1	lcl|NZ_AFKQ01000030.1_cds_WP_001003555.1_3405	25.148	338	329
WP_000646254.1	lcl|NZ_AFKQ01000031.1_cds_WP_000487322.1_3377	27.077	325	329
WP_000774259.1	lcl|NZ_AFKQ01000031.1_cds_WP_000774262.1_3327	98.127	267	267
WP_000774259.1	lcl|NZ_AFKQ01000031.1_cds_WP_000859505.1_3376	25.820	244	267
WP_000774259.1	lcl|NZ_AFKQ01000031.1_cds_WP_000800438.1_3357	24.786	234	267
WP_000774259.1	lcl|NZ_AFKQ01000036.1_cds_WP_000842260.1_3206	26.316	190	267
WP_000774259.1	lcl|NZ_AFKQ01000057.1_cds_WP_000667727.1_2640	31.818	110	267
WP_000774259.1	lcl|NZ_AFKQ01000046.1_cds_WP_000805357.1_2915	26.190	210	267
WP_002072162.1	lcl|NZ_AFKQ01000031.1_cds_WP_000612797.1_3328	98.232	509	509
WP_002072162.1	lcl|NZ_AFKQ01000150.1_cds_WP_000291591.1_1520	26.911	327	509
WP_002072162.1	lcl|NZ_AFKQ01000150.1_cds_WP_000364507.1_1519	31.111	90	509
WP_002072162.1	lcl|NZ_AFKQ01000031.1_cds_WP_000612797.1_3328	98.232	509	509
WP_002072162.1	lcl|NZ_AFKQ01000150.1_cds_WP_000291591.1_1520	26.911	327	509
WP_002072162.1	lcl|NZ_AFKQ01000150.1_cds_WP_000364507.1_1519	31.111	90	509
WP_001067557.1	lcl|NZ_AFKQ01000031.1_cds_WP_001067557.1_3329	100.000	330	330
WP_001067557.1	lcl|NZ_AFKQ01000031.1_cds_WP_000646252.1_3326	28.664	307	330
WP_001067557.1	lcl|NZ_AFKQ01000031.1_cds_WP_000600889.1_3352	26.316	266	330
WP_001067557.1	lcl|NZ_AFKQ01000125.1_cds_WP_001984071.1_1694	25.735	272	330
WP_001067557.1	lcl|NZ_AFKQ01000030.1_cds_WP_001003555.1_3405	28.395	243	330
WP_001067557.1	lcl|NZ_AFKQ01000029.1_cds_WP_000744700.1_3437	26.812	276	330
WP_001067557.1	lcl|NZ_AFKQ01000036.1_cds_WP_000723090.1_3205	23.724	333	330
WP_001067557.1	lcl|NZ_AFKQ01000049.1_cds_WP_000649925.1_2802	28.854	253	330
WP_001067557.1	lcl|NZ_AFKQ01000179.1_cds_WP_000688695.1_1202	25.681	257	330
WP_001067557.1	lcl|NZ_AFKQ01000031.1_cds_WP_000601375.1_3379	26.545	275	330
WP_001067557.1	lcl|NZ_AFKQ01000031.1_cds_WP_000410273.1_3323	24.695	328	330
WP_001198107.1	lcl|NZ_AFKQ01000031.1_cds_WP_001198107.1_3330	100.000	366	366
WP_001198107.1	lcl|NZ_AFKQ01000031.1_cds_WP_000608295.1_3331	39.726	365	366
WP_001198107.1	lcl|NZ_AFKQ01000036.1_cds_WP_000575178.1_3199	34.262	359	366
WP_001198107.1	lcl|NZ_AFKQ01000299.1_cds_WP_001281953.1_295	27.441	379	366
WP_001198107.1	lcl|NZ_AFKQ01000031.1_cds_WP_000346036.1_3360	28.090	356	366
WP_001198107.1	lcl|NZ_AFKQ01000031.1_cds_WP_000582222.1_3341	31.111	360	366
WP_001198107.1	lcl|NZ_AFKQ01000161.1_cds_WP_000538752.1_1487	29.692	357	366
WP_001198107.1	lcl|NZ_AFKQ01000031.1_cds_WP_000947844.1_3353	26.667	345	366
WP_001198107.1	lcl|NZ_AFKQ01000076.1_cds_WP_001982414.1_2297	31.579	190	366
WP_000608294.1	lcl|NZ_AFKQ01000031.1_cds_WP_000608295.1_3331	99.728	367	367
WP_000608294.1	lcl|NZ_AFKQ01000031.1_cds_WP_001198107.1_3330	39.452	365	367
WP_000608294.1	lcl|NZ_AFKQ01000036.1_cds_WP_000575178.1_3199	36.712	365	367
WP_000608294.1	lcl|NZ_AFKQ01000161.1_cds_WP_000538752.1_1487	30.189	371	367
WP_000608294.1	lcl|NZ_AFKQ01000031.1_cds_WP_000582222.1_3341	35.385	325	367
WP_000608294.1	lcl|NZ_AFKQ01000299.1_cds_WP_001281953.1_295	30.208	384	367
WP_000608294.1	lcl|NZ_AFKQ01000031.1_cds_WP_000346036.1_3360	24.397	373	367
WP_000608294.1	lcl|NZ_AFKQ01000031.1_cds_WP_000947844.1_3353	26.404	356	367
WP_000608294.1	lcl|NZ_AFKQ01000076.1_cds_WP_001982414.1_2297	25.698	358	367
WP_000689740.1	lcl|NZ_AFKQ01000031.1_cds_WP_000689743.1_3332	99.816	544	544
WP_000689740.1	lcl|NZ_AFKQ01000031.1_cds_WP_000689743.1_3332	99.816	544	544
WP_000342716.1	lcl|NZ_AFKQ01000031.1_cds_WP_000342713.1_3333	99.623	265	265
WP_000342716.1	lcl|NZ_AFKQ01000217.1_cds_WP_001002663.1_744	44.856	243	265
WP_001246619.1	lcl|NZ_AFKQ01000031.1_cds_WP_001246618.1_3334	96.774	310	310
WP_001246619.1	lcl|NZ_AFKQ01000131.1_cds_WP_000501205.1_1608	38.158	304	310
WP_001246619.1	lcl|NZ_AFKQ01000032.1_cds_WP_001183723.1_3290	25.163	306	310
WP_001246619.1	lcl|NZ_AFKQ01000112.1_cds_WP_000279894.1_1878	24.809	262	310
WP_001246619.1	lcl|NZ_AFKQ01000031.1_cds_WP_001246618.1_3334	96.774	310	310
WP_001246619.1	lcl|NZ_AFKQ01000131.1_cds_WP_000501205.1_1608	38.158	304	310
WP_001246619.1	lcl|NZ_AFKQ01000032.1_cds_WP_001183723.1_3290	25.163	306	310
WP_001246619.1	lcl|NZ_AFKQ01000112.1_cds_WP_000279894.1_1878	24.809	262	310
WP_000479980.1	lcl|NZ_AFKQ01000031.1_cds_WP_000479982.1_3335	99.621	264	264
WP_000715958.1	lcl|NZ_AFKQ01000031.1_cds_WP_000715958.1_3336	100.000	131	131
WP_001088861.1	lcl|NZ_AFKQ01000031.1_cds_WP_001088866.1_3337	98.611	144	144
WP_001088861.1	lcl|NZ_AFKQ01000164.1_cds_WP_002069656.1_1442	42.857	56	144
WP_000517242.1	lcl|NZ_AFKQ01000031.1_cds_WP_000517242.1_3338	100.000	221	221
WP_000517242.1	lcl|NZ_AFKQ01000029.1_cds_WP_001082180.1_3409	28.205	78	221
WP_000517242.1	lcl|NZ_AFKQ01000336.1_cds_WP_001069834.1_239	27.523	109	221
WP_228003844.1	lcl|NZ_AFKQ01000199.1_cds_WP_042709618.1_956	82.353	34	34
WP_001018782.1	lcl|NZ_AFKQ01000199.1_cds_WP_229309472.1_957	81.818	77	77
WP_000282882.1	lcl|NZ_AFKQ01000036.1_cds_WP_000282880.1_3201	99.267	273	273
WP_000282882.1	lcl|NZ_AFKQ01000031.1_cds_WP_001068986.1_3380	31.760	233	273
WP_000282882.1	lcl|NZ_AFKQ01000061.1_cds_WP_001099029.1_2570	34.737	190	273
WP_000282882.1	lcl|NZ_AFKQ01000036.1_cds_WP_000854002.1_3202	26.457	223	273
WP_000282882.1	lcl|NZ_AFKQ01000036.1_cds_WP_000560752.1_3200	32.075	106	273
WP_000282882.1	lcl|NZ_AFKQ01000006.1_cds_WP_000262844.1_3705	25.137	183	273
WP_000282882.1	lcl|NZ_AFKQ01000046.1_cds_WP_000868621.1_2893	31.111	90	273
WP_000282882.1	lcl|NZ_AFKQ01000031.1_cds_WP_000579813.1_3349	30.769	91	273
WP_000853988.1	lcl|NZ_AFKQ01000036.1_cds_WP_000854002.1_3202	99.313	582	582
WP_000853988.1	lcl|NZ_AFKQ01000031.1_cds_WP_001068986.1_3380	37.398	123	582
