WP_000340715.1	lcl|NZ_JADDXO010000032.1_cds_WP_002725873.1_2287	91.860	86	106
WP_000410266.1	lcl|NZ_JADDXO010000032.1_cds_WP_061209188.1_2286	92.971	313	314
WP_000410266.1	lcl|NZ_JADDXO010000080.1_cds_WP_061208146.1_3094	22.769	325	314
WP_000410266.1	lcl|NZ_JADDXO010000056.1_cds_WP_011671706.1_2611	24.199	281	314
WP_000410266.1	lcl|NZ_JADDXO010000142.1_cds_WP_061209097.1_563	21.014	276	314
WP_000410266.1	lcl|NZ_JADDXO010000174.1_cds_WP_061208650.1_1079	25.152	330	314
WP_000410266.1	lcl|NZ_JADDXO010000029.1_cds_WP_002729504.1_2234	22.222	171	314
WP_000884059.1	lcl|NZ_JADDXO010000073.1_cds_WP_002750963.1_2901	36.301	146	185
WP_000646254.1	lcl|NZ_JADDXO010000032.1_cds_WP_061208754.1_2282	32.544	338	329
WP_000646254.1	lcl|NZ_JADDXO010000056.1_cds_WP_011671706.1_2611	31.642	335	329
WP_000646254.1	lcl|NZ_JADDXO010000080.1_cds_WP_061208146.1_3094	30.476	315	329
WP_000646254.1	lcl|NZ_JADDXO010000142.1_cds_WP_061209097.1_563	31.457	302	329
WP_000646254.1	lcl|NZ_JADDXO010000174.1_cds_WP_061208650.1_1079	31.190	311	329
WP_000646254.1	lcl|NZ_JADDXO010000029.1_cds_WP_002729504.1_2234	27.566	341	329
WP_000646254.1	lcl|NZ_JADDXO010000076.1_cds_WP_061207995.1_3027	29.712	313	329
WP_000646254.1	lcl|NZ_JADDXO010000174.1_cds_WP_002754065.1_1076	27.879	330	329
WP_000646254.1	lcl|NZ_JADDXO010000054.1_cds_WP_061208029.1_2579	24.627	268	329
WP_000646254.1	lcl|NZ_JADDXO010000054.1_cds_WP_061208022.1_2587	27.007	274	329
WP_000646254.1	lcl|NZ_JADDXO010000032.1_cds_WP_061209188.1_2286	27.309	249	329
WP_000646254.1	lcl|NZ_JADDXO010000206.1_cds_WP_002751102.1_1524	26.792	265	329
WP_000646254.1	lcl|NZ_JADDXO010000016.1_cds_IQA74_RS00840_983	28.378	148	329
WP_000646254.1	lcl|NZ_JADDXO010000179.1_cds_WP_011669202.1_1140	24.471	331	329
WP_000646254.1	lcl|NZ_JADDXO010000054.1_cds_WP_061208031.1_2577	30.460	174	329
WP_000646254.1	lcl|NZ_JADDXO010000083.1_cds_WP_061208495.1_3133	27.490	251	329
WP_000774259.1	lcl|NZ_JADDXO010000142.1_cds_WP_061209102.1_558	24.681	235	267
WP_000774259.1	lcl|NZ_JADDXO010000054.1_cds_WP_061208032.1_2576	24.701	251	267
WP_000774259.1	lcl|NZ_JADDXO010000056.1_cds_WP_061208084.1_2610	26.455	189	267
WP_000774259.1	lcl|NZ_JADDXO010000040.1_cds_WP_061208961.1_2388	33.636	110	267
WP_000774259.1	lcl|NZ_JADDXO010000029.1_cds_WP_061209013.1_2235	27.225	191	267
WP_000774259.1	lcl|NZ_JADDXO010000018.1_cds_WP_002766579.1_1268	25.000	208	267
