WP_000340715.1	lcl|NZ_RQEV01000012.1_cds_WP_135813931.1_774	63.529	85	106
WP_000410266.1	lcl|NZ_RQEV01000012.1_cds_WP_135813932.1_775	63.548	310	314
WP_000410266.1	lcl|NZ_RQEV01000011.1_cds_WP_135813765.1_1427	24.924	329	314
WP_000410266.1	lcl|NZ_RQEV01000003.1_cds_WP_135812446.1_548	23.708	329	314
WP_000410266.1	lcl|NZ_RQEV01000012.1_cds_WP_135813935.1_778	25.237	317	314
WP_000410266.1	lcl|NZ_RQEV01000011.1_cds_WP_135813669.1_1317	24.921	317	314
WP_000604525.1	lcl|NZ_RQEV01000012.1_cds_WP_167884869.1_776	27.869	366	365
WP_000884059.1	lcl|NZ_RQEV01000012.1_cds_WP_135813934.1_777	70.718	181	185
WP_000884059.1	lcl|NZ_RQEV01000018.1_cds_WP_135814686.1_3207	29.730	185	185
WP_000646254.1	lcl|NZ_RQEV01000012.1_cds_WP_135813935.1_778	85.231	325	329
WP_000646254.1	lcl|NZ_RQEV01000003.1_cds_WP_135812446.1_548	33.016	315	329
WP_000646254.1	lcl|NZ_RQEV01000011.1_cds_WP_135813669.1_1317	30.189	318	329
WP_000646254.1	lcl|NZ_RQEV01000011.1_cds_WP_135813765.1_1427	30.247	324	329
WP_000646254.1	lcl|NZ_RQEV01000012.1_cds_WP_135813954.1_800	27.476	313	329
WP_000646254.1	lcl|NZ_RQEV01000011.1_cds_WP_135813609.1_1249	26.888	331	329
WP_000646254.1	lcl|NZ_RQEV01000012.1_cds_WP_135813937.1_781	27.541	305	329
WP_000646254.1	lcl|NZ_RQEV01000011.1_cds_WP_135813568.1_1196	30.000	240	329
WP_000646254.1	lcl|NZ_RQEV01000008.1_cds_WP_135812999.1_1886	28.685	251	329
WP_000646254.1	lcl|NZ_RQEV01000012.1_cds_WP_135813932.1_775	25.723	311	329
WP_000646254.1	lcl|NZ_RQEV01000012.1_cds_WP_135813966.1_814	29.004	231	329
WP_000646254.1	lcl|NZ_RQEV01000012.1_cds_WP_135814151.1_1045	28.346	254	329
WP_000646254.1	lcl|NZ_RQEV01000012.1_cds_WP_135814223.1_824	27.984	243	329
WP_000646254.1	lcl|NZ_RQEV01000007.1_cds_WP_135812694.1_1561	23.346	257	329
WP_000646254.1	lcl|NZ_RQEV01000017.1_cds_WP_135814623.1_2848	26.154	195	329
WP_000774259.1	lcl|NZ_RQEV01000012.1_cds_WP_246032119.1_779	66.406	256	267
WP_000774259.1	lcl|NZ_RQEV01000012.1_cds_WP_135813965.1_813	23.333	210	267
WP_000774259.1	lcl|NZ_RQEV01000011.1_cds_WP_135813565.1_1193	30.723	166	267
WP_000774259.1	lcl|NZ_RQEV01000001.1_cds_WP_135811768.1_2461	34.831	89	267
WP_002072162.1	lcl|NZ_RQEV01000012.1_cds_WP_135813936.1_780	75.984	508	509
WP_002072162.1	lcl|NZ_RQEV01000009.1_cds_WP_135813202.1_2935	26.857	350	509
WP_002072162.1	lcl|NZ_RQEV01000012.1_cds_WP_135813936.1_780	75.984	508	509
WP_002072162.1	lcl|NZ_RQEV01000009.1_cds_WP_135813202.1_2935	26.857	350	509
WP_001067557.1	lcl|NZ_RQEV01000012.1_cds_WP_135813937.1_781	84.242	330	330
WP_001067557.1	lcl|NZ_RQEV01000012.1_cds_WP_135813966.1_814	32.639	288	330
WP_001067557.1	lcl|NZ_RQEV01000012.1_cds_WP_135813935.1_778	29.508	305	330
WP_001067557.1	lcl|NZ_RQEV01000011.1_cds_WP_135813669.1_1317	27.305	282	330
WP_001067557.1	lcl|NZ_RQEV01000003.1_cds_WP_135812446.1_548	27.273	275	330
WP_001067557.1	lcl|NZ_RQEV01000012.1_cds_WP_135813989.1_839	25.087	287	330
WP_001067557.1	lcl|NZ_RQEV01000011.1_cds_WP_135813765.1_1427	27.554	323	330
WP_001067557.1	lcl|NZ_RQEV01000011.1_cds_WP_135813568.1_1196	25.726	241	330
WP_001067557.1	lcl|NZ_RQEV01000008.1_cds_WP_135812999.1_1886	19.725	218	330
WP_001067557.1	lcl|NZ_RQEV01000012.1_cds_WP_135813954.1_800	24.419	258	330
WP_001067557.1	lcl|NZ_RQEV01000012.1_cds_WP_135814151.1_1045	31.373	153	330
WP_001198107.1	lcl|NZ_RQEV01000012.1_cds_WP_135813938.1_782	83.836	365	366
WP_001198107.1	lcl|NZ_RQEV01000012.1_cds_WP_135813939.1_783	40.327	367	366
WP_001198107.1	lcl|NZ_RQEV01000003.1_cds_WP_135812046.1_89	26.790	377	366
WP_001198107.1	lcl|NZ_RQEV01000012.1_cds_WP_135813943.1_787	31.302	361	366
WP_001198107.1	lcl|NZ_RQEV01000012.1_cds_WP_246032123.1_816	29.096	354	366
WP_001198107.1	lcl|NZ_RQEV01000001.1_cds_WP_135811811.1_2309	29.330	358	366
WP_001198107.1	lcl|NZ_RQEV01000011.1_cds_WP_135813573.1_1202	26.531	245	366
WP_000608294.1	lcl|NZ_RQEV01000012.1_cds_WP_135813939.1_783	72.452	363	367
WP_000608294.1	lcl|NZ_RQEV01000012.1_cds_WP_135813938.1_782	40.970	371	367
WP_000608294.1	lcl|NZ_RQEV01000001.1_cds_WP_135811811.1_2309	32.984	382	367
WP_000608294.1	lcl|NZ_RQEV01000012.1_cds_WP_135813943.1_787	31.111	360	367
WP_000608294.1	lcl|NZ_RQEV01000012.1_cds_WP_246032123.1_816	31.608	367	367
WP_000608294.1	lcl|NZ_RQEV01000003.1_cds_WP_135812046.1_89	30.894	369	367
WP_000608294.1	lcl|NZ_RQEV01000011.1_cds_WP_135813573.1_1202	26.420	352	367
WP_000342716.1	lcl|NZ_RQEV01000003.1_cds_WP_135812009.1_50	43.725	247	265
WP_001246619.1	lcl|NZ_RQEV01000012.1_cds_WP_135814032.1_891	37.294	303	310
WP_001246619.1	lcl|NZ_RQEV01000012.1_cds_WP_135813853.1_683	27.922	308	310
