WP_000340715.1	lcl|NZ_RQHU01000019.1_cds_WP_135746496.1_2234	60.256	78	106
WP_000410266.1	lcl|NZ_RQHU01000019.1_cds_WP_135746495.1_2235	81.935	310	314
WP_000410266.1	lcl|NZ_RQHU01000005.1_cds_WP_135745382.1_1152	26.837	313	314
WP_000410266.1	lcl|NZ_RQHU01000005.1_cds_WP_135745407.1_1179	23.765	324	314
WP_000410266.1	lcl|NZ_RQHU01000024.1_cds_WP_135743732.1_3333	23.404	188	314
WP_000410266.1	lcl|NZ_RQHU01000019.1_cds_WP_135746431.1_2301	23.140	242	314
WP_000410266.1	lcl|NZ_RQHU01000005.1_cds_WP_135744912.1_597	22.930	314	314
WP_000604525.1	lcl|NZ_RQHU01000019.1_cds_WP_135746493.1_2237	53.867	362	365
WP_000884059.1	lcl|NZ_RQHU01000019.1_cds_WP_135744205.1_2703	32.857	140	185
WP_000646254.1	lcl|NZ_RQHU01000005.1_cds_WP_135745407.1_1179	30.892	314	329
WP_000646254.1	lcl|NZ_RQHU01000019.1_cds_WP_135746431.1_2301	27.586	348	329
WP_000646254.1	lcl|NZ_RQHU01000005.1_cds_WP_135744912.1_597	29.870	308	329
WP_000646254.1	lcl|NZ_RQHU01000019.1_cds_WP_265396293.1_2279	30.351	313	329
WP_000646254.1	lcl|NZ_RQHU01000024.1_cds_WP_135743732.1_3333	29.032	341	329
WP_000646254.1	lcl|NZ_RQHU01000005.1_cds_WP_135745382.1_1152	27.476	313	329
WP_000646254.1	lcl|NZ_RQHU01000005.1_cds_WP_135745055.1_771	27.864	323	329
WP_000646254.1	lcl|NZ_RQHU01000019.1_cds_WP_135746462.1_2269	26.667	315	329
WP_000646254.1	lcl|NZ_RQHU01000019.1_cds_WP_135746473.1_2257	25.478	314	329
WP_000646254.1	lcl|NZ_RQHU01000005.1_cds_WP_135745111.1_838	29.249	253	329
WP_000646254.1	lcl|NZ_RQHU01000019.1_cds_WP_135746495.1_2235	25.705	319	329
WP_000646254.1	lcl|NZ_RQHU01000019.1_cds_WP_135746445.1_2286	26.104	249	329
WP_000646254.1	lcl|NZ_RQHU01000019.1_cds_WP_135746410.1_2323	25.660	265	329
WP_000646254.1	lcl|NZ_RQHU01000005.1_cds_WP_135745455.1_1233	29.200	250	329
WP_000646254.1	lcl|NZ_RQHU01000005.1_cds_WP_135745689.1_1512	27.778	180	329
WP_000646254.1	lcl|NZ_RQHU01000019.1_cds_WP_135746455.1_2276	31.646	158	329
WP_000646254.1	lcl|NZ_RQHU01000024.1_cds_WP_208739683.1_3344	26.407	231	329
WP_000646254.1	lcl|NZ_RQHU01000019.1_cds_WP_135746444.1_2287	19.841	252	329
WP_000646254.1	lcl|NZ_RQHU01000005.1_cds_WP_135745103.1_830	23.704	270	329
WP_000774259.1	lcl|NZ_RQHU01000019.1_cds_WP_135746466.1_2264	25.000	200	267
WP_000774259.1	lcl|NZ_RQHU01000019.1_cds_WP_135746453.1_2278	27.941	204	267
WP_000774259.1	lcl|NZ_RQHU01000019.1_cds_WP_135746379.1_2384	23.755	261	267
WP_000774259.1	lcl|NZ_RQHU01000005.1_cds_WP_135745137.1_866	26.866	268	267
WP_000774259.1	lcl|NZ_RQHU01000019.1_cds_WP_322113260.1_2302	23.944	213	267
WP_000774259.1	lcl|NZ_RQHU01000005.1_cds_WP_135744998.1_704	28.488	172	267
WP_000774259.1	lcl|NZ_RQHU01000024.1_cds_WP_135743731.1_3332	26.943	193	267
WP_002072162.1	lcl|NZ_RQHU01000019.1_cds_WP_135744403.1_2681	24.922	321	509
WP_002072162.1	lcl|NZ_RQHU01000019.1_cds_WP_135744224.1_2680	28.302	106	509
WP_002072162.1	lcl|NZ_RQHU01000019.1_cds_WP_135744403.1_2681	24.922	321	509
WP_002072162.1	lcl|NZ_RQHU01000019.1_cds_WP_135744224.1_2680	28.302	106	509
WP_001067557.1	lcl|NZ_RQHU01000019.1_cds_WP_135746473.1_2257	33.754	317	330
WP_001067557.1	lcl|NZ_RQHU01000005.1_cds_WP_135744912.1_597	25.180	278	330
WP_001067557.1	lcl|NZ_RQHU01000005.1_cds_WP_135745111.1_838	28.090	267	330
WP_001067557.1	lcl|NZ_RQHU01000005.1_cds_WP_135745407.1_1179	26.812	276	330
WP_001067557.1	lcl|NZ_RQHU01000005.1_cds_WP_135745382.1_1152	25.000	328	330
WP_001067557.1	lcl|NZ_RQHU01000019.1_cds_WP_135746462.1_2269	26.538	260	330
WP_001067557.1	lcl|NZ_RQHU01000005.1_cds_WP_135745103.1_830	24.715	263	330
WP_001067557.1	lcl|NZ_RQHU01000019.1_cds_WP_135746431.1_2301	24.012	329	330
WP_001067557.1	lcl|NZ_RQHU01000005.1_cds_WP_135745689.1_1512	28.947	152	330
WP_001067557.1	lcl|NZ_RQHU01000024.1_cds_WP_135743732.1_3333	22.742	299	330
