WP_000340715.1	lcl|NZ_JQGU01000025.1_cds_WP_020985020.1_630	89.535	86	106
WP_000410266.1	lcl|NZ_JQGU01000025.1_cds_WP_010578412.1_631	91.083	314	314
WP_000410266.1	lcl|NZ_JQGU01000025.1_cds_JF85_RS21510_653	75.676	37	314
WP_000410266.1	lcl|NZ_JQGU01000025.1_cds_JF85_RS21510_653	76.667	30	314
WP_000410266.1	lcl|NZ_JQGU01000025.1_cds_JF85_RS21510_653	75.000	12	314
WP_000410266.1	lcl|NZ_JQGU01000025.1_cds_WP_078127289.1_634	27.632	228	314
WP_000410266.1	lcl|NZ_JQGU01000175.1_cds_WP_078127709.1_3285	24.194	186	314
WP_000410266.1	lcl|NZ_JQGU01000011.1_cds_WP_010577394.1_277	24.458	323	314
WP_000410266.1	lcl|NZ_JQGU01000005.1_cds_WP_078127178.1_118	24.925	333	314
WP_000410266.1	lcl|NZ_JQGU01000057.1_cds_WP_078123854.1_1547	24.555	281	314
WP_000410266.1	lcl|NZ_JQGU01000009.1_cds_WP_020983205.1_195	25.385	260	314
WP_000410266.1	lcl|NZ_JQGU01000157.1_cds_WP_010576694.1_3061	21.637	171	314
WP_000604525.1	lcl|NZ_JQGU01000025.1_cds_WP_020984893.1_632	84.384	365	365
WP_000884059.1	lcl|NZ_JQGU01000025.1_cds_WP_010578411.1_633	95.135	185	185
WP_000884059.1	lcl|NZ_JQGU01000083.1_cds_WP_010578083.1_2021	34.247	146	185
WP_000646254.1	lcl|NZ_JQGU01000025.1_cds_WP_078127289.1_634	94.833	329	329
WP_000646254.1	lcl|NZ_JQGU01000175.1_cds_WP_078127709.1_3285	31.447	318	329
WP_000646254.1	lcl|NZ_JQGU01000057.1_cds_WP_078123854.1_1547	31.751	337	329
WP_000646254.1	lcl|NZ_JQGU01000011.1_cds_WP_010577394.1_277	30.159	315	329
WP_000646254.1	lcl|NZ_JQGU01000009.1_cds_WP_020983205.1_195	31.511	311	329
WP_000646254.1	lcl|NZ_JQGU01000157.1_cds_WP_010576694.1_3061	28.060	335	329
WP_000646254.1	lcl|NZ_JQGU01000005.1_cds_WP_078127178.1_118	30.449	312	329
WP_000646254.1	lcl|NZ_JQGU01000009.1_cds_WP_039940969.1_198	28.261	322	329
WP_000646254.1	lcl|NZ_JQGU01000057.1_cds_WP_020984967.1_1522	25.000	268	329
WP_000646254.1	lcl|NZ_JQGU01000025.1_cds_WP_010578407.1_637	29.316	307	329
WP_000646254.1	lcl|NZ_JQGU01000184.1_cds_WP_010577666.1_3367	27.007	274	329
WP_000646254.1	lcl|NZ_JQGU01000175.1_cds_WP_176082411.1_3289	28.148	270	329
WP_000646254.1	lcl|NZ_JQGU01000175.1_cds_WP_078127713.1_3291	24.516	310	329
WP_000646254.1	lcl|NZ_JQGU01000025.1_cds_WP_010578412.1_631	27.778	252	329
WP_000646254.1	lcl|NZ_JQGU01000098.1_cds_WP_010578958.1_2297	26.616	263	329
WP_000646254.1	lcl|NZ_JQGU01000057.1_cds_WP_020984891.1_1530	24.790	238	329
WP_000646254.1	lcl|NZ_JQGU01000058.1_cds_WP_010577477.1_1591	24.471	331	329
WP_000646254.1	lcl|NZ_JQGU01000057.1_cds_WP_010578343.1_1520	30.460	174	329
WP_000646254.1	lcl|NZ_JQGU01000109.1_cds_WP_020983113.1_2486	27.711	249	329
WP_000774259.1	lcl|NZ_JQGU01000025.1_cds_WP_020984930.1_635	88.764	267	267
WP_000774259.1	lcl|NZ_JQGU01000175.1_cds_WP_078127704.1_3280	25.641	234	267
WP_000774259.1	lcl|NZ_JQGU01000057.1_cds_WP_010578344.1_1519	24.303	251	267
WP_000774259.1	lcl|NZ_JQGU01000057.1_cds_WP_010578324.1_1548	26.316	190	267
WP_000774259.1	lcl|NZ_JQGU01000017.1_cds_WP_020985037.1_444	33.636	110	267
WP_000774259.1	lcl|NZ_JQGU01000157.1_cds_WP_176082408.1_3062	27.128	188	267
WP_000774259.1	lcl|NZ_JQGU01000115.1_cds_WP_078123690.1_2604	25.481	208	267
WP_002072162.1	lcl|NZ_JQGU01000025.1_cds_WP_020984935.1_636	87.795	508	509
WP_002072162.1	lcl|NZ_JQGU01000061.1_cds_WP_010579017.1_1676	25.826	333	509
WP_002072162.1	lcl|NZ_JQGU01000061.1_cds_WP_010579016.1_1677	31.111	90	509
WP_002072162.1	lcl|NZ_JQGU01000025.1_cds_WP_020984935.1_636	87.795	508	509
WP_002072162.1	lcl|NZ_JQGU01000061.1_cds_WP_010579017.1_1676	25.826	333	509
WP_002072162.1	lcl|NZ_JQGU01000061.1_cds_WP_010579016.1_1677	31.111	90	509
WP_001067557.1	lcl|NZ_JQGU01000025.1_cds_WP_010578407.1_637	96.364	330	330
WP_001067557.1	lcl|NZ_JQGU01000025.1_cds_WP_078127289.1_634	28.852	305	330
WP_001067557.1	lcl|NZ_JQGU01000175.1_cds_WP_078127709.1_3285	28.889	270	330
WP_001067557.1	lcl|NZ_JQGU01000009.1_cds_WP_020983205.1_195	27.106	273	330
WP_001067557.1	lcl|NZ_JQGU01000011.1_cds_WP_010577394.1_277	28.159	277	330
WP_001067557.1	lcl|NZ_JQGU01000175.1_cds_WP_078127713.1_3291	29.412	221	330
WP_001067557.1	lcl|NZ_JQGU01000057.1_cds_WP_078123854.1_1547	24.324	333	330
WP_001067557.1	lcl|NZ_JQGU01000058.1_cds_WP_010577477.1_1591	25.306	245	330
WP_001067557.1	lcl|NZ_JQGU01000184.1_cds_WP_010577666.1_3367	26.493	268	330
WP_001067557.1	lcl|NZ_JQGU01000005.1_cds_WP_078127178.1_118	28.745	247	330
WP_001067557.1	lcl|NZ_JQGU01000025.1_cds_WP_010578412.1_631	25.526	333	330
WP_001067557.1	lcl|NZ_JQGU01000157.1_cds_WP_010576694.1_3061	25.352	142	330
WP_001067557.1	lcl|NZ_JQGU01000057.1_cds_WP_020984967.1_1522	24.632	272	330
WP_001067557.1	lcl|NZ_JQGU01000098.1_cds_WP_010578958.1_2297	26.721	247	330
WP_001067557.1	lcl|NZ_JQGU01000109.1_cds_WP_020983113.1_2486	26.014	296	330
WP_001198107.1	lcl|NZ_JQGU01000025.1_cds_WP_010578406.1_638	98.087	366	366
WP_001198107.1	lcl|NZ_JQGU01000025.1_cds_WP_010578405.1_639	40.000	365	366
WP_001198107.1	lcl|NZ_JQGU01000175.1_cds_WP_020984867.1_3296	34.181	354	366
WP_001198107.1	lcl|NZ_JQGU01000057.1_cds_WP_078123852.1_1541	33.333	354	366
WP_001198107.1	lcl|NZ_JQGU01000017.1_cds_WP_010576069.1_450	27.441	379	366
WP_001198107.1	lcl|NZ_JQGU01000166.1_cds_WP_078127690.1_3199	28.011	357	366
WP_001198107.1	lcl|NZ_JQGU01000151.1_cds_WP_010579193.1_3005	30.833	360	366
WP_001198107.1	lcl|NZ_JQGU01000025.1_cds_WP_078127292.1_651	31.287	342	366
WP_001198107.1	lcl|NZ_JQGU01000175.1_cds_WP_078127708.1_3284	27.143	350	366
WP_001198107.1	lcl|NZ_JQGU01000184.1_cds_WP_010577665.1_3368	30.270	185	366
WP_000608294.1	lcl|NZ_JQGU01000025.1_cds_WP_010578405.1_639	95.913	367	367
WP_000608294.1	lcl|NZ_JQGU01000025.1_cds_WP_010578406.1_638	39.726	365	367
WP_000608294.1	lcl|NZ_JQGU01000175.1_cds_WP_020984867.1_3296	40.336	357	367
WP_000608294.1	lcl|NZ_JQGU01000057.1_cds_WP_078123852.1_1541	36.757	370	367
WP_000608294.1	lcl|NZ_JQGU01000151.1_cds_WP_010579193.1_3005	33.858	381	367
WP_000608294.1	lcl|NZ_JQGU01000025.1_cds_WP_078127292.1_651	38.996	259	367
