WP_000340715.1	lcl|NZ_JMDJ01000088.1_cds_WP_000340715.1_1430	100.000	86	106
WP_000410266.1	lcl|NZ_JMDJ01000088.1_cds_WP_000410268.1_1431	99.677	310	314
WP_000410266.1	lcl|NZ_JMDJ01000088.1_cds_WP_000723079.1_1484	24.731	279	314
WP_000410266.1	lcl|NZ_JMDJ01000067.1_cds_WP_000744695.1_896	24.383	324	314
WP_000410266.1	lcl|NZ_JMDJ01000088.1_cds_WP_000723082.1_1506	23.958	288	314
WP_000410266.1	lcl|NZ_JMDJ01000088.1_cds_WP_000567886.1_1486	23.348	227	314
WP_000884059.1	lcl|NZ_JMDJ01000072.1_cds_WP_000351733.1_961	40.000	140	185
WP_000884059.1	lcl|NZ_JMDJ01000088.1_cds_WP_001047906.1_1464	33.898	177	185
WP_000646254.1	lcl|NZ_JMDJ01000088.1_cds_WP_000723079.1_1484	31.464	321	329
WP_000646254.1	lcl|NZ_JMDJ01000067.1_cds_WP_000744695.1_896	31.746	315	329
WP_000646254.1	lcl|NZ_JMDJ01000088.1_cds_WP_000723082.1_1506	31.045	335	329
WP_000646254.1	lcl|NZ_JMDJ01000224.1_cds_WP_002123515.1_3755	30.820	305	329
WP_000646254.1	lcl|NZ_JMDJ01000176.1_cds_WP_000649924.1_3040	30.183	328	329
WP_000646254.1	lcl|NZ_JMDJ01000088.1_cds_WP_000567886.1_1486	29.180	305	329
WP_000646254.1	lcl|NZ_JMDJ01000172.1_cds_WP_000709511.1_2853	29.730	333	329
WP_000646254.1	lcl|NZ_JMDJ01000224.1_cds_WP_000688698.1_3775	28.975	283	329
WP_000646254.1	lcl|NZ_JMDJ01000088.1_cds_WP_000410268.1_1431	25.680	331	329
WP_000646254.1	lcl|NZ_JMDJ01000088.1_cds_WP_000475907.1_1489	26.667	240	329
WP_000646254.1	lcl|NZ_JMDJ01000155.1_cds_WP_001074779.1_2509	27.757	263	329
WP_000646254.1	lcl|NZ_JMDJ01000161.1_cds_WP_002102317.1_2638	24.852	338	329
WP_000774259.1	lcl|NZ_JMDJ01000088.1_cds_WP_002108504.1_1485	27.027	185	267
WP_000774259.1	lcl|NZ_JMDJ01000088.1_cds_WP_000842260.1_1507	26.316	190	267
WP_000774259.1	lcl|NZ_JMDJ01000090.1_cds_WP_000667727.1_1590	31.818	110	267
WP_000774259.1	lcl|NZ_JMDJ01000041.1_cds_WP_000805357.1_538	26.190	210	267
WP_002072162.1	lcl|NZ_JMDJ01000095.1_cds_WP_000291581.1_1616	26.911	327	509
WP_002072162.1	lcl|NZ_JMDJ01000095.1_cds_WP_000364504.1_1617	31.111	90	509
WP_002072162.1	lcl|NZ_JMDJ01000095.1_cds_WP_000291581.1_1616	26.911	327	509
WP_002072162.1	lcl|NZ_JMDJ01000095.1_cds_WP_000364504.1_1617	31.111	90	509
WP_001067557.1	lcl|NZ_JMDJ01000224.1_cds_WP_002123515.1_3755	26.103	272	330
WP_001067557.1	lcl|NZ_JMDJ01000088.1_cds_WP_000723079.1_1484	22.909	275	330
WP_001067557.1	lcl|NZ_JMDJ01000067.1_cds_WP_000744695.1_896	27.899	276	330
WP_001067557.1	lcl|NZ_JMDJ01000161.1_cds_WP_002102317.1_2638	27.572	243	330
WP_001067557.1	lcl|NZ_JMDJ01000088.1_cds_WP_000723082.1_1506	23.724	333	330
WP_001067557.1	lcl|NZ_JMDJ01000176.1_cds_WP_000649924.1_3040	28.854	253	330
WP_001067557.1	lcl|NZ_JMDJ01000224.1_cds_WP_000688698.1_3775	24.903	257	330
WP_001198107.1	lcl|NZ_JMDJ01000088.1_cds_WP_082271941.1_1500	33.983	359	366
WP_001198107.1	lcl|NZ_JMDJ01000088.1_cds_WP_000041234.1_1441	34.161	322	366
WP_001198107.1	lcl|NZ_JMDJ01000178.1_cds_WP_001281953.1_3130	27.441	379	366
WP_001198107.1	lcl|NZ_JMDJ01000088.1_cds_WP_002099944.1_1458	30.513	390	366
WP_001198107.1	lcl|NZ_JMDJ01000157.1_cds_WP_061246018.1_2536	29.972	357	366
WP_001198107.1	lcl|NZ_JMDJ01000088.1_cds_WP_001117631.1_1438	37.864	206	366
WP_001198107.1	lcl|NZ_JMDJ01000021.1_cds_WP_001982414.1_188	31.579	190	366
WP_000608294.1	lcl|NZ_JMDJ01000088.1_cds_WP_082271941.1_1500	36.712	365	367
WP_000608294.1	lcl|NZ_JMDJ01000088.1_cds_WP_002099944.1_1458	31.720	372	367
WP_000608294.1	lcl|NZ_JMDJ01000157.1_cds_WP_061246018.1_2536	30.081	369	367
WP_000608294.1	lcl|NZ_JMDJ01000088.1_cds_WP_000041234.1_1441	33.677	291	367
WP_000608294.1	lcl|NZ_JMDJ01000178.1_cds_WP_001281953.1_3130	30.208	384	367
WP_000608294.1	lcl|NZ_JMDJ01000088.1_cds_WP_001117631.1_1438	28.448	348	367
WP_000608294.1	lcl|NZ_JMDJ01000021.1_cds_WP_001982414.1_188	25.698	358	367
