WP_000340715.1	lcl|NZ_RQFC01000028.1_cds_WP_135590643.1_496	88.372	86	106
WP_000410266.1	lcl|NZ_RQFC01000028.1_cds_WP_135590644.1_497	77.885	312	314
WP_000410266.1	lcl|NZ_RQFC01000028.1_cds_WP_135590646.1_499	23.938	259	314
WP_000410266.1	lcl|NZ_RQFC01000092.1_cds_WP_135593681.1_189	23.457	324	314
WP_000410266.1	lcl|NZ_RQFC01000028.1_cds_WP_135590671.1_526	24.891	229	314
WP_000884059.1	lcl|NZ_RQFC01000038.1_cds_WP_135590804.1_3838	38.095	147	185
WP_000646254.1	lcl|NZ_RQFC01000092.1_cds_WP_135593681.1_189	29.841	315	329
WP_000646254.1	lcl|NZ_RQFC01000028.1_cds_WP_135590646.1_499	29.560	318	329
WP_000646254.1	lcl|NZ_RQFC01000028.1_cds_WP_135590671.1_526	28.435	313	329
WP_000646254.1	lcl|NZ_RQFC01000095.1_cds_WP_135593996.1_2665	31.715	309	329
WP_000646254.1	lcl|NZ_RQFC01000123.1_cds_WP_135595207.1_3744	27.976	336	329
WP_000646254.1	lcl|NZ_RQFC01000092.1_cds_WP_135593453.1_64	30.032	313	329
WP_000646254.1	lcl|NZ_RQFC01000064.1_cds_WP_135591407.1_2037	29.129	333	329
WP_000646254.1	lcl|NZ_RQFC01000028.1_cds_WP_246057568.1_520	22.667	300	329
WP_000646254.1	lcl|NZ_RQFC01000092.1_cds_WP_135593870.1_280	26.727	333	329
WP_000646254.1	lcl|NZ_RQFC01000028.1_cds_WP_135590644.1_497	25.079	315	329
WP_000646254.1	lcl|NZ_RQFC01000020.1_cds_WP_135590287.1_2976	24.549	277	329
WP_000646254.1	lcl|NZ_RQFC01000081.1_cds_WP_135592711.1_1931	28.409	264	329
WP_000646254.1	lcl|NZ_RQFC01000009.1_cds_WP_135590112.1_997	23.077	234	329
WP_000646254.1	lcl|NZ_RQFC01000064.1_cds_WP_135591491.1_2087	28.063	253	329
WP_000774259.1	lcl|NZ_RQFC01000028.1_cds_WP_135590652.1_505	28.807	243	267
WP_000774259.1	lcl|NZ_RQFC01000107.1_cds_WP_135594705.1_670	27.461	193	267
WP_000774259.1	lcl|NZ_RQFC01000086.1_cds_WP_135593078.1_3288	24.272	206	267
WP_000774259.1	lcl|NZ_RQFC01000107.1_cds_WP_135594508.1_562	27.619	210	267
WP_000774259.1	lcl|NZ_RQFC01000123.1_cds_WP_210412877.1_3743	29.319	191	267
WP_002072162.1	lcl|NZ_RQFC01000097.1_cds_WP_135594136.1_2804	28.750	320	509
WP_002072162.1	lcl|NZ_RQFC01000097.1_cds_WP_135594138.1_2805	28.889	90	509
WP_002072162.1	lcl|NZ_RQFC01000097.1_cds_WP_135594136.1_2804	28.750	320	509
WP_002072162.1	lcl|NZ_RQFC01000097.1_cds_WP_135594138.1_2805	28.889	90	509
WP_001067557.1	lcl|NZ_RQFC01000028.1_cds_WP_246057568.1_520	24.658	292	330
WP_001067557.1	lcl|NZ_RQFC01000095.1_cds_WP_135593996.1_2665	29.032	279	330
WP_001067557.1	lcl|NZ_RQFC01000092.1_cds_WP_135593870.1_280	25.692	253	330
WP_001067557.1	lcl|NZ_RQFC01000092.1_cds_WP_135593681.1_189	27.174	276	330
WP_001067557.1	lcl|NZ_RQFC01000028.1_cds_WP_135590646.1_499	24.335	263	330
WP_001067557.1	lcl|NZ_RQFC01000092.1_cds_WP_135593453.1_64	29.225	284	330
WP_001067557.1	lcl|NZ_RQFC01000020.1_cds_WP_135590287.1_2976	24.887	221	330
WP_001067557.1	lcl|NZ_RQFC01000123.1_cds_WP_135595207.1_3744	27.820	133	330
WP_001067557.1	lcl|NZ_RQFC01000028.1_cds_WP_135590671.1_526	22.337	291	330
WP_001198107.1	lcl|NZ_RQFC01000086.1_cds_WP_135593070.1_3284	31.686	344	366
WP_001198107.1	lcl|NZ_RQFC01000028.1_cds_WP_135590659.1_512	33.133	332	366
WP_001198107.1	lcl|NZ_RQFC01000107.1_cds_WP_210412911.1_675	28.191	376	366
WP_001198107.1	lcl|NZ_RQFC01000066.1_cds_WP_135591657.1_1253	30.919	359	366
WP_001198107.1	lcl|NZ_RQFC01000028.1_cds_WP_135590647.1_500	27.596	337	366
WP_001198107.1	lcl|NZ_RQFC01000107.1_cds_WP_167881183.1_550	31.016	187	366
WP_000608294.1	lcl|NZ_RQFC01000086.1_cds_WP_135593070.1_3284	34.133	375	367
WP_000608294.1	lcl|NZ_RQFC01000066.1_cds_WP_135591657.1_1253	33.687	377	367
WP_000608294.1	lcl|NZ_RQFC01000028.1_cds_WP_135590659.1_512	32.203	354	367
WP_000608294.1	lcl|NZ_RQFC01000107.1_cds_WP_210412911.1_675	31.316	380	367
WP_000608294.1	lcl|NZ_RQFC01000028.1_cds_WP_135590647.1_500	28.409	352	367
WP_000608294.1	lcl|NZ_RQFC01000107.1_cds_WP_167881183.1_550	24.860	358	367
WP_000608294.1	lcl|NZ_RQFC01000074.1_cds_WP_135592359.1_1833	34.831	89	367
WP_000342716.1	lcl|NZ_RQFC01000133.1_cds_WP_135595691.1_2606	44.856	243	265
WP_001246619.1	lcl|NZ_RQFC01000130.1_cds_WP_135595399.1_1078	39.145	304	310
WP_001246619.1	lcl|NZ_RQFC01000028.1_cds_WP_135590515.1_353	26.923	286	310
WP_001246619.1	lcl|NZ_RQFC01000025.1_cds_WP_135590414.1_2745	28.571	133	310
WP_001246619.1	lcl|NZ_RQFC01000130.1_cds_WP_135595399.1_1078	39.145	304	310
WP_001246619.1	lcl|NZ_RQFC01000028.1_cds_WP_135590515.1_353	26.923	286	310
WP_001246619.1	lcl|NZ_RQFC01000025.1_cds_WP_135590414.1_2745	28.571	133	310
WP_001088861.1	lcl|NZ_RQFC01000068.1_cds_WP_135592066.1_810	41.071	56	144
WP_000517242.1	lcl|NZ_RQFC01000130.1_cds_WP_167881159.1_1063	28.448	116	221
WP_000282882.1	lcl|NZ_RQFC01000086.1_cds_WP_135593054.1_3276	32.710	214	273
WP_000282882.1	lcl|NZ_RQFC01000086.1_cds_WP_246057563.1_3268	30.126	239	273
WP_000282882.1	lcl|NZ_RQFC01000132.1_cds_WP_135595650.1_2305	28.866	194	273
WP_000282882.1	lcl|NZ_RQFC01000086.1_cds_WP_135593076.1_3287	27.700	213	273
WP_000282882.1	lcl|NZ_RQFC01000086.1_cds_WP_210412919.1_3270	26.866	201	273
WP_000282882.1	lcl|NZ_RQFC01000086.1_cds_WP_135593074.1_3286	26.102	295	273
