WP_000340715.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000340715.1_819	100.000	86	106
WP_000410266.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000410273.1_820	99.363	314	314
WP_000410266.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000093099.1_840	46.988	83	314
WP_000410266.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000646250.1_823	25.392	319	314
WP_000410266.1	lcl|NZ_JAGGCK010000007.1_cds_WP_000744700.1_1199	24.383	324	314
WP_000410266.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000600889.1_849	25.269	186	314
WP_000410266.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000723090.1_902	23.958	288	314
WP_000410266.1	lcl|NZ_JAGGCK010000005.1_cds_WP_001067557.1_826	24.695	328	314
WP_000604525.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000604524.1_821	99.178	365	365
WP_000884059.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000884059.1_822	100.000	185	185
WP_000884059.1	lcl|NZ_JAGGCK010000003.1_cds_WP_000351733.1_547	40.000	140	185
WP_000646254.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000646250.1_823	98.784	329	329
WP_000646254.1	lcl|NZ_JAGGCK010000007.1_cds_WP_000744700.1_1199	31.746	315	329
WP_000646254.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000723090.1_902	31.045	335	329
WP_000646254.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000600889.1_849	34.109	258	329
WP_000646254.1	lcl|NZ_JAGGCK010000048.1_cds_WP_001984071.1_3451	31.475	305	329
WP_000646254.1	lcl|NZ_JAGGCK010000009.1_cds_WP_000649925.1_1475	30.183	328	329
WP_000646254.1	lcl|NZ_JAGGCK010000060.1_cds_WP_000709511.1_3655	29.730	333	329
WP_000646254.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000601375.1_876	25.091	275	329
WP_000646254.1	lcl|NZ_JAGGCK010000005.1_cds_WP_001067557.1_826	30.350	257	329
WP_000646254.1	lcl|NZ_JAGGCK010000044.1_cds_WP_000688695.1_3373	28.975	283	329
WP_000646254.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000475904.1_885	27.737	274	329
WP_000646254.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000410273.1_820	25.705	319	329
WP_000646254.1	lcl|NZ_JAGGCK010000008.1_cds_WP_001074785.1_1309	29.057	265	329
WP_000646254.1	lcl|NZ_JAGGCK010000019.1_cds_WP_001003555.1_2415	25.148	338	329
WP_000646254.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000487322.1_874	27.077	325	329
WP_000774259.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000774262.1_824	98.127	267	267
WP_000774259.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000859505.1_873	25.820	244	267
WP_000774259.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000800438.1_854	24.786	234	267
WP_000774259.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000842260.1_903	26.316	190	267
WP_000774259.1	lcl|NZ_JAGGCK010000025.1_cds_WP_000667727.1_2726	31.818	110	267
WP_000774259.1	lcl|NZ_JAGGCK010000021.1_cds_WP_000805357.1_2525	26.190	210	267
WP_002072162.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000612797.1_825	98.232	509	509
WP_002072162.1	lcl|NZ_JAGGCK010000008.1_cds_WP_000291591.1_1385	26.911	327	509
WP_002072162.1	lcl|NZ_JAGGCK010000008.1_cds_WP_000364507.1_1384	31.111	90	509
WP_002072162.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000612797.1_825	98.232	509	509
WP_002072162.1	lcl|NZ_JAGGCK010000008.1_cds_WP_000291591.1_1385	26.911	327	509
WP_002072162.1	lcl|NZ_JAGGCK010000008.1_cds_WP_000364507.1_1384	31.111	90	509
WP_001067557.1	lcl|NZ_JAGGCK010000005.1_cds_WP_001067557.1_826	100.000	330	330
WP_001067557.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000646250.1_823	28.664	307	330
WP_001067557.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000600889.1_849	26.316	266	330
WP_001067557.1	lcl|NZ_JAGGCK010000048.1_cds_WP_001984071.1_3451	25.735	272	330
WP_001067557.1	lcl|NZ_JAGGCK010000019.1_cds_WP_001003555.1_2415	28.395	243	330
WP_001067557.1	lcl|NZ_JAGGCK010000007.1_cds_WP_000744700.1_1199	26.812	276	330
WP_001067557.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000723090.1_902	23.724	333	330
WP_001067557.1	lcl|NZ_JAGGCK010000009.1_cds_WP_000649925.1_1475	28.854	253	330
WP_001067557.1	lcl|NZ_JAGGCK010000044.1_cds_WP_000688695.1_3373	25.681	257	330
WP_001067557.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000601375.1_876	26.545	275	330
WP_001067557.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000410273.1_820	24.695	328	330
WP_001198107.1	lcl|NZ_JAGGCK010000005.1_cds_WP_001198107.1_827	100.000	366	366
WP_001198107.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000608295.1_828	39.726	365	366
WP_001198107.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000575178.1_896	34.262	359	366
WP_001198107.1	lcl|NZ_JAGGCK010000044.1_cds_WP_001281953.1_3387	27.441	379	366
WP_001198107.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000346036.1_857	28.090	356	366
WP_001198107.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000582222.1_838	31.111	360	366
WP_001198107.1	lcl|NZ_JAGGCK010000006.1_cds_WP_000538752.1_1000	29.692	357	366
WP_001198107.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000947844.1_850	26.667	345	366
WP_001198107.1	lcl|NZ_JAGGCK010000031.1_cds_WP_001982414.1_3000	31.579	190	366
WP_000608294.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000608295.1_828	99.728	367	367
WP_000608294.1	lcl|NZ_JAGGCK010000005.1_cds_WP_001198107.1_827	39.452	365	367
WP_000608294.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000575178.1_896	36.712	365	367
WP_000608294.1	lcl|NZ_JAGGCK010000006.1_cds_WP_000538752.1_1000	30.189	371	367
WP_000608294.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000582222.1_838	35.385	325	367
WP_000608294.1	lcl|NZ_JAGGCK010000044.1_cds_WP_001281953.1_3387	30.208	384	367
WP_000608294.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000346036.1_857	24.397	373	367
WP_000608294.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000947844.1_850	26.404	356	367
WP_000608294.1	lcl|NZ_JAGGCK010000031.1_cds_WP_001982414.1_3000	25.698	358	367
WP_000689740.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000689743.1_829	99.816	544	544
WP_000689740.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000689743.1_829	99.816	544	544
WP_000342716.1	lcl|NZ_JAGGCK010000005.1_cds_WP_000342713.1_830	99.623	265	265
WP_000342716.1	lcl|NZ_JAGGCK010000055.1_cds_WP_001002663.1_3582	44.856	243	265
WP_001246619.1	lcl|NZ_JAGGCK010000005.1_cds_WP_001246618.1_831	96.774	310	310
WP_001246619.1	lcl|NZ_JAGGCK010000035.1_cds_WP_000501205.1_3117	38.158	304	310
WP_001246619.1	lcl|NZ_JAGGCK010000034.1_cds_WP_001183723.1_3078	25.163	306	310
WP_001246619.1	lcl|NZ_JAGGCK010000015.1_cds_WP_000279894.1_2101	24.809	262	310
