WP_000340715.1	lcl|NZ_QHCR01000008.1_cds_WP_040913380.1_3857	95.349	86	106
WP_000410266.1	lcl|NZ_QHCR01000008.1_cds_WP_118957388.1_3856	90.968	310	314
WP_000410266.1	lcl|NZ_QHCR01000008.1_cds_WP_118957375.1_3842	23.551	276	314
WP_000410266.1	lcl|NZ_QHCR01000001.1_cds_WP_118954467.1_913	21.846	325	314
WP_000410266.1	lcl|NZ_QHCR01000008.1_cds_WP_118957329.1_3793	24.653	288	314
WP_000410266.1	lcl|NZ_QHCR01000013.1_cds_WP_118957901.1_311	23.392	171	314
WP_000410266.1	lcl|NZ_QHCR01000001.1_cds_WP_118954201.1_620	24.691	243	314
WP_000884059.1	lcl|NZ_QHCR01000006.1_cds_WP_118956693.1_3168	38.356	146	185
WP_000646254.1	lcl|NZ_QHCR01000008.1_cds_WP_118957386.1_3854	31.928	332	329
WP_000646254.1	lcl|NZ_QHCR01000008.1_cds_WP_118957329.1_3793	32.036	334	329
WP_000646254.1	lcl|NZ_QHCR01000008.1_cds_WP_118957375.1_3842	32.781	302	329
WP_000646254.1	lcl|NZ_QHCR01000001.1_cds_WP_118954467.1_913	31.111	315	329
WP_000646254.1	lcl|NZ_QHCR01000001.1_cds_WP_118954201.1_620	30.769	312	329
WP_000646254.1	lcl|NZ_QHCR01000013.1_cds_WP_118957901.1_311	27.679	336	329
WP_000646254.1	lcl|NZ_QHCR01000001.1_cds_WP_118954326.1_759	30.120	332	329
WP_000646254.1	lcl|NZ_QHCR01000001.1_cds_WP_118954096.1_506	29.193	322	329
WP_000646254.1	lcl|NZ_QHCR01000008.1_cds_WP_118957350.1_3816	23.922	255	329
WP_000646254.1	lcl|NZ_QHCR01000002.1_cds_WP_118954700.1_1124	27.984	243	329
WP_000646254.1	lcl|NZ_QHCR01000008.1_cds_WP_118957388.1_3856	27.239	268	329
WP_000646254.1	lcl|NZ_QHCR01000002.1_cds_WP_118954845.1_1285	26.423	246	329
WP_000646254.1	lcl|NZ_QHCR01000004.1_cds_WP_118955737.1_2184	26.718	262	329
WP_000646254.1	lcl|NZ_QHCR01000001.1_cds_WP_118954546.1_1005	26.444	329	329
WP_000646254.1	lcl|NZ_QHCR01000008.1_cds_WP_118957343.1_3809	24.390	246	329
WP_000646254.1	lcl|NZ_QHCR01000007.1_cds_WP_118957095.1_3568	24.806	258	329
WP_000646254.1	lcl|NZ_QHCR01000008.1_cds_WP_118957352.1_3818	28.846	156	329
WP_000646254.1	lcl|NZ_QHCR01000001.1_cds_WP_118954054.1_454	26.230	244	329
WP_000774259.1	lcl|NZ_QHCR01000008.1_cds_WP_118957371.1_3837	23.830	235	267
WP_000774259.1	lcl|NZ_QHCR01000008.1_cds_WP_118957353.1_3819	24.590	244	267
WP_000774259.1	lcl|NZ_QHCR01000008.1_cds_WP_118957328.1_3792	26.316	190	267
WP_000774259.1	lcl|NZ_QHCR01000002.1_cds_WP_118955022.1_1473	36.364	110	267
WP_000774259.1	lcl|NZ_QHCR01000002.1_cds_WP_118954916.1_1365	26.667	210	267
WP_000774259.1	lcl|NZ_QHCR01000013.1_cds_WP_118957902.1_312	25.490	204	267
WP_002072162.1	lcl|NZ_QHCR01000006.1_cds_WP_118956565.1_3016	26.844	339	509
WP_002072162.1	lcl|NZ_QHCR01000006.1_cds_WP_118956564.1_3015	33.333	90	509
WP_002072162.1	lcl|NZ_QHCR01000006.1_cds_WP_118956565.1_3016	26.844	339	509
WP_002072162.1	lcl|NZ_QHCR01000006.1_cds_WP_118956564.1_3015	33.333	90	509
WP_001067557.1	lcl|NZ_QHCR01000001.1_cds_WP_118954201.1_620	25.735	272	330
WP_001067557.1	lcl|NZ_QHCR01000008.1_cds_WP_118957375.1_3842	26.766	269	330
WP_001067557.1	lcl|NZ_QHCR01000001.1_cds_WP_118954467.1_913	28.623	276	330
WP_001067557.1	lcl|NZ_QHCR01000008.1_cds_WP_118957329.1_3793	26.462	325	330
WP_001067557.1	lcl|NZ_QHCR01000002.1_cds_WP_118954700.1_1124	27.848	237	330
WP_001067557.1	lcl|NZ_QHCR01000008.1_cds_WP_118957365.1_3831	31.496	127	330
WP_001067557.1	lcl|NZ_QHCR01000008.1_cds_WP_118957386.1_3854	29.614	233	330
WP_001067557.1	lcl|NZ_QHCR01000002.1_cds_WP_118954845.1_1285	28.070	228	330
WP_001067557.1	lcl|NZ_QHCR01000001.1_cds_WP_118954546.1_1005	27.668	253	330
WP_001067557.1	lcl|NZ_QHCR01000008.1_cds_WP_118957350.1_3816	25.194	258	330
WP_001067557.1	lcl|NZ_QHCR01000001.1_cds_WP_118954326.1_759	29.365	252	330
WP_001067557.1	lcl|NZ_QHCR01000008.1_cds_WP_118957363.1_3829	23.140	242	330
WP_001067557.1	lcl|NZ_QHCR01000013.1_cds_WP_118957901.1_311	22.162	370	330
WP_001067557.1	lcl|NZ_QHCR01000008.1_cds_WP_118957352.1_3818	26.354	277	330
WP_001067557.1	lcl|NZ_QHCR01000008.1_cds_WP_118957388.1_3856	24.847	326	330
WP_001198107.1	lcl|NZ_QHCR01000002.1_cds_WP_118955027.1_1478	27.441	379	366
WP_001198107.1	lcl|NZ_QHCR01000010.1_cds_WP_118957610.1_22	31.476	359	366
WP_001198107.1	lcl|NZ_QHCR01000008.1_cds_WP_118957374.1_3841	29.333	300	366
WP_001198107.1	lcl|NZ_QHCR01000002.1_cds_WP_167732240.1_1351	30.270	185	366
WP_000608294.1	lcl|NZ_QHCR01000010.1_cds_WP_118957610.1_22	33.245	379	367
WP_000608294.1	lcl|NZ_QHCR01000002.1_cds_WP_118955027.1_1478	31.169	385	367
WP_000608294.1	lcl|NZ_QHCR01000008.1_cds_WP_118957374.1_3841	27.083	336	367
WP_000608294.1	lcl|NZ_QHCR01000002.1_cds_WP_167732240.1_1351	26.257	358	367
WP_000608294.1	lcl|NZ_QHCR01000007.1_cds_WP_118957136.1_3617	24.691	162	367
WP_000608294.1	lcl|NZ_QHCR01000006.1_cds_WP_118956661.1_3134	31.092	119	367
WP_000342716.1	lcl|NZ_QHCR01000009.1_cds_WP_118957529.1_3991	44.444	243	265
WP_001246619.1	lcl|NZ_QHCR01000004.1_cds_WP_118955920.1_2395	37.627	295	310
WP_001246619.1	lcl|NZ_QHCR01000003.1_cds_WP_118955284.1_1731	24.430	307	310
WP_001246619.1	lcl|NZ_QHCR01000006.1_cds_WP_118956736.1_3219	28.571	133	310
WP_001246619.1	lcl|NZ_QHCR01000004.1_cds_WP_118955920.1_2395	37.627	295	310
WP_001246619.1	lcl|NZ_QHCR01000003.1_cds_WP_118955284.1_1731	24.430	307	310
WP_001246619.1	lcl|NZ_QHCR01000006.1_cds_WP_118956736.1_3219	28.571	133	310
WP_001088861.1	lcl|NZ_QHCR01000003.1_cds_WP_118955411.1_1871	44.643	56	144
WP_000517242.1	lcl|NZ_QHCR01000001.1_cds_WP_118954441.1_885	28.205	78	221
WP_033108396.1	lcl|NZ_QHCR01000003.1_cds_DLM77_RS08605_2106	32.000	100	99
WP_000282882.1	lcl|NZ_QHCR01000008.1_cds_WP_118957349.1_3815	29.123	285	273
WP_000282882.1	lcl|NZ_QHCR01000004.1_cds_WP_118956028.1_2515	32.105	190	273
WP_000282882.1	lcl|NZ_QHCR01000008.1_cds_WP_118957383.1_3851	35.849	106	273
WP_000282882.1	lcl|NZ_QHCR01000008.1_cds_WP_174714599.1_3796	25.455	220	273
WP_000282882.1	lcl|NZ_QHCR01000002.1_cds_WP_118955103.1_1566	24.590	183	273
WP_000282882.1	lcl|NZ_QHCR01000004.1_cds_WP_118955682.1_2120	34.862	109	273
WP_000282882.1	lcl|NZ_QHCR01000001.1_cds_WP_118954159.1_577	30.000	90	273
WP_000282882.1	lcl|NZ_QHCR01000011.1_cds_WP_118957704.1_117	32.673	101	273
WP_000282882.1	lcl|NZ_QHCR01000003.1_cds_WP_118955226.1_1665	28.090	89	273
WP_000853988.1	lcl|NZ_QHCR01000008.1_cds_WP_174714599.1_3796	57.043	575	582
WP_000853988.1	lcl|NZ_QHCR01000008.1_cds_WP_118957349.1_3815	34.146	123	582
WP_000853988.1	lcl|NZ_QHCR01000004.1_cds_WP_118956028.1_2515	25.000	192	582
WP_000853988.1	lcl|NZ_QHCR01000008.1_cds_WP_174714599.1_3796	57.043	575	582
WP_000853988.1	lcl|NZ_QHCR01000008.1_cds_WP_118957349.1_3815	34.146	123	582
WP_000853988.1	lcl|NZ_QHCR01000004.1_cds_WP_118956028.1_2515	25.000	192	582
WP_001159758.1	lcl|NZ_QHCR01000008.1_cds_WP_118957331.1_3795	82.258	186	186
WP_000642146.1	lcl|NZ_QHCR01000008.1_cds_WP_118957330.1_3794	75.817	306	306
WP_000642146.1	lcl|NZ_QHCR01000008.1_cds_WP_118957344.1_3810	32.692	104	306
WP_000723091.1	lcl|NZ_QHCR01000008.1_cds_WP_118957329.1_3793	86.607	336	349
WP_000723091.1	lcl|NZ_QHCR01000008.1_cds_WP_118957386.1_3854	25.568	352	349
WP_000723091.1	lcl|NZ_QHCR01000008.1_cds_WP_118957375.1_3842	29.254	335	349
WP_000723091.1	lcl|NZ_QHCR01000001.1_cds_WP_118954326.1_759	27.273	330	349
WP_000723091.1	lcl|NZ_QHCR01000013.1_cds_WP_118957901.1_311	28.693	352	349
WP_000723091.1	lcl|NZ_QHCR01000001.1_cds_WP_118954467.1_913	26.866	335	349
WP_000723091.1	lcl|NZ_QHCR01000001.1_cds_WP_118954096.1_506	26.347	334	349
WP_000723091.1	lcl|NZ_QHCR01000008.1_cds_WP_118957388.1_3856	24.306	288	349
WP_000723091.1	lcl|NZ_QHCR01000008.1_cds_WP_118957352.1_3818	22.609	345	349
WP_000723091.1	lcl|NZ_QHCR01000001.1_cds_WP_118954201.1_620	23.837	344	349
WP_000723091.1	lcl|NZ_QHCR01000007.1_cds_WP_118957095.1_3568	29.412	153	349
WP_000723091.1	lcl|NZ_QHCR01000008.1_cds_WP_118957350.1_3816	22.814	263	349
WP_000723091.1	lcl|NZ_QHCR01000008.1_cds_WP_118957343.1_3809	27.273	209	349
WP_000723091.1	lcl|NZ_QHCR01000002.1_cds_WP_118954845.1_1285	23.077	247	349
WP_000723091.1	lcl|NZ_QHCR01000008.1_cds_WP_118957363.1_3829	25.874	143	349
WP_000723091.1	lcl|NZ_QHCR01000001.1_cds_WP_118954054.1_454	26.761	142	349
WP_000842260.1	lcl|NZ_QHCR01000008.1_cds_WP_118957328.1_3792	87.755	294	294
WP_000842260.1	lcl|NZ_QHCR01000008.1_cds_WP_118957371.1_3837	28.877	187	294
WP_000842260.1	lcl|NZ_QHCR01000013.1_cds_WP_118957902.1_312	25.893	224	294
WP_000878674.1	lcl|NZ_QHCR01000008.1_cds_WP_118957327.1_3791	70.370	324	324
WP_000878674.1	lcl|NZ_QHCR01000008.1_cds_WP_118957325.1_3789	26.768	198	324
WP_000878674.1	lcl|NZ_QHCR01000008.1_cds_WP_118957383.1_3851	26.772	127	324
WP_001114273.1	lcl|NZ_QHCR01000008.1_cds_WP_118957326.1_3790	65.436	298	303
WP_000394243.1	lcl|NZ_QHCR01000008.1_cds_WP_118957325.1_3789	69.149	282	282
WP_000394243.1	lcl|NZ_QHCR01000008.1_cds_WP_118957327.1_3791	26.540	211	282
WP_000827955.1	lcl|NZ_QHCR01000008.1_cds_WP_118957324.1_3788	81.941	443	464
WP_001256699.1	lcl|NZ_QHCR01000002.1_cds_WP_118954826.1_1265	22.222	333	699
WP_002072239.1	lcl|NZ_QHCR01000010.1_cds_WP_118957615.1_28	24.771	218	333
WP_002072239.1	lcl|NZ_QHCR01000010.1_cds_WP_118957615.1_28	24.771	218	333
WP_001046777.1	lcl|NZ_QHCR01000004.1_cds_WP_118955936.1_2413	23.121	173	392
WP_001046777.1	lcl|NZ_QHCR01000003.1_cds_WP_118955522.1_1993	22.034	236	392
WP_000564977.1	lcl|NZ_QHCR01000001.1_cds_WP_174714565.1_879	31.496	127	174
WP_000228801.1	lcl|NZ_QHCR01000002.1_cds_WP_118955027.1_1478	29.319	382	362
WP_000228801.1	lcl|NZ_QHCR01000008.1_cds_WP_118957374.1_3841	27.434	339	362
