WP_000340715.1	lcl|NZ_JADDWH010000005.1_cds_WP_002725873.1_2680	91.860	86	106
WP_000410266.1	lcl|NZ_JADDWH010000005.1_cds_WP_002733579.1_2681	92.994	314	314
WP_000410266.1	lcl|NZ_JADDWH010000005.1_cds_WP_002733534.1_2684	24.765	319	314
WP_000410266.1	lcl|NZ_JADDWH010000018.1_cds_WP_002722638.1_701	22.462	325	314
WP_000410266.1	lcl|NZ_JADDWH010000005.1_cds_WP_002740024.1_2775	24.555	281	314
WP_000410266.1	lcl|NZ_JADDWH010000006.1_cds_WP_002728309.1_2933	25.152	330	314
WP_000410266.1	lcl|NZ_JADDWH010000014.1_cds_WP_002743770.1_452	22.222	171	314
WP_000604525.1	lcl|NZ_JADDWH010000005.1_cds_WP_026054882.1_2682	84.932	365	365
WP_000884059.1	lcl|NZ_JADDWH010000005.1_cds_WP_002733646.1_2683	95.676	185	185
WP_000884059.1	lcl|NZ_JADDWH010000003.1_cds_WP_002721790.1_1940	36.301	146	185
WP_000646254.1	lcl|NZ_JADDWH010000005.1_cds_WP_002733534.1_2684	97.872	329	329
WP_000646254.1	lcl|NZ_JADDWH010000005.1_cds_WP_002740024.1_2775	31.343	335	329
WP_000646254.1	lcl|NZ_JADDWH010000018.1_cds_WP_002722638.1_701	29.841	315	329
WP_000646254.1	lcl|NZ_JADDWH010000006.1_cds_WP_002728309.1_2933	30.868	311	329
WP_000646254.1	lcl|NZ_JADDWH010000014.1_cds_WP_002743770.1_452	27.566	341	329
WP_000646254.1	lcl|NZ_JADDWH010000005.1_cds_WP_002733638.1_2721	27.586	348	329
WP_000646254.1	lcl|NZ_JADDWH010000076.1_cds_WP_002741146.1_3100	29.167	312	329
WP_000646254.1	lcl|NZ_JADDWH010000006.1_cds_WP_002728316.1_2936	27.879	330	329
WP_000646254.1	lcl|NZ_JADDWH010000005.1_cds_WP_002733546.1_2750	25.000	268	329
WP_000646254.1	lcl|NZ_JADDWH010000005.1_cds_WP_002740721.1_2687	28.990	307	329
WP_000646254.1	lcl|NZ_JADDWH010000007.1_cds_WP_002732331.1_3200	25.369	339	329
WP_000646254.1	lcl|NZ_JADDWH010000005.1_cds_WP_002733698.1_2758	27.007	274	329
WP_000646254.1	lcl|NZ_JADDWH010000005.1_cds_WP_002744551.1_2715	28.519	270	329
WP_000646254.1	lcl|NZ_JADDWH010000005.1_cds_WP_002733579.1_2681	27.309	249	329
WP_000646254.1	lcl|NZ_JADDWH010000005.1_cds_WP_016749081.1_2713	23.659	317	329
WP_000646254.1	lcl|NZ_JADDWH010000059.1_cds_WP_002740236.1_2659	26.792	265	329
WP_000646254.1	lcl|NZ_JADDWH010000004.1_cds_WP_002721725.1_2455	25.076	331	329
WP_000646254.1	lcl|NZ_JADDWH010000004.1_cds_WP_002739935.1_2367	27.711	249	329
WP_000646254.1	lcl|NZ_JADDWH010000005.1_cds_WP_002733757.1_2748	31.034	174	329
WP_000774259.1	lcl|NZ_JADDWH010000005.1_cds_WP_002733627.1_2685	92.884	267	267
WP_000774259.1	lcl|NZ_JADDWH010000005.1_cds_WP_002740926.1_2726	24.786	234	267
WP_000774259.1	lcl|NZ_JADDWH010000005.1_cds_WP_002738295.1_2747	24.303	251	267
WP_000774259.1	lcl|NZ_JADDWH010000005.1_cds_WP_002727921.1_2776	26.455	189	267
WP_000774259.1	lcl|NZ_JADDWH010000024.1_cds_WP_002729040.1_1183	33.636	110	267
WP_000774259.1	lcl|NZ_JADDWH010000014.1_cds_WP_002729513.1_453	27.225	191	267
WP_000774259.1	lcl|NZ_JADDWH010000002.1_cds_WP_002766579.1_1553	25.000	208	267
WP_002072162.1	lcl|NZ_JADDWH010000005.1_cds_WP_002740779.1_2686	97.053	509	509
WP_002072162.1	lcl|NZ_JADDWH010000010.1_cds_WP_002728536.1_36	27.103	321	509
WP_002072162.1	lcl|NZ_JADDWH010000010.1_cds_WP_002728534.1_37	31.111	90	509
WP_002072162.1	lcl|NZ_JADDWH010000005.1_cds_WP_002740779.1_2686	97.053	509	509
WP_002072162.1	lcl|NZ_JADDWH010000010.1_cds_WP_002728536.1_36	27.103	321	509
WP_002072162.1	lcl|NZ_JADDWH010000010.1_cds_WP_002728534.1_37	31.111	90	509
WP_001067557.1	lcl|NZ_JADDWH010000005.1_cds_WP_002740721.1_2687	95.152	330	330
WP_001067557.1	lcl|NZ_JADDWH010000006.1_cds_WP_002728309.1_2933	26.740	273	330
WP_001067557.1	lcl|NZ_JADDWH010000005.1_cds_WP_002733534.1_2684	28.990	307	330
WP_001067557.1	lcl|NZ_JADDWH010000005.1_cds_WP_016749081.1_2713	30.317	221	330
WP_001067557.1	lcl|NZ_JADDWH010000018.1_cds_WP_002722638.1_701	27.425	299	330
WP_001067557.1	lcl|NZ_JADDWH010000005.1_cds_WP_002740024.1_2775	26.183	317	330
WP_001067557.1	lcl|NZ_JADDWH010000007.1_cds_WP_002732331.1_3200	27.193	228	330
WP_001067557.1	lcl|NZ_JADDWH010000004.1_cds_WP_002721725.1_2455	24.898	245	330
WP_001067557.1	lcl|NZ_JADDWH010000076.1_cds_WP_002741146.1_3100	27.303	304	330
WP_001067557.1	lcl|NZ_JADDWH010000005.1_cds_WP_002733546.1_2750	25.275	273	330
WP_001067557.1	lcl|NZ_JADDWH010000005.1_cds_WP_002733638.1_2721	25.965	285	330
WP_001067557.1	lcl|NZ_JADDWH010000005.1_cds_WP_002733579.1_2681	24.540	326	330
WP_001067557.1	lcl|NZ_JADDWH010000014.1_cds_WP_002743770.1_452	24.648	142	330
WP_001067557.1	lcl|NZ_JADDWH010000004.1_cds_WP_002739935.1_2367	26.351	296	330
WP_001067557.1	lcl|NZ_JADDWH010000059.1_cds_WP_002740236.1_2659	26.337	243	330
