WP_000340715.1	lcl|NZ_JAMQPT010000001.1_cds_WP_108958675.1_147	63.514	74	106
WP_000410266.1	lcl|NZ_JAMQPT010000001.1_cds_WP_100727191.1_148	83.439	314	314
WP_000410266.1	lcl|NZ_JAMQPT010000001.1_cds_WP_100725791.1_2661	23.765	324	314
WP_000410266.1	lcl|NZ_JAMQPT010000001.1_cds_WP_265396612.1_1398	24.118	170	314
WP_000410266.1	lcl|NZ_JAMQPT010000001.1_cds_WP_265396410.1_226	23.600	250	314
WP_000410266.1	lcl|NZ_JAMQPT010000001.1_cds_WP_265396399.1_186	25.749	167	314
WP_000604525.1	lcl|NZ_JAMQPT010000001.1_cds_WP_265396395.1_152	53.867	362	365
WP_000884059.1	lcl|NZ_JAMQPT010000001.1_cds_WP_100726709.1_611	31.783	129	185
WP_000646254.1	lcl|NZ_JAMQPT010000001.1_cds_WP_265396410.1_226	30.631	333	329
WP_000646254.1	lcl|NZ_JAMQPT010000001.1_cds_WP_100725791.1_2661	30.255	314	329
WP_000646254.1	lcl|NZ_JAMQPT010000001.1_cds_WP_100727146.1_194	31.447	318	329
WP_000646254.1	lcl|NZ_JAMQPT010000001.1_cds_WP_100725412.1_2101	31.475	305	329
WP_000646254.1	lcl|NZ_JAMQPT010000001.1_cds_WP_265396612.1_1398	29.326	341	329
WP_000646254.1	lcl|NZ_JAMQPT010000001.1_cds_WP_100725767.1_2634	30.063	316	329
WP_000646254.1	lcl|NZ_JAMQPT010000001.1_cds_WP_100725525.1_2272	27.640	322	329
WP_000646254.1	lcl|NZ_JAMQPT010000001.1_cds_WP_100727173.1_166	25.159	314	329
WP_000646254.1	lcl|NZ_JAMQPT010000001.1_cds_WP_100728892.1_2329	27.490	251	329
WP_000646254.1	lcl|NZ_JAMQPT010000001.1_cds_WP_100727191.1_148	25.786	318	329
WP_000646254.1	lcl|NZ_JAMQPT010000001.1_cds_WP_165780347.1_189	25.974	308	329
WP_000646254.1	lcl|NZ_JAMQPT010000001.1_cds_WP_265396398.1_185	31.618	136	329
WP_000646254.1	lcl|NZ_JAMQPT010000001.1_cds_WP_265396401.1_200	25.301	249	329
