WP_000340715.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002725873.1_1517	91.860	86	106
WP_000410266.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002733579.1_1516	92.994	314	314
WP_000410266.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002733534.1_1513	24.765	319	314
WP_000410266.1	lcl|NZ_JADDUZ010000018.1_cds_WP_002722638.1_683	22.462	325	314
WP_000410266.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002740024.1_1422	24.555	281	314
WP_000410266.1	lcl|NZ_JADDUZ010000007.1_cds_WP_002728309.1_3090	25.152	330	314
WP_000410266.1	lcl|NZ_JADDUZ010000014.1_cds_WP_002743770.1_380	22.222	171	314
WP_000604525.1	lcl|NZ_JADDUZ010000002.1_cds_WP_026054882.1_1515	84.932	365	365
WP_000884059.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002733646.1_1514	95.676	185	185
WP_000884059.1	lcl|NZ_JADDUZ010000004.1_cds_WP_002721790.1_2448	36.301	146	185
WP_000646254.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002733534.1_1513	97.872	329	329
WP_000646254.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002740024.1_1422	31.343	335	329
WP_000646254.1	lcl|NZ_JADDUZ010000018.1_cds_WP_002722638.1_683	29.841	315	329
WP_000646254.1	lcl|NZ_JADDUZ010000007.1_cds_WP_002728309.1_3090	30.868	311	329
WP_000646254.1	lcl|NZ_JADDUZ010000014.1_cds_WP_002743770.1_380	27.566	341	329
WP_000646254.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002733638.1_1476	27.586	348	329
WP_000646254.1	lcl|NZ_JADDUZ010000074.1_cds_WP_002741146.1_3073	29.167	312	329
WP_000646254.1	lcl|NZ_JADDUZ010000007.1_cds_WP_002728316.1_3093	27.879	330	329
WP_000646254.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002733546.1_1447	25.000	268	329
WP_000646254.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002740721.1_1510	28.990	307	329
WP_000646254.1	lcl|NZ_JADDUZ010000008.1_cds_WP_002732331.1_3294	25.369	339	329
WP_000646254.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002733698.1_1439	27.007	274	329
WP_000646254.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002744551.1_1482	28.519	270	329
WP_000646254.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002733579.1_1516	27.309	249	329
WP_000646254.1	lcl|NZ_JADDUZ010000002.1_cds_WP_016749081.1_1484	23.659	317	329
WP_000646254.1	lcl|NZ_JADDUZ010000057.1_cds_WP_002740236.1_2602	26.792	265	329
WP_000646254.1	lcl|NZ_JADDUZ010000005.1_cds_WP_002721725.1_2756	25.076	331	329
WP_000646254.1	lcl|NZ_JADDUZ010000005.1_cds_WP_002739935.1_2668	27.711	249	329
WP_000646254.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002733757.1_1449	31.034	174	329
WP_000774259.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002733627.1_1512	92.884	267	267
WP_000774259.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002740926.1_1471	24.786	234	267
WP_000774259.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002738295.1_1450	24.303	251	267
WP_000774259.1	lcl|NZ_JADDUZ010000002.1_cds_WP_002727921.1_1421	26.455	189	267
WP_000774259.1	lcl|NZ_JADDUZ010000024.1_cds_WP_002729040.1_1171	33.636	110	267
WP_000774259.1	lcl|NZ_JADDUZ010000014.1_cds_WP_002729513.1_379	27.225	191	267
WP_000774259.1	lcl|NZ_JADDUZ010000003.1_cds_WP_002766579.1_2013	25.000	208	267
