WP_000340715.1	lcl|NZ_JASUZT010000014.1_cds_WP_002614501.1_841	89.535	86	106
WP_000410266.1	lcl|NZ_JASUZT010000014.1_cds_WP_004494857.1_842	91.935	310	314
WP_000410266.1	lcl|NZ_JASUZT010000016.1_cds_WP_004508120.1_1034	24.286	280	314
WP_000410266.1	lcl|NZ_JASUZT010000012.1_cds_WP_002615921.1_597	24.149	323	314
WP_000410266.1	lcl|NZ_JASUZT010000018.1_cds_WP_004498401.1_1167	25.225	333	314
WP_000410266.1	lcl|NZ_JASUZT010000016.1_cds_WP_286048380.1_968	24.555	281	314
WP_000410266.1	lcl|NZ_JASUZT010000019.1_cds_WP_004495474.1_1243	24.848	330	314
WP_000410266.1	lcl|NZ_JASUZT010000016.1_cds_WP_004503537.1_993	21.587	315	314
WP_000884059.1	lcl|NZ_JASUZT010000003.1_cds_WP_002630958.1_2127	34.932	146	185
WP_000646254.1	lcl|NZ_JASUZT010000014.1_cds_WP_004507614.1_845	32.941	340	329
WP_000646254.1	lcl|NZ_JASUZT010000016.1_cds_WP_004508120.1_1034	32.441	299	329
WP_000646254.1	lcl|NZ_JASUZT010000016.1_cds_WP_286048380.1_968	30.655	336	329
WP_000646254.1	lcl|NZ_JASUZT010000012.1_cds_WP_002615921.1_597	30.476	315	329
WP_000646254.1	lcl|NZ_JASUZT010000019.1_cds_WP_004495474.1_1243	31.190	311	329
WP_000646254.1	lcl|NZ_JASUZT010000011.1_cds_WP_004495537.1_455	27.164	335	329
WP_000646254.1	lcl|NZ_JASUZT010000018.1_cds_WP_004498401.1_1167	29.154	319	329
WP_000646254.1	lcl|NZ_JASUZT010000019.1_cds_WP_004495465.1_1246	28.261	322	329
WP_000646254.1	lcl|NZ_JASUZT010000016.1_cds_WP_004503537.1_993	25.000	268	329
WP_000646254.1	lcl|NZ_JASUZT010000009.1_cds_WP_002619620.1_3504	26.642	274	329
WP_000646254.1	lcl|NZ_JASUZT010000014.1_cds_WP_004494857.1_842	28.030	264	329
WP_000646254.1	lcl|NZ_JASUZT010000016.1_cds_WP_286048386.1_985	26.642	274	329
WP_000646254.1	lcl|NZ_JASUZT010000005.1_cds_WP_004496193.1_2890	26.616	263	329
WP_000646254.1	lcl|NZ_JASUZT010000008.1_cds_WP_016760974.1_3393	24.773	331	329
WP_000646254.1	lcl|NZ_JASUZT010000017.1_cds_WP_004495316.1_1107	27.309	249	329
WP_000646254.1	lcl|NZ_JASUZT010000016.1_cds_WP_004503611.1_995	30.460	174	329
WP_000774259.1	lcl|NZ_JASUZT010000016.1_cds_WP_036094063.1_1029	27.660	188	267
WP_000774259.1	lcl|NZ_JASUZT010000016.1_cds_WP_004503495.1_996	24.701	251	267
WP_000774259.1	lcl|NZ_JASUZT010000001.1_cds_WP_004499478.1_19	29.442	197	267
WP_000774259.1	lcl|NZ_JASUZT010000016.1_cds_WP_002620407.1_967	26.316	190	267
WP_000774259.1	lcl|NZ_JASUZT010000011.1_cds_WP_286048254.1_456	26.596	188	267
WP_000774259.1	lcl|NZ_JASUZT010000001.1_cds_WP_286047777.1_212	31.776	107	267
WP_002072162.1	lcl|NZ_JASUZT010000005.1_cds_WP_004503246.1_2820	25.526	333	509
WP_002072162.1	lcl|NZ_JASUZT010000005.1_cds_WP_286047945.1_2821	31.111	90	509
WP_002072162.1	lcl|NZ_JASUZT010000005.1_cds_WP_004503246.1_2820	25.526	333	509
WP_002072162.1	lcl|NZ_JASUZT010000005.1_cds_WP_286047945.1_2821	31.111	90	509
WP_001067557.1	lcl|NZ_JASUZT010000019.1_cds_WP_004495474.1_1243	27.106	273	330
WP_001067557.1	lcl|NZ_JASUZT010000016.1_cds_WP_004508120.1_1034	26.715	277	330
WP_001067557.1	lcl|NZ_JASUZT010000012.1_cds_WP_002615921.1_597	27.899	276	330
WP_001067557.1	lcl|NZ_JASUZT010000016.1_cds_WP_286048380.1_968	24.625	333	330
WP_001067557.1	lcl|NZ_JASUZT010000014.1_cds_WP_004507614.1_845	27.155	232	330
WP_001067557.1	lcl|NZ_JASUZT010000009.1_cds_WP_002619620.1_3504	26.792	265	330
WP_001067557.1	lcl|NZ_JASUZT010000008.1_cds_WP_016760974.1_3393	25.306	245	330
WP_001067557.1	lcl|NZ_JASUZT010000018.1_cds_WP_004498401.1_1167	28.916	249	330
WP_001067557.1	lcl|NZ_JASUZT010000011.1_cds_WP_004495537.1_455	25.352	142	330
WP_001067557.1	lcl|NZ_JASUZT010000016.1_cds_WP_004503537.1_993	24.176	273	330
WP_001067557.1	lcl|NZ_JASUZT010000005.1_cds_WP_004496193.1_2890	26.230	244	330
WP_001067557.1	lcl|NZ_JASUZT010000014.1_cds_WP_004494857.1_842	24.611	321	330
WP_001198107.1	lcl|NZ_JASUZT010000016.1_cds_WP_286048381.1_974	33.898	354	366
WP_001198107.1	lcl|NZ_JASUZT010000001.1_cds_WP_002621621.1_24	27.177	379	366
WP_001198107.1	lcl|NZ_JASUZT010000016.1_cds_WP_286048410.1_1020	30.919	359	366
WP_001198107.1	lcl|NZ_JASUZT010000001.1_cds_WP_002615575.1_153	30.748	361	366
WP_001198107.1	lcl|NZ_JASUZT010000016.1_cds_WP_286048416.1_1033	27.869	305	366
WP_001198107.1	lcl|NZ_JASUZT010000009.1_cds_WP_002619618.1_3505	30.811	185	366
WP_000608294.1	lcl|NZ_JASUZT010000016.1_cds_WP_286048381.1_974	38.649	370	367
WP_000608294.1	lcl|NZ_JASUZT010000001.1_cds_WP_002615575.1_153	33.071	381	367
WP_000608294.1	lcl|NZ_JASUZT010000016.1_cds_WP_286048410.1_1020	33.514	370	367
WP_000608294.1	lcl|NZ_JASUZT010000001.1_cds_WP_002621621.1_24	30.809	383	367
WP_000608294.1	lcl|NZ_JASUZT010000016.1_cds_WP_286048416.1_1033	28.472	288	367
WP_000608294.1	lcl|NZ_JASUZT010000009.1_cds_WP_002619618.1_3505	26.257	358	367
WP_000342716.1	lcl|NZ_JASUZT010000001.1_cds_WP_004496886.1_157	44.130	247	265
WP_001246619.1	lcl|NZ_JASUZT010000002.1_cds_WP_004499599.1_1347	38.816	304	310
WP_001246619.1	lcl|NZ_JASUZT010000006.1_cds_WP_002619450.1_3038	28.013	307	310
WP_001246619.1	lcl|NZ_JASUZT010000002.1_cds_WP_286047828.1_1491	27.820	133	310
WP_001246619.1	lcl|NZ_JASUZT010000002.1_cds_WP_004499599.1_1347	38.816	304	310
WP_001246619.1	lcl|NZ_JASUZT010000006.1_cds_WP_002619450.1_3038	28.013	307	310
WP_001246619.1	lcl|NZ_JASUZT010000002.1_cds_WP_286047828.1_1491	27.820	133	310
WP_001088861.1	lcl|NZ_JASUZT010000006.1_cds_WP_004462309.1_3048	41.270	63	144
WP_000517242.1	lcl|NZ_JASUZT010000012.1_cds_WP_026054676.1_570	26.923	78	221
WP_228003844.1	lcl|NZ_JASUZT010000042.1_cds_WP_286048801.1_2702	70.588	34	34
WP_228003844.1	lcl|NZ_JASUZT010000001.1_cds_QRD38_RS00475_95	54.286	35	34
WP_228003844.1	lcl|NZ_JASUZT010000059.1_cds_QRD38_RS17475_3011	48.571	35	34
WP_001018782.1	lcl|NZ_JASUZT010000166.1_cds_WP_286048903.1_1042	81.579	38	77
WP_001018782.1	lcl|NZ_JASUZT010000158.1_cds_QRD38_RS18260_946	72.727	33	77
WP_001018782.1	lcl|NZ_JASUZT010000125.1_cds_WP_286048894.1_665	70.270	37	77
WP_001018782.1	lcl|NZ_JASUZT010000052.1_cds_WP_239246978.1_2975	31.250	64	77
WP_033108396.1	lcl|NZ_JASUZT010000039.1_cds_QRD38_RS16580_2461	86.047	86	99
WP_033108396.1	lcl|NZ_JASUZT010000039.1_cds_QRD38_RS16520_2449	65.714	35	99
WP_000282882.1	lcl|NZ_JASUZT010000016.1_cds_WP_061217842.1_972	83.456	272	273
WP_000282882.1	lcl|NZ_JASUZT010000006.1_cds_WP_286047986.1_3075	32.461	191	273
WP_000282882.1	lcl|NZ_JASUZT010000016.1_cds_WP_286048392.1_992	29.339	242	273
