WP_000340715.1	lcl|NZ_JADDVS010000006.1_cds_WP_002725873.1_3029	91.860	86	106
WP_000410266.1	lcl|NZ_JADDVS010000006.1_cds_WP_002733579.1_3028	92.994	314	314
WP_000410266.1	lcl|NZ_JADDVS010000006.1_cds_WP_002733534.1_3025	24.765	319	314
WP_000410266.1	lcl|NZ_JADDVS010000018.1_cds_WP_002722638.1_691	22.462	325	314
WP_000410266.1	lcl|NZ_JADDVS010000006.1_cds_WP_002740024.1_2934	24.555	281	314
WP_000410266.1	lcl|NZ_JADDVS010000007.1_cds_WP_002728309.1_3099	25.152	330	314
WP_000410266.1	lcl|NZ_JADDVS010000014.1_cds_WP_002743770.1_441	22.222	171	314
WP_000604525.1	lcl|NZ_JADDVS010000006.1_cds_WP_026054882.1_3027	84.932	365	365
WP_000884059.1	lcl|NZ_JADDVS010000006.1_cds_WP_002733646.1_3026	95.676	185	185
WP_000884059.1	lcl|NZ_JADDVS010000003.1_cds_WP_002721790.1_1930	36.301	146	185
WP_000646254.1	lcl|NZ_JADDVS010000006.1_cds_WP_002733534.1_3025	97.872	329	329
WP_000646254.1	lcl|NZ_JADDVS010000006.1_cds_WP_002740024.1_2934	31.343	335	329
WP_000646254.1	lcl|NZ_JADDVS010000018.1_cds_WP_002722638.1_691	29.841	315	329
WP_000646254.1	lcl|NZ_JADDVS010000007.1_cds_WP_002728309.1_3099	30.868	311	329
WP_000646254.1	lcl|NZ_JADDVS010000014.1_cds_WP_002743770.1_441	27.566	341	329
WP_000646254.1	lcl|NZ_JADDVS010000006.1_cds_WP_002733638.1_2988	27.586	348	329
WP_000646254.1	lcl|NZ_JADDVS010000075.1_cds_WP_002741146.1_3075	29.167	312	329
WP_000646254.1	lcl|NZ_JADDVS010000007.1_cds_WP_002728316.1_3102	27.879	330	329
WP_000646254.1	lcl|NZ_JADDVS010000006.1_cds_WP_002733546.1_2959	25.000	268	329
WP_000646254.1	lcl|NZ_JADDVS010000006.1_cds_WP_002740721.1_3022	28.990	307	329
WP_000646254.1	lcl|NZ_JADDVS010000008.1_cds_WP_002732331.1_3236	25.369	339	329
WP_000646254.1	lcl|NZ_JADDVS010000006.1_cds_WP_002733698.1_2951	27.007	274	329
WP_000646254.1	lcl|NZ_JADDVS010000006.1_cds_WP_002744551.1_2994	28.519	270	329
WP_000646254.1	lcl|NZ_JADDVS010000006.1_cds_WP_002733579.1_3028	27.309	249	329
WP_000646254.1	lcl|NZ_JADDVS010000006.1_cds_WP_016749081.1_2996	23.659	317	329
WP_000646254.1	lcl|NZ_JADDVS010000058.1_cds_WP_002740236.1_2632	26.792	265	329
WP_000646254.1	lcl|NZ_JADDVS010000004.1_cds_WP_002721725.1_2446	25.076	331	329
WP_000646254.1	lcl|NZ_JADDVS010000004.1_cds_WP_002739935.1_2359	27.711	249	329
WP_000646254.1	lcl|NZ_JADDVS010000006.1_cds_WP_002733757.1_2961	31.034	174	329
WP_000774259.1	lcl|NZ_JADDVS010000006.1_cds_WP_002733627.1_3024	92.884	267	267
WP_000774259.1	lcl|NZ_JADDVS010000006.1_cds_WP_002740926.1_2983	24.786	234	267
WP_000774259.1	lcl|NZ_JADDVS010000006.1_cds_WP_002738295.1_2962	24.303	251	267
