WP_000340715.1	lcl|NZ_NPEJ01000001.1_cds_WP_035983633.1_66	61.538	78	106
WP_000410266.1	lcl|NZ_NPEJ01000001.1_cds_WP_100734686.1_63	81.290	310	314
WP_000410266.1	lcl|NZ_NPEJ01000008.1_cds_WP_100718677.1_3810	26.752	314	314
WP_000410266.1	lcl|NZ_NPEJ01000021.1_cds_WP_100718697.1_1345	23.765	324	314
WP_000410266.1	lcl|NZ_NPEJ01000001.1_cds_WP_100734687.1_64	23.137	255	314
WP_000410266.1	lcl|NZ_NPEJ01000005.1_cds_WP_004788049.1_2974	23.404	188	314
WP_000410266.1	lcl|NZ_NPEJ01000010.1_cds_WP_100719192.1_249	22.430	321	314
WP_000884059.1	lcl|NZ_NPEJ01000009.1_cds_WP_004788859.1_3921	33.065	124	185
WP_000646254.1	lcl|NZ_NPEJ01000021.1_cds_WP_100718697.1_1345	30.255	314	329
WP_000646254.1	lcl|NZ_NPEJ01000010.1_cds_WP_100719192.1_249	30.000	310	329
WP_000646254.1	lcl|NZ_NPEJ01000005.1_cds_WP_004788049.1_2974	28.739	341	329
WP_000646254.1	lcl|NZ_NPEJ01000001.1_cds_WP_100734687.1_64	26.608	342	329
WP_000646254.1	lcl|NZ_NPEJ01000008.1_cds_WP_100718677.1_3810	27.157	313	329
WP_000646254.1	lcl|NZ_NPEJ01000020.1_cds_WP_004787140.1_1296	25.857	321	329
WP_000646254.1	lcl|NZ_NPEJ01000004.1_cds_WP_100719111.1_2427	31.496	254	329
WP_000646254.1	lcl|NZ_NPEJ01000001.1_cds_WP_100734686.1_63	24.843	318	329
WP_000646254.1	lcl|NZ_NPEJ01000001.1_cds_WP_100734655.1_11	25.573	262	329
WP_000646254.1	lcl|NZ_NPEJ01000031.1_cds_WP_100735066.1_2109	25.698	179	329
WP_000646254.1	lcl|NZ_NPEJ01000005.1_cds_WP_207763527.1_2985	26.407	231	329
WP_000646254.1	lcl|NZ_NPEJ01000034.1_cds_WP_100740434.1_2219	28.112	249	329
WP_000646254.1	lcl|NZ_NPEJ01000004.1_cds_WP_100719104.1_2419	24.498	249	329
WP_000774259.1	lcl|NZ_NPEJ01000003.1_cds_WP_020777677.1_1901	23.755	261	267
WP_000774259.1	lcl|NZ_NPEJ01000001.1_cds_WP_100716951.1_65	26.289	194	267
WP_000774259.1	lcl|NZ_NPEJ01000036.1_cds_WP_100735224.1_2282	27.684	177	267
WP_000774259.1	lcl|NZ_NPEJ01000005.1_cds_WP_100719638.1_2973	26.943	193	267
WP_002072162.1	lcl|NZ_NPEJ01000024.1_cds_WP_100719957.1_1537	23.529	323	509
WP_002072162.1	lcl|NZ_NPEJ01000024.1_cds_WP_100719956.1_1538	27.358	106	509
WP_002072162.1	lcl|NZ_NPEJ01000024.1_cds_WP_100719957.1_1537	23.529	323	509
WP_002072162.1	lcl|NZ_NPEJ01000024.1_cds_WP_100719956.1_1538	27.358	106	509
WP_001067557.1	lcl|NZ_NPEJ01000010.1_cds_WP_100719192.1_249	24.820	278	330
WP_001067557.1	lcl|NZ_NPEJ01000021.1_cds_WP_100718697.1_1345	27.899	276	330
WP_001067557.1	lcl|NZ_NPEJ01000004.1_cds_WP_100719111.1_2427	30.901	233	330
WP_001067557.1	lcl|NZ_NPEJ01000008.1_cds_WP_100718677.1_3810	26.426	333	330
WP_001067557.1	lcl|NZ_NPEJ01000004.1_cds_WP_100719104.1_2419	25.591	254	330
WP_001067557.1	lcl|NZ_NPEJ01000001.1_cds_WP_100716954.1_62	31.250	128	330
WP_001067557.1	lcl|NZ_NPEJ01000001.1_cds_WP_100734687.1_64	24.151	265	330
WP_001067557.1	lcl|NZ_NPEJ01000034.1_cds_WP_100740434.1_2219	25.854	205	330
WP_001067557.1	lcl|NZ_NPEJ01000031.1_cds_WP_100735066.1_2109	31.210	157	330
WP_001067557.1	lcl|NZ_NPEJ01000005.1_cds_WP_004788049.1_2974	23.077	299	330
WP_001067557.1	lcl|NZ_NPEJ01000020.1_cds_WP_004787140.1_1296	28.000	150	330
WP_001198107.1	lcl|NZ_NPEJ01000001.1_cds_WP_100717004.1_38	33.708	356	366
WP_001198107.1	lcl|NZ_NPEJ01000004.1_cds_WP_004785484.1_2492	28.084	381	366
WP_001198107.1	lcl|NZ_NPEJ01000001.1_cds_WP_100716963.1_50	30.726	358	366
WP_001198107.1	lcl|NZ_NPEJ01000001.1_cds_WP_207763559.1_61	30.105	382	366
WP_001198107.1	lcl|NZ_NPEJ01000019.1_cds_WP_100734244.1_1008	28.895	353	366
WP_001198107.1	lcl|NZ_NPEJ01000066.1_cds_WP_100719471.1_3426	26.425	193	366
WP_000608294.1	lcl|NZ_NPEJ01000001.1_cds_WP_100717004.1_38	36.975	357	367
WP_000608294.1	lcl|NZ_NPEJ01000001.1_cds_WP_207763559.1_61	31.392	395	367
WP_000608294.1	lcl|NZ_NPEJ01000001.1_cds_WP_100716963.1_50	32.578	353	367
WP_000608294.1	lcl|NZ_NPEJ01000019.1_cds_WP_100734244.1_1008	29.679	374	367
WP_000608294.1	lcl|NZ_NPEJ01000004.1_cds_WP_004785484.1_2492	27.778	378	367
WP_000608294.1	lcl|NZ_NPEJ01000066.1_cds_WP_100719471.1_3426	27.171	357	367
WP_000608294.1	lcl|NZ_NPEJ01000023.1_cds_WP_100717135.1_1512	33.019	106	367
WP_000342716.1	lcl|NZ_NPEJ01000016.1_cds_WP_100718239.1_828	41.152	243	265
WP_001246619.1	lcl|NZ_NPEJ01000155.1_cds_WP_100741246.1_771	39.726	219	310
WP_001246619.1	lcl|NZ_NPEJ01000040.1_cds_WP_100719293.1_2575	28.990	307	310
WP_001246619.1	lcl|NZ_NPEJ01000191.1_cds_CH372_RS20210_1064	33.010	103	310
WP_001246619.1	lcl|NZ_NPEJ01000009.1_cds_WP_100721131.1_3986	23.574	263	310
WP_001246619.1	lcl|NZ_NPEJ01000155.1_cds_WP_100741246.1_771	39.726	219	310
WP_001246619.1	lcl|NZ_NPEJ01000040.1_cds_WP_100719293.1_2575	28.990	307	310
WP_001246619.1	lcl|NZ_NPEJ01000191.1_cds_CH372_RS20210_1064	33.010	103	310
WP_001246619.1	lcl|NZ_NPEJ01000009.1_cds_WP_100721131.1_3986	23.574	263	310
WP_000715958.1	lcl|NZ_NPEJ01000006.1_cds_WP_100734299.1_3273	26.667	105	131
WP_001088861.1	lcl|NZ_NPEJ01000023.1_cds_WP_004786001.1_1466	39.683	63	144
WP_000517242.1	lcl|NZ_NPEJ01000032.1_cds_WP_100721017.1_2135	30.769	130	221
WP_000517242.1	lcl|NZ_NPEJ01000007.1_cds_WP_100735776.1_3543	29.293	99	221
WP_000282882.1	lcl|NZ_NPEJ01000001.1_cds_WP_100716986.1_24	30.769	247	273
WP_000282882.1	lcl|NZ_NPEJ01000064.1_cds_WP_100740873.1_3395	27.636	275	273
WP_000282882.1	lcl|NZ_NPEJ01000170.1_cds_WP_165782545.1_920	33.600	125	273
WP_000282882.1	lcl|NZ_NPEJ01000031.1_cds_WP_125184864.1_2084	33.600	125	273
WP_000282882.1	lcl|NZ_NPEJ01000001.1_cds_WP_100716980.1_30	23.920	301	273
WP_000282882.1	lcl|NZ_NPEJ01000001.1_cds_WP_100739181.1_26	26.695	236	273
WP_000282882.1	lcl|NZ_NPEJ01000001.1_cds_WP_100739178.1_17	27.434	113	273
WP_000282882.1	lcl|NZ_NPEJ01000001.1_cds_WP_020777804.1_21	33.333	96	273
WP_000282882.1	lcl|NZ_NPEJ01000050.1_cds_WP_100740718.1_3000	30.435	92	273
WP_000853988.1	lcl|NZ_NPEJ01000001.1_cds_WP_100716986.1_24	38.261	115	582
WP_000853988.1	lcl|NZ_NPEJ01000064.1_cds_WP_100740873.1_3395	31.008	129	582
WP_000853988.1	lcl|NZ_NPEJ01000001.1_cds_WP_100739178.1_17	29.787	94	582
