WP_000340715.1	lcl|NZ_JQPY01000072.1_cds_WP_000340715.1_2066	100.000	86	106
WP_000410266.1	lcl|NZ_JQPY01000072.1_cds_WP_000410275.1_2067	99.355	310	314
WP_000410266.1	lcl|NZ_JQPY01000072.1_cds_WP_000723078.1_2116	24.731	279	314
WP_000410266.1	lcl|NZ_JQPY01000022.1_cds_WP_000744700.1_872	24.383	324	314
WP_000410266.1	lcl|NZ_JQPY01000072.1_cds_WP_000723090.1_2136	23.958	288	314
WP_000410266.1	lcl|NZ_JQPY01000072.1_cds_WP_000567887.1_2118	23.348	227	314
WP_000884059.1	lcl|NZ_JQPY01000032.1_cds_WP_000351733.1_1143	40.000	140	185
WP_000884059.1	lcl|NZ_JQPY01000072.1_cds_WP_001047906.1_2098	33.898	177	185
WP_000646254.1	lcl|NZ_JQPY01000072.1_cds_WP_000723078.1_2116	31.464	321	329
WP_000646254.1	lcl|NZ_JQPY01000022.1_cds_WP_000744700.1_872	31.746	315	329
WP_000646254.1	lcl|NZ_JQPY01000072.1_cds_WP_000723090.1_2136	31.045	335	329
WP_000646254.1	lcl|NZ_JQPY01000196.1_cds_WP_173646071.1_3690	31.148	305	329
WP_000646254.1	lcl|NZ_JQPY01000054.1_cds_WP_000649924.1_1738	30.183	328	329
WP_000646254.1	lcl|NZ_JQPY01000072.1_cds_WP_000567887.1_2118	29.508	305	329
WP_000646254.1	lcl|NZ_JQPY01000285.1_cds_WP_061245563.1_3999	29.730	333	329
WP_000646254.1	lcl|NZ_JQPY01000041.1_cds_WP_000688696.1_1393	28.975	283	329
WP_000646254.1	lcl|NZ_JQPY01000072.1_cds_WP_000410275.1_2067	26.048	334	329
WP_000646254.1	lcl|NZ_JQPY01000061.1_cds_WP_061244919.1_1925	29.057	265	329
WP_000646254.1	lcl|NZ_JQPY01000072.1_cds_WP_000460023.1_2120	25.632	277	329
WP_000646254.1	lcl|NZ_JQPY01000001.1_cds_WP_001003555.1_16	25.148	338	329
WP_000774259.1	lcl|NZ_JQPY01000072.1_cds_WP_061243593.1_2117	27.027	185	267
WP_000774259.1	lcl|NZ_JQPY01000072.1_cds_WP_000842260.1_2137	26.316	190	267
WP_000774259.1	lcl|NZ_JQPY01000188.1_cds_WP_000667727.1_3606	31.818	110	267
WP_000774259.1	lcl|NZ_JQPY01000189.1_cds_WP_000805357.1_3614	26.190	210	267
WP_002072162.1	lcl|NZ_JQPY01000029.1_cds_WP_000291586.1_1033	26.911	327	509
WP_002072162.1	lcl|NZ_JQPY01000029.1_cds_WP_000364507.1_1032	31.111	90	509
WP_002072162.1	lcl|NZ_JQPY01000029.1_cds_WP_000291586.1_1033	26.911	327	509
WP_002072162.1	lcl|NZ_JQPY01000029.1_cds_WP_000364507.1_1032	31.111	90	509
WP_001067557.1	lcl|NZ_JQPY01000072.1_cds_WP_000723078.1_2116	22.909	275	330
WP_001067557.1	lcl|NZ_JQPY01000196.1_cds_WP_173646071.1_3690	25.368	272	330
WP_001067557.1	lcl|NZ_JQPY01000001.1_cds_WP_001003555.1_16	28.395	243	330
WP_001067557.1	lcl|NZ_JQPY01000022.1_cds_WP_000744700.1_872	26.812	276	330
WP_001067557.1	lcl|NZ_JQPY01000072.1_cds_WP_000723090.1_2136	23.724	333	330
WP_001067557.1	lcl|NZ_JQPY01000054.1_cds_WP_000649924.1_1738	28.854	253	330
WP_001067557.1	lcl|NZ_JQPY01000041.1_cds_WP_000688696.1_1393	25.681	257	330
WP_001198107.1	lcl|NZ_JQPY01000072.1_cds_WP_000575178.1_2130	34.262	359	366
WP_001198107.1	lcl|NZ_JQPY01000072.1_cds_WP_000041233.1_2077	33.851	322	366
WP_001198107.1	lcl|NZ_JQPY01000041.1_cds_WP_002119816.1_1411	27.704	379	366
WP_001198107.1	lcl|NZ_JQPY01000072.1_cds_WP_002078520.1_2092	30.256	390	366
WP_001198107.1	lcl|NZ_JQPY01000072.1_cds_WP_001117632.1_2074	37.864	206	366
WP_001198107.1	lcl|NZ_JQPY01000150.1_cds_WP_000538749.1_3210	29.692	357	366
WP_001198107.1	lcl|NZ_JQPY01000023.1_cds_WP_001982414.1_923	31.579	190	366
WP_000608294.1	lcl|NZ_JQPY01000072.1_cds_WP_000575178.1_2130	36.712	365	367
WP_000608294.1	lcl|NZ_JQPY01000072.1_cds_WP_002078520.1_2092	31.452	372	367
WP_000608294.1	lcl|NZ_JQPY01000150.1_cds_WP_000538749.1_3210	30.189	371	367
WP_000608294.1	lcl|NZ_JQPY01000041.1_cds_WP_002119816.1_1411	30.469	384	367
WP_000608294.1	lcl|NZ_JQPY01000072.1_cds_WP_000041233.1_2077	33.910	289	367
WP_000608294.1	lcl|NZ_JQPY01000072.1_cds_WP_001117632.1_2074	33.898	236	367
WP_000608294.1	lcl|NZ_JQPY01000023.1_cds_WP_001982414.1_923	25.698	358	367
WP_000342716.1	lcl|NZ_JQPY01000084.1_cds_WP_001002663.1_2369	44.856	243	265
WP_001246619.1	lcl|NZ_JQPY01000073.1_cds_WP_000501205.1_2141	38.158	304	310
WP_001246619.1	lcl|NZ_JQPY01000050.1_cds_WP_001183714.1_1657	25.163	306	310
WP_001246619.1	lcl|NZ_JQPY01000021.1_cds_WP_000279894.1_834	24.809	262	310
WP_001246619.1	lcl|NZ_JQPY01000073.1_cds_WP_000501205.1_2141	38.158	304	310
WP_001246619.1	lcl|NZ_JQPY01000050.1_cds_WP_001183714.1_1657	25.163	306	310
WP_001246619.1	lcl|NZ_JQPY01000021.1_cds_WP_000279894.1_834	24.809	262	310
WP_001088861.1	lcl|NZ_JQPY01000070.1_cds_WP_235594818.1_2022	44.643	56	144
WP_000517242.1	lcl|NZ_JQPY01000022.1_cds_WP_001079442.1_843	28.205	78	221
WP_000517242.1	lcl|NZ_JQPY01000072.1_cds_WP_001075146.1_2083	31.532	111	221
WP_000517242.1	lcl|NZ_JQPY01000162.1_cds_WP_001069830.1_3345	28.440	109	221
WP_228003844.1	lcl|NZ_JQPY01000077.1_cds_WP_050552110.1_2228	82.353	34	34
WP_228003844.1	lcl|NZ_JQPY01000095.1_cds_WP_141228006.1_2578	48.571	35	34
WP_001018782.1	lcl|NZ_JQPY01000077.1_cds_WP_330942340.1_2227	81.818	77	77
WP_033108396.1	lcl|NZ_JQPY01000097.1_cds_WP_061245137.1_2618	96.970	99	99
WP_033108396.1	lcl|NZ_JQPY01000210.1_cds_JG90_RS18895_3735	98.551	69	99
WP_033108396.1	lcl|NZ_JQPY01000210.1_cds_JG90_RS18895_3735	87.500	16	99
WP_033108396.1	lcl|NZ_JQPY01000210.1_cds_JG90_RS18895_3735	83.333	12	99
WP_033108396.1	lcl|NZ_JQPY01000098.1_cds_JG90_RS13320_2631	92.647	68	99
WP_033108396.1	lcl|NZ_JQPY01000098.1_cds_JG90_RS13320_2631	68.293	41	99
WP_033108396.1	lcl|NZ_JQPY01000149.1_cds_WP_002115811.1_3200	90.000	20	99
WP_000282882.1	lcl|NZ_JQPY01000072.1_cds_WP_001068977.1_2132	67.897	271	273
WP_000282882.1	lcl|NZ_JQPY01000072.1_cds_WP_002189135.1_2110	31.674	221	273
WP_000282882.1	lcl|NZ_JQPY01000033.1_cds_WP_001099033.1_1202	34.211	190	273
WP_000282882.1	lcl|NZ_JQPY01000072.1_cds_WP_061243623.1_2069	30.638	235	273
WP_000282882.1	lcl|NZ_JQPY01000072.1_cds_WP_061244980.1_2133	28.378	222	273
WP_000282882.1	lcl|NZ_JQPY01000072.1_cds_WP_061243610.1_2131	24.453	274	273
WP_000282882.1	lcl|NZ_JQPY01000090.1_cds_WP_000262844.1_2474	25.137	183	273
WP_000282882.1	lcl|NZ_JQPY01000189.1_cds_WP_000868621.1_3636	31.111	90	273
WP_000853988.1	lcl|NZ_JQPY01000072.1_cds_WP_061244980.1_2133	93.380	574	582
WP_000853988.1	lcl|NZ_JQPY01000072.1_cds_WP_001068977.1_2132	27.907	215	582
WP_000853988.1	lcl|NZ_JQPY01000033.1_cds_WP_001099033.1_1202	27.723	202	582
WP_000853988.1	lcl|NZ_JQPY01000072.1_cds_WP_061243610.1_2131	28.085	235	582
WP_000853988.1	lcl|NZ_JQPY01000072.1_cds_WP_061244980.1_2133	93.380	574	582
WP_000853988.1	lcl|NZ_JQPY01000072.1_cds_WP_001068977.1_2132	27.907	215	582
WP_000853988.1	lcl|NZ_JQPY01000033.1_cds_WP_001099033.1_1202	27.723	202	582
WP_000853988.1	lcl|NZ_JQPY01000072.1_cds_WP_061243610.1_2131	28.085	235	582
WP_001159758.1	lcl|NZ_JQPY01000072.1_cds_WP_001159758.1_2134	100.000	186	186
WP_000642146.1	lcl|NZ_JQPY01000072.1_cds_WP_000642151.1_2135	97.386	306	306
WP_000642146.1	lcl|NZ_JQPY01000072.1_cds_WP_000952159.1_2119	30.476	105	306
WP_000723091.1	lcl|NZ_JQPY01000072.1_cds_WP_000723090.1_2136	99.702	336	349
WP_000723091.1	lcl|NZ_JQPY01000072.1_cds_WP_000723078.1_2116	29.885	348	349
