WP_000340715.1	lcl|NZ_RQFG01000019.1_cds_WP_135633099.1_1550	62.821	78	106
WP_000410266.1	lcl|NZ_RQFG01000019.1_cds_WP_135633097.1_1551	79.677	310	314
WP_000410266.1	lcl|NZ_RQFG01000005.1_cds_WP_135634167.1_1386	23.765	324	314
WP_000410266.1	lcl|NZ_RQFG01000005.1_cds_WP_135634215.1_1359	26.250	320	314
WP_000410266.1	lcl|NZ_RQFG01000019.1_cds_WP_135632088.1_1601	23.167	341	314
WP_000410266.1	lcl|NZ_RQFG01000016.1_cds_WP_135631984.1_3474	24.339	189	314
WP_000410266.1	lcl|NZ_RQFG01000005.1_cds_WP_135635229.1_773	22.699	326	314
WP_000884059.1	lcl|NZ_RQFG01000019.1_cds_WP_135632379.1_1975	30.909	165	185
WP_000646254.1	lcl|NZ_RQFG01000005.1_cds_WP_135634167.1_1386	30.892	314	329
WP_000646254.1	lcl|NZ_RQFG01000019.1_cds_WP_135632088.1_1601	29.730	333	329
WP_000646254.1	lcl|NZ_RQFG01000005.1_cds_WP_135635229.1_773	30.645	310	329
WP_000646254.1	lcl|NZ_RQFG01000016.1_cds_WP_135631984.1_3474	29.032	341	329
WP_000646254.1	lcl|NZ_RQFG01000005.1_cds_WP_135634215.1_1359	27.331	311	329
WP_000646254.1	lcl|NZ_RQFG01000005.1_cds_WP_135634855.1_974	27.327	333	329
WP_000646254.1	lcl|NZ_RQFG01000019.1_cds_WP_135633059.1_1570	26.646	319	329
WP_000646254.1	lcl|NZ_RQFG01000019.1_cds_WP_135633097.1_1551	26.101	318	329
WP_000646254.1	lcl|NZ_RQFG01000019.1_cds_WP_135633039.1_1581	24.116	311	329
WP_000646254.1	lcl|NZ_RQFG01000019.1_cds_WP_135633031.1_1585	27.823	248	329
WP_000646254.1	lcl|NZ_RQFG01000019.1_cds_WP_135633067.1_1566	27.132	258	329
WP_000646254.1	lcl|NZ_RQFG01000019.1_cds_WP_135632104.1_1616	26.038	265	329
WP_000646254.1	lcl|NZ_RQFG01000018.1_cds_WP_135633413.1_2695	27.374	179	329
WP_000646254.1	lcl|NZ_RQFG01000016.1_cds_WP_208742289.1_3463	26.407	231	329
WP_000646254.1	lcl|NZ_RQFG01000018.1_cds_WP_135634057.1_2395	27.711	249	329
WP_000646254.1	lcl|NZ_RQFG01000019.1_cds_WP_208742317.1_1578	26.667	165	329
WP_000774259.1	lcl|NZ_RQFG01000019.1_cds_WP_135633041.1_1580	25.714	245	267
WP_000774259.1	lcl|NZ_RQFG01000019.1_cds_WP_135632129.1_1677	23.755	261	267
WP_000774259.1	lcl|NZ_RQFG01000019.1_cds_WP_135632089.1_1602	24.365	197	267
WP_000774259.1	lcl|NZ_RQFG01000016.1_cds_WP_135631983.1_3475	25.510	196	267
WP_000774259.1	lcl|NZ_RQFG01000005.1_cds_WP_135635001.1_888	27.545	167	267
WP_002072162.1	lcl|NZ_RQFG01000019.1_cds_WP_135632948.1_1953	24.611	321	509
WP_002072162.1	lcl|NZ_RQFG01000019.1_cds_WP_135632361.1_1952	30.189	106	509
WP_002072162.1	lcl|NZ_RQFG01000019.1_cds_WP_135632948.1_1953	24.611	321	509
WP_002072162.1	lcl|NZ_RQFG01000019.1_cds_WP_135632361.1_1952	30.189	106	509
WP_001067557.1	lcl|NZ_RQFG01000005.1_cds_WP_135635229.1_773	25.899	278	330
WP_001067557.1	lcl|NZ_RQFG01000005.1_cds_WP_135634167.1_1386	26.812	276	330
WP_001067557.1	lcl|NZ_RQFG01000005.1_cds_WP_135634215.1_1359	25.000	332	330
WP_001067557.1	lcl|NZ_RQFG01000019.1_cds_WP_135633059.1_1570	25.769	260	330
WP_001067557.1	lcl|NZ_RQFG01000005.1_cds_WP_135634873.1_961	31.818	110	330
WP_001067557.1	lcl|NZ_RQFG01000019.1_cds_WP_135632088.1_1601	22.866	328	330
WP_001067557.1	lcl|NZ_RQFG01000016.1_cds_WP_135631984.1_3474	23.913	322	330
WP_001067557.1	lcl|NZ_RQFG01000019.1_cds_WP_135633039.1_1581	28.676	136	330
WP_001067557.1	lcl|NZ_RQFG01000018.1_cds_WP_135634057.1_2395	25.837	209	330
WP_001067557.1	lcl|NZ_RQFG01000018.1_cds_WP_135633413.1_2695	28.462	130	330
WP_001198107.1	lcl|NZ_RQFG01000005.1_cds_WP_135635538.1_1102	28.346	381	366
WP_001198107.1	lcl|NZ_RQFG01000019.1_cds_WP_135633091.1_1554	30.618	356	366
WP_001198107.1	lcl|NZ_RQFG01000005.1_cds_WP_135637239.1_29	28.329	353	366
WP_001198107.1	lcl|NZ_RQFG01000005.1_cds_WP_135636626.1_393	27.684	177	366
WP_000608294.1	lcl|NZ_RQFG01000019.1_cds_WP_135633091.1_1554	32.055	365	367
WP_000608294.1	lcl|NZ_RQFG01000005.1_cds_WP_135637239.1_29	29.521	376	367
WP_000608294.1	lcl|NZ_RQFG01000005.1_cds_WP_135635538.1_1102	29.365	378	367
WP_000608294.1	lcl|NZ_RQFG01000005.1_cds_WP_135636626.1_393	27.247	356	367
WP_000608294.1	lcl|NZ_RQFG01000010.1_cds_WP_135631349.1_2738	33.962	106	367
WP_000342716.1	lcl|NZ_RQFG01000005.1_cds_WP_135586449.1_444	40.741	243	265
WP_001246619.1	lcl|NZ_RQFG01000018.1_cds_WP_135633583.1_2596	36.452	310	310
WP_001246619.1	lcl|NZ_RQFG01000010.1_cds_WP_135631467.1_2810	28.617	311	310
WP_001246619.1	lcl|NZ_RQFG01000019.1_cds_WP_135632427.1_2039	23.194	263	310
WP_001246619.1	lcl|NZ_RQFG01000018.1_cds_WP_135633583.1_2596	36.452	310	310
WP_001246619.1	lcl|NZ_RQFG01000010.1_cds_WP_135631467.1_2810	28.617	311	310
WP_001246619.1	lcl|NZ_RQFG01000019.1_cds_WP_135632427.1_2039	23.194	263	310
WP_000715958.1	lcl|NZ_RQFG01000001.1_cds_WP_135637493.1_3674	27.619	105	131
WP_001088861.1	lcl|NZ_RQFG01000010.1_cds_WP_135631429.1_2785	39.683	63	144
WP_000517242.1	lcl|NZ_RQFG01000019.1_cds_WP_135632446.1_2060	31.967	122	221
WP_000517242.1	lcl|NZ_RQFG01000005.1_cds_WP_135636919.1_228	26.897	145	221
WP_000517242.1	lcl|NZ_RQFG01000016.1_cds_WP_135632035.1_3410	27.551	98	221
WP_000282882.1	lcl|NZ_RQFG01000019.1_cds_WP_135632091.1_1604	29.719	249	273
WP_000282882.1	lcl|NZ_RQFG01000019.1_cds_WP_135632318.1_1897	28.846	208	273
WP_000282882.1	lcl|NZ_RQFG01000019.1_cds_WP_167482667.1_1582	33.937	221	273
WP_000282882.1	lcl|NZ_RQFG01000019.1_cds_WP_135633035.1_1583	36.697	109	273
WP_000282882.1	lcl|NZ_RQFG01000018.1_cds_WP_135633366.1_2721	27.165	254	273
WP_000282882.1	lcl|NZ_RQFG01000019.1_cds_WP_135632081.1_1594	37.363	91	273
WP_000282882.1	lcl|NZ_RQFG01000019.1_cds_WP_135632101.1_1613	32.432	111	273
WP_000282882.1	lcl|NZ_RQFG01000019.1_cds_WP_135632094.1_1607	32.727	110	273
WP_000282882.1	lcl|NZ_RQFG01000019.1_cds_WP_135632094.1_1607	37.143	35	273
WP_000282882.1	lcl|NZ_RQFG01000019.1_cds_WP_135632086.1_1599	33.333	93	273
WP_000853988.1	lcl|NZ_RQFG01000019.1_cds_WP_135632091.1_1604	38.333	120	582
WP_000853988.1	lcl|NZ_RQFG01000019.1_cds_WP_167482667.1_1582	27.477	222	582
WP_000853988.1	lcl|NZ_RQFG01000019.1_cds_WP_135632318.1_1897	33.333	129	582
WP_000853988.1	lcl|NZ_RQFG01000019.1_cds_WP_135633035.1_1583	29.245	106	582
WP_000853988.1	lcl|NZ_RQFG01000019.1_cds_WP_135632081.1_1594	31.068	103	582
